Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,20.69467411,30.17717979,67.62557474,129.88602749999998,223.4960503,360.5118173,560.3790564,848.7027318,1242.786461,1765.542368,2448.760153,3323.899103,4416.994522,5735.9073530000005,7267.331268000001,8953.566487,10714.65978,12435.49996,14034.315980000001,15428.814840000001,16578.0262,17466.137619999998,18196.4549,18840.58986,19177.9406,19404.87729,19607.910509999998,19771.42399,19872.29596,19934.4216,19957.01597,19939.298619999998,19884.01099,19755.0405,NPgN
AMBERTON ROAD,21.70205838,31.64615756,70.91748162,130.102038,215.01432880000002,334.63358569999997,503.7742053,741.3259198,1063.076542,1489.212701,2045.6161690000001,2757.861059,3647.11475,4719.785697,5964.940072,7335.735251000001,8767.240915999999,10165.923040000001,11465.31542,12598.514990000001,13532.44991,14254.2315,14847.51748,15370.598769999999,15644.0064,15827.54927,15991.66506,16123.667940000001,16204.74604,16254.3813,16271.93365,16256.80728,16211.23375,16105.9183,NPgN
ANNFIELD 66/20KV,32.28721453,47.08153762,105.5074087,184.5858619,291.4373735,434.0370421,626.2285811,884.4160526000001,1228.6226589999999,1683.237196,2275.810014,3033.490821,3978.755957,5118.442963,6440.723089,7895.987405,9415.430137000001,10899.83626,12278.659259999999,13480.865130000002,14471.7882,15237.68065,15866.743190000001,16421.00146,16709.67248,16902.74105,17075.19459,17213.58284,17297.90554,17348.952719999997,17366.041119999998,17348.61146,17299.03844,17186.34028,NPgN
ASHINGTON,28.55107609,41.63346336,93.29854239,168.2011709,273.4861289,419.1904144,622.0998784,903.2063571,1282.137103,1783.587684,2437.9940149999998,3275.406083,4320.697496,5581.409594,7044.621955,8655.333213,10337.2904,11980.61645,13507.217330000001,14838.4779,15935.68457,16783.671469999997,17480.53617,18094.81874,18415.55549,18630.63335,18822.88703,18977.41613,19072.10671,19129.88591,19150.00042,19131.7743,19077.83154,18953.78919,NPgN
AYCLIFFE INDUSTRIAL,18.13309176,26.4418549,59.25489549,99.57856983,150.71478080000003,214.6896591,295.5438163,397.1599625,529.2047973,702.804184,928.4397095,1216.393952,1575.1826210000002,2007.417225,2508.476487,3059.648079,3634.9524579999998,4196.8653509999995,4718.677552,5173.480088,5548.427094,5838.27022,6076.024122,6285.271766,6393.592553,6465.576738000001,6529.758967,6581.056079999999,6611.874462,6630.156902000001,6635.642233,6628.165395,6608.629388,6565.375478,NPgN
BARDEN FRIAR,1.155054077,1.684311353,3.774458847,6.366208013,9.673838867,13.84032315,19.14421939,25.863077899999997,34.62160746,46.14309282,61.12350209,80.24597934,104.0762571,132.7876521,166.07432869999997,202.6924529,240.9153505,278.24958210000005,312.9205887,343.14066660000003,368.05399239999997,387.3122307,403.1120583,417.0194876,424.2244886,429.01647369999995,433.29007199999995,436.7074813,438.7643624,439.98783169999996,440.360558,439.87118219999996,438.5796663,435.71080650000005,NPgN
BEDALE,15.4423848,22.51823923,50.46226586,86.3006132,133.10067890000002,193.486801,272.2684704,374.705514,509.6087488,687.3953928999999,918.8207675000001,1214.4611869999999,1583.073936,2027.333234,2542.562573,3109.473582,3701.3012659999995,4279.421134,4816.35593,5284.431154,5670.28004,5968.526895,6213.341493,6428.930702000001,6540.894338,6615.553186,6682.184107,6735.5527870000005,6767.858898,6787.234713,6793.412904000001,6786.198287,6766.517693000001,6722.338478,NPgN
BELMONT,26.77271744,39.04024308,87.48726336,150.52833600000002,233.6362038,341.9052236,484.50265149999996,671.7307562000001,919.2154485,1245.588035,1670.603179,2213.6994219999997,2890.971212,3707.3276140000003,4654.212041,5696.152965,6783.936435,7846.559084999999,8833.517057,9693.948096,10403.20779,10951.42731,11401.5147,11797.93557,12003.99219,12141.52018,12264.29184,12362.68386,12422.36491,12458.26278,12469.88679,12456.86545,12420.90125,12339.85851,NPgN
BENSHAM,19.59157044,28.56862303,64.0208782,113.5054723,181.5989012,274.0406685,400.60163769999997,573.1920069,804.5411098,1110.391617,1509.292791,2019.5412440000002,2656.2829920000004,3424.117932,4315.126346,5295.847967000001,6319.884257,7320.353554,8249.710034,9060.084916,9728.012476,10244.2431,10668.35983,11042.129079999999,11237.039490000001,11367.56906,11484.203759999999,11577.87521,11635.11183,11669.89908,11681.77736,11670.35262,11637.22388,11561.48441,NPgN
BENTON SQUARE,22.66374394,33.04849701,74.0600553,133.08142759999998,215.7097606,329.650757,487.83065080000006,706.344152,1000.6029130000001,1389.935918,1897.9707050000002,2548.031235,3359.4239740000003,4338.004166,5473.731296,6723.9213469999995,8029.39568,9304.87522,10489.74635,11522.98968,12374.58096,13032.74532,13573.59009,14050.322,14299.18291,14466.02338,14615.14885,14734.99496,14808.3959,14853.15294,14868.681180000001,14854.45996,14812.52625,14716.199369999998,NPgN
