Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ABBEY ROAD,9.148,9.106,9.046,9.089,9.102,9.111,9.141,9.186,9.219,9.258,9.341,9.379,9.505,9.620,9.762,9.943,10.158,10.411,10.702,11.029,11.391,11.804,12.225,12.677,13.166,13.662,14.129,14.571,14.983,15.438,15.849,16.234,16.494,16.765,NPgY
AIREDALE ROAD,10.259,10.321,10.246,10.322,10.355,10.370,10.394,10.442,10.455,10.454,10.476,10.450,10.480,10.496,10.500,10.530,10.567,10.610,10.660,10.714,10.755,10.840,10.889,10.963,11.052,11.160,11.246,11.329,11.409,11.518,11.584,11.686,11.770,11.838,NPgY
ALDHAM,15.038,15.048,14.961,15.057,15.097,15.119,15.166,15.242,15.287,15.339,15.448,15.484,15.643,15.784,15.964,16.200,16.475,16.791,17.153,17.553,17.984,18.492,18.988,19.532,20.145,20.776,21.366,21.929,22.459,23.058,23.587,24.109,24.493,24.881,NPgY
ALFRED GELDER STREET,12.854,14.484,14.387,14.503,14.562,14.594,14.634,14.706,14.731,14.741,14.771,14.747,14.779,14.801,14.801,14.835,14.877,14.923,14.977,15.041,15.082,15.185,15.234,15.317,15.424,15.558,15.662,15.761,15.855,16.002,16.085,16.223,16.341,16.432,NPgY
ALLERTON HILL T1,7.548,7.533,7.482,7.520,7.531,7.536,7.555,7.588,7.606,7.623,7.670,7.678,7.752,7.815,7.885,7.983,8.101,8.241,8.403,8.584,8.782,9.017,9.248,9.501,9.773,10.051,10.309,10.553,10.780,11.034,11.254,11.468,11.610,11.756,NPgY
ALLERTON HILL T2,6.775,6.742,6.702,6.735,6.747,6.756,6.781,6.819,6.849,6.887,6.960,7.000,7.111,7.216,7.347,7.512,7.708,7.936,8.201,8.498,8.829,9.203,9.588,9.999,10.443,10.888,11.310,11.707,12.078,12.485,12.855,13.196,13.423,13.661,NPgY
ALVERTHORPE ROAD,16.092,17.672,17.585,17.681,17.720,17.741,17.793,17.875,17.928,17.990,18.121,18.174,18.371,18.549,18.774,19.065,19.408,19.808,20.267,20.779,21.339,21.989,22.639,23.343,24.115,24.900,25.639,26.339,26.994,27.721,28.371,28.992,29.422,29.865,NPgY
ARMOURIES DRIVE,10.093,10.381,10.311,10.371,10.393,10.401,10.424,10.467,10.484,10.492,10.531,10.522,10.584,10.632,10.669,10.737,10.821,10.924,11.046,11.183,11.327,11.516,11.687,11.884,12.090,12.309,12.504,12.687,12.857,13.058,13.215,13.383,13.493,13.597,NPgY
ARMTHORPE,11.859,11.889,11.815,11.894,11.927,11.942,11.975,12.031,12.057,12.079,12.139,12.142,12.232,12.305,12.385,12.502,12.642,12.806,12.995,13.205,13.427,13.705,13.962,14.253,14.576,14.915,15.224,15.518,15.794,16.114,16.382,16.660,16.861,17.057,NPgY
ARUNDEL STREET,16.448,17.663,17.538,17.698,17.782,17.827,17.877,17.972,17.999,17.993,18.005,17.953,17.955,17.950,17.908,17.910,17.916,17.925,17.937,17.952,17.927,17.986,17.966,17.990,18.022,18.095,18.126,18.153,18.178,18.255,18.247,18.317,18.376,18.396,NPgY
ASKERN,10.906,10.895,10.833,10.897,10.923,10.936,10.970,11.025,11.059,11.096,11.175,11.201,11.325,11.432,11.560,11.730,11.932,12.168,12.441,12.748,13.082,13.475,13.863,14.288,14.752,15.221,15.659,16.073,16.461,16.897,17.280,17.649,17.904,18.163,NPgY
AUDBY LANE,19.589,19.961,19.829,19.986,20.065,20.107,20.171,20.280,20.328,20.366,20.450,20.448,20.562,20.656,20.753,20.911,21.096,21.310,21.555,21.831,22.104,22.476,22.792,23.165,23.596,24.056,24.466,24.855,25.223,25.675,26.029,26.427,26.730,27.011,NPgY
AUSTERFIELD,4.737,4.794,4.758,4.803,4.826,4.837,4.851,4.877,4.884,4.882,4.885,4.870,4.872,4.871,4.860,4.863,4.866,4.871,4.876,4.882,4.878,4.896,4.893,4.902,4.914,4.937,4.949,4.959,4.969,4.993,4.993,5.015,5.033,5.041,NPgY
BAILIFF BRIDGE,8.615,8.568,8.511,8.546,8.554,8.556,8.577,8.612,8.633,8.658,8.723,8.740,8.840,8.925,9.015,9.135,9.280,9.451,9.649,9.874,10.122,10.409,10.697,11.009,11.346,11.690,12.013,12.318,12.604,12.927,13.215,13.491,13.682,13.879,NPgY
BALBY,13.376,13.753,13.652,13.778,13.842,13.873,13.910,13.983,14.001,13.991,13.996,13.948,13.946,13.937,13.905,13.907,13.913,13.920,13.930,13.936,13.912,13.953,13.931,13.944,13.964,14.017,14.037,14.056,14.074,14.126,14.112,14.162,14.204,14.216,NPgY
BALME STREET,12.756,12.843,12.747,12.846,12.890,12.912,12.944,13.005,13.023,13.023,13.049,13.018,13.050,13.069,13.066,13.095,13.132,13.177,13.229,13.288,13.330,13.429,13.480,13.563,13.660,13.783,13.877,13.967,14.053,14.178,14.247,14.362,14.456,14.527,NPgY
BARNBURGH,8.929,8.909,8.866,8.917,8.938,8.950,8.981,9.029,9.065,9.109,9.194,9.236,9.370,9.491,9.647,9.843,10.074,10.344,10.656,11.005,11.392,11.832,12.281,12.764,13.290,13.815,14.313,14.783,15.222,15.705,16.142,16.548,16.823,17.110,NPgY
BARNOLDSWICK,8.864,8.936,8.871,8.944,8.979,8.996,9.020,9.066,9.081,9.083,9.102,9.082,9.107,9.123,9.126,9.154,9.189,9.231,9.282,9.339,9.385,9.475,9.532,9.614,9.704,9.810,9.895,9.975,10.049,10.151,10.211,10.300,10.365,10.415,NPgY
BARNSLEY,16.864,18.903,18.780,18.926,18.997,19.034,19.084,19.174,19.203,19.213,19.254,19.221,19.267,19.298,19.318,19.385,19.462,19.549,19.646,19.751,19.832,19.992,20.087,20.225,20.401,20.615,20.790,20.958,21.119,21.340,21.482,21.689,21.865,22.011,NPgY
BARNSLEY ROAD,7.333,7.324,7.276,7.316,7.330,7.338,7.360,7.396,7.419,7.442,7.496,7.515,7.598,7.674,7.763,7.884,8.028,8.198,8.396,8.616,8.860,9.144,9.429,9.738,10.068,10.405,10.720,11.017,11.292,11.597,11.866,12.120,12.287,12.458,NPgY
BARROW,8.762,9.605,9.553,9.603,9.623,9.631,9.654,9.695,9.715,9.734,9.784,9.791,9.871,9.937,10.009,10.110,10.232,10.376,10.543,10.732,10.935,11.181,11.419,11.682,11.968,12.256,12.523,12.775,13.010,13.277,13.505,13.731,13.884,14.037,NPgY
BARUGH 66/11KV,18.580,18.860,18.741,18.866,18.918,18.946,19.002,19.094,19.141,19.190,19.300,19.322,19.479,19.615,19.787,20.023,20.296,20.611,20.969,21.363,21.777,22.284,22.762,23.294,23.901,24.537,25.126,25.688,26.219,26.826,27.350,27.886,28.289,28.688,NPgY
BARWICK,12.875,16.527,16.446,16.507,16.526,16.536,16.574,16.635,16.676,16.722,16.827,16.868,17.032,17.180,17.351,17.577,17.847,18.166,18.536,18.953,19.416,19.948,20.488,21.069,21.691,22.320,22.912,23.469,23.987,24.561,25.073,25.553,25.869,26.197,NPgY
BASLOW ROAD,9.260,9.243,9.197,9.247,9.269,9.279,9.308,9.355,9.387,9.424,9.503,9.536,9.658,9.768,9.908,10.085,10.296,10.542,10.826,11.142,11.491,11.892,12.298,12.735,13.211,13.689,14.141,14.567,14.966,15.405,15.800,16.171,16.423,16.685,NPgY
BATLEY,21.013,21.102,20.953,21.105,21.173,21.210,21.274,21.382,21.431,21.467,21.561,21.559,21.691,21.802,21.911,22.088,22.299,22.547,22.833,23.156,23.484,23.919,24.303,24.748,25.241,25.770,26.244,26.693,27.114,27.617,28.020,28.457,28.772,29.070,NPgY
BEAL,10.174,10.222,10.155,10.234,10.272,10.293,10.326,10.383,10.409,10.433,10.483,10.486,10.557,10.615,10.686,10.789,10.909,11.046,11.203,11.377,11.554,11.783,11.987,12.222,12.494,12.778,13.035,13.280,13.512,13.788,14.013,14.256,14.440,14.615,NPgY
BEESTON ROYDS 33/11KV,5.459,5.485,5.446,5.488,5.507,5.517,5.534,5.562,5.575,5.585,5.609,5.608,5.640,5.667,5.695,5.740,5.793,5.853,5.921,5.997,6.072,6.173,6.260,6.361,6.480,6.609,6.724,6.835,6.939,7.067,7.169,7.283,7.374,7.458,NPgY
BEESTON ROYDS 6/7,21.703,22.688,22.531,22.719,22.814,22.865,22.933,23.056,23.103,23.123,23.186,23.158,23.236,23.300,23.350,23.467,23.607,23.771,23.961,24.172,24.365,24.671,24.901,25.193,25.524,25.899,26.217,26.516,26.797,27.156,27.405,27.719,27.951,28.149,NPgY
