Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,0,0.06,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.2,0.27,0.38,0.47,0.48,0.48,0.48,0.48,0.54,0.54,0.54,0.56,0.56,0.58,0.6,0.66,0.68,0.68,0.88,1.04,1.23,1.26,1.47,NPgN
AMBERTON ROAD,0,0.11,0.24,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.51,0.72,0.9,0.9,0.9,0.92,0.92,0.96,0.96,0.96,0.98,0.98,1,1.01,1.08,1.1,1.1,1.27,1.55,1.78,1.84,2.02,NPgN
ANNFIELD 66/20KV,0,0.14,0.28,0.28,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.44,0.58,0.79,0.96,0.96,0.96,0.98,0.98,1.03,1.03,1.03,1.05,1.05,1.07,1.09,1.16,1.18,1.18,1.39,1.65,1.9,1.96,2.18,NPgN
ASHINGTON,0.01,0.11,0.23,0.23,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.37,0.5,0.7,0.88,0.88,0.88,0.89,0.89,0.98,0.98,0.98,1.01,1.01,1.04,1.07,1.17,1.2,1.2,1.51,1.8,2.11,2.16,2.49,NPgN
AYCLIFFE FOREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN
AYCLIFFE INDUSTRIAL,0,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.2,0.28,0.35,0.35,0.35,0.35,0.35,0.37,0.37,0.37,0.38,0.38,0.39,0.4,0.42,0.43,0.43,0.51,0.61,0.7,0.73,0.81,NPgN
BARDEN FRIAR,0,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.07,0.1,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.14,0.16,0.18,0.19,0.2,NPgN
BEDALE,0,0.16,0.31,0.31,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.48,0.62,0.82,0.97,0.97,0.97,0.98,0.98,1.02,1.02,1.02,1.03,1.03,1.05,1.06,1.11,1.12,1.12,1.26,1.47,1.68,1.73,1.88,NPgN
BELMONT,0,0.09,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.29,0.39,0.55,0.69,0.69,0.69,0.7,0.7,0.74,0.74,0.74,0.75,0.75,0.77,0.78,0.83,0.85,0.85,1,1.21,1.4,1.44,1.6,NPgN
BENSHAM,0,0.05,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.16,0.22,0.31,0.39,0.39,0.39,0.4,0.4,0.43,0.43,0.43,0.44,0.44,0.45,0.46,0.5,0.52,0.52,0.63,0.76,0.89,0.91,1.03,NPgN
BENTON SQUARE,0,0.08,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.26,0.34,0.47,0.59,0.59,0.59,0.59,0.59,0.63,0.63,0.63,0.65,0.65,0.67,0.68,0.73,0.75,0.75,0.9,1.07,1.25,1.28,1.44,NPgN
BENWELL,0,0.08,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.29,0.39,0.55,0.7,0.7,0.7,0.71,0.71,0.74,0.74,0.74,0.76,0.76,0.77,0.79,0.84,0.86,0.86,1,1.22,1.41,1.45,1.61,NPgN
