Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,27644,28074,27859,28288,28647,28934,29224,29447,29462,29563,29596,29628,29664,29612,29628,29645,29666,29614,29649,29596,29534,29541,29547,29481,29409,29410,29412,29268,29268,29268,29196,29196,29123,29050,NPgN
AMBERTON ROAD,76731,77924,77328,78519,79515,80314,81118,81735,81777,82060,82149,82239,82340,82195,82239,82285,82344,82200,82297,82150,81979,81998,82013,81829,81632,81633,81640,81239,81239,81239,81039,81038,80837,80636,NPgN
ANNFIELD 66/20KV,58767,59681,59224,60137,60899,61511,62127,62600,62632,62848,62916,62985,63063,62952,62986,63021,63066,62956,63030,62918,62787,62801,62813,62672,62521,62521,62527,62220,62220,62220,62066,62066,61912,61758,NPgN
ASHINGTON,46494,47217,46856,47578,48181,48665,49153,49526,49552,49723,49777,49832,49893,49805,49832,49860,49896,49808,49867,49778,49674,49686,49695,49584,49464,49464,49469,49226,49226,49226,49105,49104,48982,48860,NPgN
AYCLIFFE FOREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN
AYCLIFFE INDUSTRIAL,32885,33396,33140,33651,34078,34420,34765,35029,35047,35168,35206,35245,35288,35226,35245,35265,35290,35228,35270,35207,35134,35142,35148,35070,34985,34985,34989,34817,34817,34817,34731,34731,34644,34558,NPgN
BARDEN FRIAR,1263,1282,1272,1292,1308,1322,1335,1345,1346,1350,1352,1353,1355,1353,1353,1354,1355,1353,1354,1352,1349,1349,1350,1347,1343,1343,1343,1337,1337,1337,1334,1334,1330,1327,NPgN
BEDALE,57226,58116,57672,58560,59302,59898,60498,60958,60990,61201,61267,61334,61409,61302,61334,61369,61413,61305,61378,61268,61140,61154,61166,61029,60882,60882,60888,60589,60589,60588,60439,60439,60289,60138,NPgN
BELMONT,84516,85830,85173,86485,87582,88462,89348,90027,90073,90385,90483,90582,90693,90534,90582,90633,90699,90540,90646,90485,90296,90317,90334,90131,89914,89914,89923,89481,89481,89481,89260,89260,89038,88816,NPgN
BENSHAM,45269,45973,45621,46324,46911,47383,47858,48221,48246,48413,48465,48518,48578,48493,48519,48546,48581,48496,48553,48466,48365,48376,48386,48277,48161,48161,48166,47929,47929,47929,47811,47810,47692,47573,NPgN
BENTON SQUARE,40306,40933,40620,41246,41769,42188,42611,42935,42957,43106,43152,43200,43253,43177,43200,43224,43255,43179,43230,43153,43063,43073,43081,42985,42881,42881,42885,42674,42675,42674,42569,42569,42463,42357,NPgN
BENWELL,54103,54944,54524,55363,56065,56629,57196,57631,57660,57860,57923,57986,58057,57956,57986,58019,58061,57959,58027,57924,57803,57816,57827,57698,57558,57559,57564,57281,57281,57281,57140,57140,56998,56856,NPgN
BILLINGHAM MARSH HOUSE,25242,25635,25439,25830,26158,26421,26685,26888,26902,26995,27024,27054,27087,27040,27054,27069,27089,27041,27073,27025,26969,26975,26980,26919,26854,26855,26857,26725,26725,26725,26659,26659,26593,26527,NPgN
BILLY MILL,51860,52666,52263,53068,53741,54281,54825,55242,55270,55461,55522,55582,55651,55553,55583,55614,55654,55556,55622,55523,55407,55420,55430,55306,55173,55173,55178,54907,54907,54907,54771,54771,54635,54499,NPgN
BIRTLEY GROVE 66/11KV,56333,57209,56772,57646,58377,58964,59554,60007,60038,60246,60311,60377,60451,60345,60377,60411,60455,60349,60420,60312,60186,60200,60211,60077,59932,59932,59938,59643,59643,59643,59496,59496,59348,59200,NPgN
