Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,18.826,18.429,18.123,17.780,17.600,17.625,17.555,17.522,17.297,17.289,17.475,17.896,18.478,18.997,19.635,20.168,20.709,21.246,21.628,21.928,22.135,22.154,22.410,22.600,22.687,22.809,22.891,23.034,23.059,23.108,23.158,23.192,23.216,23.198,NPgN
AMBERTON ROAD,22.168,22.666,22.344,22.164,22.066,22.075,22.114,22.180,22.137,22.155,22.234,22.415,22.598,22.767,23.042,23.243,23.558,23.819,24.074,24.239,24.408,24.452,24.651,24.777,24.925,25.096,25.241,25.421,25.534,25.633,25.800,25.929,25.996,26.049,NPgN
ANNFIELD 66/20KV,23.449,24.942,24.602,24.340,24.214,24.241,24.243,24.253,24.071,24.074,24.239,24.621,25.124,25.602,26.206,26.710,27.278,27.796,28.219,28.525,28.741,28.764,29.009,29.191,29.332,29.505,29.648,29.840,29.933,30.024,30.153,30.247,30.276,30.254,NPgN
ASHINGTON,21.161,20.887,20.569,20.279,20.135,20.168,20.158,20.196,20.086,20.119,20.323,20.728,21.248,21.726,22.335,22.846,23.397,23.919,24.318,24.620,24.819,24.819,25.052,25.222,25.339,25.494,25.611,25.785,25.847,25.921,26.016,26.084,26.108,26.081,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,13.506,13.997,13.811,13.742,13.709,13.718,13.760,13.791,13.741,13.775,13.820,13.930,14.034,14.151,14.317,14.446,14.659,14.823,15.012,15.124,15.243,15.299,15.426,15.512,15.613,15.718,15.817,15.928,16.016,16.083,16.199,16.288,16.325,16.354,NPgN
BARDEN FRIAR,0.590,0.590,0.586,0.584,0.589,0.591,0.596,0.602,0.606,0.640,0.688,0.746,0.804,0.863,0.922,0.993,1.073,1.148,1.226,1.282,1.318,1.342,1.371,1.398,1.407,1.413,1.421,1.430,1.437,1.443,1.446,1.449,1.446,1.438,NPgN
BEDALE,17.464,17.498,17.257,17.142,17.088,17.089,17.125,17.163,17.106,17.139,17.233,17.414,17.593,17.766,18.005,18.199,18.493,18.734,18.987,19.147,19.299,19.363,19.534,19.646,19.764,19.890,20.001,20.135,20.229,20.303,20.434,20.534,20.579,20.615,NPgN
BELMONT,22.570,23.057,22.742,22.561,22.474,22.497,22.533,22.562,22.422,22.422,22.526,22.805,23.162,23.522,23.991,24.375,24.845,25.248,25.607,25.851,26.032,26.053,26.252,26.395,26.546,26.723,26.878,27.069,27.188,27.290,27.448,27.564,27.597,27.584,NPgN
BENSHAM,19.580,19.464,19.176,18.968,18.848,18.845,18.820,18.778,18.549,18.413,18.404,18.575,18.858,19.126,19.499,19.794,20.150,20.462,20.716,20.899,21.027,21.007,21.157,21.261,21.383,21.537,21.665,21.830,21.920,22.009,22.139,22.236,22.273,22.268,NPgN
BENTON SQUARE,18.172,17.968,17.691,17.451,17.319,17.329,17.298,17.280,17.100,17.026,17.089,17.330,17.683,18.003,18.431,18.779,19.168,19.531,19.807,20.013,20.154,20.138,20.305,20.422,20.519,20.650,20.749,20.892,20.947,21.010,21.100,21.164,21.189,21.176,NPgN
BENWELL,18.461,18.399,18.123,17.943,17.838,17.836,17.840,17.862,17.772,17.734,17.765,17.899,18.059,18.198,18.429,18.595,18.847,19.062,19.259,19.390,19.523,19.546,19.707,19.807,19.922,20.060,20.173,20.319,20.402,20.479,20.609,20.709,20.766,20.811,NPgN
BILLINGHAM MARSH HOUSE,15.747,15.492,15.249,15.002,14.874,14.891,14.839,14.787,14.554,14.514,14.617,14.914,15.343,15.735,16.220,16.621,17.043,17.455,17.765,18.007,18.187,18.228,18.445,18.613,18.714,18.839,18.938,19.081,19.142,19.214,19.295,19.359,19.399,19.401,NPgN
BILLY MILL,18.220,18.042,17.760,17.527,17.390,17.386,17.350,17.325,17.146,17.031,17.039,17.207,17.473,17.705,18.043,18.305,18.620,18.906,19.124,19.283,19.396,19.364,19.504,19.592,19.684,19.812,19.907,20.044,20.096,20.157,20.252,20.319,20.351,20.352,NPgN
BIRTLEY GROVE 66/11KV,15.596,15.569,15.344,15.210,15.137,15.141,15.153,15.162,15.058,15.030,15.062,15.198,15.373,15.542,15.782,15.966,16.220,16.430,16.624,16.749,16.858,16.871,16.997,17.077,17.170,17.279,17.371,17.487,17.555,17.613,17.715,17.789,17.818,17.831,NPgN
BIRTLEY GROVE 66/20KV,9.754,9.746,9.608,9.531,9.491,9.498,9.514,9.529,9.478,9.474,9.507,9.607,9.731,9.855,10.026,10.163,10.342,10.492,10.632,10.723,10.796,10.804,10.883,10.937,11.000,11.074,11.137,11.216,11.264,11.305,11.373,11.422,11.438,11.438,NPgN
BLAYDON BURN,16.508,16.295,16.048,15.824,15.705,15.725,15.691,15.656,15.442,15.361,15.429,15.698,16.115,16.510,17.012,17.430,17.866,18.277,18.583,18.823,18.966,18.945,19.110,19.242,19.350,19.494,19.611,19.771,19.845,19.929,20.026,20.098,20.121,20.084,NPgN
BLUCHER 33/11KV,15.576,15.348,15.107,14.875,14.758,14.783,14.759,14.758,14.615,14.651,14.813,15.145,15.579,15.980,16.468,16.876,17.307,17.720,18.035,18.271,18.442,18.473,18.676,18.828,18.912,19.017,19.098,19.219,19.261,19.311,19.372,19.416,19.435,19.423,NPgN
BOLDON DOWNHILL,12.344,12.172,11.985,11.807,11.715,11.722,11.692,11.664,11.511,11.466,11.529,11.731,12.026,12.295,12.634,12.911,13.206,13.486,13.692,13.848,13.954,13.951,14.081,14.175,14.237,14.320,14.382,14.476,14.507,14.545,14.596,14.632,14.647,14.635,NPgN
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,9.918,10.820,10.686,10.641,10.619,10.619,10.647,10.666,10.627,10.625,10.636,10.692,10.744,10.803,10.898,10.966,11.095,11.187,11.300,11.363,11.432,11.456,11.532,11.578,11.648,11.723,11.792,11.870,11.932,11.978,12.064,12.128,12.153,12.173,NPgN
BOWESFIELD 33/11KV,13.827,13.779,13.585,13.468,13.415,13.447,13.483,13.530,13.482,13.533,13.661,13.909,14.219,14.535,14.927,15.262,15.638,15.971,16.255,16.458,16.589,16.597,16.733,16.842,16.944,17.066,17.175,17.309,17.391,17.465,17.563,17.636,17.648,17.614,NPgN
BOWESFIELD 66/11KV,14.692,14.757,14.551,14.467,14.419,14.421,14.460,14.500,14.465,14.464,14.482,14.556,14.621,14.691,14.822,14.909,15.084,15.210,15.357,15.441,15.538,15.566,15.676,15.742,15.844,15.957,16.058,16.176,16.262,16.331,16.455,16.549,16.592,16.627,NPgN
BRANCEPETH,19.919,19.658,19.397,19.152,19.086,19.135,19.148,19.156,18.973,19.148,19.555,20.220,21.034,21.817,22.690,23.463,24.253,25.003,25.608,26.058,26.358,26.469,26.808,27.088,27.214,27.349,27.464,27.631,27.705,27.775,27.850,27.903,27.903,27.846,NPgN
BREAMISH STREET,8.868,9.246,9.115,9.031,8.982,8.980,8.982,8.991,8.948,8.919,8.927,8.984,9.055,9.117,9.225,9.305,9.428,9.532,9.629,9.694,9.754,9.759,9.831,9.874,9.930,9.999,10.055,10.127,10.168,10.207,10.271,10.320,10.346,10.363,NPgN
BRENDA TRADING,22.243,22.113,21.789,21.560,21.451,21.492,21.523,21.579,21.483,21.596,21.817,22.216,22.685,23.138,23.698,24.166,24.712,25.204,25.629,25.923,26.157,26.223,26.484,26.675,26.812,26.970,27.101,27.276,27.368,27.449,27.573,27.663,27.693,27.690,NPgN
CAMPLESHON ROAD,17.385,17.183,16.930,16.708,16.603,16.631,16.618,16.620,16.467,16.491,16.658,17.007,17.465,17.895,18.421,18.868,19.351,19.805,20.165,20.432,20.616,20.644,20.855,21.015,21.117,21.243,21.344,21.487,21.548,21.612,21.695,21.754,21.774,21.751,NPgN
CARLEY HILL,18.298,18.060,17.783,17.533,17.401,17.425,17.403,17.406,17.250,17.204,17.318,17.625,18.064,18.473,18.999,19.436,19.897,20.331,20.651,20.897,21.044,21.011,21.183,21.313,21.417,21.560,21.671,21.829,21.890,21.963,22.053,22.117,22.134,22.096,NPgN
CARLIN HOW T3 T4,14.034,16.243,16.063,15.908,15.876,15.919,15.957,16.020,15.988,16.205,16.580,17.115,17.727,18.321,18.978,19.576,20.192,20.773,21.256,21.613,21.844,21.936,22.188,22.399,22.493,22.589,22.675,22.796,22.853,22.903,22.958,22.995,22.988,22.935,NPgN
CARR HILL,18.871,18.488,18.183,17.848,17.661,17.671,17.590,17.540,17.293,17.166,17.252,17.575,18.084,18.534,19.117,19.594,20.071,20.540,20.847,21.100,21.240,21.179,21.360,21.491,21.576,21.709,21.800,21.951,21.979,22.036,22.097,22.137,22.153,22.112,NPgN
CATTERICK CAMP,16.490,16.373,16.141,15.971,15.901,15.930,15.955,16.003,15.943,16.023,16.222,16.565,16.976,17.371,17.852,18.266,18.727,19.149,19.503,19.760,19.937,19.973,20.169,20.320,20.428,20.555,20.663,20.806,20.880,20.950,21.045,21.115,21.133,21.111,NPgN
