Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,57589,56254,55460,54096,53146,52347,51704,51164,50153,48694,47637,47995,47429,47257,47020,46665,46426,46105,45753,45321,44880,44687,44473,44053,43940,43441,43120,42785,42629,42674,42597,42605,42665,42883,NPgN
AMBERTON ROAD,44155,43131,42523,41477,40749,40136,39643,39229,38454,37335,36525,36799,36365,36234,36052,35780,35596,35350,35080,34749,34411,34263,34099,33777,33690,33308,33062,32805,32685,32719,32661,32667,32713,32879,NPgN
ANNFIELD 66/20KV,49098,47959,47283,46120,45310,44629,44081,43620,42758,41514,40614,40919,40436,40290,40088,39785,39581,39308,39007,38639,38263,38098,37916,37558,37462,37036,36762,36477,36344,36382,36317,36323,36375,36560,NPgN
ASHINGTON,53350,52112,51377,50113,49234,48493,47898,47397,46460,45109,44130,44462,43937,43778,43559,43230,43008,42711,42385,41984,41576,41397,41199,40810,40705,40243,39946,39635,39491,39532,39461,39469,39524,39725,NPgN
AYCLIFFE FOREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN
AYCLIFFE INDUSTRIAL,17076,16680,16444,16040,15758,15521,15331,15170,14871,14438,14125,14231,14063,14012,13942,13837,13766,13671,13566,13438,13307,13250,13187,13062,13029,12881,12785,12686,12640,12653,12630,12633,12651,12715,NPgN
BARDEN FRIAR,1552,1516,1494,1457,1432,1410,1393,1378,1351,1312,1283,1293,1278,1273,1267,1257,1251,1242,1233,1221,1209,1204,1198,1187,1184,1170,1162,1153,1148,1150,1148,1148,1149,1155,NPgN
BEDALE,30117,29419,29003,28290,27794,27375,27039,26757,26228,25465,24913,25100,24804,24714,24590,24404,24279,24111,23927,23701,23471,23370,23258,23038,22979,22718,22550,22375,22293,22317,22277,22281,22312,22426,NPgN
BELMONT,34764,33958,33478,32655,32082,31599,31212,30885,30275,29394,28756,28973,28631,28527,28384,28170,28025,27832,27619,27358,27092,26976,26846,26593,26525,26224,26030,25827,25733,25760,25714,25719,25755,25886,NPgN
BENSHAM,35419,34598,34109,33270,32687,32195,31800,31467,30845,29948,29298,29518,29170,29065,28919,28701,28553,28356,28140,27874,27603,27484,27352,27094,27024,26718,26520,26314,26218,26246,26199,26203,26240,26374,NPgN
BENTON SQUARE,42133,41156,40575,39578,38883,38298,37828,37432,36693,35625,34852,35114,34700,34574,34401,34141,33966,33732,33474,33158,32835,32694,32537,32230,32148,31783,31548,31302,31188,31221,31165,31171,31215,31374,NPgN
BENWELL,43328,42323,41725,40699,39985,39383,38900,38493,37733,36635,35840,36110,35684,35554,35376,35109,34929,34688,34423,34097,33766,33621,33460,33143,33059,32683,32442,32190,32072,32106,32048,32054,32099,32263,NPgN
BILLINGHAM MARSH HOUSE,41390,40430,39859,38879,38197,37622,37161,36772,36045,34997,34237,34495,34088,33964,33794,33539,33367,33136,32883,32573,32256,32117,31963,31661,31580,31222,30991,30750,30638,30670,30615,30621,30664,30820,NPgN
BILLY MILL,37508,36638,36121,35233,34614,34094,33675,33323,32665,31714,31026,31260,30891,30779,30624,30393,30237,30029,29799,29518,29231,29105,28965,28692,28618,28294,28084,27866,27765,27794,27744,27749,27788,27930,NPgN
