Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,NPgN
AMBERTON ROAD,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.08,0.09,0.09,0.1,0.11,0.11,0.12,0.13,0.13,0.14,0.14,0.15,0.15,0.16,0.16,0.16,0.17,0.17,0.17,0.18,0.18,0.18,NPgN
ANNFIELD 66/20KV,6.49,6.49,6.5,6.5,6.5,6.51,6.52,6.53,6.55,6.58,6.62,6.66,6.71,6.75,6.79,6.83,6.86,6.9,6.93,6.96,6.99,7.02,7.04,7.07,7.09,7.11,7.13,7.15,7.17,7.19,7.21,7.23,7.24,7.26,NPgN
ASHINGTON,3.24,3.24,3.24,3.24,3.25,3.27,3.31,3.37,3.47,3.61,3.78,3.96,4.14,4.33,4.5,4.67,4.82,4.97,5.11,5.25,5.37,5.5,5.61,5.72,5.82,5.92,6.02,6.11,6.19,6.27,6.35,6.42,6.49,6.55,NPgN
AYCLIFFE FOREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN
AYCLIFFE INDUSTRIAL,0,0,0,0,0,0,0.01,0.01,0.02,0.03,0.05,0.06,0.08,0.1,0.11,0.13,0.14,0.15,0.16,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.24,0.25,0.26,0.27,0.27,0.28,0.28,0.29,NPgN
BARDEN FRIAR,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.03,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.08,0.08,0.09,0.09,0.1,0.1,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.13,NPgN
BEDALE,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.05,0.08,0.12,0.17,0.23,0.28,0.34,0.39,0.44,0.49,0.53,0.57,0.62,0.65,0.69,0.72,0.76,0.79,0.82,0.85,0.87,0.9,0.92,0.95,0.97,0.99,1.01,NPgN
BELMONT,0,0,0,0,0,0.01,0.01,0.02,0.04,0.06,0.09,0.12,0.15,0.18,0.21,0.24,0.26,0.29,0.31,0.33,0.35,0.37,0.39,0.41,0.43,0.44,0.46,0.47,0.49,0.5,0.51,0.53,0.54,0.55,NPgN
BENSHAM,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,NPgN
BENTON SQUARE,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,NPgN
BENWELL,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,NPgN
BILLINGHAM MARSH HOUSE,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.05,0.06,0.07,0.07,0.08,0.09,0.09,0.1,0.1,0.11,0.11,0.12,0.12,0.13,0.13,0.13,0.14,0.14,0.14,0.15,0.15,NPgN
BILLY MILL,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,NPgN
BIRTLEY GROVE 66/11KV,0,0,0,0,0,0,0.01,0.01,0.02,0.03,0.04,0.05,0.07,0.08,0.09,0.1,0.12,0.13,0.14,0.15,0.16,0.16,0.17,0.18,0.19,0.2,0.2,0.21,0.21,0.22,0.23,0.23,0.24,0.24,NPgN
BIRTLEY GROVE 66/20KV,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,NPgN
BLAYDON BURN,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,NPgN
BLUCHER 33/11KV,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,NPgN
