Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,27644,28075,27860,28141,28287,28359,28435,28590,28622,28574,28542,28412,28349,28281,28138,28069,28000,27928,27855,27763,27590,27563,27390,27289,27162,27107,26981,26854,26726,26650,26430,26354,26278,26130,NPgN
AMBERTON ROAD,76731,77927,77331,78110,78515,78716,78927,79358,79446,79313,79225,78863,78689,78501,78103,77911,77721,77520,77318,77061,76583,76507,76026,75747,75395,75242,74892,74538,74184,73972,73362,73151,72940,72530,NPgN
ANNFIELD 66/20KV,58767,59683,59227,59823,60134,60288,60449,60779,60847,60744,60677,60400,60267,60122,59818,59671,59526,59371,59217,59020,58654,58596,58228,58014,57744,57627,57359,57088,56816,56654,56187,56025,55864,55550,NPgN
ASHINGTON,46494,47219,46858,47330,47576,47697,47825,48086,48140,48059,48005,47786,47681,47567,47326,47209,47094,46972,46850,46694,46405,46359,46067,45898,45685,45592,45380,45166,44951,44823,44453,44325,44197,43949,NPgN
AYCLIFFE FOREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN
AYCLIFFE INDUSTRIAL,32885,33397,33142,33476,33649,33735,33826,34010,34048,33991,33953,33798,33724,33643,33473,33390,33309,33223,33136,33026,32821,32789,32583,32463,32312,32246,32097,31945,31793,31702,31441,31350,31260,31084,NPgN
BARDEN FRIAR,1263,1282,1273,1285,1292,1295,1299,1306,1307,1305,1304,1298,1295,1292,1285,1282,1279,1276,1272,1268,1260,1259,1251,1246,1241,1238,1232,1227,1221,1217,1207,1204,1200,1194,NPgN
BEDALE,57226,58118,57674,58255,58557,58707,58864,59186,59251,59152,59086,58817,58687,58546,58250,58106,57965,57814,57664,57472,57116,57060,56701,56493,56230,56116,55855,55591,55327,55169,54714,54556,54399,54094,NPgN
BELMONT,84516,85833,85177,86035,86481,86703,86934,87409,87506,87359,87262,86864,86672,86465,86027,85815,85606,85384,85162,84879,84353,84269,83740,83432,83044,82875,82491,82101,81710,81477,80805,80572,80340,79889,NPgN
BENSHAM,45269,45975,45623,46083,46322,46441,46564,46819,46871,46792,46740,46527,46424,46313,46079,45965,45853,45734,45615,45464,45182,45137,44853,44689,44481,44391,44184,43976,43766,43642,43282,43157,43032,42791,NPgN
BENTON SQUARE,40306,40934,40622,41031,41244,41349,41460,41686,41733,41663,41616,41427,41335,41236,41027,40926,40827,40721,40615,40480,40229,40189,39936,39790,39604,39524,39341,39155,38968,38857,38537,38426,38315,38100,NPgN
BENWELL,54103,54946,54526,55075,55361,55503,55651,55955,56017,55923,55861,55606,55483,55350,55070,54934,54801,54659,54516,54335,53998,53945,53606,53409,53160,53053,52806,52557,52307,52157,51727,51578,51430,51141,NPgN
BILLINGHAM MARSH HOUSE,25242,25635,25440,25696,25829,25895,25964,26106,26135,26091,26062,25944,25886,25824,25694,25630,25568,25502,25435,25351,25193,25169,25010,24919,24802,24752,24637,24521,24404,24335,24134,24064,23995,23860,NPgN
BILLY MILL,51860,52668,52266,52792,53066,53202,53344,53636,53695,53605,53545,53301,53183,53056,52788,52657,52529,52393,52257,52083,51760,51709,51384,51195,50957,50854,50617,50378,50138,49995,49583,49440,49298,49021,NPgN
BIRTLEY GROVE 66/11KV,56333,57211,56774,57346,57643,57791,57945,58262,58327,58229,58164,57899,57771,57633,57341,57199,57060,56912,56764,56575,56225,56169,55816,55611,55352,55240,54984,54724,54463,54308,53860,53705,53550,53249,NPgN
BIRTLEY GROVE 66/20KV,31300,31788,31545,31863,32028,32110,32196,32372,32408,32353,32317,32170,32099,32022,31860,31781,31704,31622,31540,31435,31240,31209,31013,30899,30755,30693,30550,30406,30261,30175,29926,29840,29754,29587,NPgN
BLAYDON BURN,36735,37307,37022,37395,37589,37686,37786,37993,38035,37971,37929,37756,37672,37582,37392,37300,37209,37113,37016,36893,36664,36628,36398,36264,36095,36022,35855,35685,35515,35414,35122,35021,34920,34724,NPgN
BLUCHER 33/11KV,32022,32520,32272,32597,32766,32850,32938,33118,33155,33099,33062,32911,32839,32760,32594,32514,32435,32351,32266,32159,31960,31928,31727,31611,31464,31400,31254,31106,30958,30870,30616,30527,30439,30269,NPgN
BOLDON DOWNHILL,24361,24740,24551,24798,24927,24991,25058,25195,25223,25180,25152,25038,24982,24922,24796,24735,24675,24611,24547,24465,24314,24289,24137,24048,23936,23888,23777,23664,23552,23485,23291,23224,23157,23027,NPgN
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,54586,55437,55013,55567,55855,55999,56148,56455,56518,56423,56360,56103,55979,55845,55562,55425,55291,55147,55004,54821,54481,54427,54085,53886,53635,53527,53278,53026,52774,52623,52189,52039,51889,51598,NPgN
BOWESFIELD 33/11KV,38241,38837,38541,38929,39131,39231,39336,39551,39595,39528,39484,39304,39217,39123,38925,38829,38735,38634,38534,38406,38168,38130,37890,37751,37575,37499,37325,37149,36972,36866,36562,36457,36352,36148,NPgN
