Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,105,114,126,139,149,159,168,178,188,228,268,305,345,384,544,705,867,1028,1188,1328,1469,1608,1747,1887,2133,2390,2646,2902,3158,3417,3678,3939,4200,4461,NPgN
AMBERTON ROAD,106,114,125,138,148,158,167,177,187,223,260,295,331,367,509,654,797,941,1084,1210,1336,1462,1588,1714,1937,2169,2401,2633,2865,3101,3340,3579,3817,4056,NPgN
ANNFIELD 66/20KV,98,106,117,130,139,148,157,166,176,209,242,275,308,341,473,606,739,872,1004,1121,1238,1354,1471,1588,1794,2007,2221,2434,2647,2865,3083,3302,3521,3740,NPgN
ASHINGTON,106,115,126,139,149,159,168,178,188,223,259,293,328,364,503,644,785,926,1066,1190,1314,1438,1561,1685,1904,2130,2355,2581,2807,3037,3269,3501,3733,3965,NPgN
AYCLIFFE FOREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN
AYCLIFFE INDUSTRIAL,36,39,43,47,50,54,57,60,64,77,90,102,115,128,178,229,279,330,380,425,470,514,558,603,681,763,846,928,1010,1094,1179,1263,1348,1432,NPgN
BARDEN FRIAR,12,13,16,19,20,21,23,24,25,26,26,28,29,30,38,45,52,59,66,72,78,85,91,98,110,115,120,125,131,136,141,145,150,154,NPgN
BEDALE,61,66,74,84,90,95,102,107,113,128,143,159,175,190,254,317,380,444,507,563,620,677,734,791,892,987,1082,1178,1273,1372,1469,1567,1664,1762,NPgN
BELMONT,73,79,86,95,102,108,115,121,128,152,176,199,223,247,340,434,527,621,714,797,880,963,1045,1128,1274,1425,1576,1726,1877,2031,2187,2342,2497,2653,NPgN
BENSHAM,46,49,54,59,63,67,70,74,78,92,105,118,131,144,198,251,306,360,414,462,510,557,604,651,735,815,895,975,1055,1137,1218,1299,1381,1462,NPgN
BENTON SQUARE,61,66,72,79,85,90,95,101,107,127,148,168,189,209,290,372,454,536,618,690,762,834,906,978,1104,1236,1367,1498,1629,1762,1897,2032,2166,2301,NPgN
BENWELL,93,101,110,121,130,139,146,155,164,197,230,260,293,325,454,584,715,846,976,1091,1205,1319,1432,1546,1747,1951,2156,2360,2564,2773,2982,3191,3400,3609,NPgN
BILLINGHAM MARSH HOUSE,76,83,92,102,109,116,123,130,138,168,198,226,255,284,404,526,648,769,890,996,1101,1206,1311,1416,1601,1796,1990,2184,2378,2574,2772,2969,3167,3364,NPgN
BILLY MILL,48,52,57,63,67,71,75,80,84,101,117,133,149,165,230,296,362,428,493,551,609,666,724,781,882,986,1089,1192,1295,1401,1506,1612,1717,1823,NPgN
BIRTLEY GROVE 66/11KV,42,45,50,55,59,63,67,71,75,90,105,120,135,150,211,272,334,395,456,510,563,617,670,723,818,916,1014,1112,1210,1309,1409,1509,1609,1709,NPgN
BIRTLEY GROVE 66/20KV,31,33,36,40,43,46,48,51,54,65,75,85,95,106,145,186,226,266,306,341,377,412,448,483,545,610,675,739,804,870,937,1004,1071,1137,NPgN
BLAYDON BURN,64,69,75,83,89,95,100,106,112,134,156,177,199,221,304,389,473,558,642,717,792,866,940,1014,1146,1282,1418,1554,1689,1829,1969,2110,2251,2391,NPgN
BLUCHER 33/11KV,88,96,106,117,125,134,142,150,159,193,227,258,292,325,461,598,736,873,1010,1130,1249,1368,1486,1605,1815,2033,2250,2468,2685,2905,3127,3348,3570,3791,NPgN
BOLDON DOWNHILL,46,50,55,61,65,70,74,78,83,98,114,130,146,162,226,291,356,421,486,543,600,657,714,770,871,975,1080,1184,1288,1394,1500,1607,1713,1819,NPgN
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,18,19,21,24,26,27,29,31,32,36,40,45,49,53,69,85,101,117,133,148,162,177,192,206,232,257,282,306,331,357,382,408,433,459,NPgN
BOWESFIELD 33/11KV,62,66,72,79,85,90,96,101,107,128,149,168,189,209,285,362,439,515,592,660,729,797,865,933,1053,1179,1304,1429,1554,1683,1813,1944,2074,2204,NPgN
BOWESFIELD 66/11KV,44,47,51,56,60,64,68,72,76,91,106,121,135,150,207,266,324,382,440,491,542,594,645,696,786,880,974,1068,1162,1259,1356,1453,1550,1648,NPgN
BRANCEPETH,125,136,151,167,179,190,202,213,224,260,296,334,370,406,555,705,854,1004,1153,1284,1416,1549,1682,1815,2050,2288,2526,2763,3001,3244,3486,3729,3972,4215,NPgN
BREAMISH STREET,39,42,46,50,53,57,60,63,66,78,89,99,110,120,163,204,247,289,331,369,407,444,482,519,585,646,707,769,830,894,957,1020,1083,1146,NPgN
BRENDA TRADING,115,125,137,151,162,174,183,195,206,249,292,332,375,417,585,755,925,1094,1263,1411,1560,1707,1855,2002,2263,2537,2811,3084,3357,3635,3916,4196,4477,4757,NPgN
CAMPLESHON ROAD,83,89,99,111,118,126,134,142,150,177,204,231,259,286,396,507,617,727,838,935,1032,1129,1226,1322,1494,1667,1840,2013,2186,2363,2540,2717,2894,3072,NPgN
CARLEY HILL,67,72,79,86,93,99,105,111,117,140,163,184,207,229,316,404,492,579,666,744,821,899,976,1053,1189,1331,1472,1614,1755,1901,2047,2193,2340,2486,NPgN
