Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,57589,56254,55838,55641,55306,55012,54898,54774,54638,54522,54765,54524,55026,55223,55241,55282,55363,55486,55622,55771,56001,56177,56369,56595,56861,57146,57471,57825,58212,58642,59116,59636,60211,60840,NPgN
AMBERTON ROAD,44155,43131,42812,42661,42405,42179,42092,41997,41893,41804,41990,41806,42190,42341,42355,42386,42448,42543,42647,42761,42938,43072,43220,43393,43597,43816,44065,44336,44633,44962,45326,45725,46166,46648,NPgN
ANNFIELD 66/20KV,49098,47959,47605,47437,47152,46901,46804,46698,46582,46483,46690,46485,46913,47080,47096,47131,47200,47305,47421,47548,47744,47894,48058,48251,48477,48720,48997,49299,49629,49995,50400,50843,51334,51870,NPgN
ASHINGTON,53350,52112,51727,51544,51235,50962,50856,50741,50615,50508,50733,50510,50975,51157,51174,51212,51287,51401,51527,51665,51878,52041,52219,52429,52675,52939,53240,53568,53926,54325,54764,55246,55779,56361,NPgN
AYCLIFFE FOREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN
AYCLIFFE INDUSTRIAL,17076,16680,16556,16498,16399,16311,16278,16241,16201,16166,16238,16167,16316,16374,16379,16391,16415,16452,16492,16536,16605,16657,16714,16781,16860,16944,17041,17145,17260,17388,17528,17683,17853,18039,NPgN
BARDEN FRIAR,1552,1516,1504,1499,1490,1482,1479,1476,1472,1469,1475,1469,1482,1488,1488,1489,1492,1495,1499,1503,1509,1513,1519,1525,1532,1540,1548,1558,1568,1580,1593,1607,1622,1639,NPgN
BEDALE,30117,29419,29201,29098,28923,28769,28710,28644,28574,28513,28640,28514,28777,28879,28889,28910,28953,29017,29088,29166,29286,29378,29479,29597,29736,29885,30055,30240,30443,30667,30915,31187,31488,31817,NPgN
BELMONT,34764,33958,33707,33588,33386,33208,33139,33064,32982,32913,33059,32914,33217,33335,33346,33371,33420,33495,33577,33666,33805,33911,34027,34164,34324,34496,34693,34906,35140,35399,35686,36000,36347,36726,NPgN
BENSHAM,35419,34598,34342,34221,34015,33834,33764,33687,33604,33533,33682,33534,33843,33963,33975,34000,34050,34126,34209,34300,34442,34550,34668,34808,34971,35146,35346,35564,35802,36066,36358,36678,37032,37418,NPgN
BENTON SQUARE,42133,41156,40852,40708,40463,40248,40165,40073,39974,39890,40067,39891,40258,40402,40415,40445,40505,40595,40694,40803,40971,41100,41241,41406,41601,41809,42047,42306,42589,42903,43250,43631,44052,44512,NPgN
BENWELL,43328,42323,42010,41862,41610,41388,41303,41209,41107,41020,41202,41022,41399,41547,41561,41592,41653,41745,41848,41959,42133,42265,42409,42580,42780,42994,43239,43505,43796,44119,44476,44868,45300,45773,NPgN
BILLINGHAM MARSH HOUSE,41390,40430,40131,39990,39749,39537,39456,39366,39269,39186,39360,39187,39548,39689,39702,39732,39790,39879,39976,40083,40248,40375,40513,40676,40867,41071,41305,41559,41838,42146,42487,42861,43274,43726,NPgN
BILLY MILL,37508,36638,36367,36239,36021,35829,35755,35674,35586,35511,35668,35512,35839,35967,35979,36005,36058,36138,36227,36324,36474,36588,36713,36861,37034,37219,37431,37662,37914,38194,38502,38841,39216,39625,NPgN
BIRTLEY GROVE 66/11KV,25740,25143,24957,24869,24720,24588,24537,24482,24421,24369,24478,24370,24595,24682,24691,24709,24745,24800,24861,24927,25030,25109,25195,25296,25415,25542,25687,25846,26019,26211,26423,26655,26912,27193,NPgN
BIRTLEY GROVE 66/20KV,16976,16582,16460,16402,16303,16216,16183,16146,16106,16072,16143,16072,16220,16278,16284,16296,16320,16356,16396,16440,16508,16559,16616,16683,16761,16845,16941,17045,17159,17286,17426,17579,17749,17934,NPgN
BLAYDON BURN,37480,36610,36340,36212,35994,35802,35728,35647,35559,35484,35641,35485,35812,35939,35951,35978,36031,36111,36200,36296,36446,36560,36685,36833,37006,37191,37403,37633,37885,38165,38473,38812,39186,39595,NPgN
BLUCHER 33/11KV,40501,39562,39269,39131,38896,38689,38609,38521,38426,38344,38515,38346,38699,38837,38850,38878,38936,39022,39118,39222,39384,39508,39643,39802,39989,40190,40418,40667,40939,41242,41575,41941,42345,42787,NPgN
BOLDON DOWNHILL,29902,29209,28993,28891,28717,28564,28505,28440,28370,28310,28436,28311,28571,28673,28683,28704,28746,28810,28881,28958,29077,29169,29269,29386,29524,29672,29841,30025,30226,30449,30695,30965,31264,31590,NPgN
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,10349,10109,10035,9999,9939,9886,9866,9843,9819,9798,9842,9799,9889,9924,9927,9935,9949,9971,9996,10023,10064,10096,10130,10171,10219,10270,10328,10392,10461,10539,10624,10717,10821,10934,NPgN
BOWESFIELD 33/11KV,25655,25060,24875,24787,24638,24507,24456,24401,24340,24289,24397,24290,24513,24601,24609,24627,24663,24718,24779,24845,24948,25026,25112,25212,25331,25458,25603,25760,25933,26124,26335,26567,26823,27103,NPgN
BOWESFIELD 66/11KV,20152,19685,19539,19471,19354,19250,19211,19167,19120,19079,19164,19080,19256,19324,19331,19345,19373,19417,19464,19516,19597,19658,19725,19805,19898,19997,20111,20235,20370,20521,20687,20869,21070,21290,NPgN
BRANCEPETH,47826,46716,46371,46207,45930,45685,45591,45487,45375,45279,45480,45280,45697,45860,45875,45909,45977,46079,46192,46315,46506,46652,46812,47000,47221,47457,47727,48021,48343,48700,49093,49525,50003,50525,NPgN
BREAMISH STREET,20331,19860,19713,19643,19525,19421,19381,19337,19289,19248,19334,19249,19426,19496,19502,19516,19545,19589,19637,19689,19770,19832,19900,19980,20074,20175,20289,20414,20551,20703,20870,21054,21257,21479,NPgN
BRENDA TRADING,50498,49326,48962,48789,48496,48237,48138,48029,47910,47808,48021,47810,48250,48422,48438,48474,48545,48654,48773,48903,49105,49259,49427,49626,49859,50109,50394,50704,51044,51420,51836,52292,52797,53348,NPgN
CAMPLESHON ROAD,41200,40244,39947,39806,39567,39356,39275,39186,39089,39006,39179,39007,39366,39507,39520,39549,39607,39696,39793,39899,40064,40189,40327,40489,40679,40883,41115,41368,41646,41953,42292,42664,43076,43526,NPgN
