Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ABBEY ROAD,9.147022582,9.105261067,8.974572131,8.837056671,8.776243613,8.744223048,8.770165072,8.862188529,8.916293665,9.078278926,9.309002456,9.794703344,10.16772305,10.64269605,11.19565455,11.75116672,12.33777802,12.90477396,13.43585422,13.91751684,14.41387782,14.88669335,15.34502648,15.78400933,16.11161984,16.46291057,16.75499266,17.05550845,17.3394288,17.55393063,17.76312741,17.95871371,18.17202091,18.36427005,NPgY
AIREDALE ROAD,10.25867764,10.31992522,10.14696054,10.02279693,9.95211935,9.878409899,9.840132605,9.859956975,9.789096324,9.726632187,9.690308513,9.751839405,9.724237782,9.727433153,9.793225738,9.843963018,9.938210504,10.01899813,10.0918951,10.1774202,10.26533148,10.32638582,10.40778745,10.48433978,10.53995999,10.62654835,10.68219181,10.74387854,10.81366659,10.88607439,10.94496994,11.00065357,11.07837898,11.13714971,NPgY
ALDHAM,15.03379306,15.04216863,14.87391955,14.71536635,14.6817416,14.66151946,14.71763607,14.85056678,14.89671121,15.15727278,15.46403796,16.11046819,16.57293,17.16342427,17.88218364,18.59960729,19.36885774,20.11567629,20.81625938,21.46072585,22.11803346,22.74233832,23.35931771,23.955326,24.43975993,24.92702668,25.33570528,25.75287514,26.18601437,26.50571325,26.82014775,27.11743302,27.4462443,27.74698177,NPgY
ALFRED GELDER STREET,12.85386073,14.48357657,14.26299575,14.13552812,14.06895922,13.99206103,13.96323834,14.00952188,13.9451169,13.90251286,13.90861126,13.99446572,13.99648579,14.02381783,14.16051066,14.26243884,14.4294728,14.56733052,14.70050341,14.85913774,15.01946908,15.15146305,15.30541676,15.44958834,15.56694953,15.73042827,15.85630281,15.98492244,16.12771709,16.27884071,16.40671551,16.53109846,16.68838717,16.81622275,NPgY
ALLERTON HILL T1,7.547043142,7.531898829,7.420701951,7.310701083,7.257362985,7.217397261,7.217475039,7.265779446,7.270217911,7.339919106,7.458018868,7.747727843,7.944861909,8.205105013,8.517365888,8.827335806,9.16403348,9.488988949,9.792634163,10.06742768,10.34902222,10.60904781,10.86764306,11.11242303,11.27712979,11.45853457,11.60853109,11.75776162,11.91801495,12.03538614,12.14891221,12.25420951,12.37340924,12.47853198,NPgY
ALLERTON HILL T2,6.773385401,6.740214919,6.65716022,6.565432868,6.534590826,6.528360888,6.566272009,6.65658324,6.722379587,6.886922135,7.131471643,7.582963511,7.949965467,8.400831139,8.915797269,9.434832124,9.976159804,10.49995932,10.99116547,11.43463454,11.8890662,12.3224118,12.74106618,13.13712171,13.40681053,13.69421495,13.94633077,14.1898,14.44247054,14.63279862,14.81834159,14.99188943,15.17912022,15.34832449,NPgY
ALVERTHORPE ROAD,16.087411,17.66399555,17.49985094,17.33198601,17.29547897,17.2877407,17.36645476,17.528147,17.61446917,17.93038211,18.33524368,19.15140731,19.77350511,20.55810762,21.49347953,22.41880041,23.40545196,24.35646421,25.25445342,26.06362442,26.89222891,27.67607934,28.44294615,29.18144779,29.75533754,30.38444609,30.90056492,31.44890989,31.95776391,32.32241743,32.68231851,33.02032946,33.39082388,33.72930686,NPgY
ARMOURIES DRIVE,10.09260687,10.380726,10.22502183,10.09029204,10.01602285,9.950117251,9.929939999,9.965687889,9.932643036,9.938811087,10.01803417,10.26891359,10.41226567,10.6149984,10.88846112,11.14183959,11.44048613,11.71919972,11.98399119,12.22775722,12.47605757,12.70897253,12.94119467,13.15487421,13.27733968,13.43487072,13.56151573,13.68595684,13.83204307,13.94652345,14.05280834,14.1515933,14.27009902,14.37037841,NPgY
ARMTHORPE,11.85628411,11.88531659,11.73768108,11.61067532,11.57027145,11.53026186,11.544345,11.61634672,11.60834922,11.71723013,11.85642678,12.2137396,12.4382802,12.74077082,13.1338715,13.51764565,13.94691495,14.35892842,14.74575645,15.10589945,15.47056367,15.81137464,16.15481306,16.48579752,16.75278567,17.01751123,17.23505946,17.45348813,17.69776909,17.88240124,18.05999384,18.22756903,18.41974153,18.59089686,NPgY
ARUNDEL STREET,16.44822752,17.66319093,17.3721341,17.2289637,17.15396609,17.05710709,17.01767304,17.08095968,16.99273255,16.88526022,16.82201751,16.78620386,16.68344418,16.59022361,16.62767931,16.62375649,16.70441268,16.74474186,16.7816666,16.85822036,16.9363132,16.9737133,17.04817178,17.11712055,17.16841342,17.26714453,17.32283784,17.37715671,17.44158736,17.54016665,17.60033761,17.65869176,17.75964579,17.8192176,NPgY
