Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ABBEY ROAD,9.164584956,9.12493241,9.078751825,9.185287636,9.2421621,9.289906841,9.348901246,9.410487706,9.445452709,9.504705309,9.600951996,9.641274304,9.786515715,9.90314158,10.05497812,10.23074838,10.43489731,10.65939812,10.92932771,11.2121279,11.53082387,11.87674815,12.24060739,12.60561313,12.97413551,13.34479209,13.70085418,14.01258379,14.32359518,14.66341906,14.96712822,15.24324358,15.40781575,15.58945659,NPgY
AIREDALE ROAD,10.26595362,10.32775924,10.25959757,10.39773428,10.49412613,10.57054543,10.65203309,10.72070311,10.73124516,10.76942603,10.8100104,10.81739298,10.87432192,10.8943066,10.93511166,10.98075184,11.03248292,11.06971777,11.13680335,11.18330314,11.2361379,11.30837344,11.38371392,11.44219167,11.5011161,11.5786516,11.65568881,11.68886701,11.75935311,11.83669035,11.89068967,11.96051657,11.99569433,12.03532935,NPgY
ALDHAM,15.0625759,15.06880752,14.99221024,15.18303836,15.29914123,15.39283723,15.50007234,15.60342703,15.64953742,15.73915685,15.86953304,15.92306533,16.11439314,16.25775212,16.45655073,16.68482689,16.94720832,17.22476213,17.56683864,17.91131158,18.29743104,18.72297746,19.17006364,19.61111144,20.05642299,20.51337335,20.95438248,21.3254898,21.71436697,22.13990111,22.51465492,22.8679095,23.08174434,23.31699317,NPgY
ALFRED GELDER STREET,12.85909127,14.49017017,14.40019384,14.58369726,14.72267853,14.83410032,14.95033053,15.04488123,15.05998423,15.11297617,15.15721861,15.17625932,15.23837858,15.25740701,15.30377974,15.35676258,15.41882026,15.46072794,15.54492528,15.6021934,15.6668337,15.76133493,15.8602359,15.93473693,16.00875005,16.10828168,16.20550565,16.23997814,16.32522897,16.4183543,16.47717647,16.55495341,16.57946392,16.60900092,NPgY
ALLERTON HILL T1,7.556993494,7.5423919,7.500719032,7.590513417,7.641404357,7.682601898,7.73132545,7.779163538,7.79881732,7.837276716,7.898267207,7.916986541,8.007568544,8.07248308,8.158531244,8.257897098,8.372879087,8.494463072,8.646069002,8.799159508,8.972112641,9.162775611,9.363199012,9.560261386,9.759281034,9.96401805,10.16170101,10.3266392,10.50077262,10.69114384,10.85792524,11.01556734,11.10987109,11.21406542,NPgY
ALLERTON HILL T2,6.787536318,6.754915203,6.723502594,6.803303643,6.845378567,6.881129127,6.925812545,6.974387292,7.005372157,7.055439725,7.136624606,7.174980762,7.29654382,7.399151836,7.531504049,7.685532416,7.864963797,8.064870578,8.302831606,8.555326794,8.839416739,9.146655115,9.470016225,9.796415636,10.12577496,10.45460721,10.76983265,11.04962706,11.32392607,11.62354942,11.89250412,12.13371043,12.27613174,12.43338361,NPgY
ALVERTHORPE ROAD,16.10906431,17.67967264,17.60256345,17.80355498,17.91969751,18.01342022,18.12301876,18.23369981,18.28858431,18.38804798,18.54218004,18.60589641,18.83437116,19.01146701,19.2509277,19.52646672,19.84493726,20.18893216,20.60714937,21.03636029,21.51953369,22.04766002,22.60270399,23.15475048,23.71272564,24.27912432,24.82445794,25.29343835,25.7720059,26.29517057,26.75960785,27.18874107,27.44698389,27.73148922,NPgY
ARMOURIES DRIVE,10.09732288,10.38571967,10.32565193,10.45220242,10.53174767,10.59510107,10.66625747,10.73058239,10.75021715,10.79461203,10.85666541,10.8740054,10.96784154,11.02694298,11.10710432,11.20011074,11.30889899,11.41798724,11.56402756,11.70560223,11.86644454,12.0501767,12.24340402,12.42730377,12.61234372,12.8089196,12.99879336,13.14384301,13.31014604,13.49165665,13.64361011,13.79260933,13.87289984,13.96291127,NPgY
ARMTHORPE,11.86900116,11.89560721,11.82904595,11.98148189,12.07808058,12.15475683,12.24022267,12.31864636,12.34431771,12.40206696,12.48147009,12.50703091,12.62215525,12.6981254,12.80399256,12.92654677,13.06783205,13.2098153,13.39534725,13.57467395,13.77593651,14.00402587,14.24376518,14.47372993,14.7052083,14.9502705,15.18767352,15.37279226,15.5827572,15.81244601,16.00778279,16.20033699,16.31170389,16.43510842,NPgY
ARUNDEL STREET,16.45057206,17.66626173,17.5439965,17.79044433,17.98839314,18.14725132,18.30955225,18.43704585,18.45093785,18.51529128,18.55146588,18.5737415,18.62173039,18.61611098,18.64762349,18.68338309,18.72602895,18.7331127,18.79321675,18.80935433,18.82687468,18.88420827,18.94380481,18.96577908,18.98581457,19.04388252,19.10137317,19.07422134,19.12362362,19.17750733,19.18783825,19.2324552,19.22202964,19.21449367,NPgY
ASKERN,10.92759796,10.91589549,10.8615737,10.99815474,11.07699908,11.14084807,11.21566307,11.29257054,11.32868623,11.39621718,11.49812248,11.53909208,11.68233554,11.7971299,11.94152355,12.1131658,12.31260327,12.52732514,12.79117071,13.06529998,13.37083654,13.70628857,14.05994026,14.41310445,14.7673799,15.12741969,15.4739143,15.76909857,16.07238674,16.40405393,16.69596027,16.96764532,17.12618412,17.30160838,NPgY
AUDBY LANE,19.61381852,19.98973937,19.86762019,20.14152851,20.33467713,20.4911962,20.6597591,20.81030499,20.85520259,20.96007946,21.07964661,21.13887422,21.30646626,21.41648552,21.58197931,21.77596121,22.00236834,22.22446456,22.52647286,22.81230474,23.13199385,23.50561099,23.89854826,24.26818065,24.6389166,25.03687903,25.42013699,25.70317091,26.03700776,26.40185871,26.70144322,26.99771673,27.14740886,27.3154191,NPgY
AUSTERFIELD,4.73873367,4.795094553,4.760822798,4.831011892,4.886140705,4.930189044,4.975368637,5.01145666,5.01539918,5.033782033,5.04549217,5.051035987,5.065801523,5.065232238,5.074928177,5.086062862,5.098993258,5.101890298,5.119433809,5.124529203,5.129834778,5.145912777,5.162628393,5.169087755,5.174993431,5.191553411,5.208194374,5.201449622,5.216299444,5.232593175,5.236940813,5.251460405,5.25134886,5.252152899,NPgY
BAILIFF BRIDGE,8.622690239,8.575688696,8.531635664,8.627187371,8.673409972,8.710430326,8.757310741,8.806467651,8.830211654,8.872968911,8.950057893,8.969361225,9.08664533,9.172925661,9.278839806,9.401289761,9.543354902,9.697450297,9.885572237,10.08074605,10.3023033,10.54265443,10.79544796,11.0474647,11.30211936,11.56064715,11.81014948,12.02511409,12.24475788,12.48468128,12.69817744,12.89655378,13.01785667,13.15186638,NPgY
BALBY,13.38105473,13.75821085,13.65999863,13.85844891,14.01658604,14.14318945,14.27269606,14.37407129,14.38440073,14.43546514,14.4650538,14.48050525,14.52018738,14.51452617,14.54266133,14.57298319,14.60765046,14.61261081,14.65872855,14.66695449,14.67555929,14.71469664,14.75491604,14.76469212,14.77352461,14.81344928,14.85400473,14.82798988,14.86464961,14.90493534,14.91195498,14.94883225,14.94694521,14.94725208,NPgY
BALME STREET,12.76047414,12.84847512,12.76159837,12.93477541,13.05901081,13.15787807,13.26268168,13.34886903,13.36191148,13.40929039,13.45571201,13.46644229,13.53396325,13.55574703,13.60239805,13.65474949,13.71512127,13.75695133,13.83738738,13.89257973,13.95575093,14.04474317,14.13770254,14.20856063,14.27954532,14.37429422,14.46775983,14.50425785,14.58811131,14.67982791,14.74095886,14.82104336,14.85466458,14.89356205,NPgY
BARNBURGH,8.944821599,8.919358044,8.88134263,8.991591688,9.051108272,9.099452129,9.157902688,9.221477937,9.258062702,9.320876278,9.420525404,9.463988877,9.606980754,9.727247543,9.879930754,10.05953972,10.26774617,10.49692222,10.77115294,11.06051283,11.3836537,11.73385331,12.10276755,12.47523192,12.84989669,13.22576341,13.58703068,13.90496731,14.22104053,14.56665174,14.87596168,15.15815728,15.32745309,15.51405917,NPgY
BARNOLDSWICK,8.868826002,8.940464251,8.880282851,9.004382289,9.095451035,9.168334488,9.245176209,9.309226247,9.320726573,9.357574759,9.39226245,9.405381127,9.453934244,9.473632914,9.511996735,9.556708338,9.608951458,9.649743631,9.720197517,9.775045827,9.836492773,9.918400077,10.00438528,10.07545744,10.146095,10.23296031,10.31752539,10.35961565,10.43383727,10.51495199,10.57203171,10.63975312,10.66652654,10.69766969,NPgY
BARNSLEY,16.87714852,18.91696842,18.80179429,19.04055006,19.21955472,19.36302671,19.51317612,19.63543838,19.65642005,19.72763223,19.79069991,19.81664453,19.90669594,19.93790004,20.01540653,20.1010232,20.19843895,20.27041882,20.39695722,20.48602234,20.58598733,20.72377852,20.86737682,20.97983435,21.09311643,21.23955256,21.3834437,21.44711606,21.57620207,21.71773435,21.81601585,21.93911916,21.99451208,22.0572892,NPgY
