Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,21,30,42,60,85,116,155,206,271,353,458,592,763,981,1259,1611,2054,2605,3284,4108,5090,6232,7526,8944,10444,11971,13463,14864,16131,17145,17990,18602,18704,18801,NPgN
AMBERTON ROAD,22,32,44,60,81,108,140,182,235,303,388,499,638,816,1042,1329,1690,2138,2691,3361,4160,5089,6141,7294,8514,9755,10968,12108,13138,13962,14650,15147,15230,15309,NPgN
ANNFIELD 66/20KV,32,47,65,86,110,139,175,220,278,351,443,561,711,901,1142,1448,1832,2309,2897,3609,4458,5445,6562,7787,9083,10402,11690,12900,13994,14869,15600,16128,16216,16298,NPgN
ASHINGTON,29,42,58,78,104,135,173,223,286,365,467,596,761,970,1236,1574,1998,2525,3175,3963,4902,5994,7230,8585,10018,11477,12903,14242,15453,16421,17230,17814,17911,18003,NPgN
AYCLIFFE INDUSTRIAL,18,26,37,46,57,69,83,101,124,152,188,233,291,363,456,572,718,900,1123,1393,1715,2089,2513,2977,3469,3968,4457,4915,5330,5662,5939,6139,6172,6203,NPgN
BARDEN FRIAR,1,2,2,3,4,4,5,7,8,10,12,15,19,24,30,38,48,60,74,92,114,139,167,198,230,263,296,326,354,376,394,408,410,412,NPgN
BEDALE,15,23,31,40,50,62,76,94,117,146,182,229,287,362,456,576,726,912,1141,1419,1750,2134,2570,3047,3552,4066,4568,5040,5466,5807,6092,6297,6332,6364,NPgN
BELMONT,27,39,54,70,89,110,136,169,210,263,330,415,522,659,832,1052,1327,1669,2090,2600,3208,3915,4716,5593,6521,7465,8388,9254,10038,10665,11188,11566,11629,11688,NPgN
BENSHAM,20,29,40,53,69,88,112,142,181,230,291,371,471,599,761,967,1226,1547,1943,2423,2994,3660,4412,5238,6111,6999,7867,8683,9420,10010,10502,10858,10917,10973,NPgN
BENTON SQUARE,23,33,46,62,82,106,136,174,223,285,364,465,592,755,962,1224,1553,1962,2466,3078,3807,4654,5614,6666,7778,8911,10017,11057,11996,12748,13376,13829,13905,13976,NPgN
BENWELL,10,15,21,33,50,73,102,139,188,249,327,428,557,720,929,1194,1528,1944,2456,3078,3818,4681,5657,6727,7859,9012,10138,11196,12152,12917,13556,14017,14095,14168,NPgN
BILLINGHAM MARSH HOUSE,27,39,54,71,93,118,149,188,239,302,383,486,616,783,994,1261,1597,2014,2528,3151,3893,4757,5734,6806,7939,9093,10220,11279,12236,13002,13641,14103,14180,14252,NPgN
BILLY MILL,14,20,27,39,55,76,101,134,176,230,298,386,497,638,819,1048,1336,1694,2136,2672,3310,4053,4894,5816,6791,7784,8754,9665,10489,11148,11698,12096,12162,12225,NPgN
BIRTLEY GROVE 66/11KV,15,22,31,41,54,69,88,111,142,180,228,291,369,469,597,758,960,1212,1522,1898,2346,2867,3457,4103,4787,5483,6163,6802,7379,7842,8227,8506,8552,8596,NPgN
BIRTLEY GROVE 66/20KV,10,15,20,27,35,45,58,73,93,119,151,192,244,310,395,502,636,803,1008,1257,1554,1900,2290,2719,3172,3634,4084,4508,4891,5197,5453,5637,5668,5697,NPgN
BLAYDON BURN,26,37,52,68,87,110,138,173,218,275,347,440,556,705,894,1133,1432,1805,2264,2821,3484,4255,5128,6084,7097,8127,9133,10078,10933,11617,12187,12600,12668,12733,NPgN
BLUCHER 33/11KV,16,23,32,45,63,86,115,152,200,260,337,435,560,720,923,1181,1505,1908,2405,3009,3727,4564,5510,6548,7646,8764,9856,10881,11809,12551,13170,13617,13692,13763,NPgN
BOLDON DOWNHILL,18,26,35,48,63,81,104,134,171,218,278,356,453,577,735,935,1187,1500,1885,2352,2908,3556,4289,5092,5942,6807,7652,8446,9164,9738,10217,10564,10621,10676,NPgN
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,8,12,17,21,26,31,38,46,56,69,85,106,132,165,207,260,326,409,510,633,779,949,1141,1352,1575,1801,2023,2231,2419,2570,2696,2787,2802,2816,NPgN
BOWESFIELD 33/11KV,16,23,32,42,55,71,90,114,145,184,234,298,378,481,611,776,984,1241,1559,1944,2403,2937,3541,4203,4903,5616,6313,6967,7559,8032,8427,8712,8760,8805,NPgN
BOWESFIELD 66/11KV,10,14,20,27,36,48,62,80,103,132,168,216,276,352,449,572,727,919,1156,1444,1787,2185,2636,3131,3654,4187,4707,5196,5638,5991,6287,6500,6535,6569,NPgN
BRANCEPETH,40,59,81,105,134,166,206,256,320,400,502,633,797,1006,1272,1607,2029,2553,3197,3979,4910,5993,7218,8561,9982,11428,12841,14168,15368,16328,17129,17708,17804,17894,NPgN
BREAMISH STREET,8,12,17,23,31,41,53,68,89,114,146,187,240,307,392,499,635,803,1011,1262,1562,1911,2306,2739,3197,3663,4118,4546,4933,5242,5501,5687,5718,5748,NPgN
BRENDA TRADING,22,32,45,63,87,117,155,204,266,345,446,575,740,949,1215,1552,1977,2505,3156,3945,4886,5981,7220,8579,10016,11478,12908,14250,15464,16435,17246,17831,17929,18022,NPgN
CAMPLESHON ROAD,32,47,65,83,104,127,155,190,234,290,361,451,565,710,893,1125,1416,1777,2221,2760,3401,4147,4991,5916,6895,7891,8864,9778,10604,11265,11817,12215,12281,12343,NPgN
CARLEY HILL,29,42,59,77,100,127,161,203,258,326,413,525,665,845,1072,1361,1723,2173,2727,3400,4201,5132,6187,7343,8565,9810,11026,12168,13200,14027,14716,15214,15297,15375,NPgN
CARLIN HOW T3 T4,15,22,31,45,64,88,118,157,207,271,352,456,588,756,971,1243,1585,2012,2537,3174,3933,4817,5817,6914,8074,9255,10409,11493,12473,13257,13911,14384,14464,14538,NPgN
CARR HILL,23,34,47,67,93,126,167,220,288,374,484,625,804,1032,1322,1690,2153,2728,3438,4299,5324,6518,7869,9350,10917,12512,14070,15534,16857,17916,18800,19438,19545,19646,NPgN
CATTERICK CAMP,15,22,31,41,55,72,93,120,154,198,253,323,413,527,672,856,1087,1374,1728,2158,2669,3264,3938,4677,5458,6253,7030,7760,8419,8947,9388,9706,9759,9809,NPgN
CLOSE,3,5,7,10,15,22,31,41,56,73,96,126,163,210,271,348,445,566,715,895,1110,1361,1644,1955,2284,2619,2946,3253,3531,3753,3938,4072,4095,4116,NPgN
CONEYTHORPE,18,26,37,47,58,71,86,105,129,159,197,246,308,386,485,611,768,963,1203,1494,1841,2244,2700,3200,3729,4267,4793,5287,5733,6090,6388,6604,6639,6673,NPgN
CONSETT,30,44,61,82,109,141,181,232,298,380,485,619,789,1005,1281,1629,2068,2613,3284,4098,5068,6197,7474,8874,10356,11863,13336,14720,15971,16972,17807,18411,18511,18606,NPgN
CORPORATION STREET,2,3,4,7,12,19,27,38,53,71,94,124,162,211,273,352,451,575,728,913,1134,1391,1682,2001,2339,2683,3019,3334,3619,3847,4038,4175,4199,4221,NPgN
COWTON,2,3,4,5,7,8,10,13,16,19,24,31,38,48,61,77,97,122,153,190,234,286,344,408,476,545,612,675,732,778,816,844,848,853,NPgN
CRAMLINGTON T1 T3,8,11,16,21,28,36,46,59,76,96,123,157,200,254,324,412,522,659,829,1034,1278,1563,1885,2238,2611,2991,3363,3712,4027,4279,4490,4642,4667,4691,NPgN
CRAMLINGTON T2 T4,7,10,15,19,26,33,43,54,70,89,113,144,184,234,298,378,480,606,762,951,1176,1437,1734,2058,2402,2751,3093,3414,3704,3936,4129,4269,4293,4315,NPgN
DARLEY,7,10,14,18,22,27,33,41,50,62,77,96,121,151,190,240,301,378,473,587,723,882,1061,1258,1466,1678,1884,2079,2254,2395,2512,2597,2611,2624,NPgN
DARLINGTON 132/6KV,15,22,31,39,49,60,72,89,109,135,167,209,261,327,411,517,650,815,1018,1265,1558,1899,2285,2709,3156,3612,4057,4475,4852,5155,5407,5590,5620,5648,NPgN
DARLINGTON 33/11KV,25,37,51,65,82,101,124,153,190,236,295,370,464,584,736,929,1171,1471,1840,2288,2821,3442,4143,4913,5727,6555,7364,8124,8811,9361,9820,10152,10207,10258,NPgN
DARLINGTON CENTRAL 33/11KV,13,19,26,33,41,50,60,74,91,113,140,175,219,274,345,434,546,685,856,1064,1311,1598,1923,2279,2656,3039,3414,3765,4083,4338,4550,4704,4729,4753,NPgN
