Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,18.851,18.457,18.291,18.531,18.632,18.720,18.806,18.944,19.033,18.951,19.041,19.084,19.210,19.336,19.467,19.678,19.956,20.093,20.370,20.574,20.766,20.968,21.191,21.404,21.619,21.840,22.042,22.127,22.347,22.529,22.625,22.743,22.889,23.069,NPgN
AMBERTON ROAD,22.179,22.677,22.494,22.809,23.019,23.189,23.361,23.527,23.577,23.583,23.664,23.705,23.776,23.808,23.863,23.955,24.080,24.099,24.222,24.274,24.324,24.413,24.507,24.564,24.622,24.719,24.811,24.784,24.894,24.988,25.006,25.067,25.116,25.147,NPgN
ANNFIELD 66/20KV,23.469,24.963,24.769,25.094,25.285,25.443,25.602,25.779,25.853,25.812,25.889,25.926,26.032,26.117,26.225,26.395,26.622,26.714,26.941,27.094,27.236,27.407,27.596,27.758,27.921,28.106,28.274,28.301,28.474,28.607,28.648,28.727,28.804,28.934,NPgN
ASHINGTON,21.180,20.907,20.727,21.011,21.160,21.286,21.412,21.572,21.658,21.615,21.723,21.779,21.905,22.013,22.131,22.315,22.562,22.672,22.921,23.096,23.261,23.447,23.649,23.831,24.014,24.210,24.389,24.439,24.626,24.768,24.822,24.907,25.002,25.141,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,13.513,14.005,13.896,14.095,14.241,14.358,14.475,14.578,14.596,14.608,14.633,14.645,14.671,14.670,14.699,14.743,14.801,14.805,14.864,14.881,14.899,14.945,14.992,15.013,15.034,15.082,15.129,15.103,15.157,15.205,15.211,15.248,15.266,15.282,NPgN
BARDEN FRIAR,0.592,0.592,0.589,0.598,0.604,0.609,0.616,0.621,0.623,0.626,0.629,0.629,0.633,0.634,0.638,0.643,0.651,0.658,0.669,0.680,0.692,0.705,0.718,0.729,0.740,0.750,0.759,0.764,0.770,0.774,0.774,0.776,0.776,0.785,NPgN
BEDALE,17.473,17.507,17.367,17.619,17.793,17.934,18.079,18.209,18.240,18.248,18.293,18.309,18.351,18.355,18.386,18.437,18.513,18.513,18.590,18.613,18.636,18.692,18.750,18.777,18.804,18.863,18.919,18.882,18.950,19.010,19.011,19.048,19.069,19.077,NPgN
BELMONT,22.583,23.072,22.888,23.212,23.426,23.600,23.775,23.948,24.001,23.987,24.041,24.069,24.146,24.194,24.275,24.402,24.569,24.625,24.792,24.893,24.986,25.115,25.258,25.367,25.477,25.618,25.744,25.738,25.864,25.955,25.966,26.019,26.053,26.140,NPgN
BENSHAM,19.589,19.475,19.311,19.584,19.749,19.885,20.020,20.163,20.210,20.164,20.192,20.198,20.258,20.302,20.363,20.470,20.620,20.663,20.810,20.902,20.984,21.093,21.219,21.321,21.424,21.549,21.660,21.655,21.771,21.857,21.867,21.909,21.944,22.025,NPgN
BENTON SQUARE,18.185,17.982,17.826,18.072,18.205,18.316,18.426,18.560,18.620,18.571,18.629,18.654,18.738,18.808,18.886,19.018,19.198,19.267,19.448,19.569,19.682,19.814,19.961,20.089,20.216,20.360,20.488,20.508,20.647,20.755,20.789,20.850,20.917,21.013,NPgN
BENWELL,18.469,18.408,18.253,18.509,18.672,18.805,18.937,19.072,19.115,19.101,19.159,19.184,19.241,19.269,19.313,19.392,19.503,19.519,19.629,19.677,19.724,19.800,19.882,19.935,19.990,20.074,20.154,20.134,20.234,20.321,20.343,20.399,20.450,20.480,NPgN
BILLINGHAM MARSH HOUSE,15.770,15.519,15.384,15.593,15.695,15.781,15.865,15.980,16.041,15.977,16.024,16.044,16.128,16.212,16.311,16.469,16.676,16.775,16.980,17.131,17.272,17.425,17.599,17.763,17.931,18.108,18.270,18.336,18.509,18.650,18.724,18.818,18.924,19.080,NPgN
BILLY MILL,18.229,18.051,17.895,18.140,18.277,18.390,18.504,18.635,18.689,18.642,18.693,18.712,18.784,18.839,18.898,19.008,19.162,19.208,19.363,19.457,19.546,19.655,19.777,19.876,19.976,20.093,20.199,20.198,20.317,20.411,20.433,20.482,20.535,20.601,NPgN
BIRTLEY GROVE 66/11KV,15.604,15.578,15.450,15.671,15.816,15.934,16.053,16.169,16.202,16.191,16.226,16.241,16.287,16.310,16.353,16.426,16.525,16.548,16.648,16.698,16.745,16.818,16.897,16.951,17.005,17.082,17.152,17.134,17.213,17.276,17.284,17.322,17.350,17.386,NPgN
BIRTLEY GROVE 66/20KV,9.758,9.751,9.671,9.811,9.904,9.980,10.056,10.131,10.152,10.149,10.173,10.185,10.216,10.232,10.261,10.309,10.372,10.390,10.454,10.488,10.521,10.570,10.623,10.660,10.697,10.749,10.795,10.785,10.834,10.870,10.872,10.893,10.905,10.931,NPgN
BLAYDON BURN,16.520,16.309,16.170,16.394,16.512,16.611,16.710,16.833,16.891,16.834,16.875,16.895,16.977,17.056,17.145,17.291,17.483,17.571,17.762,17.904,18.034,18.179,18.346,18.501,18.658,18.824,18.971,19.014,19.160,19.264,19.298,19.355,19.414,19.551,NPgN
BLUCHER 33/11KV,15.595,15.369,15.236,15.444,15.549,15.639,15.728,15.845,15.908,15.864,15.932,15.968,16.060,16.146,16.247,16.403,16.605,16.704,16.906,17.051,17.187,17.337,17.502,17.654,17.809,17.972,18.122,18.177,18.336,18.465,18.529,18.614,18.710,18.841,NPgN
BOLDON DOWNHILL,12.357,12.187,12.082,12.247,12.332,12.403,12.474,12.565,12.610,12.569,12.608,12.624,12.687,12.745,12.810,12.917,13.059,13.120,13.261,13.361,13.452,13.554,13.668,13.774,13.880,13.994,14.096,14.124,14.233,14.318,14.352,14.402,14.459,14.546,NPgN
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,9.921,10.823,10.745,10.892,11.000,11.087,11.176,11.251,11.263,11.273,11.288,11.293,11.308,11.302,11.314,11.334,11.364,11.356,11.386,11.388,11.389,11.411,11.434,11.438,11.442,11.465,11.488,11.457,11.483,11.505,11.495,11.508,11.506,11.503,NPgN
BOWESFIELD 33/11KV,13.834,13.787,13.674,13.872,13.999,14.105,14.211,14.320,14.362,14.357,14.406,14.437,14.502,14.552,14.622,14.727,14.859,14.920,15.053,15.146,15.233,15.340,15.459,15.560,15.661,15.776,15.880,15.897,15.992,16.054,16.064,16.100,16.124,16.209,NPgN
BOWESFIELD 66/11KV,14.697,14.762,14.642,14.857,15.012,15.136,15.261,15.372,15.394,15.407,15.442,15.459,15.489,15.491,15.515,15.556,15.612,15.607,15.662,15.673,15.684,15.724,15.767,15.781,15.796,15.840,15.882,15.846,15.896,15.938,15.934,15.961,15.971,15.973,NPgN
BRANCEPETH,19.958,19.701,19.541,19.817,19.965,20.090,20.219,20.376,20.462,20.420,20.506,20.547,20.677,20.792,20.944,21.154,21.430,21.577,21.850,22.064,22.257,22.466,22.699,22.922,23.149,23.385,23.597,23.681,23.890,24.047,24.118,24.218,24.322,24.526,NPgN
BREAMISH STREET,8.871,9.249,9.175,9.299,9.378,9.442,9.506,9.571,9.591,9.584,9.610,9.621,9.646,9.658,9.675,9.709,9.758,9.762,9.811,9.831,9.852,9.886,9.924,9.947,9.970,10.008,10.043,10.030,10.073,10.109,10.114,10.134,10.152,10.162,NPgN
BRENDA TRADING,22.264,22.136,21.951,22.263,22.455,22.613,22.772,22.943,23.012,22.996,23.085,23.137,23.241,23.320,23.433,23.603,23.819,23.915,24.133,24.275,24.411,24.578,24.757,24.906,25.055,25.230,25.392,25.424,25.594,25.732,25.788,25.883,25.974,26.096,NPgN
CAMPLESHON ROAD,17.403,17.204,17.061,17.298,17.427,17.534,17.644,17.774,17.836,17.795,17.859,17.888,17.978,18.054,18.147,18.293,18.487,18.573,18.768,18.905,19.033,19.179,19.340,19.485,19.631,19.791,19.935,19.974,20.126,20.246,20.295,20.368,20.449,20.569,NPgN
CARLEY HILL,18.311,18.075,17.920,18.167,18.296,18.406,18.515,18.653,18.724,18.674,18.747,18.786,18.888,18.982,19.082,19.244,19.457,19.554,19.766,19.922,20.065,20.225,20.405,20.569,20.734,20.910,21.067,21.108,21.266,21.378,21.412,21.472,21.537,21.668,NPgN
CARLIN HOW T3 T4,14.057,16.268,16.159,16.355,16.466,16.561,16.665,16.782,16.846,16.843,16.928,16.972,17.075,17.160,17.273,17.423,17.619,17.728,17.925,18.081,18.224,18.381,18.551,18.713,18.876,19.045,19.197,19.257,19.400,19.500,19.539,19.601,19.661,19.799,NPgN
