Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,27643.782,28073.538,27574.699,27356.618,27243.109,27079.240,27008.555,27115.739,26958.504,26725.193,26536.148,26301.065,26002.405,25691.028,25583.776,25404.071,25370.223,25263.877,25157.791,25104.227,25050.837,24925.598,24872.635,24819.768,24745.230,24742.173,24667.917,24593.875,24520.025,24505.482,24420.716,24336.218,24321.390,24237.100,NPgN
AMBERTON ROAD,76731.090,77923.966,76539.336,75934.006,75618.939,75164.085,74967.884,75265.397,74828.956,74181.354,73656.620,73004.099,72175.104,71310.813,71013.112,70514.303,70420.352,70125.167,69830.703,69682.023,69533.828,69186.201,69039.193,68892.450,68685.553,68677.068,68470.953,68265.436,68060.449,68020.081,67784.796,67550.256,67509.097,67275.133,NPgN
ANNFIELD 66/20KV,58767.267,59680.874,58620.406,58156.792,57915.487,57567.120,57416.853,57644.714,57310.450,56814.460,56412.574,55912.817,55277.902,54615.953,54387.948,54005.918,53933.962,53707.884,53482.358,53368.486,53254.985,52988.742,52876.151,52763.763,52605.303,52598.805,52440.945,52283.542,52126.545,52095.628,51915.426,51735.795,51704.272,51525.082,NPgN
ASHINGTON,46494.424,47217.235,46378.233,46011.439,45820.527,45544.913,45426.027,45606.302,45341.845,44949.437,44631.480,44236.092,43733.771,43210.062,43029.673,42727.425,42670.497,42491.632,42313.205,42223.113,42133.316,41922.675,41833.597,41744.679,41619.312,41614.171,41489.278,41364.747,41240.537,41216.077,41073.508,40931.391,40906.451,40764.683,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,32884.612,33395.842,32802.432,32543.006,32407.978,32213.041,32128.955,32256.460,32069.415,31791.872,31566.988,31287.337,30932.055,30561.646,30434.060,30220.286,30180.021,30053.514,29927.316,29863.596,29800.084,29651.102,29588.099,29525.209,29436.539,29432.903,29344.568,29256.490,29168.639,29151.338,29050.502,28949.986,28932.346,28832.076,NPgN
BARDEN FRIAR,1262.662,1282.291,1259.506,1249.545,1244.361,1236.876,1233.647,1238.543,1231.361,1220.704,1212.069,1201.332,1187.690,1173.467,1168.569,1160.360,1158.814,1153.957,1149.111,1146.665,1144.226,1138.506,1136.086,1133.672,1130.267,1130.127,1126.736,1123.354,1119.981,1119.316,1115.445,1111.585,1110.908,1107.058,NPgN
BEDALE,57226.439,58116.092,57083.428,56631.969,56396.991,56057.758,55911.431,56133.317,55807.817,55324.832,54933.484,54446.830,53828.561,53183.968,52961.942,52589.928,52519.858,52299.708,52080.095,51969.209,51858.684,51599.422,51489.783,51380.341,51226.036,51219.708,51065.987,50912.711,50759.830,50729.724,50554.247,50379.326,50348.629,50174.138,NPgN
BELMONT,84515.712,85829.609,84304.504,83637.761,83290.730,82789.729,82573.623,82901.320,82420.600,81707.296,81129.327,80410.606,79497.506,78545.529,78217.626,77668.212,77564.729,77239.597,76915.258,76751.494,76588.264,76205.369,76043.446,75881.816,75653.928,75644.583,75417.557,75191.190,74965.406,74920.943,74661.787,74403.452,74358.117,74100.417,NPgN
BENSHAM,45269.183,45972.946,45156.054,44798.926,44613.045,44344.694,44228.941,44404.465,44146.977,43764.910,43455.332,43070.363,42581.280,42071.372,41895.737,41601.454,41546.025,41371.875,41198.149,41110.432,41023.001,40817.911,40731.180,40644.606,40522.543,40517.537,40395.935,40274.686,40153.749,40129.933,39991.121,39852.750,39828.467,39690.434,NPgN
BENTON SQUARE,40306.440,40933.051,40205.713,39887.736,39722.233,39483.300,39380.237,39536.519,39307.259,38967.077,38691.437,38348.671,37913.204,37459.196,37302.816,37040.794,36991.442,36836.383,36681.703,36603.602,36525.756,36343.149,36265.927,36188.843,36080.161,36075.704,35967.433,35859.476,35751.797,35730.593,35606.998,35483.796,35462.175,35339.275,NPgN
BENWELL,54102.701,54943.792,53967.497,53540.681,53318.529,52997.814,52859.474,53069.249,52761.516,52304.895,51934.908,51474.819,50890.299,50280.891,50070.984,49719.277,49653.032,49444.899,49237.274,49132.440,49027.948,48782.838,48679.184,48575.716,48429.834,48423.851,48278.521,48133.612,47989.076,47960.613,47794.715,47629.342,47600.321,47435.354,NPgN
BILLINGHAM MARSH HOUSE,25242.140,25634.559,25179.059,24979.925,24876.277,24726.645,24662.101,24759.973,24616.398,24403.357,24230.736,24016.076,23743.363,23459.038,23361.104,23197.011,23166.104,23068.997,22972.128,22923.217,22874.465,22760.107,22711.746,22663.472,22595.409,22592.618,22524.813,22457.204,22389.769,22376.490,22299.088,22221.932,22208.392,22131.425,NPgN
BILLY MILL,51860.023,52666.248,51730.423,51321.300,51108.357,50800.936,50668.330,50869.409,50574.433,50136.740,49782.090,49341.072,48780.782,48196.636,47995.430,47658.301,47594.803,47395.297,47196.278,47095.790,46995.630,46760.680,46661.322,46562.143,46422.309,46416.574,46277.268,46138.366,45999.821,45972.538,45813.517,45654.999,45627.181,45469.052,NPgN
BIRTLEY GROVE 66/11KV,56333.484,57209.255,56192.705,55748.291,55516.979,55183.040,55038.995,55257.420,54936.999,54461.550,54076.308,53597.248,52988.627,52354.092,52135.530,51769.321,51700.345,51483.630,51267.443,51158.287,51049.487,50794.271,50686.342,50578.608,50426.711,50420.482,50269.159,50118.275,49967.780,49938.143,49765.405,49593.213,49562.995,49391.226,NPgN
BIRTLEY GROVE 66/20KV,31300.165,31786.764,31221.945,30975.019,30846.496,30660.952,30580.918,30702.279,30524.246,30260.076,30046.027,29779.850,29441.686,29089.124,28967.686,28764.212,28725.888,28605.476,28485.358,28424.708,28364.256,28222.452,28162.485,28102.625,28018.228,28014.767,27930.688,27846.854,27763.235,27746.768,27650.791,27555.117,27538.328,27442.889,NPgN
BLAYDON BURN,36735.038,37306.127,36643.235,36353.433,36202.595,35984.833,35890.902,36033.337,35824.390,35514.350,35263.134,34950.739,34553.858,34140.078,33997.554,33758.749,33713.770,33572.450,33431.475,33360.294,33289.346,33122.919,33052.539,32982.286,32883.234,32879.172,32780.494,32682.103,32583.965,32564.639,32451.996,32339.710,32320.005,32207.995,NPgN
BLUCHER 33/11KV,32021.546,32519.359,31941.523,31688.906,31557.422,31367.601,31285.722,31409.881,31227.744,30957.486,30738.503,30466.192,30120.235,29759.547,29635.310,29427.146,29387.939,29264.752,29141.865,29079.818,29017.973,28872.900,28811.551,28750.312,28663.969,28660.428,28574.412,28488.645,28403.100,28386.254,28288.064,28190.185,28173.009,28075.370,NPgN
BOLDON DOWNHILL,24360.560,24739.274,24299.682,24107.502,24007.475,23863.068,23800.778,23895.232,23756.671,23551.071,23384.479,23177.316,22914.127,22639.732,22545.219,22386.857,22357.029,22263.314,22169.828,22122.625,22075.576,21965.211,21918.539,21871.951,21806.266,21803.572,21738.135,21672.887,21607.808,21594.992,21520.294,21445.832,21432.765,21358.486,NPgN
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,54586.140,55434.746,54449.727,54019.098,53794.961,53471.380,53331.803,53543.453,53232.970,52772.269,52398.976,51934.776,51345.033,50730.180,50518.397,50163.547,50096.710,49886.717,49677.237,49571.466,49466.041,49218.741,49114.160,49009.768,48862.582,48856.546,48709.917,48563.713,48417.886,48389.169,48221.788,48054.937,48025.657,47859.216,NPgN
BOWESFIELD 33/11KV,38241.422,38835.930,38145.855,37844.169,37687.145,37460.454,37362.671,37510.946,37293.432,36970.678,36709.160,36383.955,35970.799,35540.051,35391.683,35143.085,35096.261,34949.147,34802.391,34728.291,34654.433,34481.182,34407.916,34334.782,34231.668,34227.439,34124.715,34022.289,33920.127,33900.009,33782.747,33665.856,33645.343,33528.740,NPgN
BOWESFIELD 66/11KV,56010.081,56880.824,55870.110,55428.247,55198.263,54866.241,54723.024,54940.194,54621.613,54148.894,53765.863,53289.553,52684.426,52053.534,51836.227,51472.120,51403.540,51188.069,50973.124,50864.594,50756.419,50502.667,50395.359,50288.243,50137.218,50131.025,49980.571,49830.553,49680.922,49651.455,49479.708,49308.505,49278.461,49107.678,NPgN
BRANCEPETH,39278.271,39888.898,39180.113,38870.248,38708.967,38476.129,38375.695,38527.990,38304.578,37973.074,37704.465,37370.443,36946.084,36503.658,36351.266,36095.928,36047.835,35896.732,35745.997,35669.888,35594.028,35416.079,35340.827,35265.709,35159.800,35155.457,35049.948,34944.744,34839.812,34819.148,34698.707,34578.647,34557.578,34437.813,NPgN
BREAMISH STREET,22449.582,22798.588,22393.480,22216.376,22124.195,21991.116,21933.713,22020.758,21893.066,21703.594,21550.070,21359.159,21116.616,20863.746,20776.646,20630.707,20603.220,20516.856,20430.703,20387.203,20343.845,20242.138,20199.127,20156.194,20095.661,20093.179,20032.875,19972.746,19912.771,19900.961,19832.122,19763.502,19751.460,19683.008,NPgN
BRENDA TRADING,48795.450,49554.034,48673.509,48288.562,48088.202,47798.948,47674.178,47863.375,47585.830,47174.002,46840.309,46425.353,45898.171,45348.544,45159.228,44842.022,44782.275,44594.559,44407.301,44312.751,44218.510,43997.444,43903.957,43810.639,43679.068,43673.672,43542.598,43411.904,43281.547,43255.876,43106.251,42957.101,42930.927,42782.142,NPgN
CAMPLESHON ROAD,34256.025,34788.575,34170.418,33900.173,33759.513,33556.447,33468.855,33601.677,33406.831,33117.714,32883.451,32592.137,32222.039,31836.182,31703.276,31480.587,31438.643,31306.860,31175.398,31109.021,31042.861,30887.665,30822.035,30756.522,30664.155,30660.367,30568.348,30476.597,30385.082,30367.060,30262.018,30157.310,30138.935,30034.483,NPgN
CARLEY HILL,38215.484,38809.589,38119.982,37818.500,37661.583,37435.046,37337.329,37485.504,37268.137,36945.602,36684.261,36359.277,35946.401,35515.945,35367.677,35119.248,35072.457,34925.441,34778.785,34704.736,34630.928,34457.794,34384.578,34311.493,34208.450,34204.224,34101.570,33999.213,33897.120,33877.015,33759.833,33643.021,33622.522,33505.998,NPgN
