Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
DARLINGTON 132/6KV,15,22,31,40,49,60,73,89,110,137,170,212,266,335,421,531,669,840,1050,1302,1602,1948,2337,2763,3212,3668,4112,4529,4903,5200,5450,5629,5655,5680,NPgN
DARLINGTON 33/11KV,25,37,51,65,83,102,125,154,192,239,300,377,474,598,756,956,1206,1517,1897,2357,2901,3530,4238,5012,5828,6657,7465,8223,8904,9444,9897,10223,10271,10317,NPgN
DARLINGTON CENTRAL 33/11KV,13,19,26,33,41,50,61,75,92,114,142,178,223,281,354,446,562,706,883,1095,1347,1638,1966,2325,2702,3086,3460,3811,4126,4376,4586,4737,4759,4780,NPgN
DARLINGTON EAST,24,35,48,61,75,91,109,133,162,199,246,306,382,478,600,754,948,1188,1482,1836,2256,2741,3288,3885,4515,5154,5777,6362,6887,7303,7653,7904,7942,7976,NPgN
DARLINGTON WEST,29,43,59,78,101,127,160,202,255,322,408,518,658,836,1062,1349,1709,2156,2703,3364,4146,5052,6071,7185,8360,9553,10716,11807,12786,13564,14216,14685,14755,14821,NPgN
DENWICK,77,112,155,189,223,255,290,335,389,458,543,651,786,957,1172,1444,1782,2201,2714,3331,4062,4906,5856,6893,7987,9097,10180,11194,12105,12829,13437,13872,13935,13993,NPgN
DUNSTON 66/11KV,11,16,23,31,42,55,71,91,118,152,194,250,320,409,523,667,848,1073,1349,1682,2077,2533,3047,3609,4202,4803,5390,5940,6434,6826,7156,7392,7428,7461,NPgN
DUNSTON 66/20KV,23,34,47,64,86,111,144,185,238,305,391,501,641,820,1048,1336,1698,2148,2699,3364,4153,5064,6091,7213,8397,9599,10771,11870,12857,13640,14298,14770,14841,14907,NPgN
DURHAM EAST,17,25,35,45,57,71,87,107,134,167,208,262,330,417,527,666,840,1057,1322,1642,2021,2459,2953,3492,4061,4639,5202,5730,6204,6581,6897,7124,7158,7189,NPgN
EASTFIELD,37,54,75,95,117,141,169,205,250,307,379,471,587,735,922,1159,1456,1824,2275,2819,3463,4208,5047,5963,6930,7911,8867,9765,10570,11209,11746,12131,12188,12241,NPgN
EASTGATE CEMENT,5,8,11,14,19,24,31,39,50,64,81,103,132,168,214,272,346,437,548,683,843,1027,1235,1462,1702,1945,2182,2405,2604,2763,2896,2991,3006,3019,NPgN
EDUCATIONAL PRECINCT,13,19,26,35,45,58,75,95,121,155,197,252,321,409,522,664,843,1065,1337,1666,2055,2505,3012,3566,4150,4744,5322,5865,6352,6739,7063,7296,7331,7364,NPgN
ELVINGTON,9,14,19,23,28,32,38,44,52,62,74,90,110,135,167,207,257,319,395,487,595,721,862,1016,1178,1343,1504,1654,1790,1897,1988,2052,2062,2070,NPgN
FARADAY STREET,15,21,30,45,64,90,124,166,222,292,381,497,644,833,1073,1377,1760,2236,2819,3524,4358,5324,6411,7600,8853,10127,11369,12533,13579,14408,15105,15605,15681,15752,NPgN
FAWDON T1,18,27,37,48,62,78,98,124,156,197,249,315,400,508,644,818,1036,1306,1637,2037,2510,3058,3675,4349,5059,5781,6485,7145,7737,8207,8602,8886,8928,8968,NPgN
FISHBURN,21,30,42,58,79,105,138,180,234,302,389,501,644,826,1058,1352,1722,2181,2743,3423,4227,5158,6207,7352,8560,9788,10985,12107,13115,13914,14586,15068,15141,15209,NPgN
FLATWORTH CENTRAL,7,11,15,21,31,42,58,77,102,134,175,227,294,380,489,627,801,1017,1282,1602,1981,2419,2913,3453,4022,4600,5164,5693,6167,6544,6860,7087,7122,7154,NPgN
FOSS ISLANDS,53,77,107,133,160,188,220,260,311,374,454,555,683,845,1050,1310,1634,2035,2527,3120,3822,4633,5546,6544,7596,8664,9705,10681,11557,12254,12838,13257,13319,13376,NPgN
FOSSWAY 33/11KV,21,30,42,59,81,109,145,190,249,323,418,540,695,893,1146,1467,1870,2370,2983,3724,4601,5616,6759,8009,9326,10665,11970,13194,14292,15165,15897,16423,16502,16576,NPgN
FOURSTONES 20KV,23,34,47,61,76,93,113,139,172,213,265,333,417,526,663,836,1054,1324,1655,2054,2527,3074,3689,4362,5071,5792,6494,7153,7744,8213,8607,8890,8932,8972,NPgN
FYLANDS BRIDGE,21,31,43,59,79,104,135,176,228,293,377,485,621,796,1018,1301,1655,2095,2634,3285,4056,4948,5953,7051,8209,9386,10533,11609,12574,13341,13984,14446,14516,14581,NPgN
GALE LANE,25,36,50,65,83,103,127,158,197,247,310,391,494,625,791,1001,1265,1593,1994,2479,3052,3716,4463,5279,6140,7014,7867,8666,9384,9954,10432,10775,10827,10874,NPgN
GARWOOD STREET,17,25,35,48,66,87,115,150,195,252,325,419,538,690,884,1130,1439,1822,2293,2861,3533,4312,5188,6146,7157,8183,9183,10122,10964,11633,12194,12598,12658,12715,NPgN
GATESHEAD CENTRAL,8,11,16,22,29,38,50,65,85,109,140,180,231,297,380,485,617,781,983,1226,1514,1847,2222,2632,3064,3503,3931,4333,4693,4980,5220,5392,5418,5443,NPgN
GATESHEAD EAST,1,1,2,2,3,5,6,8,11,14,18,24,31,40,51,66,84,106,134,168,207,253,305,361,421,481,540,595,645,684,717,741,745,748,NPgN
GOSFORTH 33/11KV,11,17,23,30,39,49,61,76,96,120,152,192,243,308,391,496,628,791,992,1233,1519,1851,2223,2631,3060,3497,3922,4321,4679,4964,5202,5374,5399,5423,NPgN
GRANGETOWN,10,15,21,32,48,68,95,129,174,230,302,395,514,665,858,1104,1413,1796,2266,2833,3506,4284,5160,6118,7129,8155,9156,10094,10937,11606,12167,12570,12631,12689,NPgN
GREATHAM,2,3,4,5,7,9,12,16,21,28,36,46,59,76,98,125,160,203,255,319,394,480,578,685,798,912,1024,1129,1223,1297,1360,1405,1412,1418,NPgN
GUISBOROUGH T1 T2,22,32,44,61,82,109,142,185,240,310,398,513,659,844,1081,1381,1758,2226,2800,3493,4313,5263,6332,7501,8733,9985,11206,12351,13379,14194,14879,15371,15445,15514,NPgN
HARLOW GREEN,23,33,46,63,86,114,150,196,255,329,425,547,703,902,1156,1477,1881,2382,2997,3740,4619,5636,6782,8034,9354,10696,12004,13230,14331,15205,15939,16466,16546,16620,NPgN
HARMIRE BRIDGE,22,32,45,57,72,88,107,131,162,201,250,313,393,495,624,787,992,1246,1557,1932,2376,2890,3469,4101,4768,5445,6105,6724,7280,7721,8092,8358,8397,8434,NPgN
HARRATON,17,25,35,47,61,79,100,128,163,208,264,337,430,548,698,889,1128,1425,1789,2228,2748,3350,4028,4768,5549,6343,7116,7842,8493,9010,9444,9756,9803,9846,NPgN
HARROGATE 132/11KV,46,67,93,119,150,184,225,277,343,426,531,667,838,1056,1332,1682,2121,2666,3333,4138,5091,6194,7435,8791,10221,11674,13090,14418,15610,16557,17352,17922,18007,18086,NPgN
HARROGATE WEST,17,24,34,42,51,60,71,85,102,124,151,186,230,286,357,446,558,697,867,1071,1314,1594,1910,2254,2618,2987,3347,3684,3987,4228,4430,4575,4596,4616,NPgN
HARTMOOR 66/20KV,29,42,58,79,105,137,177,228,294,377,482,618,791,1011,1291,1647,2094,2648,3328,4148,5120,6244,7510,8894,10353,11835,13281,14636,15853,16819,17629,18212,18299,18381,NPgN
HAWTHORN PIT,38,55,76,100,131,166,210,267,338,429,545,694,882,1123,1429,1816,2303,2907,3647,4540,5598,6823,8201,9707,11295,12909,14482,15957,17282,18333,19216,19849,19945,20033,NPgN
HAXBY ROAD T2 T3,28,40,56,73,93,117,146,183,230,290,366,463,586,743,943,1196,1514,1908,2391,2974,3664,4462,5361,6343,7379,8431,9457,10419,11283,11969,12544,12957,13019,13077,NPgN
HEBBURN,4,6,8,11,15,20,26,33,43,55,71,92,117,150,192,245,312,395,497,620,765,933,1123,1330,1548,1770,1986,2189,2371,2515,2637,2724,2737,2749,NPgN
HEBBURN WEST,1,2,3,4,5,7,9,11,15,19,24,31,40,51,65,83,105,133,168,209,258,315,379,448,522,597,670,738,799,848,889,918,923,927,NPgN
HEDWORTH,18,27,37,50,65,84,107,137,175,224,286,365,465,594,757,964,1224,1546,1942,2419,2984,3638,4375,5179,6028,6890,7731,8519,9226,9788,10260,10598,10649,10697,NPgN
HEIGHINGTON,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,4,5,6,8,9,11,13,15,16,18,20,21,22,22,23,23,NPgN
HEXHAM,17,25,35,46,58,72,89,110,138,173,217,273,345,436,552,699,883,1111,1391,1729,2129,2592,3113,3682,4282,4892,5486,6044,6544,6941,7275,7514,7550,7583,NPgN
HIGH BARMSTON,18,26,36,48,62,79,100,127,161,204,259,330,420,535,680,865,1097,1385,1737,2163,2667,3251,3907,4625,5382,6151,6900,7603,8234,8735,9156,9458,9503,9545,NPgN
HIGH FLATTS,30,44,61,80,102,129,162,203,256,324,409,519,658,835,1060,1346,1704,2148,2693,3350,4129,5030,6044,7152,8321,9508,10666,11751,12725,13499,14148,14614,14684,14749,NPgN
HOUGHTON,27,40,55,73,94,119,149,188,238,301,381,484,615,782,993,1262,1598,2016,2529,3147,3879,4726,5680,6722,7821,8937,10026,11047,11963,12691,13301,13740,13806,13867,NPgN
HOWDON,4,7,9,13,18,25,34,45,59,77,100,130,168,217,278,357,456,578,728,909,1124,1373,1653,1958,2281,2609,2928,3228,3497,3710,3890,4019,4038,4056,NPgN
HUNTINGTON NEW LANE,19,28,39,51,66,82,102,127,160,201,253,319,404,512,649,822,1040,1310,1641,2041,2514,3062,3678,4351,5061,5783,6486,7146,7738,8208,8602,8886,8928,8968,NPgN
HUSTHWAITE 33/11KV,23,34,47,58,71,83,98,117,140,169,206,252,311,386,481,601,750,936,1163,1437,1761,2136,2559,3020,3506,3999,4481,4932,5337,5659,5929,6123,6151,6178,NPgN
JARROW,5,7,9,13,17,22,28,36,47,60,77,99,126,162,206,263,335,423,532,663,818,998,1200,1421,1655,1891,2122,2339,2533,2688,2817,2910,2924,2937,NPgN
KENTON,22,33,45,60,78,100,127,161,204,259,330,420,534,680,866,1102,1397,1764,2213,2756,3398,4142,4979,5894,6859,7838,8794,9690,10494,11133,11669,12054,12112,12165,NPgN
KIELDER,1,2,3,3,4,5,7,8,10,12,16,20,25,31,39,50,62,79,98,122,150,183,219,259,302,344,386,425,461,488,512,529,531,534,NPgN
KILLINGWORTH,15,22,30,41,55,73,95,123,159,204,263,338,433,554,709,905,1151,1457,1832,2285,2821,3441,4140,4903,5708,6526,7324,8071,8743,9276,9723,10044,10093,10138,NPgN
KIRBYMOORSIDE,13,19,27,35,44,54,66,82,102,127,159,200,252,318,401,508,641,806,1008,1252,1541,1876,2252,2664,3098,3538,3968,4371,4732,5019,5261,5434,5459,5483,NPgN
LINTON 66/20KV,18,26,36,45,56,69,83,102,125,155,192,241,301,379,477,601,757,950,1186,1472,1810,2201,2641,3122,3629,4143,4646,5116,5539,5874,6156,6358,6388,6416,NPgN
LONGBENTON,25,37,51,68,89,113,143,182,232,294,374,477,607,772,983,1251,1587,2003,2514,3130,3860,4705,5656,6695,7791,8904,9989,11007,11921,12646,13255,13693,13758,13819,NPgN
LOW SPENNYMOOR,15,22,31,41,54,70,89,114,146,186,237,303,387,493,629,801,1017,1285,1613,2010,2480,3023,3635,4304,5009,5726,6424,7080,7668,8134,8526,8808,8850,8890,NPgN
LYNEMOUTH,3,4,6,8,10,12,15,19,24,31,39,49,62,79,101,128,162,204,256,318,392,478,574,680,791,903,1014,1117,1209,1283,1344,1389,1395,1402,NPgN
MADDISON STREET,30,44,60,81,107,137,175,224,286,365,465,594,758,966,1232,1569,1992,2516,3160,3936,4856,5920,7118,8428,9809,11211,12579,13862,15013,15927,16695,17246,17328,17405,NPgN
MALLEABLE,9,13,18,26,36,48,64,85,112,145,188,243,314,404,518,663,846,1072,1350,1686,2083,2543,3061,3627,4224,4830,5422,5976,6474,6869,7201,7439,7475,7509,NPgN
MALTON,37,54,74,93,114,135,161,193,234,284,349,431,535,666,833,1044,1308,1635,2035,2519,3091,3752,4497,5311,6169,7040,7889,8686,9400,9968,10445,10787,10838,10884,NPgN
MEADOWFIELD,10,14,20,26,33,40,50,62,77,97,121,153,193,244,309,391,493,621,777,966,1189,1447,1738,2056,2391,2732,3063,3375,3654,3876,4062,4196,4216,4234,NPgN
MELROSEGATE 33/11KV,13,19,27,36,47,60,77,98,125,160,204,260,331,422,538,685,870,1099,1380,1718,2120,2584,3107,3678,4281,4893,5490,6049,6552,6950,7285,7526,7562,7595,NPgN
MILLBANK LANE,19,27,38,52,70,92,120,156,202,260,335,430,552,707,905,1156,1471,1861,2341,2920,3605,4398,5291,6267,7297,8342,9362,10318,11176,11858,12430,12841,12902,12960,NPgN
MONKSEATON,25,37,51,69,92,120,155,200,257,330,422,541,692,885,1130,1441,1832,2317,2912,3629,4479,5463,6571,7781,9058,10354,11619,12804,13869,14714,15423,15932,16009,16081,NPgN
MOOR MONKTON PUMPS,3,4,5,7,8,10,12,15,18,23,28,35,44,55,69,87,110,138,173,214,263,320,384,454,528,603,676,744,806,855,896,925,929,933,NPgN
MORPETH,25,37,51,66,84,105,130,163,204,256,322,407,514,650,824,1044,1320,1663,2082,2589,3188,3882,4663,5517,6417,7331,8223,9059,9809,10405,10905,11264,11318,11368,NPgN
MOUNT ROAD,17,24,34,48,66,89,119,157,205,267,346,448,577,742,952,1219,1554,1970,2481,3097,3828,4672,5624,6664,7760,8874,9961,10979,11894,12620,13229,13667,13733,13794,NPgN
NEWBURN HAUGH,7,10,15,20,27,36,47,61,79,101,131,168,216,276,354,452,575,728,915,1142,1410,1720,2070,2451,2854,3263,3662,4036,4372,4638,4862,5023,5047,5070,NPgN
NEWBY,34,50,70,87,107,129,154,185,225,275,339,420,523,653,818,1027,1289,1613,2011,2490,3058,3714,4453,5260,6111,6976,7819,8609,9318,9882,10354,10694,10744,10791,NPgN
NEWCASTLE AIRPORT,21,31,43,54,67,82,100,122,150,186,231,289,361,454,572,721,908,1140,1424,1766,2172,2641,3169,3747,4355,4973,5576,6141,6648,7051,7389,7632,7668,7701,NPgN
NEWTON AYCLIFFE SOUTH,10,15,20,26,32,38,46,56,69,84,104,130,162,203,254,320,402,504,629,779,957,1164,1396,1649,1916,2188,2452,2701,2923,3100,3249,3355,3371,3386,NPgN
NORTH STREET,23,34,47,59,73,88,106,128,156,192,237,294,367,459,576,724,909,1139,1420,1760,2161,2626,3150,3721,4324,4936,5533,6093,6595,6994,7329,7569,7605,7638,NPgN
NORTH TEES T1 T2,1,2,3,4,6,9,12,16,22,28,37,49,63,82,105,135,173,220,277,347,429,524,631,749,872,998,1120,1235,1338,1420,1488,1538,1545,1552,NPgN
NORTH TEES T3 T4,9,13,18,24,33,43,55,72,93,119,153,196,251,322,411,525,668,845,1062,1324,1635,1994,2399,2841,3308,3782,4244,4677,5066,5375,5634,5820,5848,5874,NPgN
NORTHALLERTON,20,29,41,52,66,81,99,121,150,187,233,293,368,464,585,739,932,1171,1465,1818,2237,2722,3267,3863,4492,5130,5753,6336,6860,7276,7626,7876,7914,7948,NPgN
NORTON 132/11KV,28,41,57,84,120,167,228,305,405,532,695,904,1170,1511,1945,2496,3189,4048,5103,6377,7886,9632,11599,13748,16015,18317,20563,22669,24559,26059,27319,28224,28361,28488,NPgN
OATLANDS,24,35,48,60,73,86,102,121,146,177,215,265,327,406,506,633,791,987,1228,1517,1860,2257,2704,3191,3705,4228,4737,5214,5643,5983,6269,6474,6504,6532,NPgN
OFFERTON 33/11KV,24,35,49,66,88,113,145,186,239,305,390,499,637,814,1038,1323,1680,2124,2668,3324,4102,5002,6015,7122,8290,9476,10632,11717,12690,13463,14112,14578,14648,14713,NPgN
PALLION TRADING,15,22,30,42,58,77,101,132,172,222,287,370,475,610,781,999,1272,1612,2028,2531,3126,3815,4590,5438,6332,7240,8126,8956,9701,10293,10790,11147,11201,11251,NPgN
PETERLEE WEST,9,13,18,25,34,45,58,75,98,126,162,208,267,342,438,560,712,902,1134,1414,1746,2131,2563,3036,3535,4041,4535,4998,5414,5744,6021,6220,6250,6278,NPgN
PILGRIM,2,2,3,4,6,8,10,14,18,23,30,39,50,64,83,106,135,171,215,268,332,405,487,577,672,768,862,950,1030,1092,1145,1183,1189,1194,NPgN
POTTER HOUSE T1 T3,29,42,58,76,97,122,152,190,239,301,379,480,607,770,977,1239,1567,1975,2475,3078,3792,4618,5549,6565,7637,8726,9788,10783,11677,12387,12982,13410,13474,13534,NPgN
POTTER HOUSE T4 T5,5,7,10,13,16,20,24,30,38,47,59,74,93,118,149,188,238,299,374,465,572,696,836,989,1150,1313,1473,1622,1756,1863,1952,2017,2026,2035,NPgN
PRISSICK,18,27,37,54,77,106,144,192,255,334,435,565,731,943,1213,1555,1986,2521,3177,3970,4908,5994,7217,8554,9963,11395,12792,14102,15277,16210,16994,17556,17641,17721,NPgN
RAVENSCAR,3,4,6,8,10,11,14,17,20,25,31,38,47,59,74,93,117,146,182,226,277,337,404,477,554,633,709,781,845,896,939,970,975,979,NPgN
RAWCLIFFE LANE,28,41,58,73,91,111,134,164,201,249,309,386,483,607,764,963,1212,1521,1900,2357,2897,3523,4227,4997,5808,6632,7436,8189,8866,9403,9853,10177,10225,10270,NPgN
REDCAR,38,55,76,105,141,186,242,314,407,524,673,865,1110,1421,1818,2322,2954,3739,4702,5864,7240,8832,10625,12585,14652,16751,18799,20718,22442,23810,24958,25783,25907,26023,NPgN
RESERVOIR,25,37,51,70,93,122,157,203,261,335,429,551,705,902,1152,1470,1868,2363,2970,3703,4571,5575,6706,7942,9245,10569,11860,13070,14157,15019,15743,16263,16342,16415,NPgN
RICHMOND T1,13,18,25,33,41,50,62,76,94,117,146,183,230,290,367,463,584,734,918,1140,1402,1706,2048,2422,2816,3217,3607,3973,4301,4562,4781,4938,4962,4984,NPgN
RICHMOND T2,4,6,8,10,12,15,19,23,29,36,44,56,70,89,112,141,178,224,280,348,428,521,625,739,860,982,1101,1213,1313,1393,1460,1508,1515,1522,NPgN
RIPON,37,54,75,93,114,136,162,194,235,286,351,434,539,672,840,1053,1319,1649,2054,2542,3119,3787,4539,5361,6227,7106,7964,8768,9490,10063,10544,10889,10940,10988,NPgN
RISE CARR,25,36,50,65,82,102,126,157,196,245,308,388,489,619,783,992,1253,1577,1974,2454,3021,3678,4417,5225,6077,6942,7786,8577,9287,9851,10324,10664,10715,10762,NPgN
ROMANBY,9,14,19,25,31,39,48,59,74,93,117,147,185,234,297,376,474,597,747,929,1144,1392,1672,1978,2300,2628,2947,3247,3515,3729,3908,4037,4056,4074,NPgN
RUDBY,6,9,13,16,21,25,31,39,48,61,76,96,121,152,193,244,308,388,485,603,742,903,1085,1283,1492,1704,1911,2105,2280,2418,2534,2618,2630,2642,NPgN
SCARBOROUGH 33/11KV,43,63,87,109,135,163,195,237,289,355,438,545,680,851,1068,1343,1688,2115,2638,3269,4016,4880,5853,6915,8036,9174,10284,11324,12258,12999,13622,14069,14135,14197,NPgN
SEATON BURN T1,19,27,38,49,62,77,96,119,148,186,233,294,371,468,593,750,948,1193,1494,1857,2286,2783,3342,3953,4597,5252,5890,6489,7026,7452,7810,8068,8106,8142,NPgN
SEGHILL,17,25,34,46,60,77,98,124,158,202,257,327,417,531,677,861,1093,1380,1732,2157,2661,3243,3899,4616,5372,6140,6888,7591,8221,8721,9141,9443,9488,9530,NPgN
SESSAY BRIDGE_SOWERBY,10,15,20,26,32,38,46,55,67,83,102,127,158,198,249,313,393,493,614,761,935,1137,1363,1610,1871,2136,2395,2637,2855,3027,3172,3276,3292,3306,NPgN
SEVERUS HILL,24,34,48,62,78,97,120,149,185,232,291,367,462,584,739,936,1182,1488,1862,2314,2849,3468,4165,4926,5729,6545,7340,8086,8755,9287,9733,10053,10101,10145,NPgN
SHERIFF HUTTON,20,29,40,51,64,77,94,114,141,174,216,270,337,424,534,673,847,1062,1327,1646,2024,2461,2953,3490,4057,4632,5193,5720,6192,6567,6882,7108,7142,7173,NPgN
