Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,85729.684,84881.698,83544.193,81808.183,80721.042,79849.701,79337.398,79158.616,78419.138,78352.158,78707.543,81611.556,83016.829,85412.359,88380.044,91667.825,95424.445,99472.811,103436.216,107202.969,110494.462,113289.568,116044.865,118678.417,120662.181,122831.979,124751.541,126720.026,128901.175,130343.891,131864.229,133288.731,134826.739,136263.332,NPgN
AMBERTON ROAD,121846.254,122086.960,120128.084,118464.027,117566.731,116712.943,116364.736,116622.040,115973.482,116110.939,116565.916,119018.173,120221.289,122263.772,125370.452,128650.425,132596.851,136672.945,140644.185,144580.237,148019.338,150852.132,153780.455,156599.071,158957.692,161562.381,163829.567,166072.281,168553.533,170297.139,171963.114,173540.896,175369.367,176955.382,NPgN
ANNFIELD 66/20KV,108650.498,108507.780,106839.363,105196.188,104287.036,103450.204,103050.274,103151.295,102437.537,102397.908,102661.610,105089.010,106159.748,108094.066,110873.683,113837.661,117464.859,121232.208,124949.351,128564.411,131711.855,134296.920,136929.511,139434.725,141386.545,143606.496,145312.305,147128.647,149028.482,150547.455,152027.070,153418.895,155008.802,156398.380,NPgN
ASHINGTON,100469.087,100031.774,98516.461,96842.690,95909.454,95086.809,94707.410,94752.157,94115.916,94329.948,94837.463,97765.779,99272.247,101751.968,105025.256,108559.200,112699.995,117057.545,121346.912,125438.205,129003.517,131987.540,134970.875,137829.273,140072.633,142529.422,144534.426,146619.585,148850.886,150440.055,152045.586,153552.445,155225.867,156734.109,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,50227.487,50381.552,49591.653,48938.808,48591.749,48251.073,48122.062,48226.484,47965.563,48011.466,48171.742,49110.491,49563.872,50347.867,51558.488,52833.809,54367.126,55951.824,57487.940,58996.284,60306.855,61376.158,62489.503,63561.668,64451.413,65433.323,66326.171,67181.897,68166.271,68772.994,69348.861,69890.217,70533.247,71080.583,NPgN
BARDEN FRIAR,2910.389,2901.377,2902.156,2891.776,2929.587,2947.197,2958.674,3000.225,2994.800,3171.032,3414.991,3748.779,3998.113,4270.265,4588.820,4893.974,5231.226,5575.181,5917.757,6213.838,6449.452,6663.970,6877.449,7017.670,6977.767,7075.504,7089.605,7192.702,7235.837,7346.674,7466.085,7580.615,7701.628,7820.967,NPgN
BEDALE,87835.044,88074.961,86710.067,85557.176,84954.131,84311.092,83975.902,84086.709,83445.383,83280.939,83383.976,84770.867,85199.579,86100.383,87645.621,89193.859,91209.390,93262.089,95267.405,97233.528,98904.543,100230.737,101658.965,102931.991,103730.584,104913.586,105654.917,106580.426,107504.345,108347.800,109137.214,109877.905,110790.368,111553.649,NPgN
BELMONT,119830.112,120403.877,118465.531,116980.556,116181.648,115354.493,114991.629,115253.646,114544.648,114227.733,114207.666,115671.444,116091.679,117125.957,119100.582,121115.230,123829.982,126544.877,129216.307,131885.396,134191.321,135967.775,137883.118,139716.752,141100.065,142760.852,143934.236,145181.891,146486.407,147582.813,148541.499,149435.276,150578.552,151466.684,NPgN
BENSHAM,81002.370,80928.696,79613.580,78338.994,77549.779,76822.155,76412.271,76379.886,75735.667,75343.662,75396.435,76959.383,77543.181,78709.398,80426.151,82266.017,84525.259,86907.107,89221.014,91498.420,93440.455,95003.022,96616.073,98157.833,99154.472,100367.357,101275.808,102290.383,103350.857,104214.235,105044.612,105816.968,106731.355,107505.954,NPgN
