Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,0,0.06,0.06,0.06,0.12,0.12,0.12,0.12,0.12,0.12,0.19,0.23,0.23,0.26,0.33,0.33,0.33,0.33,0.45,0.45,0.45,0.46,0.54,0.59,0.8,0.91,1.08,1.25,1.25,1.35,1.38,1.4,1.6,1.64,NPgN
AMBERTON ROAD,0,0.11,0.11,0.11,0.22,0.22,0.22,0.22,0.22,0.22,0.37,0.44,0.44,0.49,0.62,0.62,0.62,0.63,0.86,0.86,0.86,0.88,0.94,0.99,1.2,1.36,1.58,1.79,1.79,1.88,1.91,1.93,2.1,2.14,NPgN
ANNFIELD 66/20KV,0,0.13,0.13,0.13,0.27,0.27,0.27,0.27,0.27,0.27,0.42,0.5,0.5,0.56,0.69,0.69,0.69,0.7,0.92,0.92,0.92,0.94,1.01,1.07,1.31,1.46,1.69,1.91,1.91,2.02,2.06,2.08,2.28,2.32,NPgN
ASHINGTON,0.01,0.1,0.1,0.1,0.22,0.22,0.22,0.22,0.22,0.22,0.36,0.42,0.42,0.48,0.6,0.6,0.6,0.61,0.84,0.84,0.84,0.86,0.97,1.05,1.38,1.58,1.86,2.13,2.13,2.29,2.34,2.37,2.67,2.74,NPgN
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN
AYCLIFFE INDUSTRIAL,0,0.04,0.04,0.04,0.09,0.09,0.09,0.09,0.09,0.09,0.15,0.17,0.17,0.19,0.24,0.24,0.24,0.25,0.33,0.33,0.33,0.34,0.36,0.39,0.48,0.54,0.62,0.71,0.71,0.75,0.76,0.77,0.85,0.86,NPgN
BARDEN FRIAR,0,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.06,0.06,0.07,0.09,0.09,0.09,0.09,0.11,0.11,0.11,0.11,0.12,0.12,0.13,0.14,0.16,0.18,0.18,0.19,0.19,0.19,0.2,0.2,NPgN
BEDALE,0,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.3,0.3,0.46,0.54,0.54,0.6,0.72,0.72,0.72,0.74,0.93,0.93,0.93,0.94,0.99,1.03,1.2,1.32,1.49,1.68,1.68,1.75,1.78,1.79,1.93,1.96,NPgN
BELMONT,0,0.08,0.08,0.08,0.17,0.17,0.17,0.17,0.17,0.17,0.28,0.33,0.33,0.37,0.47,0.47,0.47,0.48,0.65,0.65,0.65,0.67,0.72,0.76,0.94,1.06,1.24,1.4,1.4,1.48,1.51,1.52,1.67,1.7,NPgN
BENSHAM,0,0.04,0.04,0.04,0.1,0.1,0.1,0.1,0.1,0.1,0.16,0.19,0.19,0.21,0.27,0.27,0.27,0.27,0.37,0.38,0.38,0.38,0.43,0.46,0.58,0.66,0.78,0.89,0.89,0.95,0.97,0.98,1.09,1.12,NPgN
BENTON SQUARE,0,0.08,0.08,0.08,0.15,0.15,0.15,0.15,0.15,0.15,0.25,0.29,0.29,0.33,0.41,0.41,0.41,0.42,0.56,0.56,0.56,0.57,0.63,0.67,0.84,0.94,1.1,1.25,1.25,1.33,1.36,1.37,1.52,1.56,NPgN
BENWELL,0,0.08,0.08,0.08,0.17,0.17,0.17,0.17,0.17,0.17,0.28,0.33,0.33,0.37,0.47,0.47,0.47,0.48,0.66,0.66,0.66,0.68,0.73,0.77,0.94,1.07,1.25,1.42,1.42,1.49,1.52,1.53,1.67,1.7,NPgN
BILLINGHAM MARSH HOUSE,0,0.04,0.04,0.04,0.07,0.07,0.07,0.07,0.07,0.07,0.11,0.13,0.13,0.15,0.19,0.19,0.19,0.19,0.25,0.25,0.25,0.26,0.32,0.37,0.54,0.62,0.74,0.86,0.86,0.96,0.98,1,1.17,1.21,NPgN
BILLY MILL,0,0.05,0.05,0.05,0.11,0.11,0.11,0.11,0.11,0.11,0.17,0.2,0.2,0.23,0.29,0.29,0.29,0.29,0.39,0.39,0.39,0.39,0.44,0.48,0.62,0.7,0.82,0.94,0.94,1.01,1.03,1.04,1.17,1.2,NPgN
BIRTLEY GROVE 66/11KV,0,0.04,0.04,0.04,0.08,0.08,0.08,0.08,0.08,0.08,0.12,0.14,0.14,0.16,0.2,0.2,0.2,0.2,0.27,0.27,0.27,0.27,0.31,0.34,0.44,0.5,0.59,0.67,0.67,0.73,0.74,0.75,0.85,0.88,NPgN
BIRTLEY GROVE 66/20KV,0,0.05,0.05,0.05,0.09,0.09,0.09,0.09,0.09,0.09,0.15,0.18,0.18,0.2,0.26,0.26,0.26,0.26,0.35,0.35,0.35,0.36,0.38,0.4,0.47,0.54,0.62,0.7,0.7,0.73,0.74,0.75,0.81,0.83,NPgN
BLAYDON BURN,0,0.12,0.12,0.12,0.24,0.24,0.24,0.24,0.24,0.24,0.38,0.46,0.46,0.51,0.63,0.63,0.63,0.64,0.85,0.85,0.85,0.86,0.91,0.94,1.11,1.24,1.42,1.6,1.6,1.67,1.7,1.71,1.84,1.87,NPgN
BLUCHER 33/11KV,0,0.06,0.06,0.06,0.13,0.13,0.13,0.13,0.13,0.13,0.2,0.24,0.24,0.27,0.33,0.33,0.33,0.34,0.45,0.45,0.45,0.45,0.5,0.54,0.69,0.78,0.91,1.04,1.04,1.11,1.13,1.15,1.29,1.32,NPgN
BOLDON DOWNHILL,0,0.04,0.04,0.04,0.07,0.07,0.07,0.07,0.07,0.07,0.11,0.14,0.14,0.15,0.19,0.19,0.19,0.19,0.26,0.26,0.26,0.26,0.3,0.33,0.45,0.52,0.61,0.7,0.7,0.76,0.78,0.79,0.91,0.93,NPgN
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.16,0.18,0.18,0.2,0.25,0.25,0.25,0.26,0.33,0.33,0.33,0.34,0.35,0.36,0.42,0.47,0.54,0.6,0.6,0.63,0.64,0.64,0.69,0.7,NPgN
BOWESFIELD 33/11KV,0,0.1,0.1,0.1,0.21,0.21,0.21,0.21,0.21,0.21,0.34,0.4,0.4,0.45,0.57,0.57,0.57,0.58,0.79,0.8,0.8,0.81,0.85,0.88,1.03,1.16,1.34,1.52,1.52,1.57,1.6,1.61,1.72,1.74,NPgN
BOWESFIELD 66/11KV,0,0.06,0.06,0.06,0.12,0.12,0.12,0.12,0.12,0.12,0.19,0.23,0.23,0.26,0.32,0.32,0.32,0.33,0.44,0.44,0.44,0.45,0.48,0.5,0.6,0.68,0.78,0.89,0.89,0.93,0.94,0.95,1.03,1.05,NPgN
BRANCEPETH,0,0.16,0.16,0.16,0.31,0.31,0.31,0.31,0.31,0.31,0.49,0.58,0.58,0.64,0.79,0.79,0.79,0.8,1.04,1.05,1.05,1.06,1.14,1.2,1.47,1.63,1.88,2.13,2.13,2.25,2.29,2.31,2.54,2.58,NPgN
