Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,85730.327,84883.788,84296.989,84468.788,84371.094,84249.092,84321.787,84483.224,84529.274,84622.849,85124.419,85074.800,85894.756,86461.120,87137.661,88020.004,89070.425,90313.560,91757.706,93385.581,95271.927,97524.392,99924.399,102701.112,105999.030,109561.840,113143.246,116709.164,120184.911,123198.040,125904.026,128540.258,130553.334,132644.668,NPgN
AMBERTON ROAD,121845.281,122088.013,121215.280,121970.549,122245.457,122352.278,122615.510,123112.034,123271.470,123359.137,123799.205,123621.957,124254.312,124690.247,125122.935,125879.865,126786.712,127854.952,129105.797,130527.335,132020.261,134136.630,136103.427,138550.194,141501.319,144830.697,148031.316,151208.502,154296.043,157138.645,159403.530,161883.558,163783.108,165599.755,NPgN
ANNFIELD 66/20KV,108651.458,108511.522,107754.288,108302.909,108442.818,108463.640,108656.502,109026.754,109140.973,109212.957,109659.057,109516.222,110200.749,110667.554,111147.816,111905.247,112817.211,113900.873,115172.895,116619.273,118203.256,120315.369,122383.995,124891.349,127880.346,131191.070,134426.182,137640.589,140765.634,143566.646,145888.036,148320.715,150162.677,151978.354,NPgN
ASHINGTON,100469.006,100033.284,99339.228,99735.808,99777.000,99737.754,99883.797,100172.797,100263.137,100340.109,100813.786,100711.372,101466.122,101989.641,102559.330,103386.726,104385.944,105578.517,106980.690,108575.982,110379.763,112669.645,115016.285,117799.204,121081.127,124670.985,128227.289,131760.983,135194.083,138186.855,140751.762,143330.619,145247.585,147188.005,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,50228.590,50384.618,50028.691,50346.949,50463.918,50505.005,50605.909,50805.969,50862.028,50870.442,51016.901,50913.874,51131.556,51273.123,51392.664,51646.137,51958.202,52332.574,52777.937,53279.635,53801.489,54579.636,55286.216,56186.301,57250.675,58469.901,59632.719,60786.195,61904.600,62911.194,63682.063,64547.130,65185.425,65786.079,NPgN
BARDEN FRIAR,2910.189,2901.078,2896.581,2926.662,2934.425,2939.298,2954.826,2969.653,2979.013,2983.362,3002.210,3011.163,3040.514,3063.698,3112.090,3162.819,3220.043,3284.859,3358.558,3437.641,3525.168,3631.220,3740.638,3864.791,4027.837,4168.320,4308.843,4449.061,4586.102,4713.103,4818.553,4923.971,5006.297,5089.641,NPgN
BEDALE,87834.358,88075.807,87459.314,88019.832,88211.444,88271.452,88443.651,88777.881,88857.398,88826.220,89036.384,88814.047,89135.728,89312.305,89417.342,89726.685,90115.509,90585.646,91147.096,91769.059,92379.950,93390.924,94224.610,95346.118,96697.018,98236.207,99668.903,101094.489,102483.210,103794.640,104721.873,105865.192,106741.704,107534.131,NPgN
BELMONT,119830.611,120407.728,119540.826,120365.397,120693.356,120822.117,121076.981,121582.565,121715.695,121695.034,121965.587,121667.618,122061.867,122296.752,122422.674,122863.515,123420.980,124099.117,124918.027,125837.954,126742.173,128255.640,129523.322,131224.792,133228.298,135578.774,137767.478,139936.685,142036.785,143960.236,145313.144,146955.773,148151.828,149221.707,NPgN
BENSHAM,81003.179,80931.693,80349.459,80742.910,80833.640,80831.461,80951.713,81207.722,81265.852,81253.876,81507.927,81325.933,81742.044,81998.069,82162.751,82525.449,82993.719,83574.129,84276.910,85089.490,85975.625,87235.169,88432.622,89933.446,91656.689,93592.643,95463.723,97320.738,99119.205,100693.398,101921.104,103250.966,104194.928,105105.114,NPgN
BENTON SQUARE,82994.383,82701.636,82115.280,82463.752,82517.523,82497.590,82622.042,82870.773,82944.786,82998.817,83364.718,83258.808,83836.096,84227.397,84593.399,85167.821,85871.948,86719.062,87720.666,88879.814,90176.781,91863.009,93557.069,95591.444,97978.834,100612.242,103203.930,105778.083,108277.466,110487.143,112343.979,114247.170,115660.893,117072.495,NPgN
BENWELL,97970.922,97852.276,97150.192,97633.954,97752.841,97766.349,97932.007,98262.085,98356.866,98408.357,98788.099,98636.467,99224.520,99620.394,100026.933,100685.229,101482.484,102430.810,103544.734,104802.694,106176.659,108024.209,109824.821,112018.087,114623.514,117521.028,120348.114,123157.237,125887.709,128315.897,130314.323,132418.228,133999.538,135555.620,NPgN
BILLINGHAM MARSH HOUSE,67037.269,66530.673,66076.910,66263.628,66228.702,66159.046,66228.645,66378.083,66420.679,66485.534,66848.106,66795.608,67381.583,67784.842,68266.697,68912.886,69681.850,70590.029,71644.825,72828.897,74186.353,75838.420,77571.118,79592.031,81999.424,84616.575,87234.041,89839.903,92379.959,94593.838,96557.602,98497.379,99982.591,101511.833,NPgN
BILLY MILL,89706.649,89680.692,89029.145,89484.613,89601.154,89611.508,89753.221,90050.143,90120.175,90111.811,90388.899,90189.264,90634.933,90910.860,91099.905,91512.818,92038.625,92684.998,93463.685,94356.935,95321.004,96705.155,98006.900,99644.676,101538.605,103683.238,105750.110,107801.701,109790.075,111543.063,112908.886,114401.031,115475.822,116507.391,NPgN
BIRTLEY GROVE 66/11KV,82351.197,82667.772,82067.621,82598.171,82793.079,82858.363,83015.749,83339.597,83414.904,83383.769,83561.912,83338.479,83609.633,83760.398,83826.643,84102.890,84457.761,84893.101,85420.345,86007.264,86585.159,87561.453,88373.187,89471.974,90757.682,92275.478,93687.902,95089.399,96448.021,97683.996,98547.979,99607.432,100379.602,101071.198,NPgN
BIRTLEY GROVE 66/20KV,48566.875,48687.991,48337.311,48638.791,48747.363,48785.998,48885.204,49078.278,49133.815,49145.785,49293.293,49197.554,49416.015,49558.402,49665.326,49899.644,50190.331,50540.882,50959.285,51439.477,51938.994,52683.333,53358.483,54218.846,55233.744,56392.706,57497.039,58592.073,59653.206,60618.412,61354.982,62182.957,62793.774,63366.569,NPgN
BLAYDON BURN,74809.610,74576.036,74054.259,74387.796,74453.271,74449.619,74575.725,74815.290,74896.345,74970.109,75323.295,75254.615,75801.053,76185.379,76569.915,77149.167,77851.072,78690.034,79678.267,80823.830,82104.802,83755.108,85423.891,87415.390,89763.408,92344.462,94888.212,97413.371,99863.952,102034.972,103871.400,105739.630,107129.199,108518.914,NPgN
BLUCHER 33/11KV,72889.151,72494.018,71989.210,72242.708,72243.891,72194.789,72285.143,72474.183,72526.567,72584.798,72938.727,72860.394,73427.894,73816.577,74290.137,74946.277,75726.296,76645.540,77712.916,78900.346,80243.325,81918.435,83641.678,85672.726,88099.308,90752.624,93389.952,96015.208,98573.818,100807.966,102756.235,104712.454,106208.355,107733.133,NPgN
BOLDON DOWNHILL,54516.120,54241.986,53863.731,54057.800,54062.531,54026.638,54093.414,54235.302,54273.411,54296.962,54540.766,54467.854,54869.009,55139.638,55413.815,55824.706,56328.301,56936.695,57657.897,58480.218,59418.540,60612.466,61841.752,63303.426,65006.293,66872.315,68723.275,70562.414,72347.839,73882.752,75194.444,76507.796,77466.076,78440.343,NPgN
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,65152.373,65784.336,65301.590,65854.410,66111.098,66229.291,66390.433,66708.675,66783.500,66723.355,66767.987,66540.342,66586.589,66579.090,66445.618,66480.040,66548.235,66644.078,66777.877,66922.214,66970.694,67350.343,67493.755,67838.041,68235.486,68796.813,69232.307,69660.713,70070.611,70505.980,70617.207,70975.249,71214.821,71335.966,NPgN
BOWESFIELD 33/11KV,64353.193,64401.462,63946.277,64315.233,64437.200,64477.985,64609.895,64859.025,64942.542,64994.504,65248.236,65168.468,65547.062,65816.777,66087.689,66535.913,67078.666,67725.672,68490.041,69367.300,70320.322,71616.990,72879.440,74419.100,76239.083,78269.115,80244.139,82202.441,84099.954,85787.308,87161.481,88605.358,89667.581,90704.265,NPgN
BOWESFIELD 66/11KV,76505.858,76941.791,76379.336,76927.360,77155.227,77250.513,77418.968,77754.244,77841.869,77826.759,77984.446,77785.286,78005.122,78130.965,78181.701,78434.828,78756.383,79145.451,79614.576,80138.374,80630.987,81511.706,82210.710,83178.846,84327.550,85700.921,86961.918,88211.569,89422.011,90553.549,91319.035,92292.407,93011.111,93637.819,NPgN
BRANCEPETH,88014.510,87622.157,87049.343,87429.596,87489.025,87478.507,87636.020,87915.099,88027.514,88144.693,88626.504,88615.228,89361.120,89904.463,90571.930,91468.612,92528.579,93778.031,95236.879,96891.778,98765.283,101098.539,103516.861,106346.589,109736.401,113383.492,117010.037,120613.516,124116.693,127203.820,129888.270,132557.744,134574.612,136624.671,NPgN
BREAMISH STREET,43111.202,43017.032,42710.624,42915.634,42962.650,42966.076,43040.611,43183.278,43228.007,43258.810,43440.618,43384.532,43665.996,43857.837,44030.834,44311.091,44656.155,45070.928,45561.698,46133.959,46764.891,47602.317,48428.514,49429.309,50607.560,51899.720,53163.458,54417.874,55634.767,56723.672,57618.600,58551.186,59241.300,59920.950,NPgN
BRENDA TRADING,99992.316,99649.835,98953.152,99384.915,99459.429,99447.410,99610.760,99926.059,100032.215,100141.768,100629.468,100549.637,101302.174,101836.536,102467.129,103362.340,104425.243,105677.296,107135.066,108780.383,110619.898,112955.733,115330.743,118144.673,121507.805,125201.231,128852.949,132482.475,136013.105,139130.032,141810.747,144524.697,146586.201,148663.515,NPgN
CAMPLESHON ROAD,76031.612,75686.603,75177.188,75482.577,75512.658,75480.419,75591.923,75805.124,75870.282,75932.826,76298.388,76222.271,76801.057,77196.923,77640.035,78267.276,79017.908,79906.534,80942.474,82115.777,83434.273,85099.078,86793.408,88800.721,91198.341,93803.629,96383.343,98949.855,101449.232,103665.497,105570.675,107502.984,108978.434,110468.436,NPgN
CARLEY HILL,83969.338,83582.913,82997.619,83315.604,83342.065,83302.272,83417.792,83651.971,83722.936,83779.401,84168.899,84072.463,84700.550,85133.014,85549.066,86180.166,86955.903,87894.468,89008.914,90299.745,91767.665,93639.626,95563.782,97852.750,100514.173,103434.056,106325.912,109196.712,111980.312,114391.508,116443.394,118499.344,119992.754,121503.819,NPgN
CARLIN HOW T3 T4,63567.710,63164.745,62758.953,63018.509,63041.351,63027.573,63154.050,63354.896,63449.020,63557.573,63950.811,63985.081,64596.469,65055.574,65638.118,66387.211,67271.728,68314.374,69531.837,70922.193,72511.169,74450.292,76497.377,78868.025,81703.532,84704.189,87703.688,90682.444,93574.931,96106.437,98327.362,100495.332,102112.557,103771.129,NPgN
CARR HILL,88749.842,87964.379,87349.594,87554.211,87475.940,87363.968,87446.621,87628.554,87681.315,87754.171,88236.843,88165.164,88964.518,89515.808,90100.243,90903.568,91882.991,93062.123,94452.799,96050.201,97908.619,100167.932,102571.757,105374.531,108640.390,112174.666,115718.497,119240.967,122662.425,125589.935,128173.169,130683.427,132525.281,134434.852,NPgN
CATTERICK CAMP,82767.832,82811.034,82232.276,82711.463,82863.143,82910.752,83078.778,83391.340,83489.348,83534.660,83841.508,83721.190,84179.396,84488.539,84796.358,85313.707,85937.053,86675.408,87542.460,88527.064,89578.474,91039.034,92420.271,94123.844,96172.176,98445.259,100642.865,102825.960,104948.492,106887.356,108445.955,110131.159,111416.186,112657.499,NPgN
CLOSE,134975.466,136313.333,135293.066,136458.779,137021.113,137296.560,137654.719,138347.721,138532.589,138468.538,138612.137,138192.484,138337.556,138380.831,138161.084,138301.625,138519.784,138804.382,139179.152,139618.208,139867.964,140831.624,141314.404,142236.036,143315.500,144763.777,145946.171,147108.026,148219.823,149391.865,149861.216,150835.275,151511.574,151936.483,NPgN
CONEYTHORPE,65341.855,65347.165,64897.248,65267.608,65373.303,65396.609,65520.534,65750.164,65812.586,65815.220,66028.093,65901.579,66232.870,66438.188,66587.376,66887.825,67262.992,67718.096,68260.893,68888.018,69551.105,70511.826,71392.744,72505.050,73826.451,75287.431,76686.884,78077.675,79429.455,80678.623,81641.639,82719.179,83531.532,84301.844,NPgN
CONSETT,117305.136,116905.769,116097.722,116617.490,116706.917,116691.036,116884.011,117248.095,117364.455,117460.589,118000.441,117879.993,118720.442,119298.036,119919.703,120832.030,121925.509,123222.298,124739.129,126466.748,128389.974,130867.205,133353.690,136321.965,139866.623,143741.947,147559.947,151355.856,155049.401,158348.628,161146.975,164018.296,166205.244,168392.399,NPgN
