Scenario,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Net Zero Early,0.01,0.01,0.03,0.05,0.08,0.12,0.16,0.2,0.26,0.31,0.39,0.46,0.52,0.58,0.64,0.69,0.74,0.78,0.82,0.85,0.88,0.9,0.91,0.93,0.94,0.94,0.95,0.95,0.95,0.96,0.96
