Scenario,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
NPg Planning scenario,34.39444922,33.12113949,32.3219204,30.88868177,28.33214507,26.18467277,24.18075712,22.29941961,20.22364966,18.33698608,16.24639693,14.35157228,12.55832502,10.89264661,9.582072095,8.367612352,7.254486171,6.191408758,5.173389698,4.108110367,3.279335993,2.579018768,1.995023632,1.448057442,1.049046159,0.654529489,0.380736615,0.285127765,0.219863684
