Scenario,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
NPg Planning Scenario,104.4599061,137.5810456,169.902966,200.7916478,229.1237929,255.3084656,279.4892228,301.7886424,322.012292,340.3492781,356.595675,370.9472473,383.5055723,394.3982189,403.980291,412.3479034,419.6023896,425.7937983,430.967188,435.0752984,438.3546344,440.9336532,442.9286768,444.3767342,445.4257804,446.0803099,446.4610465,446.7461743,446.9660379
