Supply point,Latitude,Longitude,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0,2041.0,2042.0,2043.0,2044.0,2045.0,2046.0,2047.0,2048.0,2049.0,2050.0,Licence area
ATTERCLIFFE,53.390901,-1.4273063999999998,60.79969523508069,101.97759361904544,156.14434656164542,279.99141885884916,443.5687783800286,662.2132373048875,952.0412216514814,1340.6164043440249,1862.4729065323486,2554.6595529079777,3464.233467171099,4644.328888584262,6147.613442373739,8014.550967277538,10255.727376150257,12845.10800138882,15683.498558108804,18636.977511233006,21516.399967094967,24190.512036129603,26527.625133489964,28470.26134464418,30030.179175574176,31317.64458643687,32446.04720783833,32963.704504582616,33318.612183958845,33595.79917726274,33776.633238412585,33834.17603389893,33820.805543346,33744.50101699253,33612.78492722055,33505.64003035799,33441.625670148576,NPgY
BARUGH 132/66KV,53.573165,-1.5197745,115.13119465088242,193.10626699011158,295.67722483008566,530.1958574064575,822.9043168610442,1203.1071716060212,1693.1449586395115,2332.8173319287384,3169.577571789423,4274.46279451369,5724.907176084822,7605.42205843359,9999.745900658509,12972.105209184341,16539.309061631076,20659.289228568283,25174.33984717793,29871.558413872765,34450.07667234989,38701.0621556184,42414.92604313802,45496.781588866164,47967.70706702356,50005.42477276629,51790.41953636771,52605.29486119668,53162.06212883278,53596.01576871023,53877.490008889494,53963.517668306864,53937.36735182571,53811.62699540184,53597.974950865544,53423.48666992773,53318.765965562445,NPgY
BEESTON ROYDS 132/33KV,53.775873,-1.5839722,90.3467545614298,151.53603296598664,232.02640902088226,416.05991446403283,674.9193997969054,1031.1517617075524,1516.2806164453257,2182.7465958791795,3098.485210194581,4317.7340512496885,5921.232243335913,8002.85334505402,10655.674993778164,13951.308140219422,17908.48118805774,22481.808887620293,27495.98193500027,32714.30241725125,37802.62987821609,42529.1395750824,46661.298950250566,50100.77153907166,52866.13043254831,55150.01625922784,57152.63148165835,58075.036488525286,58709.21370008737,59205.33599144285,59530.513770930964,59637.26658726318,59618.16884393915,59487.41332840457,59258.55540216402,59073.0314312016,58962.62589843866,NPgY
BEVERLEY 132/33KV,53.821006000000004,-0.41565113,107.26909419667824,179.9193902794477,275.4859634548905,493.9897439897361,795.5196507565694,1206.9352910284972,1762.8747002907778,2521.3718303830537,3556.9656807795113,4934.3533318597665,6745.413798720498,9096.109051714571,12091.493830597035,15812.362717915808,20279.8477777815,25442.530116229438,31102.543956940382,36992.74058072541,42735.94295498228,48070.453443215876,52733.756805402874,56613.858652488074,59732.40564050488,62307.51730426256,64565.21580872294,65603.97095104527,66317.59726243316,66875.62131335218,67240.90939500589,67359.83209280697,67336.87347933026,67188.02436230375,66928.5035064245,66717.92058559702,66592.46434880032,NPgY
BINGLEY 132/33KV,53.85312,-1.840786,42.617610192920274,71.48130128719623,109.44954361798989,196.26027893975612,351.8247398853049,586.2631611235082,930.4985562405864,1433.5998074607412,2162.831158184493,3142.047864603805,4432.2513524680735,6109.335885080008,8248.602967726265,10908.16648510379,14103.214217159317,17798.14217222796,21851.109915932913,26070.58335134248,30186.465992219,34011.449071717885,37357.75882616602,40151.61654810819,42404.11504242545,44267.13312468693,45902.304962339,46662.031888632635,47187.497212056915,47600.022896576615,47873.069301323434,47968.44966915153,47961.0737872167,47862.586636516346,47684.420111604886,47541.151447836084,47456.68662773465,NPgY
BLACKBURN MEADOWS B,53.418806000000004,-1.4023153999999998,27.48107251277648,46.093218626965395,70.57624374151166,126.55432654497244,196.7284968147341,288.08884345160334,406.1149925212925,560.5298049780229,762.9827574817753,1030.4141067677724,1381.5168554240802,1836.752967115052,2416.3979322512196,3136.0051633093804,3999.6450909287073,4997.146237475445,6090.323319892813,7227.625981757136,8336.208336154628,9365.509170448358,10264.785533985805,11011.13759359773,11609.617960900769,12103.206781628542,12535.600301130295,12733.080067165723,12868.050428659131,12973.267845445369,13041.550271340828,13062.497045860417,13056.270094141992,13025.919429964317,12974.27875783174,12932.118681973208,12906.82579849521,NPgY
BLYTON,53.435417,-0.71369982,170.6583045088625,286.2403036336042,438.2806417009713,785.9062555285939,1144.9923298332374,1560.1290262012724,2028.5452682299647,2554.8416993789674,3130.6277260377874,3865.0669729378064,4821.711389480049,6055.160872167447,7619.355479549444,9555.098850872804,11873.104040130003,14542.74696499161,17462.479560850286,20495.291223430675,23446.652056194518,26181.277541528238,28563.055124564933,30512.570014446464,32055.85399234664,33319.960647665845,34422.204434142586,34904.407613622614,35223.770684090065,35467.9837314196,35617.72023254888,35644.587946560765,35602.175489278496,35498.07600397503,35338.33854490816,35204.33533809721,35121.50554461825,NPgY
BRADFORD,53.80245,-1.7528076000000001,33.838204023642696,56.75585388017454,86.9024792914214,155.82983960005643,317.71144355432386,579.9917330370138,985.6306219618393,1601.4889871960331,2521.357492864041,3762.1942701101398,5398.710715147986,7527.415712648094,10244.09831760993,13622.803556101111,17682.875577310348,22379.767944378586,27533.041158062442,32899.02222929326,38134.28181523017,43000.71096174901,47259.681168789015,50821.20304090292,53696.757826468056,56076.89166548878,58166.9922923563,59142.4362141287,59819.16003846507,60351.38015118108,60705.38206631131,60832.74037905415,60828.756151027155,60708.35147026771,60486.37967584207,60308.693490463476,60204.494136233174,NPgY
BRAMHAM,53.871643999999996,-1.3271374,68.83730695281288,115.45885036300423,176.78635183369462,317.00578711156794,496.98734259515436,734.1757484342471,1044.3132142254967,1454.8107002142533,1999.2724900059052,2719.915014925375,3666.4406557851626,4894.0752533826835,6457.550256731309,8398.881836814624,10729.064013941059,13420.835299568364,16371.116629011554,19440.746282779586,22433.125031911968,25211.810848798832,27639.890002367018,29656.560175658946,31274.77051366276,32609.844724884257,33779.677550209475,34315.11737501301,34681.630532003786,34967.60954388069,35153.679307700295,35211.80398921074,35196.41118272101,35115.76260923107,34977.589159056064,34864.979453289096,34797.555652162075,NPgY
