Supply point,Latitude,Longitude,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0,2041.0,2042.0,2043.0,2044.0,2045.0,2046.0,2047.0,2048.0,2049.0,2050.0,Licence area
ATTERCLIFFE,53.390901,-1.4273063999999998,60.79969523508069,101.97759361904544,156.14434656164542,213.81699704028784,273.5242084553342,343.74388114704595,420.0416771558474,509.73512342621245,621.7674137495333,762.8184320508144,935.6699705639784,1150.0635086662621,1421.8637994027515,1757.8942590907168,2179.2248612071976,2706.893507861404,3368.530392150669,4187.198261691988,5188.501164790682,6401.944307443966,7849.695610594718,9545.333591084103,11485.95024380929,13647.527533128376,15985.093937502252,18425.51169229788,20880.202931674517,23251.278863272437,25453.96622235,27420.59719775793,29088.60565573123,30488.896504331,31494.289290825738,31645.1466519095,31785.551818364278,NPgY
BARUGH 132/66KV,53.573165,-1.5197745,115.13119465088242,193.10626699011158,295.67722483008566,404.88700166557436,507.4393484724777,624.5129292293092,747.0174945379182,889.1127462839403,1067.0743214696456,1291.2763919681818,1566.0241736967648,1906.7662349434454,2338.874323162441,2872.9706221476977,3542.603827663677,4381.035568517624,5432.187547033316,6732.684857430212,8323.24959646169,10250.769600112068,12550.472881512178,15243.940651919285,18326.509656932863,21759.99307853955,25472.92651324961,29349.126190191626,33247.87200578229,37013.688857805864,40511.913629311566,43634.93676466476,46281.844666649056,48503.58638444372,50098.25959912046,50336.17272712123,50557.25407884626,NPgY
BEESTON ROYDS 132/33KV,53.775873,-1.5839722,90.3467545614298,151.53603296598664,232.02640902088226,317.7264569825472,416.1852763280725,535.2537349804983,668.9847442380499,827.9711735133181,1026.1131054624204,1275.4439535691995,1580.9888801371605,1960.0005405914926,2440.3793274166064,3034.3939696814336,3779.2356113653495,4712.257393487882,5882.297238030733,7330.153264404927,9101.062423785228,11247.19020247993,13807.729572879709,16806.684631566066,20238.952933435063,24062.087823855483,28196.57779810707,32513.07548993963,36854.935180368455,41049.01104469593,44945.37379073557,48424.45655774036,51377.019589698095,53856.001552237256,55636.356356983415,55904.75946852832,56154.888451977386,NPgY
BEVERLEY 132/33KV,53.821006000000004,-0.41565113,107.26909419667824,179.9193902794477,275.4859634548905,377.23800271833824,490.55274714901236,626.5000423730024,777.7823364005786,957.0800095362416,1180.6717413533631,1462.068686599312,1806.908881390341,2234.6536066038466,2776.835814197865,3447.23793580583,4287.850781208473,5340.7802785652775,6661.146251614219,8294.984234682583,10293.355980021905,12715.132751010897,15604.545742689492,18988.68561658455,22861.78196430352,27175.926286294438,31841.386461559483,36712.199862391746,41611.59638831288,46344.19663111493,50740.81344178758,54666.48804266825,57997.511591613475,60794.15465981854,62802.500665749685,63104.88461019709,63386.58171906787,NPgY
BINGLEY 132/33KV,53.85312,-1.840786,42.617610192920274,71.48130128719623,109.44954361798989,149.87524850660841,216.95075979780609,304.3194593909145,410.5370285084886,540.0052105495944,700.5750929471487,902.3887138787943,1149.7057451374174,1456.549619630161,1845.2484543760688,2326.1019749333595,2929.1181719094952,3684.825749883888,4632.749832444029,5805.96836430921,7241.057158797801,8980.258203797928,11055.308528532198,13485.64082556085,16267.19264343486,19365.623104053026,22716.543727071374,26215.1433985942,29734.505458853164,33134.2837607508,36292.98232955855,39113.905169330115,41511.04731539885,43524.24623464047,44970.9284894163,45191.27571708934,45397.19106240996,NPgY
BLACKBURN MEADOWS B,53.418806000000004,-1.4023153999999998,27.48107251277648,46.093218626965395,70.57624374151166,96.64391206911723,121.31152821075251,149.54212870502366,179.1783997344867,213.59471870336085,256.6878335869439,310.9749092326823,377.5008829516029,460.0071505625289,564.6337779793481,693.9575566531737,856.1005487088195,1059.120366094836,1313.6519030263855,1628.5640768789751,2013.7165973136111,2480.4628667618217,3037.3329798046198,3689.5525366061934,4435.993279418985,5267.409070953672,6166.49551528618,7105.119014525006,8049.204750229501,8961.104248184844,9808.20909163421,10564.464375114565,11205.466797041805,11743.513772237051,12129.712359263163,12187.35955790478,12240.935870355877,NPgY
BLYTON,53.435417,-0.71369982,170.6583045088625,286.2403036336042,438.2806417009713,600.1616628008672,706.0531217928615,809.8370378991345,894.9964951893602,983.8505379862132,1097.6311414841534,1241.7327418882542,1418.313537226191,1637.1166091941452,1915.257160739805,2258.3928876803075,2688.388493773531,3225.6899384747276,3898.543896751909,4730.315919175852,5747.3058378109545,6979.5924188104445,8449.775296217635,10171.715012435301,12142.200270334555,14336.63547191811,16709.18391038476,19185.533873015866,21675.634074226036,24080.184028766384,26313.075302433248,28304.878012937672,29983.077929232677,31389.964352260937,32397.08762778917,32540.19312576389,32671.341155457885,NPgY
BRADFORD,53.80245,-1.7528076000000001,33.838204023642696,56.75585388017454,86.9024792914214,119.00031968247849,195.91498624581897,301.0640653435833,434.8613590353227,600.1195337201335,804.5563839693506,1061.3452964002674,1376.0347401863028,1766.5074926274633,2261.0035566823512,2872.875055059756,3640.240657812482,4602.141935370797,5808.867350022137,7302.542299260382,9129.679397403288,11344.03974142653,13986.01469002174,17080.332709820916,20621.869868491613,24566.941533840756,28833.59922032772,33288.40400357134,37769.783251696135,42099.027149031215,46121.449864589944,49714.07089470358,52769.0714493797,55335.128090649385,57179.654972138254,57462.09511787513,57726.412333206994,NPgY
BRAMHAM,53.871643999999996,-1.3271374,68.83730695281288,115.45885036300423,176.78635183369462,242.08322426752116,306.4644675671791,381.0984241842228,460.75218593830186,553.8034886068085,670.1758544023966,816.7354369282066,996.3369933284866,1219.0915351716833,1501.5307321166636,1850.675960318475,2288.4377427265663,2836.620966312754,3523.935872051949,4374.335667780401,5414.431745016475,6674.878228675861,8178.706289104567,9940.024126963337,11955.79762620184,14201.067726066816,16629.112206089867,19163.958279908577,21713.59186474248,24176.33805208734,26464.13886399708,28506.668232515236,30238.468151904526,31692.2095778142,32735.822480516435,32891.996707451515,33037.243800903176,NPgY
