Supply point,Latitude,Longitude,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0,2041.0,2042.0,2043.0,2044.0,2045.0,2046.0,2047.0,2048.0,2049.0,2050.0,Licence area
ATTERCLIFFE,53.390901,-1.4273063999999998,60.79969523508069,101.97759361904544,156.14434656164542,213.81699704028784,272.7154300709129,342.40321389509944,417.9226713666642,506.46911842634285,616.8357591202289,755.4736683878504,924.8642966858224,1134.3341581230056,1399.2154831251078,1725.6626238805825,2133.975483660925,2644.395945765621,3283.929109693973,4075.4685639287068,5045.281832723879,6224.642597044872,7638.4961362006425,9303.557751349612,11219.44207705944,13363.332063209824,15690.16067450203,18125.9305699638,20581.057296629944,22956.802007806567,25167.789483973185,27147.893775621484,28833.744039699213,30251.001759992763,31274.902320396588,31445.341500950013,31605.883721917453,NPgY
BARUGH 132/66KV,53.573165,-1.5197745,115.13119465088242,193.10626699011158,295.67722483008566,404.88700166557436,505.93891098371915,622.0772086869067,743.2489770749245,883.8203799396483,1059.3395859546615,1280.079975101476,1549.6981923217686,1883.06833785962,2304.6255675819743,2823.9833081173506,3473.4690303409143,4285.0023017805015,5301.503711027579,6559.310237579294,8100.120949359305,9973.599541644218,12219.386094704598,14864.02466280438,17906.905826135437,21311.80515730124,25007.162819081503,28875.472640381984,32774.43863723766,36547.242799243635,40058.26782982458,43202.458893750896,45877.549685664846,48125.94765118329,49749.758774590446,50018.56605314128,50271.42758939887,NPgY
BEESTON ROYDS 132/33KV,53.775873,-1.5839722,90.3467545614298,151.53603296598664,232.02640902088226,317.7264569825472,414.9546662211665,533.1661424637213,665.6098825921429,822.2915449264926,1017.2990931015004,1262.017957713978,1561.1009559480062,1930.9883743014746,2398.722781568762,2975.3395323997197,3696.665942496167,4598.719180825434,5729.239180329375,7128.742860704021,8843.711884958571,10929.470368925633,13430.123105618779,16375.240378561408,19764.13809860549,23556.44307543225,27672.42273757462,31981.169607018084,36324.236332567816,40526.96682570793,44438.36530060762,47941.494134070745,50925.75930284488,53435.022718476575,55248.352779930916,55551.58427910196,55837.51989390977,NPgY
BEVERLEY 132/33KV,53.821006000000004,-0.41565113,107.26909419667824,179.9193902794477,275.4859634548905,377.23800271833824,489.1022413215642,624.0565717071396,773.8586179621681,950.6409589329812,1170.7540512552764,1447.0531337910033,1784.7069160626604,2202.284246719496,2730.3240770239213,3381.2325379656104,4195.462016840974,5213.588630613554,6489.490846045071,8068.881316379228,10004.20432104271,12357.885898487571,15179.700028883151,18503.012792572823,22327.05301623444,26606.267649018955,31250.691244305664,36112.61301132179,41013.236424188195,45755.4799475789,50168.953533961365,54121.695589820665,57488.44772196575,60319.17699279701,62364.65873850134,62706.28394605791,63028.32737104418,NPgY
BINGLEY 132/33KV,53.85312,-1.840786,42.617610192920274,71.48130128719623,109.44954361798989,149.87524850660841,216.30926233767573,303.13255496668427,408.46597130775086,535.5746967636451,693.2689284801405,890.7323768468148,1132.205798942074,1430.914609772775,1808.64133544332,2274.5970724013887,2857.681263399965,3587.467951919338,4502.605937052575,5635.977295009876,7025.2934399505175,8715.411024999761,10742.047056096862,13129.177747577372,15876.244230499846,18950.49579349361,22287.271972332215,25780.426414058893,29301.544409946742,32709.04373973888,35880.56084012081,38721.356396212315,41144.45074803535,43182.676242495385,44656.51205944684,44905.43189540999,45140.70591398082,NPgY
BLACKBURN MEADOWS B,53.418806000000004,-1.4023153999999998,27.48107251277648,46.093218626965395,70.57624374151166,96.64391206911723,120.95282452469836,148.95888564023892,178.27448927278004,212.31541825357345,254.81275432014567,308.25362392995595,373.52959067202505,454.24112784685883,556.3034516016885,682.0479257518379,839.3008514338469,1035.7965263241645,1281.9276015282414,1586.4936440185604,1959.592585354984,2413.250712671175,2957.06648973372,3597.46768779045,4334.306678320796,5158.811342231274,6053.652967604552,6990.3768169613195,7934.525980319188,8848.126641913384,9698.339288663989,10459.725374695288,11107.555638324018,11652.063714790476,12045.323605228958,12110.456303497758,12171.732580438098,NPgY
BLYTON,53.435417,-0.71369982,170.6583045088625,286.2403036336042,438.2806417009713,600.1616628008672,703.9654071207888,806.6785176878021,890.4814604731712,979.9208683636708,1093.2044307707624,1237.0362145906026,1412.2626872009473,1628.702714835689,1902.3982793543148,2238.6448228291533,2658.5368190531008,3181.256243856853,3834.367007307238,4640.948924728343,5627.523916027342,6825.771118215995,8261.112485678765,9950.477525717908,11893.49086975749,14067.0974361998,16425.693959307795,18894.348309300614,21382.12232666317,23788.89559039256,26027.96015464105,28032.071387284337,29727.460785823485,31149.84487727284,32174.230143242337,32335.98277071625,32486.365615044902,NPgY
BRADFORD,53.80245,-1.7528076000000001,33.838204023642696,56.75585388017454,86.9024792914214,119.00031968247849,195.33568905324276,299.88985758227807,432.6675916369842,594.5935141505439,795.145091822061,1045.9864208346435,1352.8306610807642,1732.4513192612708,2212.493585822207,2804.8640560374292,3546.267778352723,4474.6162745764805,5639.091259707229,7081.590117232423,8850.156012241452,11001.915718971071,13582.32758073219,16621.926751912364,20119.998680839493,24034.82317532452,28284.04349733849,32732.473340571712,37216.60737026675,41556.15387277,45595.32018760878,49213.50091480336,52301.71823204622,54899.96374503039,56779.350182717804,57098.40141566732,57400.326072427386,NPgY
BRAMHAM,53.871643999999996,-1.3271374,68.83730695281288,115.45885036300423,176.78635183369462,242.08322426752116,305.55828877459163,379.61206702968286,458.4278057577613,550.3789933186429,665.0835102104159,809.2502899733064,985.3695892029069,1203.1473209016056,1478.5342256157244,1817.8732484386185,2242.2756286302765,2772.6956294925208,3437.191682592502,4259.53533897644,5267.00359965089,6492.077363788837,7960.672838116575,9690.150432707704,11680.11068860385,13906.858793006262,16323.590552191954,18853.453481662596,21403.394982305934,23870.85942411956,26167.16417252716,28223.617064950617,29973.90141205623,31445.176529237782,32507.93412132419,32684.3840477077,32850.484826161584,NPgY
