Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.3,17.253,17.167,17.564,17.711,17.801,17.86,17.943,18.088,18.316,18.619,19.032,19.635,20.281,20.987,21.743,22.545,23.619,24.706,25.829,26.953,28.014,29.024,29.874,30.652,31.352,31.975,32.484,32.877,33.271,33.668,34.071,NPgN,Primary,NG FES - Steady Progression (EE CF),Total peak demand (MW)
AMBERTON ROAD,23.196,23.111,23.447,23.819,23.977,24.088,24.174,24.306,24.491,24.769,25.133,25.598,26.193,26.831,27.528,28.282,29.087,30.094,31.118,32.183,33.255,34.292,35.254,36.06,36.791,37.44,38.004,38.464,38.798,39.123,39.44,39.758,NPgN,Primary,NG FES - Steady Progression (EE CF),Total peak demand (MW)
ANNFIELD 66/20KV,20.766,20.709,20.65,21.039,21.195,21.3,21.377,21.455,21.606,21.853,22.182,22.622,23.255,23.928,24.668,25.468,26.323,27.416,28.53,29.686,30.853,31.967,33.003,33.874,34.662,35.362,35.97,36.451,36.81,37.164,37.516,37.871,NPgN,Primary,NG FES - Steady Progression (EE CF),Total peak demand (MW)
ASHINGTON,18.566,18.553,18.526,18.955,19.15,19.295,19.414,19.559,19.768,20.067,20.448,20.942,21.625,22.349,23.141,23.996,24.907,26.059,27.238,28.461,29.693,30.872,31.973,32.914,33.77,34.538,35.211,35.749,36.17,36.584,36.997,37.413,NPgN,Primary,NG FES - Steady Progression (EE CF),Total peak demand (MW)
AYCLIFFE FORREST,0.421,0.416,0.417,0.418,0.418,0.419,0.42,0.42,0.421,0.421,0.422,0.423,0.421,0.419,0.417,0.415,0.413,0.411,0.409,0.408,0.406,0.404,0.402,0.4,0.399,0.397,0.395,0.393,0.391,0.389,0.388,0.386,NPgN,Primary,NG FES - Steady Progression (EE CF),Total peak demand (MW)
AYCLIFFE INDUSTRIAL,13.971,13.853,13.851,13.966,14.02,14.056,14.082,14.159,14.239,14.334,14.446,14.58,14.687,14.806,14.931,15.063,15.201,15.413,15.618,15.832,16.045,16.259,16.457,16.607,16.747,16.874,16.993,17.12,17.199,17.279,17.358,17.439,NPgN,Primary,NG FES - Steady Progression (EE CF),Total peak demand (MW)
BARDEN FRIAR,0.886,0.885,0.892,0.91,0.923,0.935,0.947,0.964,0.998,1.043,1.094,1.152,1.2,1.253,1.308,1.367,1.429,1.49,1.553,1.618,1.684,1.751,1.81,1.859,1.904,1.943,1.977,2.007,2.03,2.051,2.07,2.088,NPgN,Primary,NG FES - Steady Progression (EE CF),Total peak demand (MW)
BEDALE,17.058,17.02,17.423,17.662,17.844,18.011,18.169,18.349,18.556,18.794,19.055,19.344,19.57,19.813,20.065,20.329,20.604,20.911,21.219,21.537,21.854,22.169,22.466,22.722,22.965,23.193,23.408,23.614,23.786,23.959,24.131,24.305,NPgN,Primary,NG FES - Steady Progression (EE CF),Total peak demand (MW)
BELMONT,21.653,22.057,22.684,22.974,23.107,23.208,23.294,23.393,23.542,23.757,24.036,24.397,24.836,25.309,25.836,26.416,27.042,27.857,28.696,29.57,30.447,31.28,32.06,32.723,33.316,33.835,34.276,34.597,34.837,35.069,35.297,35.526,NPgN,Primary,NG FES - Steady Progression (EE CF),Total peak demand (MW)
BENSHAM,18.231,19.153,19.145,19.335,19.431,19.51,19.584,19.676,19.797,19.962,20.168,20.431,20.739,21.066,21.433,21.836,22.272,22.833,23.41,24.012,24.619,25.187,25.708,26.151,26.547,26.895,27.19,27.394,27.55,27.706,27.864,28.027,NPgN,Primary,NG FES - Steady Progression (EE CF),Total peak demand (MW)
