Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
BENTON SQUARE,0.016,0.033,0.053,0.077,0.109,0.156,0.207,0.268,0.322,0.392,0.467,0.547,0.645,0.747,0.856,0.977,1.107,1.248,1.382,1.521,1.67,1.815,1.969,2.126,2.288,2.456,2.632,2.814,3.002,3.198,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
BENWELL,0.016,0.033,0.053,0.076,0.107,0.154,0.203,0.262,0.316,0.382,0.454,0.531,0.626,0.724,0.829,0.946,1.073,1.209,1.338,1.471,1.613,1.751,1.897,2.046,2.198,2.357,2.523,2.694,2.873,3.057,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
BILLINGHAM MARSH HOUSE,0.013,0.03,0.048,0.069,0.1,0.144,0.193,0.25,0.311,0.38,0.458,0.543,0.64,0.744,0.856,0.977,1.107,1.245,1.386,1.535,1.693,1.854,2.024,2.201,2.384,2.574,2.773,2.979,3.193,3.414,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
BILLY MILL,0.013,0.027,0.044,0.063,0.09,0.13,0.173,0.223,0.272,0.33,0.394,0.463,0.546,0.634,0.726,0.829,0.94,1.059,1.174,1.294,1.422,1.55,1.683,1.821,1.963,2.111,2.265,2.425,2.591,2.763,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
BIRTLEY GROVE 66/11KV,0.01,0.021,0.034,0.049,0.069,0.1,0.132,0.171,0.208,0.253,0.302,0.354,0.418,0.484,0.555,0.634,0.718,0.809,0.897,0.989,1.086,1.183,1.285,1.389,1.497,1.609,1.726,1.847,1.973,2.104,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
BIRTLEY GROVE 66/20KV,0.007,0.014,0.023,0.033,0.046,0.067,0.088,0.113,0.135,0.164,0.194,0.226,0.266,0.308,0.353,0.402,0.456,0.514,0.569,0.624,0.684,0.741,0.802,0.864,0.927,0.992,1.061,1.132,1.206,1.282,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
BLAYDON BURN,0.017,0.034,0.055,0.079,0.111,0.159,0.209,0.269,0.317,0.384,0.452,0.525,0.619,0.716,0.818,0.933,1.058,1.193,1.317,1.442,1.577,1.703,1.837,1.972,2.11,2.254,2.403,2.559,2.72,2.886,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
BLUCHER 33/11KV,0.014,0.029,0.047,0.067,0.096,0.138,0.183,0.237,0.289,0.351,0.419,0.493,0.581,0.674,0.773,0.882,0.999,1.126,1.249,1.376,1.513,1.648,1.79,1.937,2.088,2.246,2.409,2.58,2.756,2.939,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
BOLDON DOWNHILL,0.01,0.021,0.034,0.049,0.071,0.102,0.136,0.176,0.216,0.263,0.315,0.372,0.439,0.509,0.584,0.667,0.756,0.851,0.945,1.044,1.149,1.255,1.367,1.482,1.601,1.725,1.854,1.988,2.127,2.271,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0.007,0.013,0.022,0.031,0.043,0.062,0.08,0.103,0.121,0.145,0.17,0.196,0.231,0.267,0.304,0.347,0.394,0.445,0.489,0.534,0.583,0.626,0.673,0.72,0.767,0.817,0.868,0.921,0.976,1.034,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
BOWESFIELD 33/11KV,0.015,0.031,0.05,0.071,0.099,0.143,0.186,0.24,0.282,0.339,0.398,0.46,0.542,0.626,0.715,0.815,0.924,1.044,1.15,1.257,1.371,1.477,1.589,1.702,1.817,1.937,2.06,2.189,2.323,2.461,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
BOWESFIELD 66/11KV,0.01,0.02,0.033,0.047,0.066,0.095,0.124,0.16,0.191,0.23,0.272,0.316,0.372,0.431,0.492,0.562,0.637,0.718,0.793,0.869,0.951,1.028,1.11,1.194,1.278,1.367,1.459,1.554,1.653,1.756,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
BRANCEPETH,0.026,0.054,0.086,0.124,0.175,0.251,0.332,0.428,0.515,0.622,0.737,0.861,1.015,1.175,1.345,1.535,1.74,1.962,2.17,2.384,2.614,2.835,3.069,3.308,3.552,3.808,4.072,4.348,4.634,4.929,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
BREAMISH STREET,0.009,0.017,0.028,0.039,0.055,0.078,0.103,0.132,0.154,0.185,0.216,0.249,0.293,0.338,0.386,0.44,0.499,0.563,0.62,0.676,0.737,0.792,0.85,0.908,0.967,1.029,1.092,1.159,1.227,1.299,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
BRENDA TRADING,0.022,0.046,0.073,0.105,0.149,0.213,0.282,0.364,0.435,0.529,0.627,0.732,0.864,1,1.144,1.306,1.48,1.669,1.846,2.029,2.224,2.413,2.612,2.816,3.024,3.243,3.469,3.704,3.948,4.2,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
CAMPLESHON ROAD,0.018,0.037,0.06,0.085,0.12,0.173,0.227,0.293,0.35,0.421,0.497,0.578,0.681,0.788,0.9,1.027,1.165,1.314,1.451,1.591,1.741,1.883,2.033,2.186,2.342,2.504,2.673,2.849,3.031,3.219,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
CARLEY HILL,0.018,0.038,0.061,0.088,0.124,0.179,0.236,0.305,0.368,0.445,0.529,0.619,0.729,0.844,0.967,1.104,1.251,1.41,1.561,1.716,1.882,2.044,2.214,2.389,2.568,2.755,2.948,3.15,3.359,3.575,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
CARLIN HOW T3 T4,0.022,0.045,0.073,0.104,0.147,0.21,0.277,0.358,0.428,0.515,0.609,0.709,0.836,0.967,1.106,1.262,1.431,1.614,1.783,1.956,2.142,2.318,2.505,2.696,2.89,3.093,3.303,3.522,3.749,3.984,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
CARR HILL,0.019,0.041,0.066,0.095,0.135,0.194,0.258,0.334,0.408,0.497,0.593,0.699,0.824,0.955,1.096,1.251,1.418,1.597,1.772,1.954,2.149,2.342,2.547,2.757,2.974,3.2,3.436,3.68,3.933,4.196,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
CATTERICK CAMP,0.025,0.052,0.083,0.119,0.169,0.242,0.321,0.414,0.497,0.602,0.714,0.835,0.985,1.14,1.305,1.489,1.688,1.903,2.105,2.314,2.537,2.753,2.981,3.214,3.453,3.703,3.961,4.23,4.51,4.799,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
CLOSE,0.016,0.03,0.047,0.067,0.091,0.13,0.166,0.211,0.236,0.277,0.315,0.352,0.415,0.475,0.537,0.612,0.695,0.788,0.856,0.918,0.988,1.037,1.091,1.141,1.188,1.237,1.288,1.341,1.395,1.452,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
CONEYTHORPE,0.015,0.03,0.048,0.069,0.096,0.139,0.181,0.233,0.275,0.329,0.387,0.448,0.528,0.609,0.695,0.793,0.899,1.015,1.119,1.223,1.335,1.438,1.548,1.659,1.77,1.888,2.009,2.135,2.266,2.402,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
CONSETT,0.027,0.056,0.089,0.128,0.18,0.259,0.342,0.441,0.53,0.64,0.757,0.885,1.043,1.207,1.381,1.576,1.786,2.014,2.228,2.447,2.681,2.906,3.145,3.389,3.637,3.898,4.167,4.448,4.739,5.04,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
CORPORATION STREET,0.007,0.013,0.021,0.03,0.042,0.06,0.078,0.1,0.117,0.141,0.165,0.19,0.224,0.258,0.294,0.336,0.381,0.43,0.473,0.516,0.563,0.605,0.65,0.694,0.739,0.787,0.835,0.886,0.939,0.994,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
COWTON,0.003,0.007,0.011,0.015,0.021,0.03,0.039,0.05,0.058,0.069,0.08,0.091,0.108,0.124,0.141,0.161,0.183,0.206,0.227,0.246,0.268,0.287,0.306,0.326,0.346,0.367,0.388,0.41,0.434,0.457,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
CRAMLINGTON T1 T3,0.008,0.017,0.028,0.04,0.057,0.082,0.108,0.14,0.168,0.204,0.242,0.283,0.333,0.386,0.442,0.504,0.572,0.644,0.713,0.784,0.86,0.934,1.011,1.091,1.173,1.258,1.346,1.438,1.534,1.632,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
CRAMLINGTON T2 T4,0.008,0.017,0.027,0.039,0.055,0.079,0.104,0.135,0.162,0.196,0.232,0.272,0.32,0.371,0.425,0.484,0.549,0.619,0.685,0.753,0.825,0.895,0.969,1.045,1.122,1.203,1.287,1.375,1.465,1.559,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
DARLEY,0.009,0.017,0.027,0.038,0.053,0.075,0.098,0.125,0.144,0.171,0.197,0.225,0.265,0.305,0.346,0.395,0.448,0.507,0.555,0.602,0.652,0.695,0.741,0.786,0.83,0.877,0.924,0.974,1.026,1.08,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
DARLINGTON 132/6KV,0.008,0.017,0.027,0.039,0.055,0.079,0.104,0.134,0.159,0.192,0.226,0.263,0.31,0.359,0.41,0.468,0.53,0.598,0.66,0.724,0.792,0.856,0.924,0.993,1.063,1.136,1.212,1.291,1.374,1.458,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
DARLINGTON 33/11KV,0.019,0.037,0.059,0.084,0.117,0.168,0.219,0.281,0.329,0.393,0.459,0.528,0.622,0.717,0.817,0.933,1.057,1.194,1.313,1.432,1.56,1.674,1.796,1.918,2.04,2.168,2.301,2.439,2.582,2.73,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
DARLINGTON CENTRAL 33/11KV,0.005,0.011,0.018,0.026,0.037,0.053,0.07,0.09,0.109,0.132,0.157,0.183,0.216,0.25,0.287,0.327,0.371,0.418,0.463,0.509,0.558,0.606,0.657,0.709,0.762,0.818,0.875,0.935,0.997,1.062,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
DARLINGTON EAST,0.012,0.024,0.039,0.055,0.078,0.112,0.146,0.187,0.22,0.264,0.31,0.358,0.423,0.488,0.556,0.635,0.72,0.813,0.895,0.978,1.068,1.149,1.236,1.324,1.413,1.505,1.601,1.701,1.805,1.912,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
DARLINGTON WEST,0.015,0.032,0.051,0.073,0.104,0.149,0.199,0.257,0.313,0.381,0.454,0.535,0.63,0.731,0.838,0.957,1.084,1.221,1.355,1.494,1.642,1.789,1.944,2.104,2.268,2.44,2.618,2.803,2.995,3.194,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
DENWICK,0.036,0.072,0.116,0.165,0.23,0.327,0.429,0.551,0.646,0.769,0.899,1.034,1.219,1.406,1.602,1.827,2.072,2.341,2.574,2.806,3.056,3.28,3.518,3.758,3.997,4.248,4.508,4.778,5.059,5.348,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
DUNSTON 66/11KV,0.01,0.02,0.032,0.046,0.065,0.093,0.122,0.157,0.186,0.223,0.263,0.305,0.359,0.415,0.474,0.54,0.613,0.691,0.762,0.834,0.912,0.984,1.06,1.137,1.215,1.297,1.382,1.47,1.562,1.657,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
DUNSTON 66/20KV,0.015,0.032,0.052,0.074,0.105,0.151,0.201,0.259,0.315,0.382,0.454,0.533,0.628,0.728,0.834,0.952,1.079,1.216,1.347,1.483,1.629,1.771,1.922,2.077,2.236,2.402,2.574,2.753,2.939,3.131,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
DURHAM EAST,0.01,0.02,0.032,0.046,0.063,0.091,0.118,0.15,0.174,0.205,0.238,0.271,0.319,0.367,0.417,0.476,0.54,0.61,0.668,0.725,0.786,0.838,0.893,0.948,1.001,1.058,1.116,1.176,1.239,1.304,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
EASTFIELD,3.261,3.28,3.301,3.326,3.36,3.41,3.464,3.528,3.585,3.657,3.733,3.816,3.918,4.024,4.137,4.263,4.399,4.546,4.685,4.827,4.98,5.127,5.283,5.442,5.604,5.775,5.951,6.134,6.325,6.522,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
EASTGATE CEMENT,0.008,0.015,0.025,0.035,0.048,0.069,0.089,0.114,0.131,0.154,0.178,0.203,0.239,0.275,0.312,0.356,0.404,0.457,0.5,0.542,0.588,0.625,0.666,0.706,0.744,0.786,0.828,0.872,0.917,0.965,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
EDUCATIONAL PRECINCT,0.011,0.022,0.035,0.05,0.07,0.101,0.131,0.169,0.198,0.236,0.277,0.319,0.376,0.434,0.494,0.564,0.639,0.722,0.795,0.867,0.945,1.015,1.09,1.166,1.241,1.32,1.402,1.488,1.576,1.668,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
ELVINGTON,0.007,0.014,0.022,0.031,0.043,0.062,0.079,0.101,0.114,0.136,0.156,0.177,0.208,0.239,0.271,0.309,0.35,0.397,0.433,0.468,0.506,0.537,0.569,0.601,0.632,0.665,0.698,0.733,0.769,0.806,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
FARADAY STREET,0.022,0.045,0.071,0.102,0.144,0.207,0.271,0.349,0.415,0.5,0.59,0.685,0.808,0.934,1.067,1.217,1.38,1.557,1.719,1.883,2.059,2.225,2.401,2.58,2.761,2.951,3.148,3.352,3.565,3.784,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
FAWDON T1 & SEATON BURN T1,0.021,0.044,0.071,0.102,0.144,0.208,0.274,0.354,0.426,0.515,0.611,0.715,0.843,0.976,1.117,1.275,1.446,1.63,1.803,1.982,2.174,2.359,2.555,2.756,2.961,3.176,3.399,3.63,3.87,4.119,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
FISHBURN,0.02,0.043,0.069,0.099,0.14,0.201,0.266,0.344,0.415,0.503,0.598,0.7,0.825,0.956,1.095,1.25,1.416,1.596,1.768,1.945,2.134,2.319,2.514,2.713,2.918,3.132,3.354,3.585,3.825,4.073,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
FLATWORTH CENTRAL,0.01,0.021,0.034,0.048,0.067,0.097,0.126,0.163,0.191,0.231,0.272,0.315,0.371,0.429,0.489,0.558,0.633,0.714,0.788,0.862,0.941,1.015,1.093,1.173,1.253,1.337,1.424,1.514,1.608,1.705,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
FOSS ISLANDS,0.028,0.055,0.087,0.124,0.172,0.246,0.32,0.411,0.477,0.57,0.663,0.761,0.897,1.033,1.176,1.342,1.522,1.72,1.889,2.056,2.236,2.394,2.563,2.732,2.9,3.077,3.259,3.448,3.645,3.848,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
FOSSWAY 33/11KV,0.019,0.039,0.063,0.09,0.127,0.182,0.24,0.309,0.369,0.447,0.528,0.616,0.727,0.841,0.962,1.097,1.244,1.403,1.551,1.702,1.864,2.02,2.184,2.352,2.522,2.701,2.887,3.079,3.279,3.486,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
FOURSTONES 20KV,0.029,0.056,0.09,0.127,0.177,0.253,0.329,0.422,0.492,0.583,0.678,0.777,0.916,1.055,1.2,1.369,1.553,1.755,1.926,2.094,2.277,2.435,2.605,2.773,2.941,3.117,3.298,3.487,3.683,3.886,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
FYLANDS BRIDGE,0.02,0.042,0.067,0.096,0.136,0.196,0.259,0.335,0.403,0.489,0.58,0.679,0.801,0.928,1.062,1.212,1.374,1.549,1.715,1.886,2.068,2.246,2.434,2.626,2.823,3.029,3.243,3.465,3.695,3.934,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
GALE LANE,0.013,0.029,0.046,0.066,0.095,0.137,0.183,0.237,0.291,0.355,0.426,0.503,0.593,0.689,0.791,0.903,1.023,1.152,1.28,1.415,1.558,1.702,1.854,2.011,2.174,2.343,2.52,2.703,2.893,3.089,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
GARWOOD STREET,0.02,0.039,0.063,0.09,0.125,0.18,0.234,0.301,0.353,0.423,0.496,0.572,0.674,0.778,0.887,1.012,1.147,1.296,1.426,1.557,1.697,1.825,1.961,2.097,2.235,2.379,2.528,2.683,2.844,3.01,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
GATESHEAD CENTRAL,0.009,0.018,0.029,0.042,0.058,0.083,0.108,0.139,0.16,0.193,0.225,0.258,0.304,0.351,0.399,0.456,0.517,0.584,0.641,0.699,0.76,0.815,0.873,0.931,0.988,1.049,1.112,1.177,1.245,1.315,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
GATESHEAD EAST,2.702,2.704,2.706,2.709,2.712,2.718,2.723,2.729,2.732,2.739,2.745,2.75,2.759,2.768,2.777,2.788,2.8,2.813,2.823,2.833,2.843,2.852,2.861,2.869,2.877,2.886,2.895,2.904,2.914,2.924,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
GOSFORTH 33/11KV,0.008,0.016,0.026,0.037,0.052,0.074,0.097,0.125,0.148,0.177,0.208,0.241,0.284,0.328,0.374,0.427,0.484,0.547,0.602,0.659,0.719,0.775,0.835,0.895,0.955,1.019,1.085,1.153,1.224,1.298,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
GRANGETOWN,0.018,0.037,0.06,0.086,0.123,0.176,0.233,0.301,0.363,0.441,0.524,0.614,0.724,0.839,0.961,1.096,1.243,1.4,1.551,1.707,1.873,2.035,2.207,2.382,2.563,2.751,2.946,3.15,3.36,3.579,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
GREATHAM,0.004,0.008,0.012,0.017,0.024,0.034,0.043,0.055,0.062,0.074,0.085,0.097,0.114,0.131,0.148,0.169,0.192,0.217,0.237,0.256,0.277,0.294,0.312,0.329,0.346,0.363,0.382,0.401,0.42,0.44,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
GUISBOROUGH T1 T2,0.026,0.055,0.087,0.125,0.177,0.254,0.335,0.433,0.52,0.627,0.742,0.866,1.022,1.182,1.352,1.543,1.75,1.973,2.181,2.395,2.625,2.845,3.077,3.315,3.558,3.811,4.075,4.348,4.632,4.926,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
HARLOW GREEN,0.016,0.035,0.056,0.081,0.115,0.166,0.221,0.286,0.35,0.426,0.509,0.6,0.708,0.821,0.942,1.075,1.218,1.372,1.523,1.681,1.849,2.017,2.194,2.376,2.564,2.761,2.965,3.177,3.397,3.624,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
HARMIRE BRIDGE,0.022,0.042,0.067,0.095,0.132,0.19,0.245,0.314,0.362,0.43,0.498,0.568,0.67,0.77,0.875,0.999,1.133,1.281,1.403,1.523,1.653,1.763,1.881,1.998,2.112,2.233,2.358,2.488,2.623,2.762,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
HARRATON,0.015,0.031,0.05,0.071,0.099,0.143,0.186,0.239,0.281,0.338,0.397,0.459,0.541,0.624,0.713,0.813,0.922,1.041,1.146,1.253,1.367,1.472,1.584,1.696,1.81,1.929,2.052,2.18,2.313,2.451,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
HARROGATE 132/11KV,0.036,0.074,0.119,0.17,0.24,0.344,0.453,0.583,0.695,0.837,0.987,1.147,1.353,1.564,1.787,2.039,2.312,2.608,2.88,3.156,3.453,3.733,4.029,4.331,4.637,4.958,5.29,5.635,5.994,6.365,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
HARROGATE WEST,0.01,0.021,0.033,0.047,0.066,0.094,0.123,0.158,0.187,0.224,0.263,0.304,0.358,0.413,0.472,0.538,0.61,0.689,0.759,0.83,0.905,0.975,1.049,1.123,1.199,1.277,1.359,1.444,1.532,1.623,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
HARTMOOR 66/20KV,0.025,0.052,0.083,0.119,0.168,0.241,0.318,0.41,0.492,0.595,0.704,0.822,0.969,1.122,1.284,1.465,1.661,1.872,2.071,2.274,2.492,2.701,2.923,3.149,3.38,3.621,3.872,4.132,4.402,4.682,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
HAWTHORN PIT,0.025,0.053,0.086,0.123,0.175,0.251,0.332,0.43,0.519,0.629,0.747,0.876,1.032,1.196,1.369,1.563,1.772,1.997,2.211,2.433,2.67,2.901,3.145,3.395,3.652,3.92,4.199,4.488,4.788,5.099,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
HAXBY ROAD T2 T3,0.015,0.032,0.051,0.073,0.105,0.15,0.199,0.258,0.314,0.38,0.453,0.532,0.628,0.727,0.834,0.952,1.079,1.215,1.347,1.484,1.63,1.775,1.927,2.083,2.244,2.412,2.586,2.767,2.955,3.15,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
HEBBURN,0.004,0.009,0.014,0.02,0.029,0.041,0.054,0.069,0.081,0.097,0.114,0.131,0.155,0.179,0.204,0.232,0.263,0.297,0.327,0.358,0.39,0.419,0.451,0.482,0.514,0.547,0.582,0.617,0.654,0.693,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
HEBBURN WEST,0.001,0.003,0.004,0.006,0.008,0.012,0.016,0.02,0.024,0.029,0.034,0.04,0.047,0.054,0.062,0.071,0.08,0.091,0.1,0.11,0.12,0.129,0.14,0.15,0.161,0.172,0.183,0.195,0.207,0.22,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
HEDWORTH,0.01,0.021,0.034,0.049,0.07,0.101,0.135,0.174,0.213,0.259,0.31,0.365,0.43,0.499,0.572,0.653,0.74,0.834,0.926,1.021,1.123,1.225,1.332,1.442,1.556,1.675,1.798,1.926,2.059,2.197,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed storage capacity (MW)
