Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.3,17.253,16.849,16.425,16.119,15.963,15.95,16.174,16.469,16.837,17.277,17.804,18.518,19.204,20.006,20.904,21.843,22.79,23.933,24.986,25.982,26.847,27.764,28.411,28.843,29.224,29.57,29.991,30.241,30.483,30.678,30.831,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
AMBERTON ROAD,23.196,23.111,23.108,22.73,22.443,22.29,22.263,22.513,22.878,23.314,23.821,24.418,25.306,26.135,27.09,28.155,29.287,30.583,31.985,33.265,34.439,35.47,36.581,37.304,37.819,38.251,38.644,39.151,39.432,39.697,39.915,40.086,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
ANNFIELD 66/20KV,20.766,20.709,20.316,19.91,19.605,19.44,19.41,19.627,19.947,20.346,20.826,21.4,22.221,23.052,24.02,25.102,26.247,27.464,28.921,30.262,31.5,32.582,33.717,34.507,35.068,35.553,36,36.545,36.867,37.176,37.438,37.653,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
ASHINGTON,18.566,18.553,18.204,17.844,17.593,17.487,17.52,17.794,18.154,18.596,19.12,19.743,20.597,21.456,22.455,23.57,24.75,25.972,27.441,28.794,30.044,31.136,32.266,33.08,33.656,34.153,34.613,35.155,35.492,35.815,36.095,36.334,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
AYCLIFFE FORREST,0.421,0.416,0.413,0.41,0.407,0.404,0.401,0.398,0.394,0.391,0.388,0.385,0.384,0.383,0.382,0.382,0.381,0.38,0.379,0.378,0.377,0.377,0.376,0.375,0.373,0.372,0.371,0.37,0.369,0.368,0.367,0.366,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
AYCLIFFE INDUSTRIAL,13.971,13.853,13.682,13.525,13.394,13.296,13.227,13.231,13.245,13.27,13.304,13.352,13.503,13.619,13.761,13.928,14.114,14.312,14.623,14.915,15.201,15.465,15.794,16.016,16.218,16.408,16.587,16.813,16.963,17.097,17.207,17.294,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BARDEN FRIAR,0.886,0.885,0.882,0.878,0.877,0.879,0.887,0.905,0.935,0.971,1.014,1.063,1.139,1.196,1.261,1.336,1.419,1.51,1.604,1.689,1.759,1.819,1.865,1.895,1.918,1.932,1.944,1.96,1.968,1.975,1.98,1.983,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BEDALE,17.058,17.02,17.228,17.169,17.13,17.122,17.144,17.248,17.384,17.539,17.707,17.896,18.23,18.515,18.83,19.174,19.536,19.956,20.39,20.799,21.181,21.537,21.922,22.2,22.445,22.676,22.901,23.168,23.376,23.581,23.767,23.937,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BELMONT,21.653,22.057,22.387,22.07,21.827,21.681,21.63,21.752,21.943,22.199,22.522,22.925,23.544,24.167,24.896,25.714,26.581,27.493,28.492,29.398,30.223,30.923,31.617,32.089,32.362,32.565,32.742,32.964,33.065,33.164,33.229,33.266,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BENSHAM,18.231,19.153,18.929,18.708,18.537,18.431,18.388,18.449,18.549,18.696,18.893,19.148,19.56,19.994,20.506,21.084,21.692,22.299,23.057,23.759,24.402,24.96,25.519,25.935,26.207,26.438,26.647,26.885,27.007,27.097,27.16,27.198,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BENTON SQUARE,17.381,17.378,17.395,17.114,16.917,16.831,16.849,17.06,17.335,17.663,18.044,18.489,19.123,19.738,20.444,21.229,22.054,22.934,23.971,24.932,25.828,26.624,27.473,28.081,28.536,28.944,29.326,29.782,30.089,30.391,30.658,30.894,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BENWELL,16.974,16.961,16.676,16.383,16.172,16.068,16.068,16.25,16.504,16.813,17.179,17.614,18.225,18.819,19.508,20.28,21.103,21.987,23.001,23.932,24.805,25.572,26.387,26.954,27.365,27.714,28.037,28.434,28.679,28.911,29.101,29.253,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BILLINGHAM MARSH HOUSE,14.519,14.535,14.274,14.005,13.834,13.786,13.856,14.124,14.456,14.866,15.353,15.932,16.707,17.478,18.366,19.35,20.356,21.351,22.508,23.583,24.569,25.425,26.296,26.943,27.35,27.719,28.061,28.457,28.723,29.001,29.227,29.411,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BILLY MILL,16.876,16.862,16.618,16.36,16.18,16.098,16.111,16.284,16.511,16.791,17.122,17.514,18.067,18.618,19.252,19.953,20.682,21.441,22.3,23.093,23.845,24.503,25.185,25.676,26.01,26.305,26.577,26.9,27.111,27.323,27.505,27.661,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BIRTLEY GROVE 66/11KV,13.887,13.817,13.6,13.385,13.225,13.135,13.114,13.217,13.358,13.54,13.76,14.028,14.434,14.828,15.287,15.803,16.347,16.909,17.598,18.238,18.84,19.374,19.945,20.357,20.658,20.928,21.18,21.48,21.669,21.841,21.969,22.057,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BIRTLEY GROVE 66/20KV,10.083,9.999,9.871,9.743,9.634,9.552,9.493,9.488,9.501,9.522,9.548,9.584,9.69,9.78,9.887,10.008,10.139,10.3,10.509,10.703,10.896,11.072,11.287,11.425,11.546,11.659,11.766,11.904,11.99,12.069,12.133,12.183,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BLAYDON BURN,17.151,16.994,16.801,16.598,16.427,16.297,16.205,16.175,16.169,16.188,16.232,16.306,16.497,16.7,16.947,17.23,17.54,17.858,18.243,18.591,18.91,19.178,19.444,19.629,19.744,19.827,19.9,19.991,20.035,20.078,20.098,20.098,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BLUCHER 33/11KV,14.684,15.311,15.426,15.121,14.904,14.795,14.792,14.963,15.194,15.479,15.819,16.224,16.78,17.32,17.95,18.657,19.408,20.188,21.123,22,22.84,23.593,24.399,25.001,25.458,25.874,26.264,26.709,26.977,27.171,27.316,27.417,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BOLDON DOWNHILL,10.532,10.503,12.28,12.092,11.957,11.895,11.902,12.03,12.196,12.408,12.666,12.979,13.416,13.868,14.396,14.986,15.601,16.208,16.974,17.683,18.346,18.925,19.533,19.975,20.276,20.547,20.798,21.097,21.291,21.482,21.639,21.769,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,9.316,9.311,11.204,11.18,11.172,11.188,11.228,11.32,11.435,11.567,11.717,11.888,12.15,12.405,12.69,13.004,13.337,13.701,14.077,14.427,14.749,15.04,15.328,15.549,15.723,15.874,16.022,16.188,16.322,16.457,16.574,16.674,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BOWESFIELD 33/11KV,12.954,12.936,12.817,12.696,12.621,12.607,12.653,12.811,13.023,13.28,13.586,13.949,14.471,14.997,15.604,16.28,17.008,17.799,18.645,19.418,20.134,20.757,21.379,21.823,22.135,22.38,22.606,22.874,23.041,23.201,23.33,23.429,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BOWESFIELD 66/11KV,13.891,13.846,13.755,13.675,13.621,13.602,13.612,13.695,13.791,13.899,14.015,14.147,14.391,14.598,14.832,15.089,15.361,15.654,16.026,16.379,16.71,17.021,17.377,17.643,17.882,18.109,18.33,18.587,18.784,18.976,19.154,19.317,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BRANCEPETH,15.418,15.477,15.458,15.234,15.087,15.069,15.172,15.526,15.965,16.512,17.167,17.956,19.023,20.075,21.3,22.675,24.118,25.572,27.24,28.769,30.146,31.327,32.511,33.347,33.859,34.277,34.654,35.11,35.372,35.629,35.822,35.966,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BREAMISH STREET,10.353,10.74,11.119,11.011,10.934,10.9,10.906,10.983,11.091,11.226,11.392,11.594,11.892,12.194,12.546,12.944,13.375,13.827,14.349,14.822,15.244,15.606,15.962,16.216,16.387,16.512,16.625,16.759,16.837,16.911,16.972,17.02,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BRENDA TRADING,21.237,21.156,23.717,23.286,22.962,22.78,22.733,22.928,23.213,23.568,23.995,24.507,25.248,25.96,26.791,27.724,28.717,29.784,30.987,32.087,33.115,34.01,34.957,35.605,36.053,36.431,36.775,37.203,37.454,37.692,37.872,37.998,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CAMPLESHON ROAD,16.282,16.264,15.987,15.706,15.501,15.394,15.387,15.565,15.82,16.139,16.524,16.988,17.657,18.327,19.11,19.992,20.938,21.929,23.153,24.277,25.306,26.203,27.128,27.773,28.24,28.635,28.997,29.439,29.697,29.943,30.152,30.323,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CARLEY HILL,16.74,16.688,16.357,16.005,15.746,15.608,15.587,15.768,16.02,16.339,16.723,17.185,17.833,18.508,19.298,20.186,21.129,22.107,23.381,24.556,25.677,26.656,27.696,28.434,28.978,29.452,29.89,30.416,30.727,31.023,31.284,31.498,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CARLIN HOW T3 T4,14.058,14.066,13.825,13.598,13.442,13.397,13.46,13.73,14.093,14.532,15.048,15.653,16.493,17.304,18.241,19.287,20.399,21.583,22.888,24.086,25.177,26.132,27.084,27.746,28.209,28.596,28.953,29.388,29.665,29.932,30.154,30.342,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CARR HILL,17.347,17.316,16.929,16.527,16.238,16.096,16.092,16.323,16.626,17.005,17.458,18.001,18.74,19.486,20.36,21.34,22.368,23.406,24.727,25.948,27.089,28.088,29.149,29.914,30.457,30.94,31.387,31.921,32.262,32.595,32.874,33.105,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CATTERICK CAMP,16.67,16.661,16.493,16.346,16.253,16.244,16.316,16.557,16.864,17.227,17.642,18.127,18.82,19.491,20.262,21.12,22.04,23.047,24.12,25.105,25.993,26.777,27.572,28.136,28.552,28.892,29.213,29.594,29.856,30.108,30.328,30.522,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CLOSE,22.487,22.379,23.043,22.959,22.885,22.839,22.818,22.915,23.094,23.28,23.476,23.684,24.101,24.44,24.797,25.173,25.567,26.184,26.637,27.05,27.449,27.831,28.287,28.538,28.767,28.968,29.164,29.441,29.618,29.789,29.952,30.105,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CONEYTHORPE,13.758,14.709,15.839,15.742,15.69,15.698,15.769,15.949,16.181,16.466,16.806,17.212,17.795,18.381,19.056,19.808,20.603,21.409,22.32,23.16,23.919,24.578,25.201,25.669,25.99,26.253,26.5,26.779,26.977,27.175,27.347,27.499,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CONSETT,24.174,24.105,24.482,24.033,23.706,23.543,23.541,23.809,24.187,24.671,25.265,25.987,27.009,28.056,29.281,30.654,32.104,33.581,35.355,36.987,38.473,39.76,41.056,41.989,42.614,43.145,43.631,44.205,44.548,44.875,45.139,45.347,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CORPORATION STREET,11.715,11.662,11.578,11.497,11.433,11.395,11.38,11.415,11.478,11.553,11.645,11.754,11.955,12.15,12.372,12.617,12.884,13.196,13.507,13.788,14.043,14.267,14.494,14.647,14.759,14.841,14.918,15.014,15.073,15.129,15.178,15.221,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
COWTON,1.273,1.27,1.259,1.248,1.241,1.238,1.24,1.251,1.269,1.289,1.314,1.342,1.386,1.424,1.468,1.516,1.568,1.624,1.688,1.747,1.801,1.848,1.895,1.928,1.954,1.978,2,2.027,2.046,2.064,2.08,2.094,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CRAMLINGTON T1 T3,11.312,11.274,11.544,11.45,11.382,11.351,11.355,11.433,11.543,11.674,11.827,12.004,12.285,12.555,12.861,13.197,13.55,13.951,14.352,14.72,15.063,15.367,15.682,15.9,16.056,16.19,16.315,16.468,16.57,16.673,16.763,16.843,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CRAMLINGTON T2 T4,11.943,11.9,11.81,11.721,11.657,11.627,11.63,11.698,11.795,11.912,12.049,12.209,12.47,12.723,13.009,13.324,13.654,14.024,14.399,14.744,15.065,15.351,15.644,15.852,16.002,16.132,16.254,16.399,16.501,16.603,16.692,16.769,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DARLEY,4.038,4.031,4.014,3.995,3.982,3.98,3.987,4.013,4.049,4.09,4.137,4.188,4.273,4.356,4.448,4.548,4.653,4.774,4.89,4.998,5.098,5.189,5.282,5.352,5.407,5.456,5.504,5.558,5.601,5.644,5.686,5.726,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DARLINGTON 132/6KV,7.602,7.569,7.434,7.295,7.203,7.169,7.195,7.317,7.483,7.693,7.951,8.265,8.696,9.138,9.65,10.219,10.809,11.412,12.078,12.686,13.233,13.696,14.143,14.459,14.631,14.765,14.883,15.021,15.087,15.159,15.215,15.258,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DARLINGTON 33/11KV,14.567,14.498,14.253,13.998,13.824,13.755,13.793,14.011,14.328,14.728,15.222,15.821,16.653,17.525,18.537,19.665,20.853,22.112,23.48,24.721,25.838,26.78,27.683,28.308,28.661,28.917,29.138,29.407,29.521,29.643,29.737,29.803,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DARLINGTON CENTRAL 33/11KV,9.138,9.076,17.379,17.249,17.157,17.115,17.123,17.209,17.334,17.503,17.718,17.984,18.366,18.768,19.233,19.749,20.273,20.804,21.375,21.895,22.363,22.753,23.116,23.372,23.484,23.568,23.638,23.721,23.747,23.786,23.814,23.834,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DARLINGTON EAST,17.629,17.478,17.678,17.48,17.313,17.19,17.108,17.115,17.158,17.222,17.308,17.418,17.665,17.889,18.147,18.435,18.734,19.078,19.459,19.81,20.142,20.436,20.764,20.975,21.128,21.268,21.4,21.572,21.677,21.783,21.861,21.911,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DARLINGTON WEST,18.357,18.283,17.965,17.642,17.442,17.401,17.519,17.884,18.374,18.995,19.756,20.677,21.918,23.198,24.67,26.296,27.946,29.614,31.439,33.115,34.641,35.93,37.166,38.051,38.498,38.869,39.195,39.578,39.769,39.999,40.178,40.311,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DENWICK,22.115,22.163,22.231,22.035,21.922,21.92,22.072,22.51,23.144,23.938,24.9,26.036,27.752,29.083,30.645,32.413,34.337,36.26,38.492,40.543,42.285,43.784,44.891,45.649,46.185,46.587,46.944,47.37,47.609,47.824,47.981,48.092,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DUNSTON 66/11KV,14.408,14.935,15.783,15.617,15.467,15.34,15.234,15.158,15.093,15.037,14.987,14.946,14.977,15.012,15.059,15.114,15.175,15.242,15.31,15.369,15.416,15.45,15.478,15.49,15.481,15.465,15.447,15.431,15.409,15.389,15.364,15.334,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DUNSTON 66/20KV,14.703,14.678,14.885,14.56,14.32,14.195,14.18,14.364,14.612,14.921,15.286,15.723,16.332,16.937,17.646,18.442,19.286,20.154,21.255,22.273,23.231,24.074,24.976,25.611,26.08,26.496,26.882,27.351,27.644,27.922,28.157,28.351,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DURHAM EAST,18.537,18.333,20.65,20.48,20.321,20.175,20.042,19.933,19.837,19.746,19.663,19.588,19.611,19.636,19.671,19.717,19.77,19.841,19.904,19.954,19.992,20.016,20.036,20.032,20.008,19.973,19.936,19.903,19.859,19.814,19.768,19.72,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
EASTFIELD,26.077,25.898,26.132,25.862,25.651,25.515,25.457,25.52,25.648,25.837,26.09,26.416,26.963,27.544,28.218,28.967,29.749,30.559,31.372,32.107,32.74,33.264,33.715,34.04,34.174,34.251,34.311,34.374,34.39,34.425,34.442,34.447,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
