Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,49120.4,49514.626,49651.983,49501.417,49143.115,48227.625,47466.036,46851.127,46289.85,45931.552,46005.668,46081.733,46182.729,46275.243,46365.013,46475.822,46644.619,46830.835,47012.45,47209.869,47463.725,47724.293,47990.117,48260.819,48532.424,48804.763,49076.565,49348.515,49621.572,49894.624,NPgN,Primary,NG FES - Falling Short (EE CF),Domestic (MWh)
AMBERTON ROAD,49346.305,49778.776,49919.315,49750.983,49359.417,48370.199,47550.157,46887.207,46281.628,45893.571,45968.968,46049.081,46155.985,46253.817,46348.779,46466.003,46645.823,46844.204,47037.997,47249.353,47521.07,47799.99,48084.546,48374.446,48665.291,48956.964,49248.128,49539.367,49831.801,50124.212,NPgN,Primary,NG FES - Falling Short (EE CF),Domestic (MWh)
ANNFIELD 66/20KV,52435.078,52908.473,53059.807,52876.102,52450.143,51375.99,50486.712,49767.79,49111.077,48690.247,48771.933,48859.572,48976.268,49083.132,49186.896,49314.515,49510.296,49726.155,49937.131,50167.322,50462.887,50766.223,51075.645,51390.875,51707.107,52024.235,52340.827,52657.44,52975.331,53293.167,NPgN,Primary,NG FES - Falling Short (EE CF),Domestic (MWh)
ASHINGTON,37275.665,37597.095,37702.228,37576.527,37284.044,36544.951,35931.842,35436.202,34983.477,34693.352,34749.576,34809.016,34888.456,34961.118,35031.614,35118.423,35252.277,35400.011,35544.259,35701.535,35903.909,36111.611,36323.5,36539.354,36755.91,36973.074,37189.868,37406.683,37624.376,37842.031,NPgN,Primary,NG FES - Falling Short (EE CF),Domestic (MWh)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Short (EE CF),Domestic (MWh)
AYCLIFFE INDUSTRIAL,20857.885,21049.06,21110.498,21037.661,20867.672,20437.792,20082.091,19794.572,19531.903,19363.741,19397.057,19432.88,19480.359,19523.89,19566.178,19618.088,19697.311,19784.589,19869.934,19963.033,20082.384,20204.877,20329.831,20457.139,20584.863,20712.962,20840.859,20968.782,21097.233,21225.678,NPgN,Primary,NG FES - Falling Short (EE CF),Domestic (MWh)
BARDEN FRIAR,1392.101,1412.746,1425.884,1430.729,1429.653,1412.59,1399.991,1391.62,1384.837,1383.878,1395.335,1406.757,1418.893,1430.746,1442.52,1455.771,1469.791,1484.268,1498.595,1513.335,1529.658,1546.239,1562.958,1579.777,1596.572,1613.335,1629.97,1646.662,1663.354,1680.036,NPgN,Primary,NG FES - Falling Short (EE CF),Domestic (MWh)
BEDALE,20512.651,20713.884,20785.578,20724.181,20566.637,20151.775,19810.813,19537.554,19289.102,19134.312,19178.983,19226.115,19284.783,19339.499,19392.993,19457.148,19547.128,19644.999,19740.933,19844.476,19973.874,20106.437,20241.386,20378.581,20516.091,20653.875,20791.286,20928.761,21066.69,21204.572,NPgN,Primary,NG FES - Falling Short (EE CF),Domestic (MWh)
BELMONT,38129.482,38453.633,38566.113,38447.916,38163.091,37431.753,36825.048,36335.659,35889.079,35605.005,35667.33,35732.134,35816.923,35894.9,35970.685,36063.269,36202.427,36355.501,36505.001,36667.389,36874.982,37087.968,37305.172,37526.331,37748.207,37970.687,38192.758,38414.924,38637.982,38861.032,NPgN,Primary,NG FES - Falling Short (EE CF),Domestic (MWh)
BENSHAM,35710.215,35899.421,35985.308,35910.375,35720.474,35219.379,34794.511,34452.448,34140.967,33943.525,33988.525,34028.223,34081.781,34130.598,34177.771,34237.659,34328.796,34429.986,34527.801,34632.968,34770.038,34910.881,35054.685,35200.955,35347.8,35494.975,35641.693,35788.738,35936.396,36084.129,NPgN,Primary,NG FES - Falling Short (EE CF),Domestic (MWh)
