Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,105,184,334,612,1101,1933,2701,3652,4782,6071,7624,9271,10908,12403,13693,14721,15472,16008,16347,16563,16590,16548,16481,16387,16266,16110,15915,15701,15434,15123,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
AMBERTON ROAD,107,182,323,579,1020,1757,2422,3243,4221,5335,6677,8101,9515,10807,11922,12811,13460,13925,14218,14405,14428,14392,14333,14252,14147,14011,13842,13655,13423,13152,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
ANNFIELD 66/20KV,162,267,460,798,1363,2279,3070,4048,5210,6535,8131,9823,11505,13042,14367,15424,16197,16750,17099,17323,17351,17307,17237,17139,17013,16849,16646,16421,16142,15816,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
ASHINGTON,144,248,445,804,1426,2476,3431,4612,6017,7620,9550,11597,13631,15489,17092,18371,19304,19971,20392,20662,20694,20643,20559,20442,20291,20096,19853,19585,19253,18865,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
AYCLIFFE INDUSTRIAL,102,162,266,441,717,1138,1469,1877,2362,2914,3579,4284,4985,5626,6178,6619,6942,7174,7320,7414,7426,7407,7377,7335,7281,7211,7124,7028,6909,6769,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BARDEN FRIAR,6,9,15,25,41,65,86,110,140,173,214,257,299,338,372,398,418,432,441,447,447,446,444,442,439,434,429,423,416,408,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BEDALE,79,133,233,413,721,1230,1682,2242,2908,3667,4581,5551,6514,7394,8154,8759,9202,9518,9718,9846,9861,9837,9797,9741,9669,9576,9461,9333,9174,8989,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BELMONT,135,219,371,632,1059,1737,2304,3005,3837,4787,5929,7142,8346,9447,10396,11154,11708,12104,12355,12516,12536,12504,12453,12383,12292,12173,12026,11864,11662,11427,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BENSHAM,95,155,265,455,769,1271,1698,2225,2851,3565,4425,5337,6244,7072,7786,8356,8772,9070,9259,9380,9395,9371,9333,9280,9212,9123,9013,8891,8740,8564,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BENTON SQUARE,116,194,338,596,1033,1752,2386,3171,4103,5166,6447,7805,9155,10388,11452,12300,12920,13363,13643,13822,13844,13810,13753,13675,13575,13444,13282,13102,12880,12620,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BENWELL,52,96,183,350,654,1186,1696,2328,3079,3936,4968,6063,7151,8144,9002,9685,10184,10540,10764,10908,10925,10898,10854,10792,10713,10609,10481,10340,10164,9959,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BILLINGHAM MARSH HOUSE,134,225,393,695,1206,2048,2793,3714,4809,6057,7561,9157,10741,12189,13438,14435,15162,15683,16012,16222,16248,16207,16141,16050,15932,15778,15588,15377,15116,14811,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BILLY MILL,71,126,232,429,778,1379,1939,2632,3456,4396,5529,6730,7923,9013,9954,10704,11251,11642,11889,12047,12066,12036,11987,11919,11831,11717,11576,11419,11225,10999,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BIRTLEY GROVE 66/11KV,78,130,224,391,669,1123,1516,2002,2580,3239,4033,4874,5711,6475,7134,7660,8044,8319,8493,8604,8618,8596,8561,8513,8450,8368,8268,8156,8017,7856,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BIRTLEY GROVE 66/20KV,49,80,137,238,404,672,903,1187,1525,1911,2375,2868,3357,3804,4190,4497,4722,4883,4985,5050,5058,5045,5025,4996,4960,4912,4853,4787,4706,4611,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BLAYDON BURN,129,208,348,588,977,1587,2088,2708,3444,4283,5294,6365,7430,8403,9242,9912,10402,10753,10975,11117,11135,11107,11062,10999,10918,10812,10682,10538,10359,10150,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BLUCHER 33/11KV,81,139,246,442,777,1339,1845,2470,3214,4063,5085,6169,7246,8230,9078,9755,10250,10603,10826,10969,10986,10959,10914,10852,10772,10669,10540,10398,10221,10015,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BOLDON DOWNHILL,85,142,245,427,732,1229,1661,2195,2830,3553,4425,5349,6268,7107,7831,8408,8830,9132,9323,9445,9460,9436,9398,9345,9276,9186,9076,8953,8801,8624,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,42,68,115,195,327,535,709,925,1180,1472,1822,2195,2564,2902,3194,3426,3596,3718,3795,3844,3850,3841,3825,3804,3775,3739,3694,3644,3582,3510,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BOWESFIELD 33/11KV,79,134,236,420,734,1256,1721,2296,2980,3760,4700,5697,6687,7591,8372,8994,9449,9774,9979,10110,10127,10101,10060,10003,9929,9834,9715,9584,9421,9231,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BOWESFIELD 66/11KV,50,87,156,284,506,883,1227,1653,2160,2738,3434,4173,4907,5577,6155,6616,6953,7193,7345,7442,7454,7436,7405,7363,7309,7239,7151,7055,6935,6795,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BRANCEPETH,204,333,566,971,1637,2701,3601,4713,6034,7540,9354,11278,13190,14937,16443,17645,18524,19153,19551,19806,19837,19788,19707,19595,19451,19263,19031,18774,18455,18083,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BREAMISH STREET,40,66,114,199,339,567,764,1008,1298,1628,2025,2447,2866,3249,3579,3843,4035,4173,4260,4316,4323,4312,4294,4270,4239,4198,4147,4091,4022,3941,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BRENDA TRADING,112,194,350,637,1139,1989,2768,3733,4880,6189,7765,9437,11098,12615,13924,14968,15730,16275,16618,16838,16865,16823,16754,16659,16537,16377,16180,15961,15690,15374,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
CAMPLESHON ROAD,159,254,424,712,1176,1898,2485,3210,4072,5053,6235,7489,8735,9874,10855,11639,12212,12623,12883,13050,13070,13038,12984,12911,12816,12692,12539,12370,12160,11915,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
CARLEY HILL,144,236,401,689,1164,1924,2568,3365,4312,5392,6691,8070,9440,10692,11772,12633,13263,13714,13999,14181,14204,14168,14111,14031,13927,13793,13627,13443,13214,12948,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
CARLIN HOW T3 T4,70,129,246,468,870,1572,2243,3073,4060,5186,6543,7982,9412,10717,11844,12743,13398,13866,14161,14350,14373,14337,14278,14197,14093,13957,13789,13602,13371,13102,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
CARR HILL,121,208,372,671,1187,2056,2844,3819,4978,6300,7892,9581,11259,12791,14114,15169,15939,16489,16837,17059,17086,17043,16974,16878,16753,16592,16392,16170,15896,15575,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
CATTERICK CAMP,76,132,238,434,776,1356,1888,2547,3331,4224,5300,6442,7576,8612,9506,10219,10739,11111,11346,11496,11514,11485,11439,11374,11290,11181,11046,10897,10712,10496,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
CLOSE,18,33,62,115,211,377,533,726,956,1218,1533,1868,2200,2504,2766,2975,3127,3236,3305,3349,3354,3346,3332,3313,3289,3257,3218,3175,3121,3058,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
CONEYTHORPE,91,149,253,435,736,1217,1625,2129,2729,3412,4235,5108,5976,6768,7452,7997,8396,8681,8862,8977,8992,8969,8932,8882,8816,8731,8626,8510,8365,8196,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
CONSETT,153,258,455,810,1416,2422,3321,4432,5753,7260,9075,11000,12912,14659,16167,17369,18247,18875,19271,19525,19556,19507,19428,19317,19175,18990,18761,18508,18194,17827,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
CORPORATION STREET,10,20,42,87,170,321,472,658,880,1133,1438,1762,2083,2376,2630,2832,2979,3084,3150,3192,3197,3189,3176,3158,3135,3105,3068,3026,2975,2915,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
COWTON,10,17,30,54,94,161,221,296,384,485,606,734,862,979,1080,1160,1219,1261,1287,1304,1306,1303,1298,1290,1281,1268,1253,1236,1215,1191,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
CRAMLINGTON T1 T3,39,67,119,213,375,646,891,1193,1552,1962,2456,2979,3499,3974,4384,4711,4950,5121,5229,5297,5306,5293,5271,5241,5203,5152,5090,5022,4936,4837,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
CRAMLINGTON T2 T4,36,62,111,199,350,604,833,1116,1452,1836,2299,2789,3276,3721,4105,4412,4635,4795,4896,4961,4969,4956,4936,4908,4872,4825,4767,4702,4623,4529,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
DARLEY,35,58,99,170,289,479,642,844,1083,1356,1685,2034,2381,2697,2970,3188,3348,3462,3534,3580,3586,3577,3562,3542,3516,3482,3440,3393,3336,3269,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
DARLINGTON 132/6KV,84,147,266,488,877,1539,2150,2906,3804,4830,6065,7375,8676,9865,10891,11709,12306,12733,13002,13174,13195,13162,13108,13034,12938,12813,12659,12488,12276,12028,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
DARLINGTON 33/11KV,136,241,444,820,1487,2630,3694,5012,6578,8365,10518,12801,15069,17141,18930,20355,21395,22139,22608,22908,22944,22887,22794,22664,22497,22280,22012,21715,21346,20916,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
DARLINGTON CENTRAL 33/11KV,64,112,203,372,667,1170,1633,2206,2887,3664,4600,5593,6579,7480,8258,8878,9330,9654,9858,9988,10004,9979,9938,9882,9809,9715,9598,9468,9307,9119,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
DARLINGTON EAST,121,207,369,663,1170,2021,2790,3742,4873,6164,7718,9366,11004,12501,13792,14821,15573,16110,16450,16667,16693,16651,16584,16490,16368,16210,16015,15799,15530,15217,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
DARLINGTON WEST,148,273,520,992,1846,3343,4773,6544,8650,11053,13947,17017,20068,22853,25258,27175,28572,29571,30201,30603,30652,30575,30451,30278,30055,29765,29406,29009,28516,27942,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
