Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0,0,0,0,0.018,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed non-renewable generation capacity (MW)
AMBERTON ROAD,1.9,1.9,1.9,1.9,1.938,1.915,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed non-renewable generation capacity (MW)
ANNFIELD 66/20KV,0,0,0,0,0.032,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed non-renewable generation capacity (MW)
ASHINGTON,1.31,1.31,1.31,1.31,1.346,1.325,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.287,1.241,1.219,1.202,1.187,1.163,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed non-renewable generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed non-renewable generation capacity (MW)
AYCLIFFE INDUSTRIAL,0,0,0,0,0.012,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed non-renewable generation capacity (MW)
BARDEN FRIAR,0,0,0,0,0.005,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed non-renewable generation capacity (MW)
BEDALE,1.425,1.425,1.425,1.425,1.459,1.439,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.4,1.35,1.326,1.307,1.291,1.265,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed non-renewable generation capacity (MW)
BELMONT,0,0,0,0,0.03,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed non-renewable generation capacity (MW)
BENSHAM,0,0,0,0,0.016,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed non-renewable generation capacity (MW)
