Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0,0.021,0.021,0.021,0.022,0.022,0.022,0.023,0.023,0.024,0.024,0.024,0.025,0.025,0.026,0.026,0.027,0.027,0.028,0.028,0.029,0.029,0.03,0.031,0.031,0.032,0.033,0.033,0.034,0.035,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
AMBERTON ROAD,0.024,0.025,0.026,0.026,0.027,0.029,0.03,0.031,0.032,0.033,0.034,0.035,0.037,0.038,0.039,0.041,0.042,0.044,0.046,0.047,0.049,0.051,0.053,0.054,0.056,0.058,0.06,0.063,0.065,0.067,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
ANNFIELD 66/20KV,7.929,7.932,7.936,7.94,7.946,7.952,7.958,7.964,7.969,7.975,7.982,7.988,7.995,8.003,8.01,8.018,8.026,8.035,8.044,8.053,8.062,8.072,8.081,8.092,8.102,8.113,8.124,8.135,8.147,8.159,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
ASHINGTON,3.292,3.304,3.324,3.343,3.369,3.395,3.42,3.446,3.472,3.498,3.526,3.556,3.587,3.619,3.653,3.687,3.723,3.761,3.8,3.839,3.881,3.923,3.967,4.012,4.059,4.106,4.155,4.206,4.257,4.31,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
AYCLIFFE INDUSTRIAL,0.005,0.006,0.008,0.01,0.012,0.015,0.017,0.02,0.022,0.024,0.027,0.03,0.033,0.036,0.039,0.042,0.046,0.049,0.053,0.057,0.061,0.065,0.069,0.073,0.078,0.082,0.087,0.091,0.096,0.101,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BARDEN FRIAR,0.002,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.008,0.009,0.01,0.012,0.013,0.014,0.015,0.016,0.018,0.019,0.02,0.022,0.023,0.025,0.026,0.028,0.03,0.031,0.033,0.035,0.037,0.039,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BEDALE,0.026,0.03,0.036,0.042,0.05,0.058,0.066,0.074,0.081,0.089,0.098,0.107,0.117,0.126,0.137,0.147,0.158,0.17,0.181,0.194,0.206,0.219,0.233,0.246,0.261,0.275,0.29,0.306,0.321,0.337,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BELMONT,0.008,0.01,0.014,0.017,0.021,0.025,0.029,0.034,0.038,0.042,0.047,0.052,0.057,0.062,0.067,0.073,0.079,0.085,0.091,0.098,0.105,0.112,0.119,0.126,0.134,0.142,0.15,0.158,0.166,0.175,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BENSHAM,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.01,0.01,0.011,0.012,0.013,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BENTON SQUARE,0.001,0.001,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.007,0.007,0.008,0.008,0.009,0.01,0.011,0.011,0.012,0.013,0.014,0.014,0.015,0.016,0.017,0.018,0.019,0.02,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BENWELL,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.006,0.007,0.007,0.008,0.009,0.009,0.01,0.01,0.011,0.011,0.012,0.013,0.013,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BILLINGHAM MARSH HOUSE,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.02,0.021,0.022,0.024,0.025,0.027,0.028,0.03,0.032,0.034,0.035,0.037,0.039,0.041,0.043,0.045,0.047,0.05,0.052,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BILLY MILL,0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.006,0.006,0.007,0.007,0.008,0.008,0.009,0.009,0.01,0.01,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BIRTLEY GROVE 66/11KV,0.004,0.005,0.006,0.007,0.009,0.011,0.013,0.015,0.017,0.019,0.021,0.023,0.025,0.027,0.03,0.032,0.035,0.037,0.04,0.043,0.046,0.049,0.052,0.056,0.059,0.062,0.066,0.069,0.073,0.077,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BIRTLEY GROVE 66/20KV,0.001,0.002,0.002,0.003,0.004,0.004,0.005,0.006,0.006,0.007,0.008,0.009,0.01,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.018,0.019,0.02,0.021,0.022,0.024,0.025,0.027,0.028,0.029,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BLAYDON BURN,0.001,0.001,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.01,0.011,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.023,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BLUCHER 33/11KV,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.006,0.007,0.007,0.008,0.008,0.009,0.01,0.01,0.011,0.011,0.012,0.013,0.013,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BOLDON DOWNHILL,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.006,0.007,0.007,0.008,0.008,0.009,0.009,0.01,0.01,0.011,0.011,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0.004,0.005,0.007,0.008,0.01,0.012,0.014,0.016,0.018,0.02,0.022,0.025,0.027,0.03,0.032,0.035,0.038,0.041,0.044,0.047,0.05,0.053,0.057,0.06,0.064,0.068,0.072,0.076,0.08,0.084,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BOWESFIELD 33/11KV,0.001,0.002,0.002,0.003,0.003,0.004,0.005,0.005,0.006,0.007,0.008,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.021,0.022,0.023,0.024,0.026,0.027,0.029,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BOWESFIELD 66/11KV,0.001,0.001,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.009,0.01,0.01,0.011,0.012,0.013,0.014,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BRANCEPETH,13.927,13.93,13.935,13.94,13.947,13.954,13.96,13.967,13.974,13.98,13.988,13.996,14.004,14.012,14.021,14.03,14.039,14.049,14.059,14.069,14.08,14.091,14.102,14.114,14.126,14.138,14.151,14.164,14.178,14.191,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BREAMISH STREET,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.005,0.005,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BRENDA TRADING,0.02,0.021,0.022,0.023,0.024,0.025,0.027,0.028,0.029,0.031,0.032,0.033,0.035,0.036,0.038,0.04,0.042,0.043,0.045,0.047,0.049,0.051,0.054,0.056,0.058,0.06,0.063,0.065,0.068,0.07,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
CAMPLESHON ROAD,0.023,0.024,0.025,0.026,0.028,0.029,0.031,0.032,0.034,0.035,0.037,0.038,0.04,0.042,0.044,0.046,0.048,0.05,0.053,0.055,0.057,0.06,0.062,0.065,0.067,0.07,0.073,0.076,0.079,0.082,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
CARLEY HILL,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.008,0.009,0.01,0.01,0.011,0.012,0.013,0.013,0.014,0.015,0.016,0.017,0.017,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
CARLIN HOW T3 T4,2.837,2.838,2.84,2.842,2.844,2.847,2.849,2.852,2.854,2.857,2.86,2.862,2.865,2.869,2.872,2.875,2.879,2.882,2.886,2.89,2.894,2.898,2.902,2.907,2.911,2.916,2.921,2.926,2.931,2.936,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
CARR HILL,0.002,0.002,0.003,0.004,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.017,0.018,0.019,0.021,0.022,0.023,0.025,0.026,0.028,0.03,0.031,0.033,0.035,0.037,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
CATTERICK CAMP,0.127,0.139,0.157,0.174,0.198,0.221,0.245,0.268,0.292,0.315,0.341,0.368,0.396,0.426,0.456,0.488,0.521,0.555,0.59,0.626,0.664,0.703,0.743,0.784,0.826,0.869,0.914,0.96,1.007,1.055,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
