Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,29478.5,29527.458,29576.478,29625.522,29674.572,29723.642,29772.725,29821.827,29870.948,29920.09,29777.067,29634.805,29493.315,29352.58,29212.613,29073.398,28934.967,28797.309,28660.417,28524.278,28388.888,28254.244,28120.336,27987.034,27854.551,27722.794,27591.759,27461.443,27331.845,27202.961,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
AMBERTON ROAD,73073.353,74003.118,74111.195,74219.273,74327.35,74435.427,74543.505,74651.582,74759.659,74867.737,74500.129,74134.345,73770.378,73408.218,73047.856,72689.283,72332.49,71977.468,71624.209,71272.704,70922.943,70574.92,70228.623,69884.047,69541.18,69200.017,68860.546,68522.761,68186.653,67852.214,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
ANNFIELD 66/20KV,47284.095,47362.054,47440.122,47518.28,47596.499,47674.829,47753.197,47831.644,47910.143,47988.694,47759.039,47530.61,47303.423,47077.45,46852.631,46628.998,46406.574,46185.376,45965.373,45746.546,45528.906,45312.451,45097.183,44883.225,44670.353,44458.655,44248.126,44038.762,43830.558,43623.509,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
ASHINGTON,45280.218,45641.299,46006.373,46374.768,46745.347,47120.057,47496.1,47875.082,48255.951,48638.718,48712.063,48788.17,48867.853,48950.304,49033.509,49118.885,49207.425,49300.01,49395.668,49493.929,49595.401,49700.205,49808.598,49925.279,50042.28,50162.984,50287.419,50415.611,50547.591,50683.388,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
AYCLIFFE FORREST,4030.934,4036.896,4042.858,4048.82,4054.781,4060.743,4066.705,4072.667,4078.629,4084.591,4064.312,4044.135,4024.057,4004.08,3984.201,3964.421,3944.739,3925.155,3905.668,3886.278,3866.985,3847.787,3828.684,3809.676,3790.763,3771.943,3753.217,3734.584,3716.043,3697.595,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
AYCLIFFE INDUSTRIAL,35321.479,35373.72,35425.961,35478.203,35530.444,35582.686,35634.927,35687.168,35739.41,35791.651,35613.96,35437.152,35261.221,35086.163,34911.975,34738.651,34566.188,34394.581,34223.826,34053.919,33884.856,33716.631,33549.242,33382.684,33216.953,33052.044,32887.954,32724.679,32562.215,32400.557,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
BARDEN FRIAR,2186.755,2211.581,2236.752,2262.261,2288.111,2313.88,2339.852,2365.952,2392.046,2418.469,2429.516,2440.778,2452.463,2464.284,2476.421,2488.858,2501.746,2515.155,2528.808,2542.746,2556.907,2571.308,2585.925,2600.123,2614.998,2630.089,2645.398,2660.925,2676.673,2692.644,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
BEDALE,72405.818,73711.429,74422.74,75136.406,75852.303,76571.623,77292.932,78024.011,78754.319,79493.36,79729.165,79972.9,80224.553,80484.059,80743.78,81009.674,81285.753,81569.715,81859.517,82154.794,82456.525,82765.552,83081.044,83398.69,83725.374,84058.444,84397.951,84743.947,85096.485,85455.619,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
BELMONT,80179.74,82581.403,82699.991,82818.579,82937.167,83055.755,83174.343,83292.93,83411.518,83530.106,83126.748,82725.393,82326.03,81928.649,81533.242,81139.797,80748.306,80358.759,79971.145,79585.456,79201.681,78819.812,78439.839,78061.752,77685.542,77311.2,76938.716,76568.082,76199.287,75832.324,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
BENSHAM,35865.982,35919.029,35972.076,36025.123,36078.169,36131.216,36184.263,36237.309,36290.356,36343.403,36162.973,35983.438,35804.796,35627.039,35450.166,35274.17,35099.049,34924.796,34751.409,34578.883,34407.213,34236.395,34066.426,33897.3,33729.014,33561.563,33394.944,33229.152,33064.183,32900.033,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
