Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,79493.8,73915.294,72419.571,72306.236,72844.589,74532.611,76500.635,79241.096,83380.236,88273.05,94466.894,101152.465,107787.686,114037.127,120366.631,126326.427,131308.345,135767.842,139984.4,143759.383,146862.192,149000.23,150470.087,151367.375,151915.901,152145.087,152328.909,152434.573,152346.179,151733.739,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
AMBERTON ROAD,124540.307,119200.767,117201.786,116779.508,117048.113,118777.287,120793.742,123559.392,127388.409,131985.521,138309.835,145057.989,151852.169,158353.027,165001.758,171503.867,176906.185,181692.294,186058.186,189967.819,193233.733,195534.099,196960.015,197794.665,198264.381,198410.702,198537.124,198595.022,198554.519,198006.822,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
ANNFIELD 66/20KV,101284.221,94787.945,92955.045,92807.303,93426.749,95400.399,97544.779,100483.946,104618.128,109684.388,116350.39,123517.237,130760.134,137749.952,145019.923,152038.557,158002.708,163444.062,168530.328,173254.406,177264.111,180083.073,181767.768,182781.237,183418.38,183685.451,183949.872,184155.92,184233.093,183593.314,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
ASHINGTON,83828.234,79680.456,78819.373,79250.649,80473.344,83139.94,85968.823,89707.771,94835.797,100943.535,108800.59,117227.538,125702.788,133790.72,142005.245,149666.615,156131.628,161933.788,167269.019,172134.822,176113.431,178888.762,180668.971,181915.879,182919.092,183519.089,184016.834,184394.839,184519.747,183993.47,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
AYCLIFFE FORREST,4031.337,3976.486,3921.647,3866.893,3812.239,3757.841,3703.436,3649.147,3594.993,3540.983,3527.492,3514.186,3501.013,3487.851,3474.592,3461.408,3447.875,3434.058,3420.068,3406.046,3391.943,3377.903,3363.908,3349.947,3336.03,3322.147,3308.32,3294.553,3280.828,3267.157,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
AYCLIFFE INDUSTRIAL,56829.157,54068.473,53184.766,52986.274,53112.625,53780.575,54440.296,55446.228,56952.196,58783.303,61397.382,64259.684,67175.166,69987.42,72917.958,75751.472,78222.542,80514.524,82681.113,84707.064,86437.01,87611.635,88213.402,88507.513,88646.512,88652.59,88618,88529.891,88395.372,88038.326,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BARDEN FRIAR,3661.317,3528.249,3514.412,3567.163,3648.615,3820.363,4045.037,4349.755,4682.493,5009.53,5444.607,5864.463,6288.19,6636.698,6942.144,7215.583,7375.362,7487.804,7567.471,7631.07,7670.305,7704.565,7735.771,7764.21,7791.961,7815.606,7838.855,7862.327,7883.266,7903.054,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BEDALE,94072.147,92157.808,91504.143,91612.01,92161.766,93601.339,95168.362,97302.342,100007.887,103192.744,107934.732,113081.939,118428.735,123638.119,128926.669,134092.269,138688.577,142986.907,147013.601,150917.659,154315.633,156708.84,157911.642,158692.354,159407.44,159976.359,160544.329,161076.79,161534.954,161572.043,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BELMONT,119431.073,116585.787,114718.266,114017.44,113869.587,114666.223,115522.188,116948.47,119311.781,122276.85,126881.71,131911.81,136973.971,141778.493,146605.002,151199.256,154976.432,158277.582,161298.033,164026.633,166238.973,167697.923,168514.461,168882.263,168993.51,168886.296,168776.603,168633.017,168386.238,167725.618,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BENSHAM,72255.608,68798.294,67731.829,67513.514,67749.388,68712.62,69681.167,71107.978,73195.501,75829.9,79563.489,83679.215,87951.797,92233.632,96749.424,101076.047,105143.686,109040.613,112708.737,116211.697,119151.358,120978.029,121608.652,122005.82,122530.638,122841.842,123078.201,123222.034,123143.069,122557.345,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BENTON SQUARE,83349.834,78753.049,77462.631,77527.378,78201.332,79945.529,81829.225,84337.426,87815.459,91922.601,97307.019,103174.202,109142.473,114963.19,121108.962,127140.315,132481.026,137508.903,142321.211,146902.422,150942.236,153887.727,155643.533,156728.299,157429.02,157862.724,158243.593,158531.971,158783.567,158583.467,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BENWELL,89294.923,83910.431,82376.251,82117.671,82388.041,83625.99,85169.758,87317.035,90439.921,94224.125,99253.802,104675.655,110188.594,115597.237,121221.191,126815.734,131744.599,136317.835,140700.473,144869.632,148526.726,151155.617,152706.588,153619.897,154223.645,154603.39,155017.772,155406.919,155734.021,155535.486,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BILLINGHAM MARSH HOUSE,65954.204,63660.378,63256.038,63643.507,64568.999,66502.483,68538.021,71269.027,75068.183,79605.291,85559.184,92162.409,99067.05,106057.726,113693.203,121403.227,128759.561,136134.803,143509.081,150828.122,157494.262,162221.071,164492.976,165564.208,166130.613,166459.97,166804.879,167070.606,167384.107,166956.562,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BILLY MILL,92092.194,87378.802,86039.211,85820.421,86104.291,87236.115,88526.608,90315.233,93042.68,96305.315,100903.559,105971.81,111111.398,116112.223,121298.131,126353.842,130832.123,135032.508,139079.393,142923.718,146288.932,148692.933,150116.007,150981.126,151556.715,151935.062,152322.345,152671.959,152960.506,152804.515,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BIRTLEY GROVE 66/11KV,71785.411,68141.184,66975.717,66704.684,66890.957,67845.06,68883.389,70439.579,72807.829,75808.399,80086.161,85074.189,90644.277,96777.124,103844.401,111447.104,119287.678,127470.529,135745.03,144209.12,152013.991,157277.681,159065.191,159691.99,160143.594,160414.587,160695.95,160871.53,161041.357,160326.443,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BIRTLEY GROVE 66/20KV,47874.468,45546.074,44741.497,44480.101,44457.47,44862.102,45319.567,46021.115,47133.358,48525.51,50592.117,52867.688,55214.256,57547.307,60037.813,62550.472,64791.075,66914.043,68961.049,70933.603,72676.88,73893.742,74499.79,74776.594,74886.789,74891.557,74900.821,74886.533,74864.585,74603.949,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BLAYDON BURN,66319.39,63104.411,62175.504,62144.392,62593.606,63905.945,65240.16,67100.613,69966.658,73507.826,78353.073,83723.001,89304.633,94934.84,100979.733,107133.766,112695.376,118024.957,123224.572,128288.948,132796.714,135969.672,137536.979,138248.332,138552.96,138619.907,138720.097,138777.715,138826.049,138256.642,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BLUCHER 33/11KV,66581.169,64177.588,63504.75,63865.18,64893.063,67094.756,69423.331,72581.791,77064.621,82546.201,89571.918,97452.286,105918.375,114759.529,124198.779,133580.53,143020.876,152443.955,161526.287,170447.017,178000.853,182552.65,183913.378,185086.064,187193.674,188852.562,190262.801,191394.219,191719.961,190807.93,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BOLDON DOWNHILL,41470.838,44765.63,44426.21,44455.541,44786.226,45690.557,46615.336,47921.497,49919.278,52399.83,55806.543,59575.371,63395.175,67084.374,70966.972,74722.096,78009.585,81107.654,84112.23,86927.661,89355.618,91054.182,92023.479,92507.121,92722.554,92748.971,92781.513,92783.42,92735.871,92278.921,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,59441.558,62365.273,62075.375,62109.256,62329.849,62915.059,63518.699,64358.992,65508.705,66942.503,69387.435,72259.305,75531.204,79193.144,83443.933,88170.081,93094.578,98293.343,103610.534,109148.625,114416.34,118209.672,119775.592,120462.125,120900.999,121306.316,121792.513,122268.288,122897.304,123045.121,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BOWESFIELD 33/11KV,45196.821,42544.691,42019.315,42322.746,43101.637,44740.193,46469.106,48739.169,51911.584,55737.155,60691.813,66220.326,72105.263,78195.654,84748.456,91511.885,97878.77,104107.273,110201.207,116255.893,121712.596,125521.384,127180.679,127948.018,128444.5,128761.714,129113.558,129417.611,129716.043,129367.594,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BOWESFIELD 66/11KV,69115.605,66477.181,65743.832,65678.555,65941.766,66831.121,67829.041,69227.738,71060.986,73183.773,76242.851,79507.557,82818.695,85986.504,89266.778,92413.254,95131.463,97618.088,99930.69,102108.288,103999.917,105434.467,106368.042,107000.889,107452.447,107767.042,107983.943,108110.068,108218.368,108231.443,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BRANCEPETH,66843.776,64301.385,63716.577,64251.907,65501.582,68163.157,70938.119,74622.078,79580.377,85474.85,92992.147,101157.662,109319.335,116933.932,124536.966,131655.509,137458.407,142572.4,147303.11,151577.806,155057.623,157449.149,159010.032,159879.017,160336.058,160437.6,160552.598,160628.449,160533.027,159750.117,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BREAMISH STREET,46830.745,45994.723,45459.281,45398.618,45566.713,46172.693,46828.025,47721.815,48903.494,50332.166,52426.199,54611.058,56790.895,58865.887,60910.452,62845.038,64421.582,65731.222,66853.404,67851.866,68653.109,69252.215,69673.46,69962.874,70175.349,70306.659,70430.47,70540.036,70622.728,70593.85,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BRENDA TRADING,99806.106,98992.632,97029.229,96819.094,97396.497,99390.469,101719.077,104955.489,109690.609,115408.02,122803.819,131002.345,139579.715,148268.966,157631.542,167234.377,176137.053,184811.787,193349.467,201721.052,209252.225,214503.742,216962.899,218077.255,218629.031,218860.796,219127.317,219309.77,219478.179,218717.884,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
CAMPLESHON ROAD,73324.804,68547.164,67310.869,67352.897,67981.76,69623.524,71329.945,73664.968,76856.181,80716.88,85733.875,91036.271,96327.545,101300.238,106326.708,111045.528,114847.288,118126.707,121069.84,123698.01,125823.13,127353.763,128440.498,129153.674,129592.189,129762.95,129927.041,130060.515,130095.611,129685.399,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
CARLEY HILL,80290.435,75760.891,74477.999,74377.544,74872.566,76370.675,77911.113,80059.166,83426.097,87586.871,93220.996,99353.353,105560.769,111635.32,118012.666,124233.745,129540.478,134408.177,139034.841,143319.647,146980.273,149573.912,151110.96,151971.495,152446.207,152605.314,152774.37,152898.136,152922.699,152313.306,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
CARLIN HOW T3 T4,66929.523,62731.361,61783.604,62049.071,62917.031,64987.875,67379.368,70503.496,74640.776,79463.977,85660.13,92344.487,99048.681,105287.424,111503.514,117415.802,122227.259,126450.74,130322.409,133845.053,136767.854,138904.115,140451.76,141500.321,142232.566,142679.574,143146.552,143590.127,143913.917,143714.813,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
CARR HILL,87125.473,80958.178,79284.101,79130.05,79687.155,81446.186,83423.124,86170.535,90188.836,95075.841,101376.08,108286.719,115298.058,122116.498,129328.733,136357.708,142555.82,148387.966,154009.806,159305.785,163928.972,167198.369,169040.875,170032.03,170545.599,170724.639,170886.295,170971.525,170987.663,170320.427,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
CATTERICK CAMP,81294.211,77694.231,76894.043,77120.896,77865.66,79629.616,81592.153,84161.959,87408.199,91247.797,96428.259,102008.625,107647.312,112959.919,118248.466,123306.381,127494.549,131172.573,134507.632,137587.163,140189.476,142159.225,143555.397,144540.478,145291.52,145838.455,146404.267,146958.553,147458.021,147568.927,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
CLOSE,116209.206,115857.569,114975.756,114684.104,114703.165,115583.477,116564.358,117820.745,119412.909,121317.159,124902.32,128664.655,132509.005,136252.801,139851.574,143511.913,146431.339,148759.595,150637.355,152345.075,153725.864,154821.708,155607.817,156178.384,156675.297,157067.164,157473.808,157869.455,158250.777,158534.943,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
