Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,105,146,222,340,524,812,1246,1878,2780,3553,4512,5643,6942,8372,9807,11251,12617,13839,14856,15666,16290,16728,16853,16764,16629,16433,16170,15923,15659,15362,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
AMBERTON ROAD,107,145,215,322,486,738,1114,1662,2442,3110,3939,4917,6040,7276,8516,9764,10944,12001,12880,13581,14120,14499,14607,14529,14413,14243,14015,13801,13572,13315,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
ANNFIELD 66/20KV,162,213,305,443,649,957,1407,2060,2989,3785,4770,5933,7268,8738,10212,11696,13099,14356,15402,16235,16877,17327,17456,17363,17224,17021,16748,16493,16219,15911,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
ASHINGTON,144,197,295,446,679,1040,1580,2367,3488,4450,5642,7047,8662,10439,12223,14018,15714,17234,18498,19505,20281,20825,20980,20869,20702,20457,20130,19823,19494,19124,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
AYCLIFFE INDUSTRIAL,102,129,177,245,342,478,668,942,1331,1663,2074,2559,3116,3728,4343,4961,5546,6070,6506,6854,7122,7310,7364,7325,7266,7180,7065,6957,6842,6712,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BARDEN FRIAR,6,7,10,14,19,27,39,56,79,99,124,154,188,225,262,300,335,367,394,415,431,442,446,443,440,434,428,421,414,406,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BEDALE,79,106,155,229,343,516,773,1146,1678,2133,2698,3364,4129,4971,5816,6666,7470,8189,8788,9266,9633,9891,9965,9912,9832,9716,9561,9415,9259,9083,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BELMONT,135,175,246,351,504,729,1053,1522,2188,2758,3465,4298,5254,6307,7363,8425,9430,10331,11080,11677,12137,12459,12552,12485,12385,12239,12043,11860,11663,11442,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
BENSHAM,95,124,176,253,366,534,777,1129,1630,2059,2590,3217,3937,4729,5523,6323,7079,7756,8320,8769,9115,9357,9427,9377,9302,9192,9045,8907,8759,8593,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric cars and vans (hybrid and full electric)
