Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.2,17.195,16.663,15.812,15.478,15.495,15.625,15.867,16.196,16.61,17.135,17.893,18.909,19.978,21.064,22.136,23.151,24.515,25.599,26.61,27.53,28.404,29.291,29.934,30.439,30.811,31.102,31.334,31.529,31.71,31.871,32.006,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
AMBERTON ROAD,23.127,23.024,22.92,22.129,21.775,21.739,21.805,22.063,22.397,22.807,23.322,23.998,25.055,26.09,27.155,28.2,29.217,30.522,31.503,32.413,33.222,33.954,34.649,35.118,35.485,35.754,35.954,36.112,36.256,36.388,36.504,36.6,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
ANNFIELD 66/20KV,20.715,20.643,20.135,19.324,18.981,18.972,19.066,19.312,19.641,20.046,20.56,21.258,22.274,23.322,24.402,25.453,26.457,27.728,28.72,29.646,30.465,31.224,31.965,32.485,32.893,33.205,33.466,33.669,33.828,33.973,34.099,34.203,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
ASHINGTON,18.521,18.495,18.026,17.253,16.967,17.019,17.184,17.481,17.864,18.328,18.902,19.664,20.711,21.806,22.933,24.034,25.09,26.397,27.441,28.41,29.274,30.074,30.855,31.419,31.869,32.208,32.46,32.669,32.861,33.034,33.185,33.312,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
AYCLIFFE FORREST,0.421,0.416,0.41,0.404,0.398,0.392,0.385,0.379,0.373,0.367,0.361,0.356,0.354,0.353,0.352,0.35,0.349,0.348,0.347,0.345,0.344,0.343,0.342,0.34,0.339,0.337,0.336,0.335,0.333,0.332,0.331,0.329,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
AYCLIFFE INDUSTRIAL,13.945,13.82,13.562,13.223,13.001,12.852,12.72,12.626,12.555,12.515,12.506,12.566,12.801,13.034,13.266,13.508,13.751,14.148,14.453,14.742,15.014,15.28,15.563,15.767,15.926,16.026,16.072,16.111,16.162,16.21,16.253,16.287,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BARDEN FRIAR,0.885,0.884,0.877,0.862,0.858,0.867,0.88,0.902,0.931,0.967,1.01,1.051,1.111,1.166,1.225,1.279,1.331,1.393,1.443,1.494,1.526,1.551,1.572,1.586,1.598,1.609,1.619,1.628,1.638,1.647,1.656,1.664,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BEDALE,17.015,16.966,17.085,16.837,16.697,16.636,16.595,16.614,16.656,16.728,16.828,16.957,17.31,17.64,17.975,18.306,18.633,19.074,19.422,19.761,20.066,20.359,20.66,20.897,21.109,21.299,21.485,21.656,21.814,21.975,22.136,22.294,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BELMONT,21.611,22.002,22.214,21.585,21.276,21.19,21.171,21.257,21.404,21.605,21.896,22.346,23.097,23.892,24.723,25.546,26.338,27.334,28.115,28.835,29.469,30.047,30.603,30.984,31.272,31.481,31.652,31.777,31.863,31.939,32.002,32.047,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BENSHAM,18.207,19.12,18.8,18.363,18.13,18.033,17.981,17.99,18.039,18.121,18.268,18.512,18.975,19.477,20.011,20.53,21.023,21.603,22.078,22.519,22.908,23.26,23.586,23.817,23.995,24.126,24.224,24.295,24.352,24.371,24.365,24.343,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BENTON SQUARE,17.347,17.338,17.247,16.619,16.366,16.369,16.45,16.638,16.886,17.184,17.553,18.05,18.784,19.534,20.303,21.058,21.783,22.704,23.426,24.097,24.701,25.263,25.815,26.214,26.54,26.783,26.941,27.083,27.24,27.388,27.525,27.645,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BENWELL,16.935,16.915,16.527,15.909,15.653,15.653,15.738,15.932,16.195,16.531,16.956,17.551,18.412,19.294,20.195,21.091,21.966,23.103,24.015,24.87,25.648,26.382,27.124,27.669,28.108,28.456,28.769,29.027,29.238,29.442,29.633,29.807,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BILLINGHAM MARSH HOUSE,14.464,14.47,14.12,13.545,13.375,13.482,13.685,13.984,14.351,14.779,15.309,15.992,16.899,17.852,18.832,19.78,20.65,21.71,22.55,23.329,24.029,24.685,25.328,25.8,26.185,26.478,26.705,26.897,27.076,27.245,27.398,27.528,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BILLY MILL,16.846,16.826,16.47,15.905,15.673,15.667,15.736,15.892,16.102,16.36,16.685,17.17,17.887,18.643,19.417,20.183,20.912,21.868,22.631,23.343,23.99,24.601,25.214,25.663,26.026,26.31,26.55,26.75,26.921,27.084,27.236,27.372,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BIRTLEY GROVE 66/11KV,13.855,13.778,13.484,13.044,12.842,12.801,12.812,12.89,13.012,13.177,13.4,13.738,14.27,14.827,15.399,15.966,16.511,17.231,17.805,18.345,18.839,19.308,19.779,20.128,20.412,20.629,20.795,20.936,21.069,21.186,21.287,21.372,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BIRTLEY GROVE 66/20KV,10.07,9.983,9.794,9.535,9.368,9.264,9.175,9.123,9.087,9.069,9.067,9.111,9.277,9.438,9.598,9.761,9.925,10.188,10.386,10.576,10.753,10.925,11.111,11.242,11.346,11.421,11.477,11.522,11.563,11.603,11.641,11.675,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BLAYDON BURN,17.139,16.977,16.678,16.288,16.035,15.881,15.771,15.722,15.74,15.848,16.025,16.308,16.818,17.359,17.877,18.391,18.891,19.439,19.886,20.265,20.583,20.853,21.085,21.235,21.342,21.415,21.468,21.501,21.52,21.535,21.542,21.539,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BLUCHER 33/11KV,14.65,15.27,15.283,14.66,14.413,14.423,14.512,14.692,14.939,15.257,15.667,16.249,17.057,17.904,18.775,19.643,20.489,21.589,22.497,23.36,24.16,24.932,25.718,26.323,26.821,27.223,27.572,27.862,28.11,28.295,28.437,28.554,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BOLDON DOWNHILL,10.496,10.456,12.173,11.787,11.639,11.651,11.717,11.843,12.012,12.219,12.489,12.884,13.442,14.041,14.657,15.264,15.832,16.578,17.168,17.717,18.212,18.677,19.137,19.467,19.724,19.915,20.075,20.198,20.293,20.38,20.456,20.518,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,9.291,9.281,11.13,11.003,10.954,10.959,10.979,11.036,11.108,11.196,11.306,11.446,11.716,11.99,12.277,12.564,12.848,13.185,13.463,13.729,13.971,14.197,14.415,14.591,14.749,14.892,15.032,15.164,15.287,15.411,15.535,15.655,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BOWESFIELD 33/11KV,12.936,12.912,12.728,12.427,12.317,12.348,12.428,12.587,12.788,13.03,13.332,13.754,14.395,15.067,15.767,16.469,17.169,18.02,18.711,19.358,19.94,20.474,20.988,21.372,21.687,21.943,22.171,22.366,22.537,22.701,22.855,22.997,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BOWESFIELD 66/11KV,13.871,13.821,13.641,13.374,13.228,13.158,13.108,13.097,13.105,13.133,13.182,13.256,13.491,13.711,13.933,14.153,14.371,14.661,14.889,15.106,15.31,15.508,15.713,15.873,16.014,16.113,16.153,16.204,16.292,16.378,16.461,16.538,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BRANCEPETH,15.287,15.305,15.258,14.746,14.629,14.798,15.074,15.485,15.987,16.585,17.33,18.285,19.569,20.921,22.322,23.701,25.003,26.674,27.992,29.216,30.287,31.278,32.252,32.942,33.477,33.881,34.245,34.521,34.713,34.888,35.04,35.165,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BREAMISH STREET,10.337,10.72,11.051,10.804,10.691,10.669,10.673,10.721,10.792,10.884,11.016,11.197,11.506,11.831,12.182,12.53,12.879,13.27,13.594,13.892,14.149,14.375,14.579,14.722,14.835,14.918,14.982,15.036,15.086,15.133,15.174,15.21,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BRENDA TRADING,21.194,21.102,23.527,22.665,22.284,22.238,22.298,22.497,22.781,23.148,23.625,24.311,25.317,26.355,27.419,28.479,29.508,30.853,31.912,32.898,33.789,34.622,35.453,36.051,36.525,36.885,37.175,37.41,37.613,37.806,37.982,38.134,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
CAMPLESHON ROAD,16.229,16.201,15.845,15.282,15.052,15.057,15.132,15.32,15.574,15.891,16.3,16.848,17.654,18.487,19.35,20.188,20.995,22.001,22.798,23.546,24.206,24.813,25.405,25.821,26.144,26.39,26.597,26.757,26.88,26.993,27.093,27.176,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
CARLEY HILL,16.705,16.644,16.209,15.512,15.227,15.224,15.304,15.494,15.751,16.069,16.474,17.105,17.997,18.951,19.931,20.89,21.818,23.066,24.063,24.998,25.843,26.638,27.431,28.003,28.45,28.788,29.07,29.291,29.468,29.633,29.78,29.906,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
CARLIN HOW T3 T4,13.998,13.987,13.681,13.155,12.981,13.072,13.259,13.579,13.97,14.43,14.986,15.687,16.656,17.653,18.683,19.702,20.678,21.919,22.898,23.825,24.638,25.389,26.124,26.652,27.076,27.417,27.728,27.98,28.18,28.371,28.548,28.708,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
CARR HILL,17.299,17.258,16.754,15.945,15.632,15.657,15.793,16.045,16.378,16.785,17.296,18.005,18.962,19.968,20.998,22.009,22.967,24.209,25.195,26.109,26.93,27.695,28.45,28.989,29.413,29.723,29.955,30.14,30.304,30.456,30.589,30.698,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
CATTERICK CAMP,16.592,16.565,16.319,15.902,15.753,15.798,15.909,16.127,16.4,16.728,17.13,17.616,18.367,19.125,19.916,20.704,21.484,22.424,23.17,23.868,24.483,25.042,25.575,25.965,26.291,26.563,26.82,27.041,27.231,27.415,27.592,27.759,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
CLOSE,22.475,22.361,22.949,22.672,22.464,22.333,22.221,22.251,22.297,22.355,22.431,22.535,22.966,23.316,23.667,24.019,24.383,24.872,25.201,25.518,25.814,26.09,26.368,26.557,26.73,26.879,27.018,27.147,27.278,27.412,27.547,27.681,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
