Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,29478.5,29258.203,29037.869,28817.461,28596.96,28376.381,28155.716,27934.972,27714.147,27493.245,27414.97,27336.99,27259.316,27181.938,27104.868,27028.095,26951.652,26875.532,26799.731,26724.239,26649.056,26574.181,26499.609,26425.219,26351.214,26277.511,26204.107,26131.005,26058.202,25985.701,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
AMBERTON ROAD,73073.353,73335.791,72776.542,72217.292,71658.043,71098.793,70539.544,69980.294,69421.045,68861.795,68655.509,68449.849,68244.812,68040.397,67836.602,67633.424,67430.863,67228.916,67027.581,66826.856,66626.74,66427.23,66228.326,66030.024,65832.324,65635.223,65438.72,65242.812,65047.499,64852.777,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
ANNFIELD 66/20KV,47284.095,46930.169,46576.204,46222.179,45868.065,45513.909,45159.637,44805.29,44450.841,44096.288,43970.504,43845.195,43720.382,43596.043,43472.126,43348.666,43225.688,43103.214,42981.217,42859.686,42738.635,42618.067,42497.988,42378.518,42259.452,42140.875,42022.789,41905.193,41788.088,41671.474,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
ASHINGTON,45280.218,45225.105,45168.564,45109.857,45047.822,44984.281,44916.503,44845.98,44771.68,44693.588,44847.927,45005.247,45166.313,45330.398,45495.649,45663.39,45834.558,46009.993,46188.811,46370.589,46555.913,46744.916,46937.859,47139.201,47341.451,47547.818,47758.352,47973.1,48192.113,48415.442,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
AYCLIFFE FORREST,4030.934,4000.084,3969.234,3938.385,3907.535,3876.685,3845.835,3814.985,3784.136,3753.286,3741.907,3730.562,3719.251,3707.975,3696.733,3685.525,3674.352,3663.212,3652.105,3641.033,3629.994,3618.988,3608.016,3597.077,3586.172,3575.299,3564.459,3553.653,3542.878,3532.137,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
AYCLIFFE INDUSTRIAL,35321.479,35051.154,34780.83,34510.505,34240.181,33969.856,33699.532,33429.207,33158.883,32888.558,32788.846,32689.436,32590.327,32491.519,32393.01,32294.8,32196.888,32099.273,32001.953,31904.929,31808.199,31711.762,31615.618,31519.765,31424.202,31328.929,31233.946,31139.25,31044.841,30950.718,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BARDEN FRIAR,2186.755,2191.414,2196.019,2200.556,2205.02,2209,2212.771,2216.256,2219.331,2222.305,2236.792,2251.526,2266.699,2282.048,2297.743,2313.768,2330.267,2347.307,2364.633,2382.285,2400.206,2418.412,2436.884,2455.023,2473.865,2492.974,2512.355,2532.009,2551.942,2572.155,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BEDALE,72405.818,73044.761,73078.417,73103.425,73119.649,73128.217,73127.727,73125.463,73111.43,73094.431,73452.34,73818.681,74193.488,74576.747,74961.418,75353.042,75755.394,76166.384,76584.148,77008.379,77440.03,77879.931,78327.345,78778.238,79239.14,79707.591,80183.678,80667.49,81159.12,81658.658,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BELMONT,80179.74,81849.179,81235.542,80621.906,80008.269,79394.633,78780.996,78167.36,77553.723,76940.086,76713.739,76488.079,76263.102,76038.808,75815.193,75592.257,75369.996,75148.409,74927.494,74707.249,74487.672,74268.76,74050.512,73832.926,73615.999,73399.73,73184.117,72969.157,72754.85,72541.192,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BENSHAM,35865.982,35591.491,35316.999,35042.507,34768.015,34493.524,34219.032,33944.54,33670.048,33395.557,33294.307,33193.365,33092.728,32992.397,32892.37,32792.646,32693.224,32594.104,32495.284,32396.764,32298.543,32200.62,32102.993,32005.662,31908.627,31811.885,31715.437,31619.282,31523.418,31427.844,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BENTON SQUARE,34739.445,35320.605,35296.622,35270.436,35241.687,35212.011,35179.813,35145.737,35109.498,35071.04,35212.79,35357.315,35504.287,35654.78,35807.445,35963.343,36122.79,36286.521,36453.893,36624.631,36798.712,36976.2,37157.049,37347.414,37538.239,37733.193,37932.327,38135.694,38343.347,38555.341,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BENWELL,38941.311,38830.597,38721.602,38614.308,38509.776,38406.785,38305.137,38200.366,38093.729,37985.507,38075.798,38164.638,38251.648,38339.109,38429.709,38521.602,38612.136,38700.379,38791.122,38886.146,38985.173,39087.496,39192.905,39289.366,39396.022,39505.163,39616.819,39731.015,39847.778,39967.138,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BILLINGHAM MARSH HOUSE,43883.09,43884.226,43882.351,43875.73,43863.261,43845.832,43822.956,43795.071,43762.101,43724.196,43913.351,44105.604,44301.677,44500.959,44704.325,44911.072,45123.337,45340.74,45563.059,45789.74,46020.788,46256.242,46495.763,46731.767,46977.218,47226.743,47480.389,47738.204,48000.235,48266.531,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BILLY MILL,49313.77,49280.724,49246.678,49209.507,49168.696,49126.571,49080.865,49032.493,48981.049,48926.458,49127.677,49332.834,49541.465,49755.095,49971.808,50193.111,50419.45,50651.873,50889.463,51131.83,51378.944,51630.894,51887.616,52157.845,52428.727,52705.47,52988.147,53276.833,53571.604,53872.536,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BIRTLEY GROVE 66/11KV,42125.829,41808.204,41490.549,41172.833,40855.058,40537.229,40219.347,39901.41,39583.414,39265.354,39150.981,39037.015,38923.454,38810.284,38697.509,38585.133,38473.16,38361.593,38250.43,38139.671,38029.315,37919.362,37809.81,37700.542,37591.742,37483.335,37375.318,37267.693,37160.459,37053.615,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BIRTLEY GROVE 66/20KV,29222.876,28999.226,28775.575,28551.925,28328.275,28104.624,27880.974,27657.324,27433.673,27210.023,27127.527,27045.281,26963.285,26881.537,26800.037,26718.784,26637.777,26557.016,26476.5,26396.228,26316.199,26236.413,26156.868,26077.565,25998.503,25919.68,25841.096,25762.75,25684.642,25606.771,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BLAYDON BURN,38724.458,38428.6,38132.747,37836.898,37541.057,37245.22,36949.386,36653.544,36357.697,36061.846,35953.073,35844.626,35736.503,35628.711,35521.254,35414.128,35307.323,35200.837,35094.681,34988.86,34883.37,34778.211,34673.38,34568.843,34464.651,34360.783,34257.238,34154.014,34051.111,33948.529,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BLUCHER 33/11KV,35878.07,36606.513,36506.092,36407.238,36310.929,36216.039,36122.387,36025.858,35927.609,35827.901,35911.089,35992.941,36073.106,36153.687,36237.16,36321.825,36405.237,36486.539,36570.143,36657.692,36748.93,36843.204,36940.321,37029.194,37127.46,37228.016,37330.888,37436.101,37543.68,37653.65,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BOLDON DOWNHILL,32748.348,36888.451,36648.485,36408.382,36168.147,35927.791,35687.315,35446.714,35205.981,34965.107,34882.882,34801.041,34719.582,34638.476,34557.732,34477.36,34397.372,34317.776,34238.57,34159.756,34081.33,34003.297,33925.65,33848.134,33771.158,33694.556,33618.327,33542.473,33466.993,33391.889,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,49912.498,54070.551,54196.565,54312.073,54417.986,54517.159,54611.244,54700.845,54783.316,54859.992,55204.974,55559.154,55922.871,56293.556,56666.445,57048.541,57441.75,57846.707,58258.627,58676.948,59103.014,59536.944,59979.062,60413.609,60864.766,61322.895,61788.083,62260.416,62739.982,63226.868,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BOWESFIELD 33/11KV,20466.359,20466.888,20466.014,20462.926,20457.111,20448.982,20438.313,20425.308,20409.931,20392.253,20480.472,20570.136,20661.581,20754.522,20849.369,20945.793,21044.79,21146.183,21249.869,21355.589,21463.346,21573.158,21684.867,21794.935,21909.409,22025.784,22144.08,22264.321,22386.528,22510.724,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BOWESFIELD 66/11KV,46098.17,46099.363,46097.393,46090.438,46077.34,46059.032,46035.001,46005.709,45971.074,45931.255,46129.959,46331.916,46537.886,46747.227,46960.858,47178.041,47401.021,47629.397,47862.939,48101.062,48343.773,48591.111,48842.723,49090.64,49348.48,49610.6,49877.05,50147.878,50423.136,50702.874,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BRANCEPETH,36393.858,36737.287,36458.755,36180.223,35901.691,35623.16,35344.628,35066.096,34787.565,34509.033,34406.293,34303.865,34201.747,34099.939,33998.44,33897.248,33796.363,33695.784,33595.51,33495.54,33395.873,33296.509,33197.445,33098.682,33000.218,32902.053,32804.185,32706.615,32609.339,32512.359,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BREAMISH STREET,22801.222,23765.696,23701.877,23639.053,23577.846,23517.542,23458.025,23396.679,23334.239,23270.873,23323.741,23375.759,23426.705,23477.916,23530.965,23584.771,23637.781,23689.45,23742.582,23798.221,23856.205,23916.118,23977.837,24034.318,24096.768,24160.674,24226.051,24292.916,24361.284,24431.172,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BRENDA TRADING,41558.653,47438.294,47120.234,46802.175,46484.116,46166.057,45847.997,45529.938,45211.879,44893.82,44776.5,44659.536,44542.926,44426.67,44310.767,44195.214,44080.013,43965.16,43850.656,43736.499,43622.688,43509.221,43396.099,43283.32,43170.883,43058.787,42947.031,42835.613,42724.533,42613.791,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
CAMPLESHON ROAD,30032.238,29819.698,29607.185,29394.565,29181.707,28968.595,28755.299,28541.877,28328.333,28114.635,28046.754,27979.364,27912.33,27845.684,27779.427,27713.672,27648.415,27583.719,27519.479,27455.693,27392.363,27329.515,27267.125,27206.098,27145.059,27084.569,27024.631,26965.248,26906.423,26848.161,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
CARLEY HILL,42381.499,42086.613,41791.539,41496.086,41200.274,40904.128,40607.653,40310.836,40013.657,39716.088,39624.513,39533.587,39443.303,39353.582,39264.453,39175.946,39088.089,39000.911,38914.405,38828.577,38743.421,38658.947,38575.139,38491.299,38408.552,38326.44,38244.965,38164.131,38083.939,38004.393,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
CARLIN HOW T3 T4,29510.173,29512.51,29512.98,29510.98,29504.782,29496.22,29484.898,29470.971,29453.563,29432.081,29563.003,29696.196,29832.183,29970.561,30111.508,30254.079,30399.708,30548.707,30700.3,30854.674,31011.844,31172.025,31334.768,31499.892,31668.381,31839.809,32014.212,32191.623,32372.078,32555.613,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
CARR HILL,31683.031,31440.553,31198.074,30955.595,30713.117,30470.638,30228.16,29985.681,29743.203,29500.724,29411.283,29322.113,29233.214,29144.584,29056.223,28968.129,28880.303,28792.743,28705.448,28618.418,28531.652,28445.149,28358.909,28272.93,28187.211,28101.752,28016.553,27931.611,27846.928,27762.501,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
CATTERICK CAMP,48769.369,48865.689,48960.702,49053.604,49144.304,49224.866,49300.626,49370.522,49431.484,49490.121,49805.239,50125.94,50456.062,50790.322,51131.533,51479.903,51838.541,52208.653,52584.99,52968.285,53357.517,53753.077,54154.518,54549.4,54959.152,55374.81,55796.444,56224.125,56657.923,57097.911,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
CLOSE,89877.32,91238.229,90986.665,90739.029,90497.766,90260.061,90025.455,89783.643,89537.522,89287.744,89496.138,89701.182,89902.002,90103.865,90312.971,90525.062,90734.017,90937.683,91147.118,91366.435,91594.993,91831.156,92074.441,92297.076,92543.239,92795.141,93052.844,93316.41,93585.903,93861.387,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
CONEYTHORPE,41042.695,43679.203,43758.093,43828.89,43892.287,43950.472,44004.689,44055.471,44100.702,44141.487,44401.511,44668.647,44943.156,45223.078,45504.713,45793.453,46090.788,46397.182,46708.968,47025.716,47348.46,47677.297,48012.468,48341.924,48684.155,49031.794,49384.907,49743.561,50107.823,50477.761,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
CONSETT,72580.04,76398.731,75902.83,75406.483,74909.452,74412.113,73913.903,73415.129,72915.579,72415.25,72268.32,72122.543,71978.076,71834.767,71692.235,71550.749,71410.501,71271.661,71134.046,70997.568,70862.345,70728.403,70595.795,70465.434,70335.78,70207.491,70080.575,69955.041,69830.898,69708.153,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
CORPORATION STREET,36298.45,36195.25,36093.652,35993.64,35896.201,35800.2,35705.451,35607.791,35508.391,35407.514,35491.677,35574.488,35655.592,35737.118,35821.569,35907.225,35991.615,36073.869,36158.453,36247.028,36339.335,36434.713,36532.968,36622.883,36722.3,36824.034,36928.112,37034.558,37143.397,37254.656,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
COWTON,1425.231,1424.467,1423.65,1422.707,1421.629,1420.421,1419.036,1417.643,1416.025,1414.381,1420.011,1425.772,1431.662,1437.701,1443.757,1449.909,1456.232,1462.671,1469.219,1475.872,1482.643,1489.551,1496.576,1503.741,1511.019,1518.423,1525.956,1533.619,1541.412,1549.339,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
CRAMLINGTON T1 T3,45488.362,46199.012,46141.75,46082.34,46019.629,45955.427,45887.006,45815.822,45740.854,45662.09,45816.814,45974.502,46135.915,46300.345,46465.962,46634.074,46805.597,46981.361,47160.519,47342.665,47528.379,47717.791,47911.159,48112.841,48315.507,48522.302,48733.273,48948.47,49167.943,49391.744,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
CRAMLINGTON T2 T4,25342.349,25311.6,25280.055,25247.295,25212.672,25177.208,25139.376,25100.008,25058.531,25014.935,25101.435,25189.606,25279.871,25371.832,25464.453,25558.473,25654.417,25752.754,25852.989,25954.887,26058.773,26164.72,26272.875,26385.746,26499.124,26614.812,26732.836,26853.224,26976.005,27101.206,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
DARLEY,7640.707,7660.499,7679.917,7697.721,7714.052,7729.349,7743.869,7757.699,7770.438,7782.285,7835.217,7889.562,7945.371,8002.249,8059.465,8118.096,8178.433,8240.575,8303.786,8367.98,8433.362,8499.951,8567.798,8634.472,8703.702,8774.001,8845.383,8917.861,8991.448,9066.158,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
DARLINGTON 132/6KV,4861.935,4824.725,4787.516,4750.306,4713.096,4675.887,4638.677,4601.467,4564.258,4527.048,4513.323,4499.639,4485.997,4472.396,4458.837,4445.318,4431.841,4418.404,4405.009,4391.653,4378.339,4365.064,4351.83,4338.636,4325.482,4312.368,4299.294,4286.259,4273.264,4260.308,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
DARLINGTON 33/11KV,33155.03,32901.286,32647.542,32393.798,32140.054,31886.31,31632.566,31378.821,31125.077,30871.333,30777.737,30684.424,30591.394,30498.647,30406.18,30313.994,30222.087,30130.459,30039.109,29948.035,29857.238,29766.716,29676.469,29586.495,29496.794,29407.365,29318.207,29229.319,29140.701,29052.351,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
DARLINGTON CENTRAL 33/11KV,31857.686,49133.87,48890.055,48646.24,48402.425,48158.61,47914.794,47670.979,47427.164,47183.349,47093.415,47003.753,46914.364,46825.245,46736.397,46647.818,46559.507,46471.465,46383.689,46296.179,46208.935,46121.955,46035.239,45948.786,45862.595,45776.665,45690.996,45605.586,45520.436,45435.543,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
DARLINGTON EAST,63654.2,64049.91,63569.559,63089.111,62608.544,62127.876,61647.097,61166.215,60685.23,60204.144,60030.832,59858.121,59686.024,59514.526,59343.643,59173.36,59003.718,58834.709,58666.326,58498.556,58331.398,58164.851,57998.906,57833.407,57668.618,57504.426,57340.832,57177.834,57015.432,56853.626,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
DARLINGTON WEST,44299.033,43960.001,43620.969,43281.937,42942.905,42603.873,42264.841,41925.808,41586.776,41247.744,41122.688,40998.012,40873.713,40749.791,40626.245,40503.073,40380.275,40257.849,40135.794,40014.109,39892.794,39771.846,39651.264,39531.049,39411.197,39291.71,39172.584,39053.82,38935.415,38817.37,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
DENWICK,59008.774,59484.451,59410.768,59334.261,59253.418,59170.612,59082.284,58990.379,58893.552,58791.783,58992.917,59197.934,59407.834,59621.668,59837.022,60055.62,60278.685,60507.311,60740.344,60977.236,61218.748,61465.055,61716.497,61978.884,62242.454,62511.391,62785.756,63065.614,63351.03,63642.07,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
DUNSTON 66/11KV,47790.425,51419.232,51053.479,50687.727,50321.974,49956.222,49590.469,49224.716,48858.964,48493.211,48358.299,48223.796,48089.701,47956.012,47822.728,47689.849,47557.373,47425.298,47293.623,47162.348,47031.471,46900.991,46770.906,46641.215,46511.918,46383.013,46254.499,46126.374,45998.638,45871.289,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
DUNSTON 66/20KV,52476.893,53170.274,52768.654,52367.035,51965.415,51563.796,51162.177,50760.557,50358.938,49957.318,49809.176,49661.484,49514.238,49367.44,49221.086,49075.176,48929.709,48784.682,48640.096,48495.947,48352.236,48208.96,48066.119,47923.711,47781.734,47640.188,47499.071,47358.382,47218.12,47078.283,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
