Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,49,72,131,207,311,457,648,892,1196,1572,2030,2580,3255,3965,4775,5680,6669,7807,9003,10220,11426,12480,13431,14267,14977,15566,16005,16122,16224,16315,16397,16472,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric cars and vans (hybrid and full electric)
AMBERTON ROAD,50,71,127,196,288,415,581,792,1054,1380,1776,2251,2835,3448,4149,4931,5786,6769,7804,8855,9897,10808,11630,12353,12966,13475,13855,13956,14044,14122,14193,14258,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric cars and vans (hybrid and full electric)
ANNFIELD 66/20KV,76,104,181,270,385,538,736,987,1300,1687,2158,2724,3418,4147,4980,5911,6927,8096,9326,10576,11815,12898,13875,14734,15463,16068,16519,16639,16744,16837,16920,16997,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric cars and vans (hybrid and full electric)
ASHINGTON,68,97,175,271,403,585,823,1126,1504,1971,2541,3224,4063,4946,5953,7078,8307,9721,11208,12721,14219,15529,16711,17751,18632,19364,19910,20055,20182,20295,20397,20490,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric cars and vans (hybrid and full electric)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric cars and vans (hybrid and full electric)
AYCLIFFE INDUSTRIAL,48,63,105,149,203,269,352,457,588,749,946,1182,1471,1776,2123,2511,2934,3422,3934,4456,4972,5423,5830,6188,6492,6744,6931,6981,7025,7063,7098,7130,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric cars and vans (hybrid and full electric)
BARDEN FRIAR,3,3,6,8,11,15,21,27,35,45,57,71,88,107,128,152,177,207,238,270,301,329,353,375,393,409,420,423,426,428,430,432,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric cars and vans (hybrid and full electric)
BEDALE,37,52,92,140,203,290,403,547,726,948,1218,1541,1939,2357,2834,3367,3949,4619,5324,6040,6750,7370,7930,8422,8840,9187,9445,9514,9574,9627,9675,9719,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric cars and vans (hybrid and full electric)
BELMONT,63,86,146,213,299,410,552,733,957,1234,1572,1977,2474,2997,3593,4260,4988,5825,6706,7602,8489,9265,9964,10580,11102,11535,11858,11944,12019,12085,12145,12200,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric cars and vans (hybrid and full electric)
BENSHAM,45,61,104,154,217,300,407,543,711,920,1174,1478,1852,2246,2695,3196,3744,4374,5037,5710,6378,6962,7488,7951,8344,8670,8913,8977,9034,9084,9129,9170,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric cars and vans (hybrid and full electric)
BENTON SQUARE,54,76,133,201,292,414,572,774,1024,1335,1713,2167,2723,3309,3977,4724,5539,6478,7465,8468,9462,10332,11115,11805,12390,12876,13238,13334,13418,13493,13560,13622,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric cars and vans (hybrid and full electric)
BENWELL,24,37,72,118,185,280,407,569,771,1020,1325,1690,2139,2611,3149,3751,4408,5164,5960,6769,7570,8271,8903,9459,9931,10322,10614,10692,10760,10821,10875,10925,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric cars and vans (hybrid and full electric)
