Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,2,2.039,2.122,2.221,2.405,2.642,2.928,3.208,3.482,3.741,4.016,4.282,4.548,4.811,5.09,5.408,5.74,6.048,6.349,6.649,6.949,7.249,7.549,7.849,8.149,8.449,8.749,9.048,9.348,9.648,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
AMBERTON ROAD,1.768,1.837,1.908,1.992,2.147,2.346,2.587,2.823,3.053,3.271,3.504,3.727,3.951,4.173,4.408,4.676,4.956,5.215,5.469,5.722,5.974,6.227,6.48,6.732,6.985,7.237,7.49,7.743,7.995,8.248,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
ANNFIELD 66/20KV,1.935,2.019,2.104,2.206,2.394,2.636,2.928,3.215,3.494,3.758,4.04,4.312,4.583,4.852,5.137,5.462,5.801,6.116,6.424,6.731,7.037,7.343,7.65,7.956,8.263,8.569,8.875,9.182,9.488,9.795,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
ASHINGTON,2.584,2.711,2.839,2.991,3.273,3.637,4.074,4.504,4.923,5.32,5.743,6.15,6.557,6.961,7.388,7.877,8.385,8.857,9.319,9.779,10.239,10.699,11.159,11.618,12.078,12.538,12.997,13.457,13.917,14.376,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
AYCLIFFE INDUSTRIAL,0.913,0.948,0.983,1.025,1.103,1.203,1.324,1.443,1.559,1.669,1.785,1.898,2.01,2.122,2.24,2.375,2.516,2.646,2.774,2.901,3.028,3.155,3.282,3.409,3.536,3.663,3.79,3.917,4.044,4.171,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BARDEN FRIAR,0.061,0.064,0.068,0.072,0.08,0.091,0.103,0.115,0.127,0.139,0.151,0.162,0.174,0.185,0.198,0.212,0.226,0.239,0.253,0.266,0.279,0.292,0.305,0.318,0.331,0.344,0.357,0.371,0.384,0.397,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BEDALE,1.489,1.547,1.605,1.674,1.802,1.967,2.166,2.362,2.552,2.732,2.924,3.109,3.294,3.478,3.672,3.894,4.125,4.339,4.549,4.758,4.967,5.175,5.384,5.593,5.802,6.011,6.219,6.428,6.637,6.846,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BELMONT,1.459,1.52,1.581,1.653,1.788,1.961,2.169,2.374,2.574,2.763,2.964,3.158,3.352,3.545,3.748,3.981,4.223,4.448,4.668,4.887,5.106,5.325,5.544,5.763,5.982,6.201,6.42,6.639,6.858,7.077,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BENSHAM,0.46,0.506,0.553,0.608,0.71,0.842,1,1.156,1.308,1.452,1.605,1.753,1.901,2.047,2.202,2.379,2.563,2.734,2.902,3.069,3.235,3.402,3.568,3.735,3.902,4.068,4.235,4.402,4.568,4.735,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BENTON SQUARE,1.676,1.739,1.803,1.879,2.02,2.202,2.42,2.635,2.845,3.043,3.254,3.458,3.661,3.863,4.076,4.321,4.575,4.81,5.041,5.271,5.501,5.731,5.96,6.19,6.42,6.65,6.879,7.109,7.339,7.569,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BENWELL,1.111,1.171,1.231,1.303,1.436,1.607,1.814,2.017,2.214,2.402,2.601,2.793,2.985,3.176,3.377,3.607,3.847,4.07,4.287,4.505,4.722,4.938,5.155,5.372,5.589,5.806,6.023,6.239,6.456,6.673,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BILLINGHAM MARSH HOUSE,2.397,2.468,2.541,2.627,2.787,2.992,3.24,3.483,3.721,3.945,4.185,4.415,4.645,4.874,5.116,5.392,5.68,5.947,6.208,6.469,6.729,6.99,7.25,7.51,7.77,8.03,8.291,8.551,8.811,9.071,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BILLY MILL,1.579,1.635,1.691,1.758,1.882,2.041,2.233,2.422,2.606,2.78,2.966,3.145,3.324,3.501,3.688,3.903,4.126,4.333,4.536,4.738,4.94,5.142,5.343,5.545,5.747,5.949,6.151,6.353,6.554,6.756,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BIRTLEY GROVE 66/11KV,1.094,1.137,1.179,1.23,1.324,1.445,1.591,1.734,1.873,2.006,2.146,2.282,2.418,2.552,2.694,2.857,3.026,3.184,3.337,3.491,3.644,3.797,3.95,4.103,4.256,4.409,4.562,4.715,4.869,5.022,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BIRTLEY GROVE 66/20KV,0.439,0.464,0.488,0.518,0.573,0.644,0.729,0.813,0.895,0.972,1.055,1.134,1.214,1.293,1.376,1.471,1.57,1.662,1.752,1.842,1.932,2.022,2.111,2.201,2.29,2.38,2.47,2.559,2.649,2.739,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BLAYDON BURN,0.798,0.852,0.906,0.971,1.091,1.246,1.432,1.616,1.794,1.963,2.143,2.317,2.49,2.662,2.844,3.052,3.269,3.47,3.666,3.863,4.059,4.254,4.45,4.646,4.842,5.038,5.233,5.429,5.625,5.821,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BLUCHER 33/11KV,1.238,1.297,1.357,1.428,1.56,1.73,1.934,2.135,2.331,2.516,2.713,2.904,3.094,3.282,3.482,3.71,3.948,4.168,4.384,4.599,4.813,5.028,5.243,5.458,5.672,5.887,6.102,6.316,6.531,6.746,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BOLDON DOWNHILL,1.868,1.915,1.962,2.018,2.122,2.255,2.416,2.575,2.729,2.875,3.031,3.18,3.33,3.479,3.636,3.816,4.003,4.177,4.346,4.516,4.685,4.854,5.023,5.193,5.362,5.531,5.7,5.869,6.038,6.208,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0.504,0.523,0.542,0.564,0.605,0.658,0.722,0.785,0.846,0.904,0.966,1.025,1.085,1.144,1.206,1.277,1.352,1.42,1.488,1.555,1.622,1.689,1.757,1.824,1.891,1.958,2.025,2.092,2.159,2.227,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
