Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
BILLINGHAM MARSH HOUSE,13.099,13.123,13.142,13.161,13.18,13.246,13.321,13.406,13.488,13.589,13.686,13.78,13.875,13.963,14.064,14.18,14.294,14.409,14.519,14.627,14.734,14.842,14.949,15.057,15.164,15.272,15.379,15.487,15.594,15.701,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
BILLY MILL,1.518,1.536,1.552,1.567,1.583,1.634,1.693,1.76,1.825,1.906,1.985,2.061,2.139,2.212,2.293,2.382,2.471,2.56,2.646,2.731,2.816,2.9,2.985,3.069,3.154,3.239,3.323,3.408,3.492,3.577,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
BIRTLEY GROVE 66/11KV,1.074,1.088,1.101,1.113,1.126,1.165,1.211,1.263,1.315,1.378,1.44,1.501,1.563,1.623,1.686,1.754,1.822,1.889,1.956,2.022,2.087,2.153,2.218,2.284,2.349,2.415,2.48,2.546,2.611,2.677,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
BIRTLEY GROVE 66/20KV,0.485,0.492,0.5,0.508,0.516,0.54,0.568,0.599,0.631,0.67,0.709,0.749,0.788,0.827,0.866,0.906,0.946,0.985,1.025,1.064,1.104,1.143,1.183,1.222,1.262,1.301,1.341,1.38,1.42,1.459,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
BLAYDON BURN,1.028,1.045,1.063,1.081,1.098,1.151,1.212,1.282,1.352,1.44,1.528,1.617,1.706,1.795,1.883,1.969,2.055,2.142,2.228,2.316,2.403,2.49,2.577,2.664,2.752,2.839,2.926,3.013,3.1,3.188,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
BLUCHER 33/11KV,1.206,1.225,1.242,1.258,1.274,1.328,1.391,1.462,1.53,1.616,1.698,1.778,1.858,1.935,2.019,2.114,2.208,2.303,2.394,2.484,2.574,2.663,2.753,2.842,2.932,3.021,3.111,3.2,3.289,3.379,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
BOLDON DOWNHILL,1.779,1.794,1.807,1.82,1.833,1.876,1.926,1.981,2.036,2.103,2.169,2.232,2.296,2.357,2.424,2.499,2.573,2.648,2.72,2.791,2.861,2.932,3.003,3.073,3.144,3.215,3.286,3.356,3.427,3.498,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0.912,0.917,0.923,0.929,0.936,0.954,0.976,1,1.025,1.056,1.087,1.119,1.151,1.183,1.214,1.243,1.273,1.303,1.333,1.364,1.394,1.425,1.456,1.486,1.517,1.547,1.578,1.609,1.639,1.67,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
BOWESFIELD 33/11KV,0.654,0.669,0.685,0.702,0.719,0.765,0.818,0.88,0.944,1.024,1.107,1.192,1.277,1.365,1.446,1.517,1.589,1.661,1.736,1.812,1.888,1.965,2.041,2.117,2.194,2.27,2.347,2.423,2.499,2.576,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
BOWESFIELD 66/11KV,0.814,0.825,0.836,0.847,0.859,0.891,0.929,0.973,1.017,1.072,1.128,1.184,1.241,1.298,1.353,1.407,1.46,1.513,1.567,1.621,1.675,1.73,1.784,1.838,1.893,1.947,2.001,2.056,2.11,2.164,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
BRANCEPETH,16.907,16.939,16.97,17,17.03,17.123,17.23,17.352,17.473,17.624,17.774,17.924,18.074,18.222,18.374,18.528,18.682,18.837,18.99,19.143,19.296,19.449,19.602,19.754,19.907,20.06,20.213,20.366,20.518,20.671,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
BREAMISH STREET,0.313,0.32,0.328,0.336,0.344,0.367,0.393,0.424,0.455,0.494,0.534,0.575,0.615,0.656,0.695,0.732,0.769,0.806,0.843,0.881,0.919,0.957,0.995,1.034,1.072,1.11,1.148,1.186,1.224,1.262,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
BRENDA TRADING,1.901,1.928,1.954,1.981,2.007,2.086,2.178,2.283,2.389,2.52,2.652,2.784,2.916,3.049,3.181,3.312,3.443,3.574,3.705,3.836,3.967,4.099,4.23,4.361,4.493,4.624,4.755,4.886,5.018,5.149,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
CAMPLESHON ROAD,1.834,1.854,1.872,1.891,1.909,1.967,2.034,2.11,2.186,2.28,2.373,2.465,2.557,2.648,2.741,2.839,2.937,3.034,3.131,3.227,3.322,3.418,3.514,3.61,3.705,3.801,3.897,3.993,4.088,4.184,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
CARLEY HILL,1.398,1.42,1.442,1.464,1.486,1.552,1.63,1.718,1.806,1.916,2.025,2.133,2.242,2.349,2.459,2.571,2.683,2.795,2.906,3.017,3.128,3.239,3.349,3.46,3.571,3.682,3.792,3.903,4.014,4.125,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
CARLIN HOW T3 T4,4.52,4.545,4.571,4.596,4.622,4.696,4.783,4.882,4.982,5.108,5.234,5.361,5.488,5.617,5.743,5.865,5.987,6.109,6.232,6.356,6.48,6.604,6.728,6.852,6.976,7.1,7.223,7.347,7.471,7.595,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
CARR HILL,1.719,1.746,1.771,1.795,1.82,1.899,1.991,2.095,2.197,2.323,2.447,2.568,2.691,2.809,2.935,3.071,3.207,3.343,3.475,3.607,3.738,3.869,4,4.131,4.261,4.392,4.523,4.654,4.785,4.916,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
CATTERICK CAMP,1.851,1.884,1.915,1.947,1.979,2.071,2.179,2.301,2.423,2.574,2.724,2.874,3.025,3.174,3.325,3.479,3.633,3.788,3.941,4.094,4.248,4.401,4.554,4.707,4.86,5.013,5.167,5.32,5.473,5.626,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
CLOSE,0.402,0.407,0.417,0.428,0.439,0.461,0.487,0.52,0.555,0.601,0.652,0.708,0.762,0.823,0.87,0.898,0.928,0.957,0.992,1.03,1.068,1.106,1.145,1.183,1.221,1.26,1.298,1.336,1.374,1.413,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
CONEYTHORPE,1.562,1.576,1.59,1.605,1.62,1.663,1.713,1.77,1.827,1.899,1.97,2.042,2.114,2.186,2.257,2.328,2.399,2.47,2.541,2.612,2.684,2.755,2.826,2.898,2.969,3.04,3.112,3.183,3.255,3.326,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
CONSETT,23.72,23.753,23.784,23.816,23.848,23.942,24.052,24.177,24.302,24.457,24.613,24.768,24.923,25.078,25.233,25.391,25.548,25.706,25.863,26.019,26.176,26.333,26.489,26.646,26.803,26.959,27.116,27.273,27.429,27.586,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
CORPORATION STREET,0.112,0.118,0.124,0.13,0.136,0.154,0.174,0.198,0.222,0.251,0.282,0.313,0.344,0.375,0.405,0.434,0.462,0.49,0.519,0.548,0.577,0.606,0.636,0.665,0.694,0.723,0.752,0.781,0.811,0.84,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
COWTON,0.376,0.378,0.381,0.384,0.387,0.395,0.405,0.416,0.427,0.442,0.457,0.472,0.487,0.503,0.518,0.53,0.543,0.555,0.568,0.582,0.595,0.609,0.622,0.636,0.65,0.663,0.677,0.69,0.704,0.717,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
CRAMLINGTON T1 T3,0.658,0.67,0.68,0.691,0.701,0.732,0.769,0.81,0.851,0.901,0.952,1.002,1.052,1.101,1.152,1.205,1.257,1.309,1.361,1.413,1.465,1.516,1.568,1.619,1.671,1.723,1.774,1.826,1.878,1.929,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
CRAMLINGTON T2 T4,0.503,0.514,0.524,0.534,0.544,0.574,0.608,0.647,0.686,0.734,0.782,0.829,0.876,0.923,0.971,1.021,1.071,1.121,1.17,1.219,1.268,1.317,1.366,1.415,1.464,1.513,1.562,1.611,1.66,1.709,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
DARLEY,0.472,0.478,0.485,0.492,0.499,0.517,0.538,0.563,0.588,0.621,0.654,0.689,0.723,0.76,0.792,0.82,0.849,0.877,0.906,0.936,0.967,0.997,1.028,1.058,1.088,1.119,1.149,1.18,1.21,1.241,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
DARLINGTON 132/6KV,0.812,0.821,0.83,0.839,0.848,0.875,0.906,0.941,0.977,1.021,1.065,1.11,1.154,1.199,1.243,1.287,1.331,1.375,1.419,1.464,1.508,1.552,1.596,1.64,1.685,1.729,1.773,1.817,1.862,1.906,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
DARLINGTON 33/11KV,1.082,1.097,1.116,1.134,1.153,1.202,1.259,1.326,1.395,1.482,1.573,1.666,1.758,1.855,1.942,2.019,2.096,2.173,2.254,2.335,2.418,2.5,2.583,2.665,2.748,2.83,2.913,2.995,3.078,3.16,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
DARLINGTON CENTRAL 33/11KV,0.463,0.47,0.476,0.483,0.489,0.509,0.532,0.558,0.584,0.616,0.648,0.679,0.711,0.742,0.774,0.807,0.841,0.874,0.907,0.94,0.972,1.005,1.038,1.071,1.103,1.136,1.169,1.202,1.234,1.267,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
DARLINGTON EAST,6.495,6.505,6.517,6.528,6.54,6.574,6.614,6.659,6.705,6.762,6.82,6.878,6.937,6.996,7.053,7.108,7.164,7.219,7.276,7.332,7.389,7.445,7.502,7.559,7.615,7.672,7.728,7.785,7.841,7.898,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
DARLINGTON WEST,1.812,1.834,1.853,1.871,1.89,1.95,2.02,2.098,2.176,2.271,2.365,2.457,2.549,2.638,2.733,2.837,2.94,3.044,3.144,3.244,3.343,3.443,3.542,3.641,3.74,3.84,3.939,4.038,4.138,4.237,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
DENWICK,2.592,2.623,2.661,2.699,2.737,2.835,2.951,3.085,3.224,3.399,3.579,3.766,3.951,4.145,4.32,4.473,4.628,4.781,4.943,5.107,5.273,5.438,5.604,5.769,5.935,6.1,6.266,6.431,6.597,6.762,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
DUNSTON 66/11KV,0.483,0.493,0.504,0.515,0.525,0.556,0.591,0.633,0.674,0.727,0.781,0.835,0.889,0.945,0.998,1.047,1.096,1.145,1.196,1.246,1.297,1.348,1.399,1.45,1.501,1.552,1.603,1.654,1.705,1.756,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
DUNSTON 66/20KV,1.149,1.169,1.188,1.207,1.226,1.284,1.353,1.43,1.507,1.602,1.696,1.789,1.883,1.974,2.07,2.17,2.269,2.369,2.467,2.564,2.662,2.759,2.857,2.954,3.051,3.149,3.246,3.343,3.441,3.538,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
DURHAM EAST,0.607,0.614,0.624,0.635,0.646,0.67,0.699,0.734,0.772,0.82,0.872,0.928,0.983,1.045,1.093,1.127,1.161,1.195,1.234,1.275,1.316,1.358,1.4,1.441,1.483,1.525,1.566,1.608,1.649,1.691,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
EASTFIELD,1.838,1.86,1.878,1.897,1.916,1.976,2.045,2.123,2.2,2.294,2.387,2.477,2.567,2.654,2.749,2.852,2.955,3.058,3.159,3.258,3.357,3.455,3.554,3.653,3.752,3.851,3.949,4.048,4.147,4.246,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
EASTGATE CEMENT,0.527,0.532,0.539,0.546,0.553,0.569,0.589,0.612,0.636,0.667,0.7,0.734,0.768,0.805,0.836,0.861,0.886,0.91,0.937,0.965,0.993,1.021,1.049,1.077,1.105,1.133,1.161,1.189,1.217,1.245,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
EDUCATIONAL PRECINCT,0.363,0.372,0.383,0.393,0.403,0.433,0.467,0.507,0.547,0.597,0.649,0.701,0.753,0.806,0.857,0.904,0.951,0.999,1.047,1.096,1.145,1.194,1.243,1.292,1.342,1.391,1.44,1.489,1.538,1.587,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
ELVINGTON,1.323,1.325,1.33,1.335,1.34,1.352,1.367,1.385,1.403,1.426,1.45,1.475,1.499,1.525,1.548,1.566,1.586,1.605,1.626,1.647,1.669,1.69,1.711,1.733,1.754,1.776,1.797,1.818,1.84,1.861,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
FARADAY STREET,0.682,0.706,0.729,0.753,0.777,0.847,0.928,1.021,1.115,1.233,1.352,1.472,1.592,1.713,1.831,1.945,2.059,2.173,2.288,2.404,2.52,2.636,2.752,2.867,2.983,3.099,3.215,3.331,3.447,3.563,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
FAWDON T1 & SEATON BURN T1,2.055,2.082,2.106,2.13,2.155,2.23,2.319,2.418,2.517,2.639,2.759,2.877,2.996,3.112,3.234,3.364,3.493,3.622,3.749,3.875,4.001,4.127,4.252,4.378,4.504,4.629,4.755,4.881,5.006,5.132,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
FISHBURN,25.393,25.419,25.444,25.469,25.494,25.571,25.66,25.761,25.861,25.986,26.109,26.232,26.354,26.475,26.599,26.729,26.858,26.987,27.115,27.243,27.37,27.497,27.624,27.751,27.878,28.005,28.132,28.259,28.386,28.513,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
FLATWORTH CENTRAL,0.814,0.824,0.834,0.844,0.854,0.884,0.92,0.96,1,1.05,1.1,1.15,1.2,1.25,1.3,1.351,1.401,1.451,1.501,1.552,1.602,1.652,1.702,1.752,1.802,1.853,1.903,1.953,2.003,2.053,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
FOSS ISLANDS,0.891,0.913,0.936,0.96,0.984,1.05,1.127,1.217,1.308,1.423,1.541,1.662,1.781,1.905,2.021,2.126,2.232,2.338,2.447,2.557,2.668,2.778,2.889,3,3.11,3.221,3.332,3.442,3.553,3.664,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
FOSSWAY 33/11KV,0.547,0.569,0.59,0.61,0.63,0.693,0.766,0.849,0.931,1.034,1.135,1.234,1.334,1.432,1.535,1.642,1.749,1.856,1.962,2.066,2.171,2.276,2.38,2.485,2.589,2.694,2.798,2.903,3.007,3.112,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
FOURSTONES 20KV,36.994,37.016,37.043,37.07,37.097,37.167,37.249,37.344,37.443,37.567,37.697,37.831,37.964,38.105,38.23,38.337,38.445,38.552,38.666,38.782,38.899,39.016,39.133,39.25,39.367,39.484,39.601,39.718,39.835,39.952,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
FYLANDS BRIDGE,2.137,2.161,2.185,2.209,2.233,2.307,2.392,2.49,2.586,2.707,2.826,2.944,3.062,3.179,3.299,3.422,3.546,3.671,3.794,3.916,4.039,4.161,4.283,4.406,4.528,4.65,4.773,4.895,5.017,5.139,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
GALE LANE,7.037,7.058,7.075,7.092,7.109,7.167,7.235,7.31,7.383,7.472,7.559,7.642,7.726,7.805,7.895,7.998,8.099,8.201,8.299,8.395,8.491,8.586,8.682,8.778,8.873,8.969,9.064,9.16,9.255,9.351,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
GARWOOD STREET,1.187,1.205,1.224,1.243,1.262,1.316,1.379,1.452,1.526,1.619,1.715,1.812,1.909,2.009,2.103,2.188,2.275,2.361,2.449,2.539,2.629,2.719,2.809,2.899,2.989,3.079,3.169,3.259,3.349,3.439,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
GATESHEAD CENTRAL,0.245,0.252,0.261,0.271,0.28,0.304,0.332,0.365,0.399,0.443,0.488,0.536,0.583,0.633,0.677,0.713,0.75,0.786,0.825,0.865,0.905,0.945,0.985,1.026,1.066,1.106,1.146,1.187,1.227,1.267,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
GATESHEAD EAST,0.175,0.175,0.177,0.179,0.18,0.184,0.188,0.193,0.199,0.206,0.213,0.222,0.23,0.238,0.246,0.25,0.256,0.261,0.267,0.273,0.279,0.285,0.291,0.297,0.304,0.31,0.316,0.322,0.328,0.335,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
GOSFORTH 33/11KV,0.591,0.598,0.606,0.614,0.621,0.644,0.671,0.702,0.733,0.772,0.811,0.85,0.89,0.929,0.968,1.006,1.044,1.082,1.12,1.158,1.197,1.235,1.274,1.312,1.351,1.389,1.428,1.466,1.505,1.543,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
GRANGETOWN,1.302,1.325,1.348,1.37,1.393,1.461,1.54,1.63,1.72,1.833,1.945,2.057,2.17,2.282,2.394,2.508,2.621,2.734,2.847,2.96,3.073,3.186,3.299,3.412,3.525,3.638,3.751,3.863,3.976,4.089,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
GREATHAM,0.189,0.191,0.194,0.198,0.201,0.208,0.217,0.228,0.239,0.254,0.27,0.287,0.304,0.322,0.337,0.348,0.358,0.369,0.381,0.393,0.406,0.419,0.432,0.444,0.457,0.47,0.483,0.496,0.508,0.521,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
GUISBOROUGH T1 T2,7.039,7.071,7.102,7.133,7.164,7.256,7.363,7.485,7.607,7.76,7.913,8.065,8.218,8.37,8.523,8.676,8.829,8.982,9.135,9.288,9.441,9.594,9.747,9.9,10.053,10.206,10.359,10.512,10.665,10.818,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
HARLOW GREEN,1.12,1.144,1.165,1.187,1.208,1.277,1.356,1.446,1.534,1.644,1.751,1.856,1.961,2.063,2.172,2.291,2.408,2.526,2.641,2.755,2.869,2.982,3.096,3.209,3.323,3.436,3.55,3.663,3.776,3.89,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
HARMIRE BRIDGE,1.751,1.766,1.785,1.804,1.823,1.871,1.927,1.993,2.062,2.149,2.24,2.335,2.429,2.529,2.616,2.689,2.763,2.835,2.913,2.993,3.073,3.154,3.235,3.315,3.396,3.477,3.557,3.638,3.718,3.799,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
HARRATON,2.027,2.042,2.057,2.072,2.087,2.131,2.182,2.241,2.3,2.375,2.45,2.526,2.602,2.68,2.755,2.826,2.897,2.968,3.041,3.113,3.186,3.259,3.332,3.405,3.478,3.551,3.624,3.697,3.77,3.843,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
HARROGATE 132/11KV,1.321,1.362,1.402,1.443,1.483,1.601,1.738,1.895,2.052,2.248,2.445,2.643,2.84,3.039,3.235,3.43,3.625,3.819,4.015,4.21,4.406,4.602,4.798,4.994,5.189,5.385,5.581,5.777,5.973,6.168,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
HARROGATE WEST,0.438,0.447,0.458,0.469,0.479,0.509,0.544,0.584,0.625,0.676,0.728,0.781,0.834,0.888,0.939,0.987,1.035,1.082,1.131,1.181,1.231,1.28,1.33,1.38,1.429,1.479,1.528,1.578,1.628,1.677,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
HARTMOOR 66/20KV,9.714,9.743,9.773,9.803,9.833,9.921,10.023,10.14,10.258,10.405,10.553,10.702,10.85,10.999,11.146,11.291,11.437,11.582,11.728,11.874,12.02,12.167,12.313,12.46,12.606,12.752,12.899,13.045,13.192,13.338,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
HAWTHORN PIT,16.944,16.977,17.008,17.038,17.069,17.164,17.275,17.401,17.525,17.68,17.833,17.984,18.136,18.284,18.439,18.601,18.762,18.924,19.083,19.241,19.399,19.557,19.716,19.874,20.032,20.19,20.348,20.506,20.664,20.822,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
HAXBY ROAD T2 T3,1.444,1.465,1.483,1.5,1.518,1.576,1.644,1.719,1.794,1.885,1.975,2.061,2.149,2.232,2.323,2.425,2.526,2.627,2.724,2.821,2.917,3.013,3.109,3.205,3.301,3.397,3.493,3.589,3.685,3.781,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
HEBBURN,0.494,0.498,0.502,0.506,0.511,0.523,0.537,0.554,0.57,0.591,0.612,0.634,0.655,0.677,0.698,0.718,0.738,0.758,0.778,0.798,0.819,0.839,0.859,0.88,0.9,0.921,0.941,0.962,0.982,1.003,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
HEBBURN WEST,0.104,0.106,0.107,0.108,0.109,0.113,0.118,0.123,0.128,0.135,0.141,0.148,0.154,0.16,0.167,0.173,0.18,0.187,0.193,0.2,0.206,0.213,0.219,0.226,0.232,0.239,0.246,0.252,0.259,0.265,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
HEDWORTH,0.948,0.963,0.975,0.987,1,1.041,1.088,1.142,1.194,1.258,1.321,1.382,1.443,1.501,1.566,1.637,1.708,1.78,1.848,1.917,1.984,2.052,2.119,2.187,2.255,2.322,2.39,2.458,2.525,2.593,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
HEIGHINGTON,0.03,0.03,0.03,0.031,0.031,0.032,0.033,0.034,0.035,0.037,0.039,0.042,0.045,0.048,0.05,0.05,0.05,0.051,0.052,0.053,0.054,0.055,0.056,0.057,0.058,0.06,0.061,0.062,0.063,0.064,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed renewable generation capacity (MW)
