Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
HARROGATE WEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
HARTMOOR 66/20KV,0,0,0,0,0,0,0,1,1,2,3,4,6,8,12,15,19,22,26,29,32,35,37,37,36,35,35,34,33,33,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
HAWTHORN PIT,0,0,0,0,1,1,2,3,5,8,12,18,26,38,53,71,87,104,120,135,149,162,170,169,166,163,160,157,154,151,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
HAXBY ROAD T2 T3,0,0,0,0,0,0,0,1,1,2,3,4,6,9,12,17,20,24,28,32,35,38,40,39,39,38,38,37,36,35,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
HEBBURN,0,0,0,0,0,1,1,2,3,5,8,11,16,23,33,44,54,64,74,84,93,100,105,104,103,101,99,97,96,94,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
HEBBURN WEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
HEDWORTH,0,0,0,0,0,0,0,1,1,2,3,4,6,9,13,17,21,25,29,32,36,39,41,40,40,39,38,37,37,36,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
HEIGHINGTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
HEXHAM,0,0,0,0,0,0,0,1,1,2,3,4,6,9,13,17,21,25,29,33,36,39,41,41,40,40,39,38,37,37,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
HIGH BARMSTON,0,0,1,1,2,3,5,9,16,24,35,52,76,110,154,204,252,300,346,390,432,468,492,487,479,472,463,454,446,437,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
HIGH FLATTS,0,0,0,0,0,0,0,0,1,1,2,2,3,5,7,9,11,13,16,18,19,21,22,22,22,21,21,20,20,20,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
HOUGHTON,0,0,0,0,0,1,1,2,4,5,8,12,17,25,35,46,57,68,78,88,98,106,111,110,108,107,105,103,101,99,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
HOWDON,0,0,0,0,0,0,1,1,2,3,5,8,11,16,22,30,37,44,50,57,63,68,72,71,70,69,67,66,65,64,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
HUNTINGTON NEW LANE,0,0,0,0,0,0,1,1,2,3,4,6,9,12,17,23,28,34,39,44,49,53,55,55,54,53,52,51,50,49,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
HUSTHWAITE 33/11KV,0,0,0,0,0,0,1,1,2,3,5,8,11,16,22,29,36,43,50,56,62,67,71,70,69,68,67,65,64,63,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
JARROW,0,0,0,0,0,0,0,1,1,2,2,4,5,8,11,14,18,21,24,27,30,33,35,34,34,33,33,32,31,31,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
KENTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
KIELDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
KILLINGWORTH,0,0,0,0,0,0,1,1,3,4,6,8,12,17,24,32,40,48,55,62,69,74,78,77,76,75,74,72,71,69,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
KIRBYMOORSIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
LEAM CENTRAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
LINTON 66/20KV,0,0,0,0,0,0,0,1,1,2,3,4,6,8,12,16,19,23,26,30,33,36,38,37,37,36,35,35,34,33,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
LONGBENTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
LOW SPENNYMOOR,0,0,0,0,0,0,1,1,2,3,5,7,11,15,21,28,35,42,48,54,60,65,69,68,67,66,65,63,62,61,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
LYNEMOUTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
MADDISON STREET,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,4,5,6,6,7,7,7,7,7,7,7,7,7,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
MALLEABLE,0,0,0,0,1,1,2,3,5,7,11,16,23,34,47,63,78,92,106,120,133,144,151,150,147,145,142,140,137,134,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
MALTON,0,0,0,0,0,1,1,2,3,5,8,11,17,24,34,45,55,66,76,85,94,102,108,107,105,103,101,99,98,96,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
MEADOWFIELD,0,0,0,0,0,0,0,1,1,2,3,5,7,10,14,18,23,27,31,35,39,42,44,44,43,42,42,41,40,39,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
MELROSEGATE 33/11KV,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,6,8,9,10,12,13,14,15,15,14,14,14,14,13,13,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
MILLBANK LANE,0,0,0,0,0,0,1,1,2,4,5,8,12,17,24,31,39,46,53,60,66,72,75,74,73,72,71,69,68,67,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
MONKSEATON,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,4,5,6,6,7,7,7,7,7,7,7,7,7,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
MOOR MONKTON PUMPS,0,0,0,0,0,0,0,1,1,2,2,4,5,7,10,14,17,20,23,26,29,32,33,33,32,32,31,31,30,29,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
MORPETH,0,0,0,0,0,0,1,1,2,3,5,7,10,15,21,28,34,41,47,53,59,64,67,66,65,64,63,62,61,60,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
MOUNT ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
NEWBURN HAUGH,0,0,0,0,0,0,1,1,2,3,4,6,8,12,17,22,28,33,38,43,47,51,54,53,52,52,51,50,49,48,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
NEWBY,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,6,8,9,10,12,13,14,15,15,14,14,14,14,13,13,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
NEWCASTLE AIRPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
NEWTON AYCLIFFE SOUTH,0,0,0,0,0,0,0,0,1,1,1,2,3,5,6,9,11,13,15,16,18,20,21,20,20,20,19,19,19,18,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
NORTH STREET,0,0,0,0,0,0,0,0,1,1,2,3,4,6,8,11,13,16,18,20,23,25,26,26,25,25,24,24,23,23,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
NORTH TEES T1 T2,0,0,0,1,2,3,5,8,14,21,32,47,68,98,138,182,226,268,309,348,386,418,440,435,428,421,414,406,398,390,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
NORTH TEES T3 T4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
NORTHALLERTON,0,0,0,0,0,0,1,1,2,3,4,6,9,12,17,23,28,34,39,44,49,53,55,55,54,53,52,51,50,49,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
NORTON 132/11KV,0,0,0,0,0,0,0,0,1,1,1,2,3,4,5,7,8,10,11,13,14,15,16,16,16,16,15,15,15,14,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
OATLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
OFFERTON 33/11KV,0,0,0,0,0,0,0,1,1,2,3,5,7,10,14,19,23,27,32,36,39,43,45,45,44,43,42,42,41,40,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
PALLION TRADING,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,6,8,9,10,12,13,14,15,15,14,14,14,14,13,13,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
PETERLEE INDUSTRIAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
PETERLEE WEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
PILGRIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
POTTER HOUSE T1 T3,0,0,0,0,0,0,0,1,1,2,3,5,7,10,14,18,23,27,31,35,39,42,44,44,43,42,42,41,40,39,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
POTTER HOUSE T4 T5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
PRISSICK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
RAVENSCAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
RAWCLIFFE LANE,0,0,0,0,0,0,0,0,1,1,2,3,4,6,8,11,14,16,19,21,23,25,27,26,26,25,25,25,24,24,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
REDCAR,0,0,0,1,1,2,4,6,11,17,25,37,54,77,108,143,177,210,243,274,303,328,345,342,336,331,325,319,313,306,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
RESERVOIR,0,0,0,0,1,1,2,3,6,9,13,20,29,41,58,76,95,112,130,146,162,175,184,183,180,177,174,170,167,164,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
