Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,49,72,152,319,667,1148,1794,2508,3340,4294,5349,6731,8064,9357,10599,11775,12883,13900,14826,15660,16404,17057,17466,17795,18050,18244,18393,18497,18569,18615,18645,18664,NPgN,Primary,NPg Planning Scenario,Number of electric cars and vans (hybrid and full electric)
AMBERTON ROAD,50,71,147,302,618,1044,1602,2220,2940,3765,4677,5871,7024,8142,9215,10233,11188,12066,12867,13588,14231,14796,15150,15435,15656,15823,15953,16042,16105,16145,16171,16187,NPgN,Primary,NPg Planning Scenario,Number of electric cars and vans (hybrid and full electric)
ANNFIELD 66/20KV,76,104,209,416,826,1354,2018,2755,3612,4593,5678,7097,8470,9800,11077,12287,13419,14461,15413,16271,17037,17709,18131,18470,18733,18933,19087,19195,19269,19317,19348,19368,NPgN,Primary,NPg Planning Scenario,Number of electric cars and vans (hybrid and full electric)
ASHINGTON,68,97,202,419,864,1471,2274,3162,4197,5382,6693,8411,10069,11676,13219,14682,16057,17320,18471,19508,20433,21244,21754,22163,22480,22721,22907,23036,23125,23183,23220,23243,NPgN,Primary,NPg Planning Scenario,Number of electric cars and vans (hybrid and full electric)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Number of electric cars and vans (hybrid and full electric)
AYCLIFFE INDUSTRIAL,48,63,121,230,435,676,953,1262,1621,2030,2483,3074,3647,4203,4736,5240,5708,6140,6538,6896,7216,7497,7674,7816,7926,8010,8075,8120,8152,8172,8185,8193,NPgN,Primary,NPg Planning Scenario,Number of electric cars and vans (hybrid and full electric)
BARDEN FRIAR,3,3,7,13,25,39,56,74,96,121,149,184,219,253,285,316,345,371,395,417,436,453,464,472,479,484,488,491,493,494,495,495,NPgN,Primary,NPg Planning Scenario,Number of electric cars and vans (hybrid and full electric)
BEDALE,37,52,106,215,437,730,1111,1532,2023,2584,3206,4019,4805,5566,6298,6991,7641,8238,8784,9275,9714,10098,10340,10534,10684,10798,10887,10948,10990,11018,11036,11047,NPgN,Primary,NPg Planning Scenario,Number of electric cars and vans (hybrid and full electric)
BELMONT,63,86,168,329,642,1032,1508,2036,2651,3354,4131,5148,6132,7085,8000,8867,9676,10421,11103,11718,12267,12749,13051,13295,13483,13627,13738,13815,13869,13903,13926,13940,NPgN,Primary,NPg Planning Scenario,Number of electric cars and vans (hybrid and full electric)
BENSHAM,45,61,120,237,466,755,1113,1510,1973,2502,3086,3851,4591,5308,5997,6648,7258,7819,8332,8795,9207,9570,9797,9980,10122,10230,10313,10371,10412,10438,10454,10465,NPgN,Primary,NPg Planning Scenario,Number of electric cars and vans (hybrid and full electric)
