Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,60058.1,59885.431,57313.077,53017.419,50853.586,50020.547,49425.584,48980.521,48701.879,48494.46,48300.709,48104.942,47896.998,47690.965,47467.71,47242.898,47041.37,46894.124,46793.153,46684.894,46567.609,46472.856,46448.978,46434.508,46443.626,46527.528,46629.482,46736.177,46849.443,46969.372,47095.018,47225.061,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
AMBERTON ROAD,46230.526,46168.963,44075.225,40564.847,38806.629,38142.353,37673.809,37328.566,37120.191,36970.463,36832.031,36692.035,36532.001,36373.226,36200.389,36026.095,35870.831,35768.518,35688.786,35602.795,35509.42,35434.633,35418.169,35409.892,35422.004,35495.429,35582.641,35673.241,35768.29,35868.581,35973.486,36081.925,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
ANNFIELD 66/20KV,49133.812,49078.571,46815.451,43015.911,41116.815,40404.225,39903.92,39537.354,39319.217,39164.691,39022.403,38878.425,38709.495,38541.824,38358.922,38174.378,38010.418,37906.358,37822.02,37730.809,37631.6,37552.556,37536.752,37529.944,37545.536,37627.528,37724.128,37824.235,37928.869,38039.091,38154.276,38273.253,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
ASHINGTON,55043.517,54919.751,52449.982,48312.756,46238.38,45451.828,44895.692,44484.707,44234.806,44053.929,43886.325,43716.875,43525.72,43336.124,43129.96,42922.134,42736.719,42611.612,42516.413,42413.913,42302.717,42213.373,42192.632,42181.39,42193.932,42278.624,42379.735,42484.931,42595.571,42712.376,42834.617,42961.011,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
AYCLIFFE INDUSTRIAL,19544.116,19524.926,18620.096,17099.376,16339.9,16055.807,15856.753,15711.279,15625.298,15564.818,15509.245,15452.995,15386.232,15319.942,15247.532,15174.438,15109.584,15069.234,15035.945,14999.87,14960.572,14929.362,14923.541,14921.355,14928.218,14961.745,15001.085,15041.807,15084.294,15129.019,15175.737,15223.979,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BARDEN FRIAR,1306.047,1299.772,1251.932,1165.971,1126.993,1117.223,1112.585,1111.09,1113.134,1116.579,1120.196,1123.602,1126.879,1130.105,1132.886,1135.538,1138.642,1143.266,1148.732,1153.994,1159.035,1164.543,1171.559,1178.795,1186.457,1195.712,1205.365,1215.098,1224.938,1234.972,1245.103,1255.319,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BEDALE,19226.706,19201.311,18316.622,16822.148,16082.024,15812.634,15627.349,15494.927,15421.227,15372.537,15328.528,15283.624,15228.237,15173.203,15112.055,15050.12,14996.261,14967.259,14944.636,14919.215,14890.605,14869.961,14874.312,14882.286,14899.081,14942.095,14990.818,15040.854,15092.557,15146.521,15202.403,15259.761,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BELMONT,35713.009,35680.493,34112.25,31484.862,30166.766,29666.164,29311.751,29049.386,28889.247,28772.853,28664.818,28555.514,28435.075,28315.643,28185.6,28054.48,27937.587,27857.039,27799.368,27737.081,27669.218,27615.205,27604.793,27600.308,27610.665,27666.969,27733.995,27803.742,27877.182,27954.63,28035.555,28119.148,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BENSHAM,31837.726,31770.756,30659.077,28840.495,27898.485,27503.122,27205.616,26969.602,26801.852,26663.199,26530.12,26396.105,26280.698,26166.902,26045.935,25924.842,25813.649,25705.424,25652.271,25596.838,25537.707,25487.717,25466.645,25448.439,25437.6,25457.77,25487.819,25521.033,25559.186,25600.665,25644.714,25690.788,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BENTON SQUARE,44494.112,44514.176,42592.777,39382.248,37766.382,37145.994,36703.678,36373.483,36167.761,36015.308,35873.061,35729.298,35575.509,35423.11,35257.822,35091.343,34942.255,34834.392,34759.869,34679.864,34593.101,34523.186,34506.284,34496.439,34504.312,34568.101,34645.296,34725.987,34811.511,34901.984,34996.718,35094.723,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BENWELL,46337.378,46360.501,44478.43,41345.869,39759.901,39139.322,38691.364,38352.014,38133.296,37966.106,37808.72,37649.723,37491.454,37334.82,37165.549,36995.267,36841.95,36720.094,36646.558,36567.956,36482.737,36413.786,36396.217,36385.03,36389.987,36449.395,36522.909,36600.342,36683.444,36771.611,36864,36959.651,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BILLINGHAM MARSH HOUSE,42801.664,42771.414,40826.224,37566.008,35932.699,35315.071,34879.198,34557.831,34363.541,34223.72,34094.404,33963.664,33814.027,33665.574,33504.092,33341.279,33196.138,33100.27,33025.018,32943.967,32856.079,32785.449,32768.94,32760.035,32770.082,32837.005,32916.687,32999.503,33086.427,33178.195,33274.241,33373.559,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BILLY MILL,39626.364,39646.135,37996.245,35246.498,33857.411,33317.636,32929.759,32637.485,32451.36,32310.615,32178.531,32045.088,31908.573,31773.405,31627.179,31480.025,31347.763,31246.106,31181.356,31112.073,31036.999,30976.259,30960.71,30950.93,30955.711,31008.284,31072.869,31140.712,31213.199,31290.035,31370.549,31453.895,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BIRTLEY GROVE 66/11KV,27118.433,27076.507,25878.699,23874.238,22867.639,22483.994,22211.803,22009.81,21885.736,21795.035,21710.749,21625.553,21531.526,21438.302,21337.047,21235.013,21143.843,21080.583,21034.253,20984.432,20930.399,20886.931,20876.653,20870.91,20876.515,20917.068,20965.742,21016.479,21070.002,21126.561,21185.769,21247.007,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BIRTLEY GROVE 66/20KV,17005.159,16973.231,16226.216,14977.791,14349.866,14109.278,13938.014,13810.415,13731.275,13672.899,13618.532,13563.617,13503.671,13444.256,13379.867,13315.019,13256.946,13215.918,13186.045,13154.027,13119.405,13091.357,13083.938,13079.333,13081.749,13105.889,13135.125,13165.67,13197.989,13232.215,13268.097,13305.25,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BLAYDON BURN,31117.233,31048.4,29677.243,27387.166,26234.586,25792.038,25476.606,25241.254,25094.759,24986.358,24885.343,24783.363,24671.949,24561.529,24442.027,24321.712,24213.835,24137.422,24081.07,24020.802,23955.783,23902.83,23887.684,23877.721,23880.661,23923.405,23975.464,24029.918,24087.604,24148.785,24213.005,24279.562,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BLUCHER 33/11KV,41826.343,41843.164,40019.353,36969.792,35436.204,34849.055,34431.215,34119.996,33927.152,33784.989,33652.555,33518.707,33373.718,33230.004,33074.049,32916.933,32776.344,32676.371,32605.544,32529.457,32446.947,32380.475,32364.443,32355.207,32362.999,32423.965,32497.515,32574.313,32655.553,32741.469,32831.433,32924.502,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BOLDON DOWNHILL,25176.608,25128.488,23987.35,22069.915,21111.625,20752.327,20500.141,20315.416,20205.629,20127.928,20056.372,19983.906,19899.922,19816.557,19725.434,19633.444,19551.843,19499.833,19459.266,19415.21,19367.069,19329.106,19323.144,19321.695,19331.474,19374.912,19425.862,19478.637,19533.79,19591.821,19652.378,19714.871,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,8433.712,8410.651,8014.647,7349.972,7018.374,6894.575,6807.975,6744.804,6707.597,6681.515,6657.571,6633.333,6604.214,6575.315,6543.782,6511.971,6483.758,6466.377,6451.704,6435.84,6418.602,6404.891,6402.189,6401.075,6403.898,6418.244,6435.074,6452.485,6470.638,6489.743,6509.698,6530.301,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BOWESFIELD 33/11KV,20704.318,20687.828,19755.406,18194.532,17411.331,17113.605,16902.765,16746.665,16651.306,16581.986,16517.694,16452.73,16379.532,16306.937,16228.119,16148.691,16077.725,16029.604,15992.599,15952.853,15909.842,15875.077,15866.169,15860.858,15864.527,15895.384,15932.42,15970.997,16011.616,16054.564,16099.565,16146.135,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BOWESFIELD 66/11KV,21002.29,20979.3,20032.924,18452.199,17657.5,17353.315,17136.972,16975.981,16876.354,16803.053,16734.859,16666.031,16589.203,16513.043,16430.65,16347.701,16273.323,16221.576,16181.671,16139.051,16093.174,16055.625,16044.125,16036.231,16037.359,16065.85,16100.597,16136.915,16175.336,16216.091,16258.913,16303.313,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BRANCEPETH,40985.846,40953.458,39037.142,35810.471,34204.345,33609.922,33196.439,32896.888,32723.825,32604.893,32496.307,32386.163,32251.965,32118.671,31972.359,31824.515,31694.141,31617.576,31553.172,31482.791,31405.58,31345.563,31339.448,31341.153,31362.172,31439.725,31529.433,31621.962,31718.042,31818.864,31923.871,32032.078,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BREAMISH STREET,23631.84,23647.291,22934.143,21775.415,21167.797,20903.881,20701.28,20537.074,20415.615,20312.192,20212.041,20111.008,20033.68,19957.594,19876.721,19795.832,19721.2,19638.413,19608.898,19578.164,19544.95,19517.354,19507.929,19499.71,19494.875,19509.846,19532.308,19557.341,19586.607,19618.242,19651.568,19686.24,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BRENDA TRADING,53376.447,53305.43,50858.293,46751.548,44696.89,43923.586,43379.548,42979.963,42740.742,42570.267,42413.055,42254.047,42068.956,41885.256,41685.096,41483.177,41303.524,41188.101,41095.09,40994.662,40885.581,40798.297,40779.394,40770.206,40785.192,40872.022,40974.739,41081.302,41192.831,41310.446,41433.457,41560.594,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
CAMPLESHON ROAD,39359.335,39448.507,37738.819,34878.737,33442.048,32893.797,32504.433,32215.081,32036.743,31905.874,31784.048,31660.806,31527.831,31396.042,31252.736,31108.325,30979.392,30887.794,30824.841,30756.972,30683.072,30624.189,30612.557,30607.233,30617.735,30678.043,30750.219,30825.461,30904.938,30988.799,31076.433,31166.958,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
CARLEY HILL,47031.989,46928.658,44815.143,41276.289,39501.174,38827.091,38350.034,37997.104,37781.902,37625.733,37480.935,37334.59,37169.617,37006.001,36828.249,36649.104,36489.13,36380.685,36297.76,36208.614,36112.051,36034.173,36014.924,36003.794,36013.003,36083.858,36168.734,36257.102,36350.122,36448.399,36551.322,36657.793,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
CARLIN HOW T3 T4,35552.648,35400.61,33749.541,30967.595,29585.309,29076.511,28723.899,28469.566,28324.312,28225.659,28135.841,28044.573,27932.925,27822.034,27699.898,27576.417,27467.977,27405.652,27354.408,27298.024,27235.762,27188.305,27187.248,27192.9,27215.079,27285.895,27367.209,27450.95,27537.77,27628.682,27723.169,27820.389,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
CARR HILL,57859.802,57741.201,55269.966,51147.603,49068.243,48264.19,47688.367,47256.258,46983.695,46779.445,46588.371,46395.435,46191.988,45990.464,45772.499,45553.119,45356.123,45210.512,45110.708,45003.99,44888.671,44794.977,44769.215,44752.483,44758.293,44835.799,44930.732,45030.29,45136.251,45248.668,45366.604,45488.795,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
CATTERICK CAMP,29107.56,28927.129,27560.687,25270.583,24125.913,23695.859,23393.786,23172.359,23040.271,22946.51,22860.163,22772.891,22668.78,22565.478,22453.159,22339.941,22239.124,22175.357,22121.028,22062.629,21999.528,21948.566,21935.464,21927.813,21933.735,21979.272,22033.349,22089.433,22148.085,22209.986,22274.821,22341.881,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
CLOSE,23157.614,23178.896,22569.135,21589.424,21066.586,20828.637,20641.396,20485.807,20365.547,20260.061,20157.151,20053.316,19980.84,19909.686,19834.378,19759.186,19689.275,19603.076,19578.957,19554.086,19527.067,19504.619,19497.216,19490.292,19485,19496.406,19515.269,19536.848,19563.037,19591.489,19621.442,19652.608,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
CONEYTHORPE,19932.201,19883.265,18952.23,17386.664,16607.391,16318.671,16117.721,15972.014,15887.566,15829.315,15776.059,15722.039,15656.634,15591.706,15520.518,15448.63,15385.21,15347.484,15316.169,15282.013,15244.597,15215.497,15212.39,15213.04,15222.952,15260.08,15303.091,15347.468,15393.586,15441.982,15492.38,15544.306,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
CONSETT,56534.219,56468.294,53869.492,49505.485,47325.409,46508.671,45935.839,45516.629,45267.908,45092.207,44930.521,44766.833,44574.849,44384.302,44176.25,43966.3,43779.985,43662.284,43567.714,43465.259,43353.624,43265.143,43249.261,43243.699,43263.788,43360.095,43473.208,43590.355,43712.719,43841.519,43976.007,44114.84,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
