Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
BILLY MILL,1.437,1.455,1.469,1.483,1.496,1.546,1.603,1.666,1.726,1.8,1.87,1.935,2.003,2.063,2.137,2.226,2.314,2.403,2.487,2.569,2.65,2.73,2.811,2.892,2.973,3.054,3.135,3.215,3.296,3.377,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
BIRTLEY GROVE 66/11KV,0.987,1.001,1.011,1.021,1.032,1.069,1.112,1.16,1.206,1.262,1.315,1.365,1.416,1.462,1.517,1.585,1.652,1.72,1.783,1.845,1.907,1.968,2.029,2.091,2.152,2.213,2.275,2.336,2.397,2.458,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
BIRTLEY GROVE 66/20KV,0.376,0.384,0.39,0.396,0.402,0.424,0.45,0.478,0.504,0.537,0.568,0.597,0.627,0.654,0.687,0.727,0.766,0.805,0.842,0.879,0.915,0.951,0.987,1.022,1.058,1.094,1.13,1.166,1.202,1.238,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
BLAYDON BURN,0.661,0.679,0.692,0.705,0.718,0.766,0.821,0.883,0.941,1.013,1.081,1.144,1.21,1.268,1.34,1.427,1.512,1.598,1.68,1.759,1.837,1.916,1.994,2.073,2.151,2.23,2.308,2.386,2.465,2.543,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
BLUCHER 33/11KV,1.087,1.107,1.121,1.136,1.15,1.203,1.263,1.331,1.395,1.473,1.548,1.618,1.689,1.753,1.832,1.927,2.021,2.115,2.204,2.291,2.377,2.463,2.549,2.635,2.721,2.807,2.893,2.979,3.065,3.151,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
BOLDON DOWNHILL,1.748,1.763,1.775,1.786,1.798,1.839,1.887,1.94,1.99,2.052,2.111,2.166,2.222,2.273,2.334,2.41,2.483,2.558,2.628,2.697,2.764,2.832,2.9,2.968,3.035,3.103,3.171,3.239,3.307,3.374,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0.457,0.463,0.468,0.472,0.477,0.493,0.512,0.533,0.553,0.578,0.601,0.623,0.645,0.665,0.69,0.72,0.749,0.779,0.806,0.834,0.86,0.887,0.914,0.941,0.968,0.995,1.022,1.049,1.076,1.102,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
BOWESFIELD 33/11KV,0.519,0.534,0.545,0.556,0.567,0.607,0.653,0.703,0.752,0.812,0.868,0.921,0.975,1.023,1.083,1.155,1.226,1.298,1.365,1.431,1.496,1.561,1.626,1.691,1.756,1.821,1.887,1.952,2.017,2.082,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
BOWESFIELD 66/11KV,0.752,0.763,0.771,0.78,0.788,0.817,0.851,0.889,0.925,0.969,1.011,1.05,1.09,1.126,1.17,1.223,1.276,1.329,1.379,1.428,1.476,1.524,1.572,1.621,1.669,1.717,1.765,1.814,1.862,1.91,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
BRANCEPETH,2.281,2.313,2.336,2.36,2.383,2.468,2.566,2.675,2.779,2.906,3.027,3.14,3.255,3.359,3.486,3.64,3.792,3.945,4.089,4.23,4.369,4.509,4.648,4.787,4.926,5.066,5.205,5.344,5.483,5.622,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
BREAMISH STREET,0.11,0.118,0.124,0.129,0.135,0.155,0.179,0.205,0.23,0.261,0.289,0.317,0.344,0.369,0.4,0.437,0.473,0.51,0.545,0.579,0.612,0.646,0.679,0.713,0.746,0.78,0.813,0.847,0.88,0.913,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
BRENDA TRADING,1.762,1.789,1.809,1.829,1.849,1.921,2.005,2.098,2.186,2.295,2.398,2.494,2.593,2.682,2.79,2.922,3.051,3.182,3.305,3.425,3.544,3.663,3.782,3.9,4.019,4.138,4.257,4.376,4.494,4.613,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
CAMPLESHON ROAD,1.491,1.511,1.526,1.541,1.556,1.61,1.672,1.742,1.808,1.889,1.965,2.037,2.111,2.177,2.258,2.356,2.453,2.55,2.642,2.732,2.821,2.909,2.998,3.087,3.175,3.264,3.353,3.441,3.53,3.619,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
CARLEY HILL,1.21,1.234,1.251,1.268,1.285,1.347,1.419,1.499,1.575,1.668,1.756,1.839,1.923,1.999,2.092,2.205,2.316,2.428,2.533,2.637,2.738,2.84,2.942,3.044,3.146,3.248,3.35,3.452,3.553,3.655,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
CARLIN HOW T3 T4,1.625,1.651,1.669,1.688,1.707,1.774,1.852,1.938,2.021,2.122,2.217,2.307,2.399,2.481,2.582,2.705,2.825,2.947,3.061,3.173,3.284,3.394,3.505,3.615,3.726,3.836,3.947,4.057,4.168,4.279,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
CARR HILL,1.447,1.475,1.496,1.517,1.538,1.613,1.7,1.796,1.889,2.002,2.109,2.209,2.311,2.404,2.516,2.653,2.788,2.924,3.052,3.177,3.3,3.424,3.547,3.671,3.794,3.918,4.042,4.165,4.289,4.412,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
CATTERICK CAMP,1.348,1.38,1.403,1.426,1.449,1.531,1.627,1.733,1.835,1.959,2.077,2.187,2.3,2.402,2.526,2.677,2.825,2.974,3.115,3.253,3.389,3.525,3.661,3.797,3.933,4.069,4.205,4.341,4.477,4.613,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
CLOSE,0.125,0.131,0.136,0.14,0.145,0.161,0.18,0.201,0.22,0.245,0.268,0.289,0.311,0.331,0.355,0.385,0.414,0.443,0.47,0.497,0.524,0.55,0.577,0.603,0.63,0.656,0.683,0.71,0.736,0.763,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
CONEYTHORPE,0.985,1,1.011,1.021,1.032,1.071,1.116,1.166,1.213,1.272,1.327,1.378,1.431,1.479,1.537,1.608,1.677,1.747,1.813,1.878,1.942,2.005,2.069,2.133,2.196,2.26,2.324,2.388,2.451,2.515,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
CONSETT,2.046,2.079,2.103,2.127,2.15,2.237,2.337,2.447,2.553,2.683,2.805,2.921,3.038,3.144,3.273,3.43,3.585,3.741,3.887,4.031,4.173,4.314,4.456,4.598,4.74,4.882,5.023,5.165,5.307,5.449,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
CORPORATION STREET,0.088,0.093,0.098,0.102,0.106,0.122,0.14,0.16,0.179,0.203,0.225,0.246,0.267,0.286,0.31,0.338,0.366,0.394,0.421,0.447,0.472,0.498,0.524,0.549,0.575,0.601,0.626,0.652,0.678,0.703,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
COWTON,0.247,0.249,0.251,0.253,0.255,0.262,0.27,0.278,0.287,0.297,0.307,0.316,0.325,0.334,0.344,0.356,0.369,0.381,0.393,0.404,0.415,0.426,0.438,0.449,0.46,0.471,0.483,0.494,0.505,0.516,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
CRAMLINGTON T1 T3,0.635,0.646,0.653,0.661,0.669,0.697,0.73,0.766,0.801,0.844,0.884,0.921,0.96,0.995,1.037,1.089,1.139,1.19,1.238,1.285,1.332,1.378,1.425,1.471,1.518,1.564,1.611,1.657,1.704,1.75,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
CRAMLINGTON T2 T4,0.486,0.496,0.504,0.511,0.519,0.545,0.576,0.611,0.644,0.684,0.722,0.758,0.795,0.828,0.868,0.917,0.965,1.013,1.059,1.104,1.148,1.192,1.236,1.28,1.324,1.368,1.413,1.457,1.501,1.545,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
DARLEY,0.394,0.4,0.404,0.409,0.413,0.428,0.446,0.466,0.484,0.507,0.529,0.55,0.571,0.589,0.612,0.64,0.668,0.695,0.722,0.747,0.772,0.797,0.823,0.848,0.873,0.898,0.923,0.949,0.974,0.999,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
DARLINGTON 132/6KV,0.75,0.759,0.766,0.773,0.779,0.804,0.832,0.863,0.893,0.929,0.964,0.996,1.029,1.059,1.096,1.14,1.184,1.228,1.269,1.309,1.349,1.389,1.429,1.469,1.509,1.549,1.589,1.629,1.669,1.709,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
DARLINGTON 33/11KV,0.928,0.944,0.956,0.968,0.98,1.022,1.071,1.126,1.178,1.241,1.302,1.358,1.416,1.468,1.531,1.609,1.684,1.761,1.833,1.904,1.973,2.043,2.113,2.182,2.252,2.322,2.391,2.461,2.53,2.6,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
DARLINGTON CENTRAL 33/11KV,0.409,0.416,0.421,0.426,0.431,0.45,0.471,0.495,0.517,0.545,0.571,0.596,0.621,0.644,0.671,0.705,0.738,0.771,0.802,0.833,0.863,0.894,0.924,0.954,0.984,1.015,1.045,1.075,1.106,1.136,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
DARLINGTON EAST,1.074,1.085,1.094,1.102,1.111,1.141,1.177,1.216,1.254,1.3,1.344,1.385,1.427,1.464,1.51,1.566,1.621,1.677,1.729,1.78,1.83,1.881,1.931,1.981,2.032,2.082,2.133,2.183,2.234,2.284,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
DARLINGTON WEST,1.229,1.25,1.266,1.282,1.298,1.355,1.421,1.494,1.563,1.649,1.73,1.806,1.884,1.954,2.039,2.143,2.245,2.348,2.445,2.54,2.633,2.727,2.821,2.914,3.008,3.102,3.195,3.289,3.383,3.476,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
DENWICK,1.862,1.893,1.916,1.939,1.962,2.045,2.142,2.248,2.35,2.475,2.593,2.703,2.817,2.919,3.043,3.194,3.343,3.493,3.634,3.772,3.909,4.045,4.181,4.318,4.454,4.591,4.727,4.864,5,5.137,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
DUNSTON 66/11KV,0.434,0.445,0.452,0.46,0.467,0.494,0.526,0.561,0.594,0.635,0.673,0.709,0.746,0.78,0.82,0.87,0.918,0.967,1.013,1.059,1.103,1.148,1.192,1.237,1.281,1.326,1.371,1.415,1.46,1.504,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
DUNSTON 66/20KV,0.991,1.012,1.027,1.042,1.057,1.112,1.176,1.247,1.314,1.397,1.476,1.549,1.624,1.692,1.774,1.875,1.973,2.073,2.167,2.258,2.349,2.439,2.53,2.62,2.711,2.801,2.892,2.983,3.073,3.164,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
DURHAM EAST,0.419,0.426,0.431,0.436,0.441,0.46,0.481,0.505,0.528,0.556,0.582,0.607,0.632,0.655,0.683,0.717,0.75,0.784,0.815,0.846,0.877,0.907,0.938,0.969,0.999,1.03,1.06,1.091,1.121,1.152,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
EASTFIELD,1.453,1.474,1.49,1.506,1.521,1.578,1.643,1.715,1.784,1.869,1.95,2.025,2.102,2.171,2.255,2.358,2.459,2.561,2.657,2.751,2.844,2.936,3.029,3.122,3.215,3.307,3.4,3.493,3.586,3.678,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
EASTGATE CEMENT,0.46,0.465,0.469,0.472,0.476,0.49,0.505,0.523,0.539,0.56,0.579,0.597,0.615,0.632,0.652,0.677,0.701,0.725,0.748,0.771,0.793,0.815,0.837,0.859,0.882,0.904,0.926,0.948,0.97,0.993,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
EDUCATIONAL PRECINCT,0.178,0.188,0.195,0.202,0.209,0.236,0.266,0.3,0.332,0.371,0.408,0.443,0.479,0.511,0.55,0.598,0.645,0.693,0.737,0.781,0.824,0.867,0.91,0.953,0.996,1.039,1.082,1.125,1.169,1.212,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
ELVINGTON,0.657,0.662,0.664,0.667,0.67,0.681,0.693,0.707,0.72,0.736,0.752,0.766,0.78,0.793,0.809,0.829,0.848,0.867,0.885,0.903,0.921,0.938,0.956,0.973,0.991,1.009,1.026,1.044,1.061,1.079,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
FARADAY STREET,0.562,0.585,0.603,0.62,0.638,0.701,0.774,0.854,0.931,1.026,1.115,1.199,1.285,1.362,1.456,1.571,1.684,1.797,1.904,2.009,2.112,2.216,2.319,2.422,2.526,2.629,2.733,2.836,2.939,3.043,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
FAWDON T1 & SEATON BURN T1,1.842,1.869,1.888,1.908,1.928,1.999,2.082,2.173,2.26,2.367,2.468,2.563,2.66,2.748,2.854,2.984,3.111,3.24,3.361,3.479,3.596,3.713,3.83,3.947,4.064,4.181,4.298,4.415,4.532,4.649,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
FISHBURN,1.535,1.562,1.582,1.601,1.621,1.692,1.774,1.865,1.952,2.059,2.16,2.255,2.352,2.439,2.545,2.675,2.802,2.93,3.051,3.169,3.286,3.403,3.519,3.636,3.753,3.869,3.986,4.103,4.22,4.336,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
FLATWORTH CENTRAL,0.733,0.744,0.752,0.759,0.767,0.795,0.827,0.863,0.897,0.939,0.978,1.015,1.053,1.087,1.129,1.18,1.229,1.28,1.327,1.373,1.419,1.465,1.51,1.556,1.602,1.647,1.693,1.739,1.784,1.83,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
FOSS ISLANDS,0.836,0.858,0.875,0.891,0.907,0.965,1.033,1.107,1.179,1.266,1.349,1.427,1.506,1.578,1.665,1.771,1.875,1.981,2.08,2.176,2.272,2.368,2.464,2.559,2.655,2.751,2.846,2.942,3.038,3.134,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
FOSSWAY 33/11KV,0.437,0.46,0.476,0.493,0.509,0.568,0.637,0.713,0.786,0.875,0.959,1.038,1.119,1.192,1.28,1.389,1.495,1.602,1.703,1.801,1.899,1.996,2.093,2.191,2.288,2.386,2.483,2.58,2.678,2.775,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
FOURSTONES 20KV,2.087,2.109,2.125,2.141,2.157,2.215,2.283,2.357,2.428,2.516,2.598,2.675,2.755,2.826,2.913,3.019,3.123,3.227,3.326,3.423,3.518,3.613,3.709,3.804,3.9,3.995,4.09,4.186,4.281,4.377,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
FYLANDS BRIDGE,1.387,1.413,1.432,1.451,1.469,1.538,1.617,1.705,1.788,1.891,1.988,2.079,2.172,2.256,2.358,2.483,2.605,2.729,2.845,2.958,3.071,3.183,3.295,3.407,3.52,3.632,3.744,3.856,3.969,4.081,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
GALE LANE,2.019,2.04,2.055,2.071,2.087,2.143,2.208,2.281,2.35,2.434,2.514,2.59,2.666,2.736,2.82,2.923,3.023,3.125,3.221,3.315,3.407,3.5,3.593,3.685,3.778,3.87,3.963,4.056,4.148,4.241,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
GARWOOD STREET,0.954,0.972,0.985,0.999,1.012,1.06,1.115,1.176,1.234,1.306,1.374,1.437,1.502,1.56,1.632,1.719,1.804,1.89,1.971,2.05,2.128,2.207,2.285,2.363,2.441,2.52,2.598,2.676,2.755,2.833,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
GATESHEAD CENTRAL,0.126,0.133,0.139,0.144,0.15,0.17,0.193,0.219,0.244,0.274,0.302,0.329,0.356,0.381,0.411,0.448,0.484,0.52,0.554,0.587,0.62,0.653,0.686,0.719,0.752,0.785,0.818,0.851,0.884,0.917,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
GATESHEAD EAST,0.021,0.022,0.023,0.024,0.025,0.027,0.031,0.034,0.038,0.042,0.046,0.05,0.054,0.057,0.062,0.067,0.072,0.077,0.082,0.087,0.091,0.096,0.101,0.105,0.11,0.115,0.12,0.124,0.129,0.134,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
GOSFORTH 33/11KV,0.365,0.373,0.378,0.384,0.39,0.411,0.436,0.462,0.488,0.52,0.55,0.578,0.607,0.632,0.664,0.702,0.74,0.778,0.814,0.849,0.883,0.918,0.952,0.987,1.022,1.056,1.091,1.125,1.16,1.194,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
GRANGETOWN,0.899,0.922,0.94,0.957,0.974,1.037,1.109,1.189,1.266,1.36,1.449,1.532,1.617,1.694,1.788,1.902,2.013,2.126,2.233,2.337,2.439,2.542,2.645,2.747,2.85,2.953,3.056,3.158,3.261,3.364,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
GREATHAM,0.159,0.161,0.163,0.165,0.166,0.172,0.179,0.186,0.193,0.202,0.21,0.218,0.226,0.233,0.242,0.252,0.263,0.273,0.283,0.293,0.302,0.312,0.321,0.331,0.34,0.35,0.359,0.369,0.379,0.388,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
GUISBOROUGH T1 T2,2.303,2.334,2.358,2.381,2.404,2.489,2.586,2.694,2.797,2.924,3.043,3.155,3.27,3.374,3.499,3.653,3.803,3.956,4.099,4.238,4.377,4.515,4.653,4.791,4.93,5.068,5.206,5.345,5.483,5.621,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
HARLOW GREEN,0.949,0.974,0.992,1.01,1.028,1.093,1.169,1.253,1.333,1.431,1.524,1.611,1.699,1.78,1.877,1.996,2.113,2.231,2.342,2.45,2.557,2.665,2.772,2.879,2.986,3.094,3.201,3.308,3.415,3.522,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
HARMIRE BRIDGE,1.351,1.366,1.377,1.388,1.399,1.439,1.485,1.536,1.585,1.645,1.701,1.755,1.809,1.858,1.917,1.99,2.061,2.133,2.201,2.267,2.333,2.398,2.464,2.529,2.595,2.66,2.726,2.791,2.857,2.922,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
HARRATON,1.928,1.943,1.954,1.965,1.975,2.015,2.06,2.111,2.159,2.218,2.274,2.327,2.381,2.429,2.488,2.56,2.63,2.701,2.768,2.834,2.899,2.963,3.028,3.093,3.157,3.222,3.287,3.352,3.416,3.481,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
HARROGATE 132/11KV,1.061,1.101,1.13,1.16,1.189,1.296,1.419,1.555,1.685,1.845,1.996,2.138,2.282,2.413,2.572,2.766,2.956,3.148,3.328,3.505,3.68,3.854,4.029,4.203,4.378,4.552,4.727,4.902,5.076,5.251,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
HARROGATE WEST,0.236,0.245,0.253,0.26,0.267,0.293,0.323,0.357,0.389,0.428,0.465,0.5,0.535,0.567,0.606,0.654,0.701,0.748,0.792,0.836,0.878,0.921,0.964,1.007,1.05,1.093,1.136,1.179,1.221,1.264,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
HARTMOOR 66/20KV,1.863,1.893,1.915,1.937,1.96,2.04,2.133,2.235,2.333,2.454,2.568,2.674,2.784,2.882,3.002,3.148,3.291,3.436,3.572,3.705,3.837,3.968,4.1,4.232,4.363,4.495,4.626,4.758,4.89,5.021,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
HAWTHORN PIT,2.513,2.547,2.572,2.596,2.621,2.71,2.813,2.927,3.036,3.17,3.297,3.415,3.537,3.646,3.779,3.941,4.101,4.261,4.413,4.561,4.707,4.853,4.999,5.146,5.292,5.438,5.584,5.731,5.877,6.023,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
HAXBY ROAD T2 T3,1.423,1.444,1.46,1.475,1.491,1.547,1.611,1.683,1.751,1.835,1.914,1.988,2.064,2.133,2.216,2.318,2.418,2.519,2.613,2.706,2.798,2.889,2.981,3.072,3.164,3.256,3.347,3.439,3.531,3.622,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
HEBBURN,0.219,0.223,0.226,0.23,0.233,0.244,0.256,0.27,0.284,0.3,0.316,0.331,0.346,0.359,0.376,0.396,0.415,0.435,0.454,0.472,0.49,0.508,0.526,0.545,0.563,0.581,0.599,0.617,0.635,0.653,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
HEBBURN WEST,0.072,0.073,0.074,0.075,0.076,0.08,0.084,0.089,0.093,0.099,0.104,0.109,0.114,0.118,0.124,0.131,0.137,0.144,0.15,0.156,0.162,0.168,0.174,0.18,0.186,0.192,0.198,0.204,0.21,0.216,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
HEDWORTH,0.838,0.853,0.864,0.875,0.886,0.926,0.971,1.022,1.07,1.13,1.186,1.238,1.292,1.341,1.4,1.472,1.542,1.614,1.681,1.746,1.811,1.876,1.941,2.006,2.07,2.135,2.2,2.265,2.33,2.395,NPgN,Primary,NG FES - Falling Short (EE CF),Total installed PV capacity - domestic (MW)
