Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Number of electric buses
AMBERTON ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Number of electric buses
ANNFIELD 66/20KV,0,0,0,1,1,2,2,3,5,6,8,11,13,16,19,21,24,27,30,32,35,37,38,40,41,42,43,43,43,43,43,43,NPgN,Primary,NPg Planning Scenario,Number of electric buses
ASHINGTON,0,0,1,2,3,5,7,10,14,19,24,31,38,46,54,63,71,80,88,95,102,108,113,117,120,123,125,126,127,127,127,127,NPgN,Primary,NPg Planning Scenario,Number of electric buses
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Number of electric buses
AYCLIFFE INDUSTRIAL,0,0,0,0,0,1,1,2,2,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,19,19,20,20,20,20,20,20,NPgN,Primary,NPg Planning Scenario,Number of electric buses
BARDEN FRIAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Number of electric buses
BEDALE,0,0,1,2,3,4,6,9,13,17,22,28,35,42,50,57,65,73,80,87,93,99,103,107,110,112,114,115,116,116,116,116,NPgN,Primary,NPg Planning Scenario,Number of electric buses
BELMONT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Number of electric buses
BENSHAM,0,0,1,3,6,10,14,21,29,39,51,64,79,95,113,130,148,165,182,197,211,223,234,242,249,254,258,261,263,263,263,263,NPgN,Primary,NPg Planning Scenario,Number of electric buses
BENTON SQUARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Number of electric buses
BENWELL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Number of electric buses
BILLINGHAM MARSH HOUSE,0,0,0,0,0,1,1,1,2,2,3,4,5,6,7,8,9,10,11,12,12,13,14,14,15,15,15,15,15,15,15,15,NPgN,Primary,NPg Planning Scenario,Number of electric buses
BILLY MILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Number of electric buses
BIRTLEY GROVE 66/11KV,0,0,1,3,6,9,14,20,28,37,49,62,76,91,108,125,142,158,174,189,202,214,224,232,238,244,248,250,252,252,252,253,NPgN,Primary,NPg Planning Scenario,Number of electric buses
BIRTLEY GROVE 66/20KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Number of electric buses
BLAYDON BURN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Number of electric buses
BLUCHER 33/11KV,0,1,5,13,23,37,54,77,108,146,190,241,297,358,422,488,555,620,682,740,793,838,877,908,933,953,969,980,986,987,988,989,NPgN,Primary,NPg Planning Scenario,Number of electric buses
BOLDON DOWNHILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Number of electric buses
