Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,82322,82016.282,81562.842,83246.445,83789.673,84069.398,84194.466,84092.026,84277.012,84812.568,85629.069,86902.714,88898.557,91024.142,93390.573,95954.83,98695.29,102207.38,105831.394,109590.364,113339.061,116830.818,120141.472,122987.285,125557.031,127842.844,129819.151,131251.823,132407.461,133559.576,134721.389,135902.914,NPgN,Primary,NG FES - Steady Progression (EE CF),Total demand (MWh)
AMBERTON ROAD,124276.41,123534.775,123250.306,124796.13,125407.692,125808.206,126089.927,126269.838,126700.896,127510.335,128635.635,130171.292,132019.211,134003.71,136228.243,138672.267,141315.254,144566.356,147934.646,151456.955,154993.139,158378.423,161521.32,164189.061,166567.571,168642.734,170384.489,171632.473,172542.487,173409.601,174247.55,175082.479,NPgN,Primary,NG FES - Steady Progression (EE CF),Total demand (MWh)
ANNFIELD 66/20KV,103656.918,103181.426,102888.377,104515.511,105123.177,105501.758,105751.317,105776.954,106114.873,106836.167,107866.355,109348.383,111423.653,113630.729,116106.547,118816.409,121738.045,125374.836,129148.03,133081.098,137035.572,140768.279,144245.701,147221.924,149883.095,152222.051,154200.429,155591.57,156668.457,157720.354,158763.508,159816.581,NPgN,Primary,NG FES - Steady Progression (EE CF),Total demand (MWh)
ASHINGTON,90847.099,90703.783,90574.086,92529.204,93397.574,94040.87,94564.527,94936.458,95632.979,96738.441,98192.848,100161.776,102879.713,105750.73,108940.769,112410.762,116134.283,120685.004,125410.111,130324.591,135260.473,139919.711,144279.958,148093.669,151541.357,154619.795,157274.109,159202.212,160810.068,162397.138,163983.317,165586.62,NPgN,Primary,NG FES - Steady Progression (EE CF),Total demand (MWh)
AYCLIFFE FORREST,2347.95,2319.834,2323.276,2326.748,2330.233,2333.73,2337.244,2340.783,2344.35,2347.972,2351.649,2355.374,2344.046,2332.812,2321.703,2310.726,2299.892,2289.209,2278.663,2268.236,2257.892,2247.723,2237.524,2227.31,2217.062,2206.758,2196.389,2185.973,2175.505,2165.013,2154.513,2144.024,NPgN,Primary,NG FES - Steady Progression (EE CF),Total demand (MWh)
AYCLIFFE INDUSTRIAL,50678.304,50377.805,50303.84,50988.611,51266.01,51445.697,51572.911,51679.738,51892.009,52248.816,52731.783,53397.366,54196.074,55049.77,56011.024,57067.364,58209.652,59634.048,61114.756,62659.682,64198.016,65638.715,66973.269,68115.432,69130.811,70016.57,70756.612,71247.55,71626.713,71997.852,72367.659,72742.675,NPgN,Primary,NG FES - Steady Progression (EE CF),Total demand (MWh)
BARDEN FRIAR,4940.248,4931.627,4972.226,5064.015,5132.468,5196.969,5260.719,5332.684,5458.581,5618.457,5797.799,6003.578,6179.826,6370.087,6572.573,6789.845,7022.854,7260.976,7508.637,7768.544,8028.537,8296.389,8535.966,8743.223,8931.369,9098.689,9245.696,9367.092,9467.366,9558.979,9643.812,9724.513,NPgN,Primary,NG FES - Steady Progression (EE CF),Total demand (MWh)
BEDALE,86467.277,86305.821,86858.857,88224.182,89203.338,90118.301,91007.379,91911.089,93020.792,94364.144,95900.728,97691.047,99404.847,101223.32,103217.762,105387.109,107715.999,110367.309,113138.703,116032.422,118933.87,121759.675,124398.42,126765.127,128928.109,130875.019,132584.37,133901.515,135057.552,136177.333,137274.879,138367.608,NPgN,Primary,NG FES - Steady Progression (EE CF),Total demand (MWh)
BELMONT,114313.061,113501.573,113379.431,114586.824,115092.068,115440.285,115703.025,115831.7,116167.332,116765.975,117585.977,118726.744,119980.508,121337.264,122895.794,124634.014,126539.102,128986.242,131549.711,134236.633,136928.068,139478.128,141858.825,143891.942,145685.957,147229.636,148495.998,149307.305,149901.649,150461.65,151002.809,151541.086,NPgN,Primary,NG FES - Steady Progression (EE CF),Total demand (MWh)
BENSHAM,76203.082,75729.118,75608.123,76421.156,76773.527,77029.009,77237.493,77376.364,77645.108,78090.96,78691.101,79514.777,80505.356,81553.107,82745.863,84068.894,85511.718,87324.642,89222.819,91213.119,93222.721,95116.917,96881.959,98423.285,99813.7,101050.596,102111.216,102856.296,103477.519,104101.079,104733.532,105380.635,NPgN,Primary,NG FES - Steady Progression (EE CF),Total demand (MWh)
BENTON SQUARE,82638.002,82585.344,82558.678,84161.972,84922.956,85492.575,85956.784,86340.707,86928.815,87810.629,88945.259,90443.132,92365.333,94383.46,96605.263,99009.118,101574.302,104697.433,107927.194,111281.537,114635.609,117800.082,120769.222,123359.106,125707.995,127819.542,129651.32,131020.513,132164.077,133297.523,134432.032,135581.578,NPgN,Primary,NG FES - Steady Progression (EE CF),Total demand (MWh)
BENWELL,93277.466,93064.577,92963.867,94459.752,95138.694,95636.615,96033.988,96213.388,96628.128,97326.243,98244.818,99507.197,101142.001,102876.787,104799.987,106883.674,109120.201,111902.751,114783.215,117776.079,120780.729,123666.817,126401.071,128786.636,130958.395,132887.124,134579.158,135887.836,136952.85,137989.965,139012.322,140035.381,NPgN,Primary,NG FES - Steady Progression (EE CF),Total demand (MWh)
BILLINGHAM MARSH HOUSE,66006.419,66028.749,65930.023,67470.79,68150.641,68640.973,69025.933,69314.842,69834.953,70644.591,71701.3,73135.154,75122.775,77213.597,79515.258,81995.457,84629.386,87844.497,91152.811,94573.694,97968.066,101084.069,104011.19,106549.819,108843.087,110890.311,112665.816,113914.523,114974.74,116050.195,117149.65,118279.016,NPgN,Primary,NG FES - Steady Progression (EE CF),Total demand (MWh)
BILLY MILL,87816.68,87657.676,87741.88,89222.471,89989.27,90602.017,91130.281,91498.025,92058.919,92866.38,93878.203,95199.092,96777.657,98437.831,100274.616,102265.707,104392.514,107049.234,109800.114,112655.158,115508.553,118183.644,120735.47,122976.25,125015.053,126857.419,128464.958,129660.701,130687.961,131711.906,132742.131,133788.345,NPgN,Primary,NG FES - Steady Progression (EE CF),Total demand (MWh)
BIRTLEY GROVE 66/11KV,74010.775,73574.586,73451.639,74357.343,74735.727,74995.077,75188.459,75307.073,75564.02,76001.098,76589.643,77404.495,78356.314,79362.462,80498.445,81748.33,83101.592,84824.067,86618.226,88495.09,90380.29,92154.097,93831.387,95288.616,96614.368,97805.924,98846.571,99616.552,100263.42,100919.337,101588.737,102276.188,NPgN,Primary,NG FES - Steady Progression (EE CF),Total demand (MWh)
BIRTLEY GROVE 66/20KV,46527.437,46208.937,46113.825,46652.228,46859.696,46989.685,47076.285,47097.001,47206.51,47435.008,47760.348,48226.022,48783.255,49379.461,50056.811,50805.365,51619.027,52663.354,53750.621,54887.919,56029.403,57112.112,58122.893,58981.042,59743.436,60406.085,60958.502,61338.062,61617.006,61884.773,62146.666,62409.434,NPgN,Primary,NG FES - Steady Progression (EE CF),Total demand (MWh)
