Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,1.8,2.03,2.255,2.557,3.204,3.849,4.492,5.132,5.768,6.395,7.071,7.74,8.409,9.077,9.754,10.454,11.16,11.854,12.543,13.259,13.974,14.69,15.405,16.12,16.836,17.551,18.266,18.982,19.697,20.413,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
AMBERTON ROAD,1.719,1.876,2.083,2.358,2.928,3.493,4.059,4.625,5.194,5.767,6.387,7.01,7.633,8.256,8.875,9.484,10.089,10.701,11.314,11.95,12.587,13.223,13.859,14.495,15.132,15.768,16.405,17.042,17.678,18.315,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
ANNFIELD 66/20KV,14.121,14.312,14.557,14.881,15.558,16.235,16.912,17.588,18.263,18.936,19.663,20.389,21.115,21.841,22.569,23.302,24.037,24.77,25.502,26.261,27.021,27.781,28.541,29.301,30.062,30.823,31.584,32.346,33.107,33.87,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
ASHINGTON,5.908,6.203,6.576,7.068,8.081,9.105,10.128,11.149,12.165,13.176,14.264,15.35,16.437,17.524,18.619,19.735,20.859,21.972,23.083,24.236,25.39,26.545,27.702,28.86,30.019,31.179,32.341,33.504,34.668,35.833,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
AYCLIFFE INDUSTRIAL,0.935,1.014,1.114,1.248,1.531,1.811,2.09,2.368,2.646,2.923,3.221,3.518,3.816,4.113,4.412,4.715,5.019,5.321,5.623,5.936,6.249,6.562,6.875,7.188,7.502,7.815,8.129,8.443,8.756,9.071,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BARDEN FRIAR,0.063,0.072,0.085,0.102,0.133,0.166,0.198,0.231,0.265,0.3,0.339,0.378,0.417,0.457,0.495,0.53,0.563,0.599,0.635,0.673,0.711,0.749,0.786,0.824,0.862,0.9,0.938,0.976,1.015,1.053,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BEDALE,2.761,2.895,3.075,3.312,3.796,4.274,4.754,5.236,5.72,6.21,6.742,7.277,7.813,8.351,8.883,9.399,9.911,10.433,10.957,11.501,12.045,12.59,13.135,13.68,14.226,14.773,15.319,15.866,16.414,16.961,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BELMONT,1.395,1.532,1.712,1.949,2.442,2.931,3.421,3.912,4.404,4.897,5.43,5.965,6.5,7.035,7.569,8.098,8.626,9.157,9.689,10.241,10.793,11.345,11.897,12.45,13.002,13.555,14.109,14.662,15.215,15.769,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BENSHAM,0.398,0.501,0.63,0.803,1.144,1.508,1.871,2.233,2.595,2.954,3.342,3.728,4.114,4.5,4.888,5.282,5.677,6.069,6.46,6.866,7.272,7.678,8.084,8.49,8.895,9.301,9.707,10.113,10.519,10.925,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
