Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
BENTON SQUARE,83356.366,84818.608,85528.736,86034.814,86439.711,86517.198,87098.031,88107.163,89527.77,90956.694,92838.285,94903.992,97229.739,99781.213,102705.442,106345.581,110151.474,114265.493,118532.292,122921.441,127564.209,131781.029,135895.572,139862.292,143805.167,146977.891,149766.209,151998.22,154317.848,156832.475,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BENWELL,89300.487,90037.055,90633.718,91030.536,91325.886,91292.712,91722.731,92553.211,93759.232,94994.167,96631.383,98438.081,100472.901,102708.912,105316.286,108640.818,112079.784,115822.762,119727.398,123759.431,128120.827,132016.67,135813.247,139448.902,143061.014,145993.453,148648.294,150923.794,153308.709,155884.736,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BILLINGHAM MARSH HOUSE,65956.228,66765.747,67536.525,68254.114,68989.952,69705.709,70846.319,72371.501,74327.192,76166.812,78203.926,80471.366,83034.717,85886.3,89191.12,93325.468,97734.246,102574.054,107708.177,113294.979,119390.765,125315.422,131390.416,137526.884,144102.37,149669.726,154242.655,156817.014,159442.503,162360.891,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BILLY MILL,92095.641,92969.696,93716.134,94292.728,94790.175,95008.328,95631.753,96621.917,97967.674,99308.878,100885.011,102626.024,104585.325,106731.658,109256.786,112383.77,115644.25,119187.987,122856.898,126611.995,130576.554,134171.2,137676.841,141054.887,144398.762,147110.224,149531.535,151613.499,153804.277,156182.746,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BIRTLEY GROVE 66/11KV,71788.321,72213.879,72556.167,72776.649,72944.908,72917.052,73217.621,73821.63,74736.687,75647.524,76767.457,78077.323,79644.441,81480.312,83738.933,86682.281,90029.456,93840.413,98101.103,103335.33,109162.594,115300.714,121967.111,129024.078,137043.864,143918.754,149497.595,151552.979,153816.338,156258.221,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BIRTLEY GROVE 66/20KV,47877.914,48128.378,48324.74,48439.588,48511.832,48448.881,48582.362,48883.156,49343.918,49808.324,50355.546,50977.921,51704.194,52523.259,53509.758,54805.448,56174.932,57692.654,59289.82,60975.648,62827.305,64516.165,66193.494,67833.23,69509.034,70860.713,72010.742,72792.257,73597.949,74489.29,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BLAYDON BURN,66325.061,66732.555,67091.404,67354.099,67581.576,67659.872,68103.209,68877.959,69997.208,71064.525,72357.599,73829.76,75533.081,77455.491,79805.88,82873.276,86111.104,89720.417,93534.506,97599.632,102100.461,106259.769,110436.185,114564.599,118839.153,122350.5,125333.402,127269.111,129247.196,131437.736,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BLUCHER 33/11KV,66583.673,68041.351,68649.359,69175.083,69702.506,70122.338,70996.949,72310.332,74101.694,75793.834,77847.513,80176.807,82848.326,85867.493,89449.523,93918.031,98694.379,103791.659,109488.383,116468.489,122850.73,129409.288,136343.73,143402.151,151149.497,157088.036,162702.268,166087.951,170921.187,175665.891,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BOLDON DOWNHILL,41472.313,46114.496,46381.417,46641.27,46930.246,47251.5,47804.073,48565.07,49569.91,50479.593,51419.783,52482.945,53698.199,55055.243,56677.614,58782.211,60949.124,63315.212,65777.243,68292.332,70940.739,73279.531,75533.051,77660.796,79740.653,81343.075,82742.413,83963.489,85279.072,86740.636,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,59444.131,64198.991,64916.948,65598.521,66270.527,66893.024,67671.916,68586.963,69651.271,70709.556,71630.37,72658.115,73833.842,75172.707,76719.732,78636.648,80835.325,83347.248,86124.474,89478.826,93433.495,97645.044,102239.31,107121.019,112694.808,117666.081,121653.01,123073.921,124392.596,125846.614,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BOWESFIELD 33/11KV,45201.369,45700.18,46153.943,46529.116,46884.784,47120.778,47710.457,48634.476,49914.953,51134.105,52679.098,54430.253,56438.51,58702.633,61386.701,64775.731,68428.845,72477.656,76800.921,81583.437,86840.084,91959.024,97237.922,102578.996,108309.466,113089.072,117114.67,119222.47,121397.708,123742.684,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BOWESFIELD 66/11KV,69118.696,69846.528,70498.536,71060.582,71582.873,71980.909,72670.374,73597.131,74759.264,75918.242,77132.74,78456.31,79936.383,81556.108,83321.006,85455.905,87681.3,90036.916,92462.21,94907.171,97450.833,99740.088,101928.884,103979.199,105971.419,107512.683,108898.296,110034.568,111198.216,112433.317,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BRANCEPETH,66850.898,68107.913,68706.075,69198.621,69696.76,70123.454,71151.795,72683.741,74774.758,76715.305,79109.452,81756.931,84739.855,88025.527,91739.393,96440.359,101218.941,106335.634,111585.207,116736.017,122018.598,126470.372,130569.414,134232.032,137527.13,139845.624,142065.202,144621.463,147395.965,150397.511,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BREAMISH STREET,46834.955,48159.854,48471.918,48728.694,48962.315,49101.973,49424.47,49908.639,50553.568,51188.352,51916.374,52711.925,53605.64,54588.45,55677.686,57038.456,58438.05,59921.213,61433.654,62917.359,64462.103,65774.921,66982.643,68057.219,69025.389,69695.533,70358.398,71021.365,71699.935,72405.437,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BRENDA TRADING,99813.623,106782.734,107333.005,107619.912,107776.833,107516.536,107913.779,108884.132,110409.331,111945.748,114138.723,116614.272,119463.239,122659.319,126475.977,131389.502,136618.03,142420.464,148589.114,155284.383,162718.761,169748.484,176896.667,184050.984,191603.384,197917.968,203251.047,206515.413,209887.313,213587.85,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
CAMPLESHON ROAD,73330.998,73904.113,74365.251,74646.902,74840.427,74737.453,75087.841,75853.514,77028.895,78186.888,79803.906,81604.065,83644.212,85887.168,88423.682,91651.517,94957.138,98482.273,102077.166,105581.498,109126.638,112086.345,114772.193,117145.289,119199.881,120580.414,121955.649,123633.918,125434.022,127363.731,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
CARLEY HILL,80295.127,80872.643,81340.878,81658.301,81913.37,81924.946,82382.846,83254.083,84544.875,85783.262,87351.264,89123.233,91152.806,93406.774,96143.576,99680.887,103332.257,107330.271,111468.353,115655.386,120025.422,123827.638,127453.102,130862.717,134107.793,136586.218,138854.259,141026.764,143341.11,145876.912,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
CARLIN HOW T3 T4,66937.611,67717.92,68382.699,68886.276,69332.97,69564.189,70332.607,71554.473,73242.535,74884.604,77025.148,79369.089,81989.113,84849.9,88059.576,92036.331,96097.643,100443.147,104891.985,109256.925,113780.883,117624.482,121187.103,124377.615,127244.662,129342.035,131392.345,133703.601,136166.341,138792.506,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
CARR HILL,87129.087,87821.956,88330.388,88611.707,88790.228,88614.265,89000.597,89894.079,91286.174,92660.01,94620.522,96814.809,99318.01,102088.11,105341.552,109501.292,113837.543,118549.638,123442.275,128469.876,133791.112,138568.311,143202.746,147630.896,152002.911,155449.647,158469.12,160968.885,163610.019,166507.021,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
CATTERICK CAMP,81301.42,82292.268,83193.891,83961.748,84683.791,85206.773,86202.521,87575.506,89333.523,91063.814,93038.86,95193.444,97597.829,100221.088,103082.161,106599.552,110232.351,114090.536,118041.802,121961.335,126038.813,129606.483,132959.813,136022.883,138887.905,141046.699,143096.95,145050.76,147071.142,149193.134,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
CLOSE,116228.621,118477.735,119251.134,120000.432,120747.975,121444.821,122479.607,123724.454,125183.425,126612.648,127749.008,128963.205,130317.401,131816.871,133479.821,135564.987,137706.169,140009.314,142386.277,144761.393,147410.141,149645.161,151750.036,153639.139,155413.852,156704.396,157983.096,159001.943,159968.541,160927.564,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
CONEYTHORPE,63145.087,66461.246,67167.826,67783.725,68367.113,68815.718,69563.362,70590.226,71908.442,73194.121,74612.077,76171.642,77916.981,79828.207,81949.798,84523.791,87209.897,90084.787,93035.981,95995.267,99095.655,101883.956,104559.697,107046.701,109441.661,111301.096,112995.248,114418.405,115876.3,117422.838,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
CONSETT,114754.905,119833.792,120501.094,121016.42,121496.735,121783.849,122708.254,124208.388,126319.598,128320.73,130667.177,133319.18,136361.757,139766.899,143717.524,148794.803,154113.752,159895.485,165962.83,172346.515,178999.521,185079.989,191062.165,196826.867,202626.126,207115.14,211051.999,213892.72,217017.511,220383.953,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
CORPORATION STREET,55835.665,56180.963,56536.438,56843.602,57130.91,57336.332,57706.5,58206.478,58832.157,59456.347,60041.411,60674.113,61379.977,62151.902,63016.92,64102.333,65208.489,66383.465,67583.598,68759.187,69985.639,71010.589,71949.39,72776.274,73513.391,74031.542,74564.747,75162.953,75783.998,76430.888,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
COWTON,3497.633,3543.15,3587.511,3627.676,3669.753,3711.121,3793.914,3918.319,4089.262,4249.644,4457.238,4686.259,4942.869,5225.303,5527.749,5892.458,6265.76,6655.091,7049.22,7425.707,7803.857,8121.478,8405.292,8646.091,8846.697,8967.405,9090.515,9228.654,9371.773,9519.575,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
CRAMLINGTON T1 T3,62688.399,63990.797,64507.426,64966.002,65400.788,65743.342,66282.112,66986.942,67856.773,68712.282,69504.937,70376.035,71355.683,72433.571,73668.735,75197.749,76807.594,78561.07,80390.556,82302.357,84367.773,86286.825,88196.862,90074.918,91995.254,93582.802,94958.363,95926.052,96911.158,97975.554,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
CRAMLINGTON T2 T4,42069.019,42431.674,42779.202,43073.241,43346.76,43535.751,43904.343,44430.579,45117.012,45788.957,46523.924,47342.461,48276.034,49321.241,50538.703,52065.128,53721.047,55558.619,57519.016,59692.121,62114.976,64501.097,66978.814,69511.484,72253.04,74587.747,76513.52,77479.458,78442.232,79495.426,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
DARLEY,16521.643,16730.811,16926.909,17091.481,17246.701,17356.293,17604.377,17976.001,18477.303,18955.982,19555.294,20216.796,20959.729,21776.298,22681.069,23791.263,24932.516,26143.252,27371.676,28557.107,29783.128,30814.667,31752.585,32570.467,33281.804,33755.692,34246.656,34791.213,35352.025,35931.416,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
DARLINGTON 132/6KV,14139.01,14341.76,14565.763,14802.841,15097.479,15460.34,16105.567,17034.869,18302.31,19406.851,20767.282,22301.475,24034.771,25946.801,28105.139,30720.279,33431.552,36269.825,39142.068,41954.785,44588.944,46915.492,49048.682,50959.433,52691.266,53779.573,54744.113,55672.182,56723.384,57854.033,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
DARLINGTON 33/11KV,69905.683,70435.103,70906.125,71282.491,71673.226,71942.663,72803.224,74252.557,76348.021,78230.313,80612.474,83322.464,86410.81,89828.318,93711.208,98497.055,103473.496,108721.401,114003.833,119094.784,124001.443,128227.701,132045.693,135411.375,138352.494,140142.187,141763.551,143436.179,145208.439,147127.125,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
DARLINGTON CENTRAL 33/11KV,48149.806,65929.631,66155.741,66336.055,66518.708,66641.148,66990.401,67574.223,68413.558,69168.201,70000.542,70958.182,72058.98,73278.608,74684.643,76420.675,78221.742,80114.197,82009.141,83809.875,85480.477,86898.166,88147.988,89218.761,90112.331,90589.785,91013.369,91591.045,92239.858,92960.861,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
DARLINGTON EAST,90705.387,92060.451,92495.781,92851.762,93210.926,93472.126,94167.232,95280.115,96854.631,98299.975,99871.585,101689.65,103813.251,106226.579,109028.481,112565.789,116417.972,120636.375,125062.948,129814.981,134925.345,139907.99,144975.023,150049.058,155452.494,159811.458,163232.901,164661.43,166034.951,167614.685,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
DARLINGTON WEST,94675.803,95393.684,95988.534,96435.864,96889.355,97160.888,98167.319,99907.591,102449.941,104757.189,107700.419,111065.145,114934.467,119263.975,124305.055,130549.666,137272.645,144567.493,152151.425,160147.403,168477.228,176528.846,184618.669,192658.409,201085.431,207838.435,213197.071,215919.712,218650.654,221758.497,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
DENWICK,106407.575,108220.255,109455.926,110506.799,111471.642,112220.362,113642.777,115741.315,118585.163,121487.364,125274.992,129312.244,133793.321,138705.259,143825.788,149673.18,155663.683,161910.299,168410.579,174942.786,181652.77,187586.313,193207.175,198224.029,202806.982,206140.566,209312.263,211879.675,214665.91,217480,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
DUNSTON 66/11KV,65770.385,70059.001,70310.166,70493.623,70650.751,70704.688,70987.507,71470.001,72158.268,72823.832,73478.192,74236.537,75130.897,76151.308,77362.911,78985.211,80693.359,82581.534,84558.182,86607.653,88862.615,90873.486,92835.798,94704.2,96563.906,97992.994,99228.433,100092.107,100980.78,101961.175,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
DUNSTON 66/20KV,73797.175,75315.503,75709.405,76039.447,76368.44,76640.619,77291.819,78268.435,79600.412,80841.004,82181.999,83688.004,85407.557,87317.873,89596.247,92560.111,95566.906,98839.053,102217.138,105563.179,109033.577,111929.088,114610.571,117026.035,119205.757,120764.462,122257.906,124024.173,125958.095,128078.656,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
DURHAM EAST,73382.375,78791.142,79023.956,79211.259,79379.295,79467.917,79757.325,80219.585,80859.692,81471.735,81949.389,82517.42,83200.9,83990.872,84940.893,86203.057,87504.55,88924.853,90377.641,91776.094,93269.62,94452.138,95498.152,96375.375,97089.698,97454.982,97865.342,98350.366,98851.382,99378.031,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
EASTFIELD,80719.549,82822.74,83415.103,83816.525,84122.186,84117.636,84570.839,85405.954,86620.575,87842.143,89434.523,91194.44,93195.658,95411.358,97908.764,101097.554,104446.432,108099.459,111908.508,115847.429,120120.188,123987.65,127780.332,131409.023,135026.33,137913.277,140417.004,142249.833,144133.096,146180.106,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
EASTGATE CEMENT,26963.681,27133.417,27288.948,27410.476,27520.063,27615.225,27870.889,28283.737,28851.441,29415.621,30099.219,30834.627,31659.44,32571.671,33503.326,34662.399,35835.472,37042.679,38303.752,39585.325,40869.939,41970.098,42989.01,43904.718,44749.766,45312.97,45895.375,46455.069,47101.163,47741.418,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
EDUCATIONAL PRECINCT,73860.41,74337.654,74832.702,75247.927,75629.184,75864.438,76359.218,77087.078,78046.657,78990.734,80000.647,81114.415,82371.799,83762.621,85338.61,87317.77,89369.949,91544.832,93819.018,96210.75,98552.008,100648.859,102665.037,104537.919,106349.654,107624.042,108913.484,110032.529,111366.561,112703.491,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
ELVINGTON,62081.96,62454.866,62827.525,63178.484,63523.854,63836.551,64271.152,64812.931,65473.711,66121.991,66567.523,67078.573,67677.597,68367.275,69150.309,70146.285,71234.175,72441.398,73730.556,75142.279,76754.883,78319.554,79927.821,81551.103,83284.581,84719.91,85891.053,86372.38,86814.153,87301.899,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
FARADAY STREET,99451.307,99863.736,100314.08,100769.885,101284.965,101889.01,102942.935,104381.989,106264.879,107974.714,109578.582,111409.36,113513.802,115876.048,118697.441,122417.998,126177.037,130242.232,134442.869,138609.255,142798.096,146237.284,149370.268,152166.274,154613.876,156205.758,157825.024,159805.744,162014.626,164402.042,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
FAWDON T1 & SEATON BURN T1,93358.297,95007.463,95781.056,96296.32,96680.783,96642.537,97173.151,98222.403,99771.419,101342.85,103539.587,105966.554,108706.058,111721.825,115146.935,119486.334,124020.422,128933.829,134061.649,139394.62,145087.72,150272.431,155359.847,160250.652,165149.348,169082.969,172584.046,175347.698,178280.316,181432.532,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
FISHBURN,85808.998,86491.71,87048.458,87420.687,87737.238,87818.589,88484.188,89619.602,91249.134,92817.66,94819.319,97056.479,99613.276,102462.688,105683.984,109810.49,114144.464,118847.033,123778.248,128962.499,134397.864,139393.279,144319.316,149067.643,153872.836,157623.386,160878.977,163178.096,165695.368,168406.118,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
FLATWORTH CENTRAL,67014.182,83731.578,84321.801,84831.869,85314.021,85672.839,86304.585,87173.263,88285.817,89378.395,90526.582,91803.964,93255.103,94874.51,96728.015,99017.06,101475.888,104142.304,106982.996,110130.852,113421.036,116637.822,119932.571,123242.778,126756.142,129611.163,132096.812,133517.061,135101.915,136748.812,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
FOSS ISLANDS,129650.946,133169.55,133824.859,134321.704,134741.627,134874.056,135631.602,136920.638,138749.737,140499.926,142522.762,144804.93,147445.23,150422.98,153877.035,158317.497,162972.884,168015.399,173303.014,178855.249,184599.383,189731.194,194713.08,199425.822,204069.844,207429.25,210534.773,212718.835,215172.457,217693.652,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
FOSSWAY 33/11KV,84073.614,84812.766,85419.236,85827.553,86138.571,86127.216,86609.14,87527.927,88867.327,90218.763,92056.459,94091.016,96387.876,98920.698,101828.245,105539.848,109397.865,113578.903,117937.015,122444.591,127287.358,131646.341,135896.906,139980.518,144048.302,147316.779,150233.084,152569.814,154993.501,157613,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
FOURSTONES 20KV,84867.614,85804.831,86684.717,87440.666,88146.451,88783.595,89955.304,91656.645,93900.272,96182.419,99015.576,102009.377,105310.575,108910.394,112520.515,116747.96,121015.616,125382.355,129890.056,134319.189,138854.804,142736.602,146300.572,149434.265,152200.971,154151.776,156110.419,158037.343,160069.823,162106.202,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
FYLANDS BRIDGE,95913.549,96565.917,97065.271,97374.046,97606.774,97555.973,98042.911,99002.279,100437.508,101827.59,103591.462,105582.921,107866.052,110404.306,113365.594,117182.273,121146.586,125436.772,129895.574,134474.318,139176.614,143349.034,147356.802,151140.055,154811.05,157573.777,160065.707,162243.967,164644.244,167239.776,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
GALE LANE,51106.566,51550.946,51933.637,52230.189,52509.106,52691.986,53252.669,54145.729,55390.413,56559.58,58022.349,59644.35,61472.218,63476.853,65805.931,68715.101,71659.437,74799.879,78013.219,81146.728,84290.2,86913.558,89298.374,91415.294,93283.39,94579.132,95844.094,97509.857,99352.675,101358.75,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
GARWOOD STREET,79010.842,79512.306,79977.723,80306.554,80594.093,80650.909,81254.527,82352.034,83970.781,85501.828,87487.499,89767.853,92426.76,95459.249,99027.242,103508.675,108334.384,113479.62,119151.866,125940.766,132165.486,138429.831,144949.182,151473.582,158496.139,163631.373,168544.012,171335.481,175405.47,179316.653,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
GATESHEAD CENTRAL,65471.781,69935.926,70152.831,70311.281,70445.867,70480.211,70703.044,71101.364,71679.805,72241.109,72785.225,73424.738,74194.55,75091.666,76154.334,77555.514,79086.986,80783.907,82591.92,84582.729,86764.975,88858.333,90991.964,93118.241,95374.149,97150.606,98626.338,99248.319,99887.592,100572.173,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
GATESHEAD EAST,26744.985,30324.591,30384.494,30437.198,30487.009,30525.184,30615.245,30741.416,30907.592,31076.288,31148.916,31258.272,31422.999,31658.327,31995.723,32497.724,33153.392,33984.779,34968.837,36309.345,38063.702,40014.092,42226.947,44665.53,47557.538,50174.013,52165.159,52538.27,52798.255,53137.458,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
GOSFORTH 33/11KV,97215.138,99180.809,99862.86,100471.598,101045.141,101486.506,102136.736,102961.848,103953.349,104956.113,105734.121,106579.489,107519.186,108543.649,109715.264,111189.561,112685.443,114284.658,115929.359,117557.031,119262.582,120699.128,122031.222,123224.581,124309.589,125125.984,125965.041,126945.796,127983.536,129080.501,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
GRANGETOWN,85364.23,86307.143,87120.521,87769.684,88350.791,88682.283,89530.847,90822.169,92565.107,94300.2,96411.141,98800.558,101569.103,104737.408,108538.855,113416.732,118924.274,125234.241,132153.023,140327.116,150004.621,160034.909,170848.064,182287.409,195202.771,206641.519,215733.271,219158.037,222306.107,225880.699,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
GREATHAM,131137.567,131602.588,132067.708,132515.022,132953.05,133361.828,133852.318,134400.931,135006.303,135607.631,135465.576,135351.846,135278.105,135240.731,135263.559,135395.502,135540.132,135733.038,135946.648,136152.743,136408.293,136556.093,136666.614,136723.362,136740.308,136655.955,136588.728,136563.635,136554.814,136563.278,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
GUISBOROUGH T1 T2,72601.595,73869.542,74678.159,75428.732,76206.526,76970.665,78260.336,80034.702,82347.868,84505.268,86957.549,89668.083,92702.074,96031.857,99714.317,104308.411,109017.776,114010.514,119132.234,124223.01,129336.609,133767.54,137895.728,141618.35,145022.573,147424.652,149738.747,152137.432,154776.869,157566.22,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
HARLOW GREEN,72773.894,73372.595,73806.99,74032.238,74157.217,73938.022,74190.845,74886,76009.393,77116.456,78767.422,80610.183,82697.618,84982.182,87703.349,91167.225,94697.971,98504.38,102397.562,106221.035,110118.662,113388.199,116391.355,119086.965,121480.799,123205.347,124909.556,127099.08,129497.329,132100.069,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
HARMIRE BRIDGE,68657.936,69118.738,69515.863,69798.606,70030.988,70090.274,70522.071,71305.61,72447.961,73571.868,74974.478,76553.06,78370.252,80417.664,82755.448,85729.635,88871.867,92304.735,95926.872,99768.763,103964.203,107829.342,111672.949,115393.352,119192.336,122188.993,124818.67,126464.417,128189.067,130015.219,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
