Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,49,80,127,192,273,382,518,774,1039,1310,1587,1869,2502,3154,3823,4509,5212,6367,7555,8774,10026,11308,12510,13646,14678,15586,16165,16278,16372,16449,16513,16565,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
AMBERTON ROAD,50,80,123,182,253,348,466,690,919,1154,1393,1635,2184,2747,3326,3918,4525,5523,6549,7603,8685,9793,10831,11813,12705,13489,13990,14087,14168,14235,14290,14335,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
ANNFIELD 66/20KV,76,117,174,251,339,452,594,865,1140,1419,1701,1987,2643,3314,4001,4704,5423,6611,7830,9083,10367,11684,12919,14086,15145,16077,16672,16787,16884,16963,17028,17081,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
ASHINGTON,68,109,169,253,354,489,660,980,1309,1647,1990,2340,3128,3938,4770,5622,6495,7930,9406,10922,12477,14070,15564,16976,18258,19386,20106,20246,20363,20459,20538,20603,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
AYCLIFFE INDUSTRIAL,48,71,101,139,178,226,286,405,522,638,754,871,1147,1428,1714,2005,2304,2799,3307,3828,4362,4911,5425,5911,6352,6740,6988,7036,7075,7108,7135,7157,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BARDEN FRIAR,3,4,6,8,10,13,17,24,31,38,45,52,69,86,103,121,139,169,200,232,264,298,329,358,385,409,424,427,429,431,433,434,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BEDALE,37,58,88,130,179,243,324,478,634,794,956,1121,1495,1879,2273,2677,3089,3770,4469,5186,5923,6677,7385,8054,8661,9195,9536,9602,9657,9703,9740,9771,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BELMONT,63,96,141,199,263,345,447,645,843,1042,1243,1447,1918,2399,2891,3394,3908,4759,5633,6529,7449,8392,9276,10111,10870,11537,11964,12046,12115,12171,12218,12256,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BENSHAM,45,68,100,143,191,252,329,476,625,775,927,1081,1435,1796,2167,2545,2932,3572,4230,4904,5596,6306,6971,7600,8171,8673,8994,9056,9107,9150,9185,9214,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BENTON SQUARE,54,85,128,187,257,347,460,676,896,1119,1347,1577,2102,2640,3192,3756,4334,5287,6266,7272,8303,9360,10351,11288,12138,12886,13364,13456,13534,13598,13650,13692,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BENWELL,24,42,69,110,162,234,324,491,666,847,1032,1220,1639,2072,2517,2974,3442,4209,4999,5810,6643,7495,8294,9050,9736,10339,10725,10800,10862,10914,10956,10991,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BILLINGHAM MARSH HOUSE,63,99,149,218,299,405,539,792,1050,1312,1579,1850,2466,3098,3746,4409,5088,6207,7357,8537,9748,10990,12153,13253,14252,15131,15692,15800,15891,15966,16028,16078,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BILLY MILL,33,55,88,135,193,272,372,557,750,948,1150,1356,1817,2292,2780,3281,3794,4636,5502,6392,7305,8240,9116,9945,10697,11359,11782,11864,11933,11989,12036,12074,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BIRTLEY GROVE 66/11KV,37,57,85,123,166,222,293,428,564,703,843,986,1312,1645,1987,2337,2695,3285,3892,4515,5154,5809,6423,7003,7530,7994,8290,8347,8395,8434,8467,8493,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BIRTLEY GROVE 66/20KV,23,35,52,75,100,133,175,254,334,415,497,580,771,966,1166,1371,1580,1926,2281,2645,3019,3402,3761,4101,4409,4680,4853,4887,4915,4938,4957,4972,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BLAYDON BURN,61,91,132,185,243,315,406,582,758,934,1111,1291,1708,2134,2568,3013,3467,4219,4991,5783,6596,7430,8211,8950,9620,10210,10587,10659,10720,10770,10811,10845,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BLUCHER 33/11KV,38,61,93,139,193,265,355,525,700,879,1061,1245,1663,2092,2532,2983,3445,4206,4987,5789,6613,7456,8247,8995,9674,10271,10652,10726,10788,10839,10880,10915,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BOLDON DOWNHILL,40,62,93,134,182,243,321,469,619,771,925,1082,1439,1806,2181,2565,2958,3607,4273,4957,5659,6378,7053,7690,8269,8778,9103,9166,9218,9262,9297,9326,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,20,30,43,61,81,106,138,198,259,320,382,445,589,737,888,1042,1200,1461,1730,2005,2287,2577,2848,3105,3337,3542,3673,3698,3719,3737,3751,3763,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BOWESFIELD 33/11KV,37,59,90,132,182,248,332,489,650,814,981,1151,1535,1930,2334,2749,3173,3872,4591,5328,6085,6861,7588,8275,8899,9448,9799,9867,9923,9970,10008,10040,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BOWESFIELD 66/11KV,23,38,59,89,126,174,236,351,470,591,715,842,1126,1418,1718,2026,2340,2858,3391,3938,4499,5073,5612,6122,6584,6991,7251,7301,7343,7378,7407,7430,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BRANCEPETH,96,146,215,305,407,536,698,1010,1323,1640,1960,2284,3031,3794,4575,5373,6190,7540,8926,10349,11809,13306,14709,16035,17239,18299,18975,19106,19215,19305,19379,19439,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
BREAMISH STREET,19,29,43,62,84,112,148,215,284,353,424,495,658,826,997,1172,1351,1647,1951,2263,2583,2911,3219,3510,3774,4006,4154,4183,4207,4227,4243,4256,NPgN,Primary,NG FES - Steady Progression,Number of electric cars and vans (hybrid and full electric)
