Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,1.8,1.815,1.878,1.961,2.053,2.163,2.352,2.593,2.883,3.171,3.457,3.735,4.036,4.331,4.629,4.926,5.234,5.566,5.907,6.236,6.562,6.89,7.218,7.549,7.88,8.214,8.548,8.885,9.223,9.562,9.903,10.245,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
AMBERTON ROAD,1.694,1.702,1.756,1.827,1.921,2.034,2.214,2.437,2.705,2.975,3.248,3.527,3.83,4.137,4.446,4.756,5.064,5.362,5.658,5.962,6.269,6.577,6.886,7.197,7.509,7.823,8.138,8.454,8.771,9.089,9.409,9.73,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
ANNFIELD 66/20KV,12.681,12.492,12.558,12.644,12.748,12.872,13.079,13.339,13.65,13.963,14.276,14.589,14.928,15.267,15.607,15.949,16.295,16.647,17.002,17.356,17.71,18.066,18.424,18.783,19.144,19.506,19.87,20.236,20.603,20.972,21.342,21.714,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
ASHINGTON,5.792,5.811,5.91,6.04,6.191,6.371,6.674,7.059,7.52,7.983,8.444,8.9,9.393,9.883,10.375,10.869,11.372,11.898,12.433,12.958,13.483,14.009,14.539,15.071,15.606,16.142,16.681,17.224,17.769,18.316,18.865,19.417,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
AYCLIFFE INDUSTRIAL,0.912,0.917,0.944,0.98,1.022,1.073,1.157,1.263,1.391,1.519,1.647,1.774,1.911,2.048,2.186,2.324,2.464,2.609,2.756,2.901,3.046,3.191,3.338,3.485,3.632,3.781,3.929,4.079,4.229,4.38,4.532,4.684,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BARDEN FRIAR,0.059,0.06,0.063,0.067,0.074,0.082,0.093,0.107,0.124,0.141,0.158,0.177,0.199,0.221,0.243,0.266,0.287,0.304,0.321,0.34,0.359,0.379,0.398,0.418,0.438,0.458,0.478,0.498,0.518,0.538,0.559,0.579,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BEDALE,2.717,2.727,2.772,2.832,2.914,3.012,3.166,3.356,3.584,3.815,4.05,4.291,4.555,4.824,5.094,5.365,5.632,5.885,6.133,6.392,6.655,6.919,7.184,7.451,7.719,7.988,8.257,8.528,8.801,9.074,9.348,9.624,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BELMONT,1.356,1.366,1.413,1.475,1.554,1.649,1.802,1.993,2.222,2.453,2.686,2.921,3.177,3.436,3.695,3.956,4.216,4.473,4.729,4.989,5.252,5.515,5.779,6.045,6.312,6.58,6.849,7.119,7.391,7.663,7.937,8.211,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BENSHAM,0.374,0.381,0.416,0.462,0.517,0.583,0.694,0.832,0.999,1.166,1.332,1.498,1.677,1.855,2.035,2.214,2.397,2.586,2.778,2.967,3.156,3.346,3.536,3.728,3.92,4.113,4.307,4.502,4.698,4.894,5.092,5.29,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BENTON SQUARE,1.654,1.663,1.712,1.776,1.848,1.934,2.082,2.269,2.493,2.717,2.94,3.159,3.395,3.628,3.863,4.098,4.339,4.595,4.858,5.113,5.366,5.621,5.877,6.134,6.392,6.651,6.911,7.173,7.435,7.699,7.964,8.23,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BENWELL,0.995,1.004,1.05,1.11,1.18,1.264,1.405,1.584,1.799,2.013,2.227,2.438,2.667,2.893,3.121,3.35,3.583,3.827,4.076,4.319,4.562,4.806,5.051,5.297,5.544,5.793,6.042,6.292,6.544,6.796,7.05,7.305,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BILLINGHAM MARSH HOUSE,13.06,13.071,13.125,13.197,13.274,13.365,13.527,13.732,13.98,14.226,14.469,14.704,14.956,15.203,15.452,15.7,15.959,16.245,16.539,16.82,17.099,17.378,17.658,17.939,18.222,18.506,18.792,19.079,19.367,19.656,19.947,20.239,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BILLY MILL,1.489,1.497,1.539,1.595,1.658,1.732,1.86,2.023,2.218,2.413,2.606,2.795,2.998,3.199,3.4,3.602,3.81,4.034,4.264,4.486,4.706,4.928,5.15,5.373,5.597,5.822,6.049,6.276,6.504,6.733,6.963,7.195,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BIRTLEY GROVE 66/11KV,1.049,1.056,1.088,1.131,1.18,1.239,1.338,1.464,1.616,1.767,1.917,2.066,2.226,2.385,2.545,2.706,2.87,3.042,3.218,3.389,3.561,3.733,3.906,4.079,4.253,4.428,4.604,4.781,4.958,5.136,5.315,5.495,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
