Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
AMBERTON ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
ANNFIELD 66/20KV,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,3,4,5,5,6,7,8,9,10,12,13,15,16,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
ASHINGTON,0,0,0,1,1,1,1,1,2,2,2,3,3,4,5,5,6,7,9,10,12,13,16,18,21,24,27,31,35,39,43,48,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
AYCLIFFE INDUSTRIAL,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,5,6,6,7,8,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BARDEN FRIAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BEDALE,0,0,0,0,1,1,1,1,1,2,2,3,3,4,4,5,6,7,8,9,11,12,14,16,19,22,25,28,32,36,40,44,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BELMONT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BENSHAM,0,1,1,1,1,2,2,3,3,4,5,6,7,8,9,11,13,15,18,21,24,28,32,37,43,49,56,64,72,81,90,100,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BENTON SQUARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BENWELL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BILLINGHAM MARSH HOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,5,5,6,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BILLY MILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BIRTLEY GROVE 66/11KV,0,1,1,1,1,2,2,3,3,4,5,5,7,8,9,11,12,15,17,20,23,27,31,36,41,47,54,61,69,77,86,96,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BIRTLEY GROVE 66/20KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BLAYDON BURN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BLUCHER 33/11KV,0,3,3,4,5,6,8,10,12,15,18,21,26,30,35,42,49,57,67,78,90,105,121,140,161,185,211,239,270,303,338,375,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BOLDON DOWNHILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,4,4,5,5,6,7,8,9,11,12,13,15,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BOWESFIELD 33/11KV,0,0,0,0,0,1,1,1,1,1,2,2,2,3,3,4,4,5,6,7,8,9,10,12,14,16,18,21,23,26,29,32,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BOWESFIELD 66/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BRANCEPETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BREAMISH STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
BRENDA TRADING,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,4,4,5,6,7,8,9,10,11,12,14,15,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
CAMPLESHON ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
CARLEY HILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
CARLIN HOW T3 T4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
CARR HILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
CATTERICK CAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
CLOSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
CONEYTHORPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
CONSETT,0,0,0,1,1,1,1,1,2,2,2,3,3,4,5,5,6,7,9,10,12,13,16,18,21,24,27,31,35,39,43,48,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
CORPORATION STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
COWTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
CRAMLINGTON T1 T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
CRAMLINGTON T2 T4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,5,5,6,6,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
DARLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
DARLINGTON 132/6KV,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,4,4,5,5,6,7,8,9,11,12,13,15,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
DARLINGTON 33/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
DARLINGTON CENTRAL 33/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
DARLINGTON EAST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
DARLINGTON WEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
DENWICK,0,0,0,1,1,1,1,1,2,2,2,3,4,4,5,6,7,8,9,11,12,14,17,19,22,25,29,33,37,42,47,52,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
DUNSTON 66/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
DUNSTON 66/20KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
DURHAM EAST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
EASTFIELD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
EASTGATE CEMENT,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,4,4,5,6,7,8,9,10,11,13,14,16,18,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
EDUCATIONAL PRECINCT,0,0,0,1,1,1,1,1,2,2,2,3,4,4,5,6,7,8,9,11,12,14,17,19,22,25,29,33,37,42,47,52,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
ELVINGTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
FARADAY STREET,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,4,4,5,6,7,8,9,10,11,13,14,16,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
FAWDON T1 & SEATON BURN T1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,3,4,5,5,6,7,8,9,10,12,13,15,16,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
FISHBURN,0,0,0,0,0,1,1,1,1,1,2,2,2,3,3,4,5,5,6,7,9,10,12,13,15,18,20,23,26,29,32,36,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
FLATWORTH CENTRAL,0,0,0,1,1,1,1,1,2,2,2,3,3,4,5,6,6,8,9,10,12,14,16,19,21,25,28,32,36,40,45,50,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
FOSS ISLANDS,0,1,1,1,1,1,2,2,2,3,3,4,5,6,7,8,10,11,13,15,18,21,24,27,32,36,41,47,53,59,66,73,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
FOSSWAY 33/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
FOURSTONES 20KV,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,4,4,5,5,6,7,8,9,11,12,13,15,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
FYLANDS BRIDGE,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,4,4,5,6,7,8,9,10,12,13,15,17,19,21,24,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
GALE LANE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
GARWOOD STREET,0,2,3,4,5,6,8,9,11,14,17,20,24,28,33,39,46,54,63,73,85,99,114,132,152,174,198,225,254,285,318,353,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
GATESHEAD CENTRAL,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,4,4,5,6,7,8,9,10,11,13,14,16,18,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
GATESHEAD EAST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Number of electric buses
