Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,60058.9,58528.267,56521.617,54884.09,52895.01,51394.853,50008.008,48754.111,47611.155,46681.585,45977.268,45452.232,45405.527,45350.456,45289.489,45220.088,45184.079,45171.934,45149.807,45117.566,45066.911,45054.145,45097.489,45143.341,45189.854,45247.35,45283.011,45253.286,45219.088,45179.438,45116.232,45072.181,NPgN,Primary,NPg - Early Net Zero,Domestic (MWh)
AMBERTON ROAD,46230.97,45116.5,43572.51,42327.491,40765.754,39593.093,38524.713,37553.27,36672.81,35954.316,35431.528,35044.994,34990.331,34937.516,34869.704,34801.218,34754.61,34734.296,34698.828,34650.661,34593.48,34567.024,34586.453,34608,34630.156,34661.315,34674.786,34635.243,34592.233,34544.97,34478.793,34428.325,NPgN,Primary,NPg - Early Net Zero,Domestic (MWh)
ANNFIELD 66/20KV,49134.514,47958.884,46334.881,45038.495,43425.623,42237.856,41142.881,40149.345,39257.509,38546.52,38033.738,37676.263,37646.948,37616.665,37576.271,37535.346,37521.857,37533.004,37533.981,37531.847,37515.926,37527.954,37590.546,37655.361,37720.732,37795.978,37851.476,37847.883,37840.189,37827.508,37793.479,37776.693,NPgN,Primary,NPg - Early Net Zero,Domestic (MWh)
ASHINGTON,55044.199,53670.857,51810.304,50319.933,48480.457,47105.347,45839.316,44668.902,43610.007,42756.658,42120.711,41653.059,41567.338,41476.446,41378.79,41278.83,41207.689,41150.543,41079.639,41000.476,40910.644,40855.074,40853.267,40853.989,40855.475,40867.519,40858.969,40788.672,40714.464,40635.436,40534.531,40452.062,NPgN,Primary,NPg - Early Net Zero,Domestic (MWh)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg - Early Net Zero,Domestic (MWh)
AYCLIFFE INDUSTRIAL,19544.189,19078.405,18432.511,17917.532,17275.769,16804.409,16370.188,15976.61,15623.643,15343.272,15142.133,15003.262,14992.887,14981.964,14966.988,14951.55,14947.134,14952.647,14953.994,14954.302,14949.052,14954.953,14981.174,15008.296,15035.649,15066.979,15090.379,15090.033,15088.042,15084.048,15071.473,15065.832,NPgN,Primary,NPg - Early Net Zero,Domestic (MWh)
BARDEN FRIAR,1307.45,1270.906,1227.361,1192.291,1146.042,1110.547,1077.552,1048.172,1021.365,998.601,981.467,968.25,964.67,960.389,955.793,951.084,947.277,943.884,940.241,936.561,932.807,929.573,927.51,925.507,923.525,921.776,919.59,916.09,912.518,908.856,904.74,901.029,NPgN,Primary,NPg - Early Net Zero,Domestic (MWh)
BEDALE,19228.917,18763.597,18115.31,17600.334,16958.668,16483.74,16050.846,15650.359,15289.709,14999.855,14787.761,14640.53,14614.527,14585.771,14553.933,14520.454,14499.061,14481.419,14457.621,14432.38,14402.972,14385.95,14388.455,14391.835,14395.445,14402.849,14402.719,14380.104,14356.036,14330.185,14296.358,14269.198,NPgN,Primary,NPg - Early Net Zero,Domestic (MWh)
BELMONT,35713.468,34869.543,33715.498,32785.593,31637.411,30782.02,29990.308,29268.647,28616.125,28087.97,27695.33,27409.525,27386.22,27361.439,27329.54,27296.454,27282.23,27285.144,27280.728,27274.424,27258.17,27261.459,27299.646,27339.358,27379.447,27426.346,27459.602,27452.042,27441.637,27427.774,27399.152,27382.425,NPgN,Primary,NPg - Early Net Zero,Domestic (MWh)
BENSHAM,31838.549,31065.159,30097.513,29282.239,28315.272,27540.119,26806.734,26122.874,25487.726,24930.813,24471.512,24085.901,24034.364,23985.153,23929.78,23880.781,23843.942,23818.966,23791.367,23754.925,23710.428,23683.687,23679.977,23677.3,23674.895,23677.001,23670.14,23636.418,23600.848,23563.026,23515.511,23475.852,NPgN,Primary,NPg - Early Net Zero,Domestic (MWh)
BENTON SQUARE,44494.487,43504.993,42145.037,41058.36,39706.193,38699.167,37767.054,36917.522,36145.121,35531.414,35081.492,34760.773,34787.124,34804.468,34822.307,34842.784,34880.683,34936.173,34973.301,35009.007,35035.19,35086.437,35181.388,35278.107,35375.149,35480.665,35568.756,35604.847,35637.001,35664.427,35672.7,35695.777,NPgN,Primary,NPg - Early Net Zero,Domestic (MWh)
