Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,88,102,105,145,188,235,283,365,449,539,640,754,922,1031,1165,1327,1517,1711,2053,2381,2701,3005,3399,3677,3955,4228,4491,4814,5038,5238,5409,5550,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
AMBERTON ROAD,129,153,155,204,253,305,357,448,540,638,745,865,1042,1167,1318,1498,1708,1924,2323,2706,3068,3414,3856,4174,4491,4804,5107,5474,5733,5968,6176,6355,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
ANNFIELD 66/20KV,93,111,113,147,180,216,253,320,392,469,556,654,797,912,1053,1221,1418,1618,2012,2393,2759,3107,3544,3861,4180,4494,4800,5170,5430,5666,5878,6064,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
ASHINGTON,98,117,120,165,212,262,313,402,492,588,694,814,991,1120,1279,1467,1687,1910,2339,2753,3151,3530,4010,4356,4704,5046,5378,5779,6060,6316,6545,6745,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
AYCLIFFE INDUSTRIAL,39,45,47,67,89,113,136,176,214,254,299,349,425,478,543,621,712,800,972,1138,1297,1449,1643,1785,1928,2069,2206,2370,2490,2598,2694,2778,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BARDEN FRIAR,5,5,5,6,7,8,10,15,24,36,49,65,92,103,117,133,151,169,192,214,231,246,258,264,270,275,281,288,292,295,298,300,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BEDALE,97,115,115,139,160,183,208,257,311,372,438,512,623,690,770,863,969,1085,1250,1408,1550,1685,1849,1960,2068,2174,2277,2406,2496,2576,2645,2704,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BELMONT,75,89,90,116,142,170,198,250,304,362,426,497,600,672,758,861,980,1109,1322,1526,1726,1917,2163,2335,2506,2673,2836,3037,3176,3300,3407,3497,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BENSHAM,55,64,65,86,108,131,155,197,238,283,330,384,461,523,599,690,796,901,1120,1330,1535,1731,1980,2162,2345,2526,2702,2913,3062,3198,3321,3428,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BENTON SQUARE,70,81,85,123,164,208,253,327,396,470,549,639,774,876,999,1147,1318,1482,1828,2164,2490,2803,3199,3492,3787,4077,4360,4697,4941,5166,5368,5546,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BENWELL,82,94,95,122,151,182,214,275,342,414,496,588,719,809,920,1052,1207,1378,1654,1918,2171,2413,2727,2945,3163,3378,3586,3843,4019,4176,4310,4422,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BILLINGHAM MARSH HOUSE,89,102,105,142,182,224,267,339,410,485,569,664,805,901,1021,1165,1334,1498,1809,2108,2394,2668,3020,3275,3531,3783,4027,4322,4535,4728,4894,5036,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BILLY MILL,55,63,65,87,112,138,165,212,259,309,363,425,513,576,652,743,848,957,1158,1351,1548,1737,1980,2154,2327,2498,2663,2864,3006,3134,3245,3339,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BIRTLEY GROVE 66/11KV,48,55,57,78,101,125,150,192,233,277,324,378,458,515,585,669,766,862,1049,1230,1405,1573,1787,1943,2099,2252,2400,2580,2708,2824,2926,3014,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BIRTLEY GROVE 66/20KV,27,31,32,44,56,69,83,106,130,156,184,216,263,299,343,395,456,518,639,757,871,981,1121,1222,1324,1424,1521,1639,1723,1799,1866,1925,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BLAYDON BURN,53,60,62,82,105,129,155,201,250,302,360,424,519,594,684,792,917,1049,1304,1550,1796,2031,2330,2545,2760,2973,3180,3430,3606,3765,3907,4030,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BLUCHER 33/11KV,70,80,82,110,141,173,208,269,336,408,490,583,717,806,916,1049,1206,1372,1651,1919,2176,2421,2738,2960,3182,3400,3610,3870,4049,4207,4343,4454,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BOLDON DOWNHILL,54,66,66,88,110,133,157,198,238,280,327,380,456,519,597,689,798,903,1121,1331,1538,1737,1991,2177,2365,2551,2732,2950,3111,3257,3385,3496,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,42,48,48,58,67,76,86,105,124,145,167,191,227,252,280,313,350,390,453,514,572,628,695,743,790,836,880,935,976,1012,1044,1072,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BOWESFIELD 33/11KV,51,58,59,76,95,114,135,174,219,267,319,378,464,524,596,680,778,892,1070,1240,1409,1570,1777,1919,2062,2201,2337,2504,2618,2719,2810,2886,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BOWESFIELD 66/11KV,50,57,61,93,128,165,203,263,319,378,441,513,625,699,789,896,1020,1137,1371,1597,1806,2006,2259,2446,2635,2820,2999,3211,3366,3509,3638,3753,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BRANCEPETH,179,226,225,282,332,384,435,531,628,735,851,982,1169,1297,1452,1637,1852,2072,2431,2776,3097,3403,3795,4069,4339,4605,4863,5182,5407,5608,5777,5919,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BREAMISH STREET,40,46,47,59,73,87,102,130,160,191,226,264,320,360,407,463,527,600,715,827,931,1030,1158,1248,1338,1426,1512,1618,1690,1757,1816,1867,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BRENDA TRADING,95,110,112,152,195,241,289,372,462,556,663,783,960,1081,1229,1406,1615,1833,2211,2574,2926,3262,3696,4002,4309,4612,4904,5263,5514,5739,5934,6097,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
CAMPLESHON ROAD,87,99,100,126,152,180,210,266,327,394,469,553,679,771,884,1018,1175,1336,1638,1928,2203,2463,2785,3016,3247,3474,3696,3964,4151,4320,4472,4604,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
CARLEY HILL,66,77,78,104,132,161,191,246,302,361,425,498,604,690,795,920,1065,1215,1533,1840,2149,2442,2812,3080,3348,3611,3867,4175,4387,4579,4755,4909,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
CARLIN HOW T3 T4,101,126,126,158,187,217,250,312,382,461,548,648,798,902,1028,1177,1350,1525,1822,2108,2377,2633,2942,3161,3379,3595,3806,4063,4250,4417,4563,4689,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
CARR HILL,96,112,115,158,204,253,302,388,471,559,655,764,924,1050,1204,1389,1605,1816,2254,2677,3092,3489,3996,4369,4743,5113,5474,5906,6219,6504,6757,6978,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
CATTERICK CAMP,137,162,162,197,229,262,297,363,431,504,583,672,801,890,996,1122,1266,1421,1664,1897,2113,2320,2580,2763,2944,3123,3297,3511,3664,3803,3924,4029,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
CLOSE,48,54,55,67,78,91,104,133,168,205,244,286,347,392,441,496,557,643,739,830,917,1001,1110,1180,1250,1319,1386,1470,1528,1581,1630,1673,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
CONEYTHORPE,57,67,67,82,96,110,126,159,195,236,282,333,412,467,533,611,699,789,945,1094,1237,1373,1535,1649,1764,1877,1989,2124,2223,2314,2394,2465,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
CONSETT,113,134,136,177,218,261,306,388,476,571,678,799,980,1118,1286,1488,1723,1958,2412,2850,3267,3663,4158,4516,4876,5231,5577,5995,6292,6562,6803,7013,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
CORPORATION STREET,31,36,36,45,54,64,75,94,116,140,165,193,233,262,295,335,380,434,515,592,666,736,827,889,951,1013,1072,1145,1195,1240,1279,1313,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
COWTON,8,9,10,11,13,15,18,23,31,39,49,59,77,87,99,114,131,148,175,200,223,244,267,284,300,316,331,350,364,376,387,396,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
CRAMLINGTON T1 T3,26,31,31,41,51,62,73,94,115,137,162,190,230,258,292,332,379,430,513,593,671,746,843,911,980,1047,1112,1192,1248,1299,1343,1380,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
CRAMLINGTON T2 T4,24,29,29,38,48,58,68,86,105,126,148,174,210,236,266,303,345,391,465,536,606,672,759,819,879,939,996,1067,1117,1161,1200,1232,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
DARLEY,31,35,36,43,49,56,63,78,96,115,135,157,191,214,242,273,308,350,408,464,517,568,634,679,724,768,810,863,902,936,967,994,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
DARLINGTON 132/6KV,35,40,42,58,75,93,111,143,175,208,244,285,346,390,443,507,581,655,801,941,1079,1210,1376,1497,1618,1736,1852,1990,2088,2178,2258,2328,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
DARLINGTON 33/11KV,60,68,70,90,111,134,158,203,254,307,365,430,525,603,695,803,929,1066,1327,1579,1828,2065,2363,2576,2790,3000,3205,3452,3622,3778,3920,4045,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
DARLINGTON CENTRAL 33/11KV,19,22,22,30,38,47,56,73,90,108,129,152,186,212,243,281,324,370,459,544,630,712,816,891,966,1040,1111,1198,1259,1313,1362,1403,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
DARLINGTON EAST,64,73,74,93,111,131,151,189,229,271,317,370,447,502,569,647,739,833,1001,1164,1321,1470,1659,1793,1927,2059,2188,2344,2455,2556,2644,2721,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
DARLINGTON WEST,60,68,70,96,125,155,187,243,300,360,427,503,616,697,796,915,1054,1194,1472,1741,2009,2263,2586,2818,3049,3277,3498,3765,3949,4115,4263,4390,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
DENWICK,132,156,157,191,222,255,314,437,606,819,1070,1361,1855,2081,2357,2684,3059,3390,3928,4447,4882,5280,5591,5794,5992,6185,6372,6607,6767,6910,7031,7134,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
