Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.3,17.114,17.128,17.096,17.124,17.21,17.324,17.42,17.585,17.846,18.105,18.366,18.681,19.098,19.552,20.069,20.622,21.27,21.97,22.754,23.607,24.5,25.389,26.253,27.09,27.84,28.362,28.736,29.006,29.32,29.582,29.841,NPgN,Primary,NPg regionalised NG FES - Steady Progression,Total peak demand with price driven TouT customer flexibility (MW)
AMBERTON ROAD,23.157,23.002,23.015,22.997,23.026,23.107,23.215,23.304,23.451,23.646,23.877,24.108,24.348,24.664,25.031,25.442,25.897,26.437,27.003,27.663,28.382,29.147,29.891,30.621,31.326,31.963,32.396,32.707,32.927,33.186,33.4,33.613,NPgN,Primary,NPg regionalised NG FES - Steady Progression,Total peak demand with price driven TouT customer flexibility (MW)
ANNFIELD 66/20KV,20.761,20.616,20.64,20.632,20.666,20.761,20.89,20.991,21.159,21.377,21.64,21.904,22.197,22.565,22.997,23.477,24.009,24.644,25.349,26.128,26.979,27.87,28.746,29.59,30.419,31.152,31.655,32.002,32.242,32.53,32.765,32.998,NPgN,Primary,NPg regionalised NG FES - Steady Progression,Total peak demand with price driven TouT customer flexibility (MW)
ASHINGTON,18.557,18.451,18.511,18.538,18.614,18.751,18.921,19.069,19.285,19.571,19.887,20.205,20.567,21.017,21.523,22.086,22.699,23.418,24.196,25.064,26.009,26.98,27.937,28.869,29.777,30.593,31.164,31.575,31.875,32.226,32.522,32.816,NPgN,Primary,NPg regionalised NG FES - Steady Progression,Total peak demand with price driven TouT customer flexibility (MW)
AYCLIFFE FORREST,0.421,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.42,0.42,0.42,0.417,0.415,0.413,0.411,0.409,0.407,0.405,0.403,0.401,0.399,0.397,0.395,0.394,0.392,0.39,0.388,0.386,0.384,0.382,0.38,NPgN,Primary,NPg regionalised NG FES - Steady Progression,Total peak demand with price driven TouT customer flexibility (MW)
AYCLIFFE INDUSTRIAL,13.949,13.866,13.864,13.851,13.851,13.861,13.873,13.884,13.906,13.953,13.989,14.024,14.016,14.036,14.051,14.077,14.101,14.131,14.135,14.171,14.212,14.273,14.329,14.396,14.447,14.501,14.528,14.556,14.574,14.594,14.609,14.623,NPgN,Primary,NPg regionalised NG FES - Steady Progression,Total peak demand with price driven TouT customer flexibility (MW)
BARDEN FRIAR,0.886,0.889,0.898,0.907,0.916,0.928,0.94,0.951,0.964,0.979,0.994,1.009,1.023,1.039,1.057,1.076,1.096,1.119,1.163,1.192,1.221,1.267,1.306,1.34,1.375,1.406,1.426,1.448,1.468,1.488,1.506,1.524,NPgN,Primary,NPg regionalised NG FES - Steady Progression,Total peak demand with price driven TouT customer flexibility (MW)
BEDALE,17.016,17.316,17.434,17.552,17.68,17.819,17.962,18.104,18.255,18.399,18.567,18.736,18.844,18.962,19.099,19.237,19.388,19.552,19.719,19.903,20.097,20.321,20.537,20.756,20.965,21.17,21.331,21.491,21.637,21.789,21.935,22.082,NPgN,Primary,NPg regionalised NG FES - Steady Progression,Total peak demand with price driven TouT customer flexibility (MW)
BELMONT,21.654,22.691,22.714,22.715,22.743,22.819,22.922,22.999,23.126,23.291,23.49,23.687,23.88,24.133,24.439,24.785,25.174,25.644,26.162,26.75,27.396,28.062,28.713,29.343,29.956,30.496,30.847,31.074,31.214,31.394,31.531,31.666,NPgN,Primary,NPg regionalised NG FES - Steady Progression,Total peak demand with price driven TouT customer flexibility (MW)
BENSHAM,18.235,19.18,19.194,19.19,19.206,19.255,19.325,19.374,19.458,19.577,19.71,19.843,19.963,20.131,20.334,20.572,20.839,21.167,21.534,21.951,22.414,22.88,23.341,23.786,24.217,24.593,24.826,24.962,25.033,25.136,25.205,25.274,NPgN,Primary,NPg regionalised NG FES - Steady Progression,Total peak demand with price driven TouT customer flexibility (MW)
