Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,60057.4,59883.689,57191.995,56364.318,55816.096,55454.901,55084.501,54843.569,54830.606,54865.393,54894.622,54937.97,54907.368,54859.995,54803.846,54721.925,54669.417,54650.356,54683.218,54739.489,54758.277,54810.855,54902.822,54989.147,55076.297,55164.29,55255.013,55342.884,55469.208,55657.858,55848.896,56148.926,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
AMBERTON ROAD,46230.345,46168.062,43995.522,43351.554,42910.391,42608.949,42311.564,42106.722,42088.649,42093.241,42104.525,42113.337,42058.854,42001.198,41924.11,41833.508,41760.414,41722.824,41719.328,41729.611,41716.534,41730.499,41776.632,41818.173,41860.388,41903.288,41948.397,41991.171,42065.128,42189.552,42317.165,42534.492,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
ANNFIELD 66/20KV,49133.788,49077.276,46750.161,46085.254,45670.938,45414,45141.752,44967.785,45002.608,45069.116,45126.233,45189.162,45163.513,45130.865,45084.588,45023.78,44986.314,44982.771,45024.676,45095.041,45135.225,45198.194,45296.635,45389.925,45483.888,45578.535,45675.562,45769.92,45898.91,46084.107,46273.465,46563.658,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
ASHINGTON,55043.372,54918.464,52329.411,51557.758,51048.808,50711.984,50365.848,50108.199,50074.788,50085.206,50088.545,50098.49,50010.495,49909.967,49799.702,49671.793,49568.269,49486.212,49448.971,49435.813,49395.134,49384.075,49410.77,49432.203,49454.536,49477.78,49503.717,49527.044,49586.827,49705.463,49827.562,50053.754,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
AYCLIFFE INDUSTRIAL,19544.103,19524.787,18594.252,18329.276,18164.803,18063.488,17955.999,17887.904,17903.391,17931.674,17955.85,17982.25,17972.854,17960.451,17942.563,17918.532,17903.86,17902.822,17919.926,17948.701,17965.331,17990.977,18030.861,18068.66,18106.714,18145.028,18184.282,18222.448,18274.521,18349.182,18425.553,18542.521,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BARDEN FRIAR,1306.071,1297.528,1238.839,1221.651,1206.971,1196.264,1185.254,1177.773,1175.298,1173.064,1171.567,1170.447,1167.148,1162.778,1157.976,1152.684,1148.252,1144.412,1141.6,1139.473,1136.931,1134.751,1133.388,1131.912,1130.455,1129.019,1127.64,1126.206,1125.546,1126.132,1126.811,1129.713,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BEDALE,19226.742,19197.433,18264.907,17995.457,17823.599,17711.99,17599.899,17517.942,17517.368,17528.271,17534.961,17548.632,17522.472,17490.622,17454.533,17410.988,17378.298,17351.745,17340.059,17338.984,17327.452,17326.788,17339.818,17350.892,17362.246,17373.884,17386.449,17398.012,17422.757,17468.803,17516.51,17602.453,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BELMONT,35712.793,35679.55,34081.383,33627.124,33345.67,33172.786,32989.344,32874.128,32902.096,32951.825,32993.916,33039.889,33024.259,33002.747,32971.618,32929.405,32903.185,32900.535,32928.843,32977.087,33003.909,33046.828,33114.228,33178.067,33242.372,33307.153,33373.585,33438.186,33526.72,33654.097,33783.438,33981.366,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BENSHAM,31836.926,31768.714,30674.244,30347.408,30129.18,29978.703,29819.585,29708.372,29694.543,29689.354,29687.871,29692.631,29664.57,29636.513,29600.287,29565.517,29541.016,29532.941,29548.073,29566.911,29569.59,29589.444,29625.648,29659.734,29694.37,29729.573,29766.132,29801.765,29853.446,29930.995,30006.613,30123.61,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
