Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,60058.1,59885.431,58027.115,55759.815,53898.523,52578.489,51741.887,51517.951,51419.007,51359.751,51293.078,51198.352,51044.822,50898.748,50773.527,50635.339,50488.477,50347.226,50322.705,50309.778,50292.539,50297.329,50376.812,50463.951,50571.006,50735.632,50897.203,51056.95,51217.704,51372.922,51526.018,51678.238,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
AMBERTON ROAD,46230.526,46168.963,44662.328,42806.654,41284.4,40206.302,39526.584,39352.034,39283.064,39247.962,39206.724,39142.617,39030.653,38926.837,38841.461,38746.13,38644.513,38556.796,38538.311,38529.375,38517.589,38523.547,38590.698,38663.587,38753.186,38891.494,39028.432,39162.159,39295.974,39424.682,39551.562,39677.481,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
ANNFIELD 66/20KV,49133.812,49078.571,47452.293,45443.327,43795.966,42630.142,41896.736,41711.701,41642.064,41609.537,41570.318,41506.341,41390.601,41284.32,41198.419,41101.926,40998.852,40913.606,40895.127,40887.006,40876.003,40884.113,40958.489,41038.888,41137.491,41289.312,41439.986,41586.64,41733.161,41873.951,42012.724,42150.365,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
ASHINGTON,55043.517,54919.751,53141.105,50954.092,49159.759,47888.518,47086.084,46878.015,46793.68,46748.983,46697.058,46618.189,46482.901,46356.833,46252.209,46135.748,46011.719,45901.83,45878.894,45867.201,45852.013,45857.759,45935.532,46020.105,46124.253,46285.426,46444.768,46600.658,46756.823,46907.039,47055.11,47202.078,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
AYCLIFFE INDUSTRIAL,19544.116,19524.926,18875.262,18071.502,17412.44,16946.177,16653.181,16580.03,16553.267,16541.438,16526.924,16502.486,16457.306,16416.014,16382.962,16345.693,16305.827,16273.652,16266.827,16264.152,16260.349,16264.194,16294.634,16327.467,16367.632,16429.254,16490.485,16550.011,16609.442,16666.547,16722.84,16778.669,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
BARDEN FRIAR,1306.047,1299.772,1267.695,1226.456,1194.176,1173.784,1164.015,1167.642,1173.92,1180.933,1187.697,1193.718,1198.348,1202.957,1207.883,1212.355,1216.494,1221.006,1228.335,1235.869,1243.258,1251.129,1260.61,1270.342,1280.474,1291.738,1302.798,1313.874,1324.922,1335.924,1346.855,1357.773,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
BEDALE,19226.706,19201.311,18569.421,17784.514,17143.219,16692.981,16414.42,16353.432,16338.314,16337.822,16334.554,16321.306,16287.439,16257.226,16234.996,16208.386,16179.034,16157.815,16161.354,16168.933,16175.359,16189.333,16229.504,16272.137,16321.953,16392.764,16463.01,16531.61,16600.028,16666.241,16731.611,16796.523,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
BELMONT,35713.009,35680.493,34550.966,33165.265,32028.63,31224.08,30716.806,30586.51,30534,30506.283,30473.947,30424.385,30338.791,30258.447,30191.337,30116.448,30036.472,29963.243,29952.221,29948.308,29941.96,29949.01,30001.923,30059.337,30129.11,30234.79,30338.978,30441.427,30544.221,30643.402,30741.237,30838.436,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
BENSHAM,31837.726,31770.756,30951.973,29995.814,29207.587,28643.721,28276.217,28156.66,28081.846,28020.488,27956.27,27880.192,27778.982,27676.197,27579.015,27474.96,27365.482,27236.797,27218.401,27204.769,27187.818,27180.796,27204.872,27233.443,27269.419,27325.734,27378.164,27433.885,27491.771,27548.743,27605.08,27661.664,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
