Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0,0,0.02,0.088,0.093,0.097,0.102,0.107,0.111,0.111,0.108,0.104,0.1,0.095,0.091,0.086,0.081,0.076,0.07,0.064,0.057,0.05,0.042,0.033,0.023,0.012,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
AMBERTON ROAD,1.9,1.9,1.943,2.086,2.096,2.106,2.116,2.126,2.136,2.136,2.128,2.12,2.111,2.102,2.093,2.083,2.072,2.061,2.049,2.036,2.022,2.006,1.989,1.97,1.949,1.925,1.9,1.9,1.9,1.9,1.9,1.9,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
ANNFIELD 66/20KV,0,0,0.036,0.158,0.167,0.175,0.184,0.192,0.2,0.2,0.194,0.187,0.179,0.172,0.164,0.155,0.146,0.137,0.126,0.115,0.103,0.09,0.076,0.06,0.042,0.021,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
ASHINGTON,1.31,1.31,1.35,1.485,1.495,1.504,1.513,1.522,1.532,1.532,1.524,1.517,1.509,1.5,1.491,1.482,1.472,1.461,1.45,1.438,1.424,1.41,1.394,1.376,1.356,1.333,1.31,1.31,1.31,1.31,1.31,1.31,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
AYCLIFFE INDUSTRIAL,0,0,0.014,0.06,0.063,0.066,0.069,0.072,0.075,0.075,0.073,0.07,0.068,0.065,0.062,0.058,0.055,0.051,0.048,0.043,0.039,0.034,0.029,0.022,0.016,0.008,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BARDEN FRIAR,0,0,0.005,0.024,0.025,0.027,0.028,0.029,0.03,0.03,0.029,0.028,0.027,0.026,0.025,0.024,0.022,0.021,0.019,0.018,0.016,0.014,0.012,0.009,0.006,0.003,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BEDALE,1.425,1.425,1.463,1.59,1.599,1.608,1.616,1.625,1.634,1.634,1.627,1.62,1.612,1.604,1.596,1.587,1.578,1.568,1.557,1.545,1.533,1.519,1.504,1.487,1.468,1.447,1.425,1.425,1.425,1.425,1.425,1.425,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BELMONT,0,0,0.033,0.146,0.154,0.161,0.169,0.177,0.184,0.184,0.178,0.172,0.165,0.158,0.151,0.143,0.135,0.126,0.116,0.106,0.095,0.083,0.07,0.055,0.038,0.019,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BENSHAM,0,0,0.018,0.079,0.083,0.087,0.091,0.096,0.1,0.1,0.096,0.093,0.089,0.085,0.081,0.077,0.073,0.068,0.063,0.057,0.051,0.045,0.038,0.03,0.021,0.01,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BENTON SQUARE,0,0,0.024,0.107,0.112,0.118,0.124,0.129,0.135,0.135,0.13,0.126,0.121,0.116,0.11,0.105,0.098,0.092,0.085,0.078,0.07,0.061,0.051,0.04,0.028,0.014,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BENWELL,0,0,0.03,0.13,0.137,0.144,0.151,0.158,0.165,0.165,0.159,0.154,0.148,0.141,0.135,0.128,0.12,0.112,0.104,0.095,0.085,0.074,0.062,0.049,0.034,0.017,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BILLINGHAM MARSH HOUSE,0,0,0.01,0.046,0.048,0.05,0.053,0.055,0.058,0.058,0.056,0.054,0.052,0.049,0.047,0.045,0.042,0.039,0.036,0.033,0.03,0.026,0.022,0.017,0.012,0.006,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BILLY MILL,1.188,1.188,1.206,1.266,1.27,1.275,1.279,1.283,1.287,1.287,1.284,1.28,1.277,1.273,1.269,1.265,1.26,1.256,1.25,1.245,1.239,1.233,1.225,1.218,1.209,1.198,1.188,1.188,1.188,1.188,1.188,1.188,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BIRTLEY GROVE 66/11KV,0,0,0.014,0.059,0.062,0.066,0.069,0.072,0.075,0.075,0.072,0.07,0.067,0.064,0.061,0.058,0.055,0.051,0.047,0.043,0.039,0.034,0.028,0.022,0.016,0.008,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BIRTLEY GROVE 66/20KV,3.99,3.99,4.003,4.046,4.049,4.052,4.055,4.057,4.06,4.06,4.058,4.056,4.053,4.05,4.048,4.045,4.041,4.038,4.034,4.031,4.026,4.022,4.017,4.011,4.005,3.997,3.99,3.99,3.99,3.99,3.99,3.99,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BLAYDON BURN,10.175,10.175,10.206,10.312,10.32,10.327,10.334,10.341,10.349,10.349,10.343,10.337,10.331,10.324,10.317,10.31,10.302,10.293,10.285,10.275,10.265,10.253,10.241,10.227,10.211,10.193,10.175,10.175,10.175,10.175,10.175,10.175,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BLUCHER 33/11KV,0,0,0.018,0.077,0.081,0.085,0.089,0.093,0.097,0.097,0.094,0.091,0.087,0.083,0.079,0.075,0.071,0.066,0.061,0.056,0.05,0.044,0.037,0.029,0.02,0.01,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BOLDON DOWNHILL,0,0,0.011,0.049,0.052,0.054,0.057,0.059,0.062,0.062,0.06,0.058,0.056,0.053,0.051,0.048,0.045,0.042,0.039,0.036,0.032,0.028,0.023,0.019,0.013,0.006,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0,0,0.014,0.06,0.063,0.066,0.07,0.073,0.076,0.076,0.073,0.071,0.068,0.065,0.062,0.059,0.055,0.052,0.048,0.044,0.039,0.034,0.029,0.023,0.016,0.008,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BOWESFIELD 33/11KV,0,0,0.038,0.166,0.175,0.183,0.192,0.201,0.21,0.21,0.203,0.195,0.188,0.18,0.171,0.162,0.153,0.143,0.132,0.121,0.108,0.094,0.079,0.063,0.044,0.022,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BOWESFIELD 66/11KV,0,0,0.02,0.089,0.094,0.099,0.103,0.108,0.113,0.113,0.109,0.105,0.101,0.097,0.092,0.087,0.082,0.077,0.071,0.065,0.058,0.051,0.043,0.034,0.023,0.012,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BRANCEPETH,0,0,0.04,0.177,0.187,0.196,0.206,0.215,0.224,0.224,0.217,0.209,0.201,0.192,0.183,0.174,0.164,0.153,0.142,0.129,0.116,0.101,0.085,0.067,0.047,0.023,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BREAMISH STREET,0,0,0.024,0.105,0.11,0.116,0.121,0.127,0.133,0.133,0.128,0.124,0.119,0.114,0.108,0.103,0.097,0.09,0.084,0.076,0.068,0.06,0.05,0.04,0.028,0.014,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
BRENDA TRADING,0.5,0.5,0.538,0.667,0.676,0.685,0.694,0.703,0.712,0.712,0.705,0.697,0.689,0.681,0.673,0.664,0.654,0.644,0.633,0.622,0.609,0.595,0.58,0.563,0.544,0.522,0.5,0.5,0.5,0.5,0.5,0.5,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
CAMPLESHON ROAD,0,0,0.036,0.159,0.167,0.176,0.184,0.192,0.201,0.201,0.194,0.187,0.18,0.172,0.164,0.156,0.147,0.137,0.127,0.116,0.104,0.09,0.076,0.06,0.042,0.021,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
CARLEY HILL,0,0,0.033,0.144,0.152,0.159,0.167,0.175,0.182,0.182,0.176,0.17,0.163,0.156,0.149,0.141,0.133,0.124,0.115,0.105,0.094,0.082,0.069,0.054,0.038,0.019,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
CARLIN HOW T3 T4,0,0,0.04,0.173,0.183,0.192,0.201,0.21,0.219,0.219,0.212,0.205,0.197,0.188,0.179,0.17,0.16,0.15,0.138,0.126,0.113,0.099,0.083,0.065,0.046,0.023,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
CARR HILL,0,0,0.026,0.113,0.119,0.125,0.131,0.137,0.143,0.143,0.139,0.134,0.128,0.123,0.117,0.111,0.105,0.098,0.09,0.082,0.074,0.065,0.054,0.043,0.03,0.015,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
CATTERICK CAMP,0,0,0.043,0.186,0.196,0.206,0.216,0.226,0.236,0.236,0.228,0.22,0.211,0.202,0.193,0.183,0.172,0.161,0.149,0.136,0.122,0.106,0.089,0.07,0.049,0.025,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed non-renewable generation capacity (MW)
