Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,49,81,162,330,678,1160,1806,2520,3352,4306,5361,6742,8076,9368,10610,11787,12894,13912,14838,15672,16415,17068,17478,17807,18062,18255,18405,18508,18580,18626,18656,18675,NPgN,Primary,NPg - Early Net Zero,Number of electric cars and vans (hybrid and full electric)
AMBERTON ROAD,50,80,157,312,628,1054,1613,2231,2951,3775,4687,5881,7035,8152,9226,10243,11198,12077,12877,13599,14242,14806,15161,15446,15666,15834,15963,16053,16115,16155,16181,16197,NPgN,Primary,NPg - Early Net Zero,Number of electric cars and vans (hybrid and full electric)
ANNFIELD 66/20KV,76,118,223,430,840,1367,2032,2768,3626,4607,5691,7111,8483,9814,11090,12300,13432,14474,15426,16285,17050,17722,18144,18484,18747,18946,19101,19208,19283,19331,19362,19381,NPgN,Primary,NPg - Early Net Zero,Number of electric cars and vans (hybrid and full electric)
ASHINGTON,68,110,215,433,879,1485,2289,3177,4211,5397,6708,8425,10083,11690,13234,14696,16071,17335,18486,19523,20447,21259,21769,22178,22495,22736,22922,23051,23140,23198,23235,23258,NPgN,Primary,NPg - Early Net Zero,Number of electric cars and vans (hybrid and full electric)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg - Early Net Zero,Number of electric cars and vans (hybrid and full electric)
AYCLIFFE INDUSTRIAL,48,72,129,238,442,683,960,1269,1628,2037,2489,3081,3654,4210,4743,5247,5715,6147,6545,6903,7223,7504,7681,7823,7933,8016,8081,8127,8159,8179,8192,8200,NPgN,Primary,NPg - Early Net Zero,Number of electric cars and vans (hybrid and full electric)
BARDEN FRIAR,3,4,7,13,25,39,56,75,97,121,149,185,220,253,286,316,345,371,395,417,436,454,464,473,480,485,489,491,493,494,495,496,NPgN,Primary,NPg - Early Net Zero,Number of electric cars and vans (hybrid and full electric)
BEDALE,37,59,113,223,444,738,1118,1539,2030,2592,3213,4026,4812,5574,6305,6998,7648,8246,8791,9283,9721,10106,10347,10541,10692,10806,10894,10955,10998,11025,11043,11054,NPgN,Primary,NPg - Early Net Zero,Number of electric cars and vans (hybrid and full electric)
BELMONT,63,97,180,340,653,1042,1518,2047,2662,3365,4142,5159,6142,7096,8011,8877,9686,10431,11113,11728,12277,12759,13062,13305,13494,13637,13748,13825,13879,13914,13936,13950,NPgN,Primary,NPg - Early Net Zero,Number of electric cars and vans (hybrid and full electric)
BENSHAM,45,69,128,245,474,763,1121,1518,1981,2509,3094,3859,4599,5316,6004,6656,7265,7826,8340,8802,9215,9577,9805,9988,10130,10237,10321,10379,10419,10445,10462,10472,NPgN,Primary,NPg - Early Net Zero,Number of electric cars and vans (hybrid and full electric)
