Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.3,17.252,16.845,16.417,16.106,15.939,15.905,16.1,16.347,16.64,16.985,17.392,17.956,18.481,19.123,19.843,20.6,21.363,22.329,23.234,24.105,24.871,25.714,26.306,26.731,27.118,27.474,27.909,28.177,28.43,28.638,28.804,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand with CF (MW)
AMBERTON ROAD,23.194,23.107,23.098,22.711,22.413,22.241,22.187,22.401,22.715,23.072,23.481,23.955,24.689,25.354,26.142,27.02,27.954,29.048,30.253,31.369,32.406,33.328,34.357,35.02,35.524,35.962,36.366,36.889,37.191,37.473,37.709,37.899,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand with CF (MW)
ANNFIELD 66/20KV,20.764,20.705,20.309,19.894,19.58,19.398,19.341,19.522,19.787,20.1,20.471,20.91,21.562,22.212,22.998,23.877,24.81,25.811,27.059,28.226,29.317,30.283,31.331,32.057,32.607,33.1,33.559,34.12,34.465,34.789,35.069,35.303,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand with CF (MW)
ASHINGTON,18.565,18.55,18.198,17.833,17.574,17.454,17.463,17.705,18.014,18.375,18.796,19.29,19.982,20.666,21.488,22.407,23.381,24.391,25.655,26.838,27.945,28.923,29.968,30.719,31.284,31.789,32.26,32.819,33.177,33.516,33.815,34.072,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand with CF (MW)
AYCLIFFE FORREST,0.421,0.416,0.413,0.41,0.406,0.403,0.399,0.396,0.393,0.389,0.386,0.383,0.382,0.381,0.38,0.379,0.378,0.377,0.376,0.375,0.374,0.373,0.372,0.371,0.37,0.369,0.367,0.366,0.365,0.364,0.363,0.362,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand with CF (MW)
AYCLIFFE INDUSTRIAL,13.969,13.85,13.675,13.511,13.371,13.263,13.184,13.178,13.181,13.194,13.213,13.246,13.38,13.478,13.602,13.75,13.918,14.097,14.391,14.668,14.941,15.195,15.516,15.732,15.933,16.123,16.302,16.529,16.68,16.814,16.925,17.012,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand with CF (MW)
BARDEN FRIAR,0.886,0.885,0.881,0.877,0.875,0.877,0.884,0.901,0.928,0.96,0.998,1.043,1.111,1.159,1.216,1.281,1.353,1.431,1.512,1.587,1.648,1.702,1.743,1.77,1.791,1.805,1.818,1.835,1.845,1.854,1.86,1.866,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand with CF (MW)
BEDALE,17.056,17.016,17.22,17.153,17.102,17.082,17.093,17.185,17.308,17.443,17.589,17.751,18.053,18.304,18.586,18.894,19.219,19.601,20,20.379,20.735,21.071,21.439,21.705,21.947,22.177,22.402,22.671,22.881,23.085,23.272,23.442,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand with CF (MW)
BELMONT,21.651,22.052,22.377,22.05,21.793,21.626,21.546,21.63,21.766,21.939,22.161,22.438,22.9,23.356,23.916,24.548,25.219,25.931,26.737,27.481,28.171,28.762,29.376,29.788,30.05,30.26,30.446,30.684,30.804,30.918,30.999,31.052,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand with CF (MW)
BENSHAM,18.229,19.149,18.92,18.69,18.508,18.384,18.315,18.344,18.398,18.479,18.595,18.752,19.042,19.349,19.734,20.171,20.635,21.096,21.715,22.299,22.843,23.322,23.821,24.193,24.458,24.693,24.908,25.156,25.291,25.39,25.462,25.509,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand with CF (MW)
BENTON SQUARE,17.379,17.376,17.389,17.102,16.898,16.798,16.797,16.983,17.221,17.493,17.804,18.163,18.689,19.189,19.78,20.437,21.128,21.871,22.777,23.627,24.431,25.153,25.947,26.515,26.962,27.374,27.762,28.227,28.547,28.859,29.136,29.382,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand with CF (MW)
BENWELL,16.973,16.959,16.671,16.372,16.154,16.039,16.023,16.184,16.403,16.657,16.954,17.298,17.797,18.268,18.833,19.464,20.14,20.872,21.739,22.546,23.317,24.002,24.756,25.278,25.68,26.035,26.366,26.776,27.036,27.28,27.485,27.65,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand with CF (MW)
BILLINGHAM MARSH HOUSE,14.518,14.533,14.269,13.995,13.817,13.752,13.795,14.023,14.292,14.604,14.968,15.395,15.979,16.548,17.237,18.001,18.788,19.562,20.51,21.408,22.244,22.981,23.762,24.342,24.743,25.118,25.469,25.879,26.165,26.452,26.689,26.882,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand with CF (MW)
