Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0,0.005,0.013,0.021,0.03,0.04,0.052,0.067,0.085,0.105,0.125,0.148,0.174,0.201,0.233,0.267,0.302,0.341,0.383,0.427,0.471,0.516,0.564,0.611,0.66,0.711,0.763,0.818,0.874,0.933,0.993,1.056,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
AMBERTON ROAD,0,0.004,0.013,0.021,0.031,0.041,0.054,0.071,0.089,0.111,0.13,0.153,0.177,0.202,0.235,0.269,0.304,0.344,0.386,0.433,0.475,0.516,0.561,0.602,0.645,0.689,0.733,0.779,0.827,0.876,0.927,0.98,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
ANNFIELD 66/20KV,0,0.005,0.015,0.024,0.035,0.047,0.062,0.082,0.102,0.127,0.15,0.176,0.204,0.234,0.272,0.31,0.351,0.397,0.446,0.499,0.548,0.598,0.65,0.699,0.751,0.804,0.858,0.913,0.971,1.031,1.093,1.157,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
ASHINGTON,0,0.008,0.021,0.033,0.048,0.064,0.083,0.109,0.136,0.169,0.201,0.238,0.277,0.32,0.372,0.425,0.481,0.544,0.61,0.682,0.751,0.821,0.896,0.968,1.045,1.123,1.203,1.287,1.373,1.463,1.556,1.652,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
AYCLIFFE INDUSTRIAL,0,0.002,0.006,0.01,0.014,0.019,0.025,0.032,0.04,0.05,0.059,0.07,0.081,0.094,0.109,0.124,0.141,0.159,0.179,0.2,0.22,0.24,0.261,0.281,0.302,0.324,0.346,0.37,0.393,0.418,0.444,0.471,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BARDEN FRIAR,0,0,0.001,0.002,0.003,0.004,0.005,0.006,0.008,0.01,0.011,0.013,0.015,0.017,0.019,0.022,0.025,0.028,0.032,0.036,0.039,0.042,0.045,0.047,0.05,0.052,0.055,0.057,0.059,0.062,0.065,0.067,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BEDALE,0,0.004,0.012,0.02,0.029,0.039,0.051,0.068,0.085,0.107,0.124,0.144,0.166,0.188,0.219,0.25,0.282,0.32,0.36,0.404,0.442,0.479,0.518,0.553,0.59,0.626,0.663,0.701,0.74,0.781,0.823,0.867,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BELMONT,0,0.004,0.011,0.018,0.026,0.034,0.045,0.059,0.074,0.092,0.109,0.127,0.148,0.169,0.197,0.225,0.254,0.288,0.323,0.362,0.397,0.433,0.47,0.506,0.543,0.581,0.619,0.659,0.7,0.743,0.787,0.833,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BENSHAM,0,0.003,0.008,0.013,0.018,0.024,0.031,0.041,0.051,0.064,0.076,0.089,0.104,0.12,0.139,0.159,0.18,0.204,0.228,0.255,0.281,0.307,0.335,0.361,0.389,0.417,0.446,0.477,0.508,0.541,0.574,0.609,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BENTON SQUARE,0,0.004,0.011,0.018,0.025,0.034,0.044,0.058,0.073,0.091,0.107,0.126,0.147,0.169,0.196,0.224,0.254,0.287,0.322,0.36,0.396,0.432,0.47,0.507,0.546,0.585,0.625,0.667,0.71,0.755,0.802,0.85,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BENWELL,0,0.004,0.011,0.017,0.025,0.033,0.043,0.057,0.071,0.089,0.105,0.123,0.143,0.164,0.19,0.218,0.246,0.278,0.313,0.35,0.384,0.419,0.456,0.491,0.527,0.565,0.603,0.642,0.683,0.725,0.769,0.814,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BILLINGHAM MARSH HOUSE,0,0.004,0.011,0.017,0.025,0.033,0.043,0.055,0.069,0.086,0.103,0.122,0.143,0.167,0.193,0.221,0.251,0.283,0.317,0.354,0.39,0.428,0.469,0.509,0.552,0.596,0.641,0.688,0.737,0.788,0.841,0.895,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BILLY MILL,0,0.003,0.009,0.015,0.021,0.029,0.037,0.049,0.061,0.076,0.09,0.106,0.124,0.143,0.166,0.189,0.215,0.242,0.272,0.304,0.335,0.366,0.399,0.431,0.465,0.499,0.534,0.571,0.609,0.648,0.689,0.731,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BIRTLEY GROVE 66/11KV,0,0.003,0.007,0.011,0.016,0.022,0.029,0.037,0.047,0.058,0.069,0.081,0.095,0.109,0.127,0.145,0.164,0.185,0.208,0.233,0.256,0.28,0.305,0.329,0.355,0.381,0.408,0.436,0.464,0.494,0.525,0.557,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BIRTLEY GROVE 66/20KV,0,0.002,0.004,0.007,0.011,0.014,0.019,0.025,0.031,0.038,0.045,0.053,0.061,0.07,0.081,0.093,0.105,0.119,0.133,0.149,0.164,0.178,0.194,0.208,0.224,0.239,0.255,0.271,0.288,0.306,0.324,0.342,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BLAYDON BURN,0,0.003,0.01,0.017,0.025,0.033,0.044,0.058,0.073,0.09,0.106,0.124,0.143,0.163,0.19,0.216,0.245,0.277,0.311,0.349,0.382,0.415,0.45,0.482,0.516,0.55,0.584,0.62,0.657,0.695,0.735,0.776,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BLUCHER 33/11KV,0,0.004,0.01,0.016,0.023,0.03,0.04,0.052,0.065,0.081,0.096,0.113,0.132,0.152,0.176,0.201,0.228,0.258,0.289,0.323,0.356,0.389,0.424,0.458,0.494,0.531,0.568,0.607,0.648,0.69,0.733,0.778,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BOLDON DOWNHILL,0,0.003,0.007,0.012,0.017,0.023,0.03,0.038,0.048,0.06,0.071,0.085,0.099,0.114,0.133,0.152,0.172,0.194,0.218,0.243,0.268,0.294,0.321,0.347,0.375,0.404,0.433,0.464,0.496,0.529,0.563,0.598,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0,0.001,0.004,0.006,0.009,0.013,0.017,0.022,0.028,0.035,0.04,0.047,0.054,0.061,0.071,0.081,0.092,0.104,0.117,0.131,0.143,0.155,0.168,0.179,0.191,0.203,0.214,0.227,0.239,0.253,0.266,0.28,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BOWESFIELD 33/11KV,0,0.003,0.009,0.015,0.022,0.029,0.039,0.052,0.064,0.08,0.093,0.109,0.126,0.143,0.166,0.19,0.215,0.243,0.273,0.307,0.335,0.364,0.394,0.421,0.449,0.478,0.506,0.536,0.566,0.598,0.631,0.665,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BOWESFIELD 66/11KV,0,0.002,0.006,0.01,0.015,0.02,0.026,0.035,0.043,0.054,0.063,0.074,0.086,0.098,0.114,0.13,0.147,0.166,0.187,0.209,0.23,0.25,0.271,0.291,0.311,0.332,0.353,0.375,0.398,0.421,0.446,0.471,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BRANCEPETH,0,0.006,0.017,0.028,0.04,0.054,0.07,0.093,0.116,0.145,0.17,0.2,0.232,0.266,0.309,0.353,0.4,0.452,0.508,0.568,0.624,0.68,0.74,0.796,0.855,0.914,0.975,1.038,1.104,1.172,1.242,1.315,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BREAMISH STREET,0,0.001,0.005,0.008,0.012,0.016,0.021,0.028,0.035,0.044,0.051,0.059,0.068,0.077,0.09,0.103,0.116,0.132,0.148,0.166,0.182,0.197,0.213,0.227,0.242,0.256,0.271,0.286,0.302,0.318,0.335,0.353,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
BRENDA TRADING,0,0.005,0.015,0.024,0.034,0.046,0.06,0.079,0.099,0.123,0.145,0.17,0.197,0.226,0.263,0.301,0.34,0.384,0.432,0.483,0.531,0.578,0.629,0.677,0.727,0.778,0.83,0.884,0.94,0.998,1.058,1.12,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
CAMPLESHON ROAD,0,0.004,0.011,0.019,0.027,0.036,0.048,0.063,0.079,0.099,0.116,0.135,0.157,0.179,0.208,0.238,0.269,0.304,0.342,0.383,0.42,0.456,0.496,0.532,0.57,0.608,0.647,0.687,0.729,0.772,0.817,0.863,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
CARLEY HILL,0,0.004,0.012,0.02,0.029,0.039,0.05,0.066,0.083,0.103,0.122,0.143,0.166,0.191,0.222,0.254,0.287,0.324,0.364,0.408,0.448,0.488,0.532,0.572,0.615,0.659,0.703,0.75,0.798,0.847,0.899,0.952,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
CARLIN HOW T3 T4,0,0.005,0.014,0.023,0.033,0.045,0.058,0.077,0.097,0.121,0.141,0.166,0.192,0.22,0.255,0.292,0.33,0.373,0.419,0.47,0.515,0.56,0.609,0.654,0.701,0.748,0.797,0.847,0.899,0.953,1.009,1.066,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
CARR HILL,0,0.005,0.014,0.022,0.032,0.043,0.056,0.073,0.092,0.114,0.135,0.16,0.186,0.215,0.25,0.285,0.323,0.365,0.41,0.458,0.504,0.551,0.602,0.65,0.702,0.754,0.808,0.864,0.922,0.982,1.045,1.109,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
CATTERICK CAMP,0,0.006,0.017,0.027,0.039,0.052,0.068,0.09,0.112,0.14,0.165,0.194,0.225,0.258,0.3,0.343,0.388,0.438,0.492,0.551,0.605,0.659,0.717,0.772,0.829,0.888,0.947,1.009,1.073,1.139,1.208,1.279,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed storage capacity (MW)
