Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.3,17.009,16.775,16.701,16.958,17.193,17.484,17.877,19.274,20.156,21.419,22.416,23.914,25.312,27.372,29.177,30.71,32.378,33.805,35.18,36.66,37.67,38.545,38.985,39.383,39.779,40.817,41.534,41.836,41.987,42.771,42.879,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand (MW)
AMBERTON ROAD,23.153,22.908,22.597,22.452,22.61,22.767,22.987,23.323,24.257,24.969,25.897,26.728,27.983,29.279,31.055,32.665,34.097,35.595,36.914,38.193,39.533,40.539,41.438,41.991,42.529,43.037,43.986,44.731,45.141,45.406,46.093,46.292,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand (MW)
ANNFIELD 66/20KV,20.757,20.527,20.244,20.133,20.299,20.494,20.75,21.108,22.187,22.974,24.091,25.028,26.399,27.809,29.759,31.559,33.114,34.772,36.198,37.587,39.047,40.073,40.996,41.471,41.918,42.375,43.322,44.024,44.342,44.522,45.217,45.364,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand (MW)
ASHINGTON,18.555,18.361,18.144,18.092,18.324,18.554,18.852,19.262,20.409,21.253,22.413,23.406,24.81,26.256,28.223,30.044,31.635,33.313,34.773,36.178,37.648,38.693,39.613,40.093,40.545,40.994,41.93,42.627,42.958,43.163,43.87,44.044,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand (MW)
AYCLIFFE FORREST,0.421,0.415,0.41,0.404,0.398,0.393,0.387,0.382,0.377,0.372,0.367,0.362,0.36,0.359,0.357,0.356,0.355,0.353,0.352,0.35,0.349,0.348,0.346,0.345,0.344,0.342,0.341,0.34,0.338,0.337,0.336,0.334,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand (MW)
AYCLIFFE INDUSTRIAL,13.948,13.758,13.574,13.428,13.407,13.341,13.279,13.247,13.493,13.57,13.73,13.795,14.061,14.259,14.671,14.975,15.2,15.489,15.702,15.943,16.233,16.413,16.595,16.71,16.814,16.935,17.285,17.529,17.642,17.699,17.98,18.041,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand (MW)
BARDEN FRIAR,0.886,0.884,0.882,0.884,0.917,0.958,0.984,1.014,1.012,1.047,1.054,1.087,1.119,1.167,1.216,1.263,1.317,1.36,1.407,1.444,1.484,1.524,1.554,1.583,1.613,1.634,1.655,1.673,1.698,1.719,1.734,1.744,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand (MW)
BEDALE,17.015,17.201,17.064,16.981,17.025,17.059,17.083,17.145,17.285,17.424,17.576,17.722,18.074,18.424,18.903,19.323,19.71,20.114,20.488,20.853,21.249,21.583,21.898,22.159,22.422,22.673,23.05,23.372,23.624,23.832,24.146,24.332,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand (MW)
BELMONT,21.652,22.562,22.287,22.137,22.183,22.233,22.34,22.532,23.335,23.876,24.686,25.355,26.497,27.607,29.134,30.524,31.751,33.021,34.133,35.175,36.272,37.042,37.691,38,38.285,38.549,39.193,39.646,39.822,39.898,40.35,40.378,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand (MW)
BENSHAM,18.234,19.037,18.811,18.664,18.634,18.602,18.614,18.688,19.102,19.407,19.862,20.273,20.974,21.722,22.696,23.624,24.446,25.305,26.065,26.765,27.48,27.972,28.369,28.512,28.64,28.75,29.065,29.276,29.315,29.302,29.505,29.467,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand (MW)
