Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,21688,21431.357,21272.444,21113.535,20954.591,20795.592,20636.526,20477.402,20318.216,20158.971,19999.668,19840.308,19783.873,19727.653,19671.653,19615.868,19560.305,19504.958,19449.849,19394.974,19340.33,19285.909,19231.713,19177.739,19123.984,19070.36,19017.016,18963.89,18910.981,18858.289,18805.815,18753.559,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
AMBERTON ROAD,76360.038,75444.222,74871.213,74298.204,73725.195,73152.186,72579.177,72006.168,71433.159,70860.15,70287.141,69714.132,69502.771,69292.051,69081.97,68872.525,68663.716,68455.54,68247.994,68041.078,67834.79,67629.127,67424.087,67219.669,67015.871,66812.69,66610.126,66408.176,66206.838,66006.11,65805.991,65606.479,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
ANNFIELD 66/20KV,53435.157,52802.257,52410.01,52017.82,51625.587,51233.288,50840.887,50448.44,50055.863,49663.202,49270.425,48877.533,48738.214,48599.424,48461.183,48323.469,48186.223,48049.485,47913.282,47777.639,47642.526,47507.93,47373.868,47240.342,47107.359,46975.054,46843.196,46711.883,46581.115,46450.892,46321.214,46192.082,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
ASHINGTON,35000.729,34780.704,34736.977,34694.697,34651.321,34606.284,34558.693,34509.948,34457.951,34403.849,34346.85,34286.941,34405.343,34526.031,34649.594,34775.473,34902.246,35030.93,35162.242,35296.829,35434.009,35573.462,35715.634,35860.628,36008.646,36163.106,36318.264,36476.58,36638.092,36802.837,36970.854,37142.182,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
AYCLIFFE FORREST,2347.616,2319.46,2301.844,2284.227,2266.611,2248.994,2231.377,2213.761,2196.144,2178.528,2160.911,2143.294,2136.796,2130.318,2123.859,2117.42,2111,2104.6,2098.219,2091.858,2085.516,2079.193,2072.889,2066.604,2060.339,2054.092,2047.865,2041.656,2035.466,2029.295,2023.142,2017.008,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
AYCLIFFE INDUSTRIAL,30727.369,30358.843,30128.264,29897.684,29667.105,29436.525,29205.946,28975.366,28744.787,28514.207,28283.628,28053.049,27967.997,27883.203,27798.666,27714.385,27630.36,27546.589,27463.073,27379.81,27296.799,27214.04,27131.531,27049.273,26967.265,26885.505,26803.993,26722.728,26641.709,26560.936,26480.408,26400.124,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BARDEN FRIAR,3570.868,3559.589,3567.174,3574.775,3582.287,3589.688,3596.969,3603.463,3609.614,3615.298,3620.315,3625.166,3648.799,3672.833,3697.585,3722.624,3748.225,3774.366,3801.281,3829.077,3857.341,3886.136,3915.369,3945.069,3975.202,4004.791,4035.526,4066.699,4098.314,4130.376,4162.891,4195.864,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BEDALE,66424.627,66110.107,66141.205,66174.874,66205.769,66228.757,66243.717,66251.68,66251.371,66249.436,66236.753,66221.354,66548.441,66883.235,67225.768,67576.023,67927.57,68285.475,68653.184,69028.794,69410.594,69798.305,70192.797,70594.83,71003.729,71415.792,71837.012,72265.13,72700.227,73142.383,73591.682,74048.209,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BELMONT,77861.173,76927.354,76343.08,75758.807,75174.533,74590.26,74005.986,73421.712,72837.439,72253.165,71668.892,71084.618,70869.102,70654.239,70440.028,70226.466,70013.552,69801.283,69589.658,69378.674,69168.33,68958.624,68749.553,68541.117,68333.312,68126.137,67919.591,67713.671,67508.375,67303.701,67099.648,66896.214,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BENSHAM,43973.663,43446.27,43116.29,42786.309,42456.329,42126.349,41796.369,41466.388,41136.408,40806.428,40476.448,40146.467,40024.75,39903.402,39782.422,39661.809,39541.561,39421.678,39302.158,39183.001,39064.205,38945.769,38827.693,38709.974,38592.612,38475.606,38358.955,38242.657,38126.712,38011.118,37895.875,37780.982,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
