Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,21688,21431.357,21146.764,20862.128,20577.412,20292.593,20007.66,19722.623,19437.477,19152.226,18866.869,18581.409,18507.326,18433.588,18360.201,18287.158,18214.466,18142.116,18070.13,17998.502,17927.228,17856.302,17785.721,17715.484,17645.587,17575.948,17506.703,17437.793,17369.218,17300.976,17233.068,17165.492,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
AMBERTON ROAD,76360.038,75444.222,74428.866,73413.51,72398.154,71382.797,70367.441,69352.085,68336.729,67321.372,66306.016,65290.66,65018.129,64746.736,64476.476,64207.344,63939.335,63672.445,63406.669,63142.002,62878.44,62615.978,62354.612,62094.337,61835.148,61577.041,61320.011,61064.054,60809.166,60555.342,60302.577,60050.867,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
ANNFIELD 66/20KV,53435.157,52802.257,52100.366,51398.426,50696.335,49994.069,49291.591,48588.955,47886.079,47183.006,46479.705,45776.175,45593.398,45411.472,45230.417,45050.208,44870.788,44692.193,44514.445,44337.565,44161.524,43986.307,43811.927,43638.384,43465.682,43293.943,43122.953,42952.799,42783.478,42614.989,42447.329,42280.497,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
ASHINGTON,35000.729,34780.704,34531.747,34281.575,34027.603,33769.235,33505.571,33237.942,32964.294,32685.71,32401.414,32111.38,32185.35,32261.245,32339.606,32419.905,32500.81,32583.264,32667.929,32755.395,32845.023,32936.506,33030.25,33126.345,33224.965,33329.253,33433.901,33541.169,33651.083,33763.668,33878.948,33996.951,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
AYCLIFFE FORREST,2347.616,2319.46,2288.244,2257.028,2225.812,2194.596,2163.38,2132.164,2100.947,2069.731,2038.515,2007.299,1998.92,1990.576,1982.268,1973.993,1965.754,1957.548,1949.377,1941.24,1933.138,1925.068,1917.033,1909.031,1901.062,1893.127,1885.225,1877.356,1869.52,1861.716,1853.945,1846.206,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
AYCLIFFE INDUSTRIAL,30727.369,30358.843,29950.263,29541.682,29133.102,28724.521,28315.941,27907.36,27498.78,27090.199,26681.618,26273.038,26163.371,26054.162,25945.409,25837.11,25729.263,25621.866,25514.918,25408.415,25302.358,25196.743,25091.569,24986.834,24882.536,24778.673,24675.244,24572.247,24469.68,24367.54,24265.827,24164.539,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BARDEN FRIAR,3570.868,3559.589,3546.099,3532.209,3517.807,3502.861,3487.357,3470.642,3453.147,3434.749,3415.257,3395.144,3413.361,3431.908,3451.077,3470.466,3490.33,3510.645,3531.628,3553.377,3575.505,3598.068,3620.981,3644.267,3667.895,3690.963,3715.029,3739.436,3764.189,3789.291,3814.745,3840.555,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BEDALE,66424.627,66110.107,65750.436,65386.907,65014.076,64626.831,64225.044,63809.702,63379.556,62940.919,62485.045,62019.504,62254.425,62495.93,62744.021,62998.662,63253.839,63514.262,63783.115,64058.6,64339.108,64624.362,64915.149,65212.15,65514.721,65819.429,66131.783,66449.677,66773.166,67102.303,67437.144,67777.744,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BELMONT,77861.173,76927.354,75892.037,74856.72,73821.403,72786.087,71750.77,70715.453,69680.136,68644.819,67609.503,66574.186,66296.298,66019.569,65743.996,65469.573,65196.296,64924.159,64653.158,64383.288,64114.545,63846.924,63580.419,63315.027,63050.743,62787.562,62525.48,62264.491,62004.592,61745.778,61488.044,61231.386,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BENSHAM,43973.663,43446.27,42861.554,42276.838,41692.122,41107.406,40522.69,39937.974,39353.258,38768.542,38183.826,37599.11,37442.167,37285.879,37130.244,36975.258,36820.919,36667.224,36514.171,36361.757,36209.979,36058.834,35908.32,35758.435,35609.175,35460.538,35312.522,35165.123,35018.34,34872.17,34726.609,34581.656,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BENTON SQUARE,37368.142,37150.973,36905.082,36657.782,36406.585,36149.867,35887.223,35620.311,35347.44,35069.236,34785.366,34495.738,34597.922,34702.597,34809.426,34919.474,35031.386,35146.208,35264.245,35386.215,35511.465,35639.71,35770.921,35905.147,36042.333,36188.529,36334.796,36484.737,36638.39,36795.792,36956.984,37122.004,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BENWELL,46305.549,45955.527,45555.41,45151.751,44747.393,44342.214,43937.32,43531.199,43123.52,42709.185,42289.583,41864.993,41916.424,41966.087,42013.57,42061.386,42112.475,42164.808,42215.48,42263.479,42314.038,42369.091,42428.32,42490.939,42556.711,42612.571,42679.291,42748.493,42820.197,42894.424,42971.193,43050.526,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BILLINGHAM MARSH HOUSE,22590.833,22474.974,22342.593,22208.333,22070.455,21928.072,21780.632,21628.579,21471.671,21310.124,21143.898,20973.065,21039.663,21107.563,21177.105,21247.993,21320.638,21394.7,21471.189,21549.917,21630.771,21713.479,21798.038,21884.459,21972.576,22058.801,22149.254,22241.39,22335.224,22430.773,22528.053,22627.079,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BILLY MILL,47719.626,47442.299,47128.293,46812.488,46491.705,46163.873,45828.472,45487.623,45139.163,44783.892,44421.387,44051.528,44182.018,44315.689,44452.112,44592.645,44735.557,44882.187,45032.921,45188.678,45348.624,45512.396,45679.954,45851.362,46026.55,46213.245,46400.03,46591.506,46787.723,46988.729,47194.572,47405.305,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BIRTLEY GROVE 66/11KV,46453.707,45901.172,45288.508,44675.793,44062.982,43450.042,42836.977,42223.789,41610.48,40997.047,40383.486,39769.792,39608.521,39447.979,39288.161,39129.053,38970.655,38812.97,38656,38499.746,38344.205,38189.375,38035.252,37881.835,37729.119,37576.988,37425.621,37274.941,37124.947,36975.636,36827.005,36679.053,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BIRTLEY GROVE 66/20KV,29162.041,28812.289,28424.523,28036.756,27648.99,27261.223,26873.457,26485.69,26097.924,25710.157,25322.391,24934.625,24830.545,24726.899,24623.686,24520.904,24418.551,24316.625,24215.125,24114.048,24013.393,23913.159,23813.342,23713.943,23614.958,23516.387,23418.226,23320.476,23223.134,23126.198,23029.666,22933.538,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BLAYDON BURN,45816.476,45267.538,44658.902,44050.258,43441.611,42832.962,42224.313,41615.662,41007.006,40398.332,39789.644,39180.942,39018.01,38855.753,38694.168,38533.259,38373.032,38213.476,38054.583,37896.347,37738.779,37581.881,37425.65,37270.081,37115.17,36960.88,36807.264,36654.297,36501.976,36350.298,36199.261,36048.863,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BLUCHER 33/11KV,24434.089,24249.392,24038.262,23825.263,23611.895,23398.094,23184.443,22970.145,22755.025,22536.392,22314.98,22090.937,22118.075,22144.281,22169.337,22194.567,22221.526,22249.141,22275.879,22301.206,22327.885,22356.935,22388.188,22421.23,22455.936,22485.412,22520.618,22557.134,22594.97,22634.137,22674.646,22716.508,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BOLDON DOWNHILL,19579.504,19350.288,19096.07,18841.788,18587.391,18332.836,18078.127,17823.27,17568.265,17313.109,17057.797,16802.323,16737.956,16673.926,16610.229,16546.849,16483.791,16421.058,16358.657,16296.591,16234.857,16173.457,16112.387,16051.648,15991.236,15931.012,15871.197,15811.7,15752.52,15693.656,15635.107,15576.874,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,43015.052,42888.763,42743.007,42594.399,42438.37,42268.051,42084.245,41889.348,41684.703,41470.754,41245.294,41009.381,41240.407,41478.252,41723.166,41973.06,42224.096,42481.878,42747.908,43022.665,43302.295,43586.335,43875.836,44170.876,44471.69,44765.745,45072.24,45383.498,45699.568,46020.501,46346.348,46677.161,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BOWESFIELD 33/11KV,37496.058,37303.757,37084.032,36861.188,36632.34,36396.014,36151.294,35898.917,35638.483,35370.349,35094.45,34810.902,34921.44,35034.139,35149.565,35267.224,35387.8,35510.727,35637.684,35768.356,35902.556,36039.835,36180.184,36323.625,36469.88,36612.997,36763.13,36916.056,37071.801,37230.392,37391.856,37556.218,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BOWESFIELD 66/11KV,49577.111,49322.851,49032.332,48737.689,48435.107,48122.638,47799.071,47465.379,47121.035,46766.509,46401.716,46026.81,46172.963,46321.974,46474.589,46630.157,46789.582,46952.116,47119.977,47292.751,47470.19,47651.699,47837.269,48026.926,48220.303,48409.532,48608.037,48810.235,49016.161,49225.849,49439.335,49656.655,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BRANCEPETH,24498.357,24204.539,23878.785,23553.031,23227.278,22901.524,22575.771,22250.017,21924.263,21598.51,21272.756,20947.002,20859.567,20772.497,20685.79,20599.445,20513.461,20427.835,20342.567,20257.655,20173.097,20088.892,20005.039,19921.536,19838.381,19755.573,19673.111,19590.993,19509.218,19427.785,19346.691,19265.936,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BREAMISH STREET,27572.829,27364.406,27126.155,26885.795,26645.018,26403.752,26162.657,25920.83,25678.076,25431.359,25181.505,24928.681,24959.306,24988.878,25017.152,25045.624,25076.046,25107.207,25137.38,25165.961,25196.067,25228.849,25264.116,25301.404,25340.567,25373.83,25413.558,25454.765,25497.461,25541.66,25587.372,25634.612,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
BRENDA TRADING,45421.404,44876.648,44272.681,43668.715,43064.748,42460.782,41856.815,41252.849,40648.882,40044.916,39440.949,38836.983,38674.873,38513.439,38352.68,38192.591,38033.171,37874.416,37716.324,37558.892,37402.117,37245.996,37090.527,36935.707,36781.533,36628.003,36475.113,36322.862,36171.246,36020.263,35869.911,35720.185,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
CAMPLESHON ROAD,33148.897,32768.806,32346.599,31924.123,31501.444,31078.414,30654.888,30230.849,29806.369,29381.508,28956.268,28530.609,28429.368,28328.822,28228.832,28129.425,28030.605,27932.484,27835.055,27738.383,27642.356,27546.97,27452.227,27358.151,27264.715,27172.834,27081.114,26990.118,26899.849,26810.308,26721.495,26633.414,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
CARLEY HILL,29587.612,29250.738,28876.962,28502.984,28128.634,27753.779,27378.433,27002.611,26626.314,26249.531,25872.249,25494.448,25406.522,25319.181,25232.417,25146.178,25060.482,24975.346,24890.786,24806.818,24723.437,24640.646,24558.437,24476.816,24395.771,24314.86,24234.792,24155.275,24076.31,23997.897,23920.036,23842.726,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
CARLIN HOW T3 T4,33059.536,32893.061,32700.718,32506.23,32306.592,32101.114,31887.902,31668.943,31443.787,31212.583,30974.383,30728.568,30830.129,30933.784,31040.07,31148.562,31259.432,31371.693,31486.825,31605.143,31725.831,31849.073,31974.877,32103.455,32234.334,32367.317,32503.411,32642.167,32783.609,32927.765,33074.66,33224.32,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
CARR HILL,27407.75,27079.038,26714.599,26350.159,25985.719,25621.28,25256.84,24892.4,24527.96,24163.521,23799.081,23434.641,23336.822,23239.412,23142.408,23045.809,22949.613,22853.819,22758.424,22663.428,22568.828,22474.623,22380.812,22287.392,22194.361,22101.72,22009.465,21917.595,21826.108,21735.003,21644.279,21553.933,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
CATTERICK CAMP,57078.896,56889.77,56665.136,56434.463,56195.602,55947.507,55689.96,55413.908,55125.38,54823.133,54503.744,54174.482,54457.009,54744.917,55042.371,55343.582,55651.597,55966.619,56291.997,56629.004,56971.91,57321.487,57676.606,58037.67,58404.173,58762.692,59136.315,59515.353,59899.862,60289.895,60685.509,61086.76,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
CLOSE,100607.442,99846.953,98977.625,98100.601,97222.056,96341.729,95462.023,94579.649,93693.89,92793.669,91882.006,90959.505,91071.249,91179.15,91282.317,91386.205,91497.207,91610.91,91721.005,91825.29,91935.14,92054.753,92183.438,92319.491,92462.391,92583.758,92728.72,92879.074,93034.865,93196.135,93362.931,93535.297,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
CONEYTHORPE,49870.294,49697.167,49498.909,49297.536,49088.066,48863.052,48623.355,48371.563,48109.099,47836.528,47551.361,47254.835,47496.262,47745.145,48001.752,48263.837,48527.196,48797.913,49077.645,49366.882,49661.461,49960.88,50266.281,50577.754,50895.545,51206.141,51530.243,51859.575,52194.19,52534.144,52879.491,53230.288,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
CONSETT,63375.637,62661.902,61869.425,61076.666,60283.025,59488.365,58692.475,57895.665,57097.459,56298.107,55497.43,54695.421,54515.384,54336.617,54159.242,53983.133,53807.977,53633.99,53461.323,53290.108,53120.194,52951.507,52784.137,52618.102,52453.439,52290.874,52129.173,51968.855,51809.925,51652.384,51496.236,51341.483,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
CORPORATION STREET,39662.041,39362.237,39019.525,38673.78,38327.435,37980.387,37633.584,37285.73,36936.541,36581.651,36222.25,35858.576,35902.628,35945.166,35985.837,36026.792,36070.552,36115.376,36158.779,36199.891,36243.196,36290.351,36341.082,36394.717,36451.052,36498.898,36556.046,36615.32,36676.736,36740.313,36806.068,36874.019,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
COWTON,3382.369,3363.252,3341.505,3319.58,3297.239,3274.312,3250.775,3226.638,3201.795,3176.626,3150.64,3124.279,3133.139,3142.264,3151.649,3161.334,3171.031,3180.912,3191.141,3201.597,3212.263,3223.131,3234.226,3245.591,3257.179,3269.043,3281.119,3293.439,3306.004,3318.816,3331.879,3345.195,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
CRAMLINGTON T1 T3,47030.432,46734.394,46399.401,46062.762,45721.046,45373.457,45018.801,44658.841,44290.838,43916.202,43533.905,43143.915,43243,43344.643,43449.565,43557.074,43665.415,43775.831,43889.188,44006.267,44126.248,44248.735,44374.27,44502.963,44635.049,44774.637,44914.775,45058.429,45205.631,45356.415,45510.814,45668.864,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
CRAMLINGTON T2 T4,50987.949,50667.594,50305.113,49940.86,49571.073,49194.874,48810.959,48421.266,48022.81,47617.162,47203.197,46780.877,46888.858,46999.647,47114.024,47231.234,47349.339,47469.713,47593.316,47721.008,47851.859,47985.422,48122.286,48262.577,48406.55,48558.809,48711.588,48868.193,49028.661,49193.029,49361.332,49533.609,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
DARLEY,9656.375,9628.165,9595.603,9562.4,9527.529,9489.44,9448.317,9404.7,9358.894,9310.992,9260.506,9207.665,9259.671,9313.213,9368.347,9424.599,9481.11,9539.141,9599.029,9660.884,9723.836,9787.78,9852.954,9919.373,9987.093,10053.281,10122.275,10192.341,10263.489,10335.73,10409.077,10483.542,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
DARLINGTON 132/6KV,23078.326,22801.539,22494.667,22187.796,21880.924,21574.053,21267.181,20960.31,20653.438,20346.567,20039.695,19732.823,19650.456,19568.433,19486.752,19405.412,19324.412,19243.75,19163.424,19083.434,19003.777,18924.453,18845.46,18766.797,18688.463,18610.455,18532.773,18455.415,18378.38,18301.666,18225.273,18149.199,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
DARLINGTON 33/11KV,38111.205,37654.122,37147.359,36640.596,36133.833,35627.07,35120.307,34613.544,34106.781,33600.017,33093.254,32586.491,32450.471,32315.02,32180.133,32045.809,31912.046,31778.842,31646.193,31514.099,31382.555,31251.561,31121.113,30991.21,30861.849,30733.028,30604.745,30476.997,30349.783,30223.1,30096.945,29971.317,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
DARLINGTON CENTRAL 33/11KV,23117.848,22840.587,22533.189,22225.792,21918.395,21610.998,21303.601,20996.204,20688.807,20381.41,20074.013,19766.616,19684.108,19601.944,19520.123,19438.644,19357.505,19276.704,19196.241,19116.114,19036.321,18956.861,18877.733,18798.935,18720.467,18642.325,18564.51,18487.02,18409.853,18333.008,18256.484,18180.279,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
DARLINGTON EAST,60628.944,59907.649,59107.808,58307.896,57507.848,56707.629,55907.22,55106.637,54305.87,53504.929,52703.811,51902.519,51691.688,51481.797,51272.854,51064.846,50857.783,50651.65,50446.48,50242.263,50038.991,49836.65,49635.237,49434.748,49235.174,49036.375,48838.579,48641.686,48445.694,48250.599,48056.399,47863.091,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
DARLINGTON WEST,49248.148,48657.496,48002.645,47347.795,46692.944,46038.093,45383.243,44728.392,44073.542,43418.691,42763.84,42108.99,41933.222,41758.188,41583.885,41410.309,41237.457,41065.328,40893.916,40723.22,40553.237,40383.963,40215.396,40047.532,39880.369,39713.904,39548.134,39383.055,39218.666,39054.963,38891.943,38729.603,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
DENWICK,64039.936,63637.362,63181.852,62724.118,62259.431,61786.701,61304.284,60814.608,60313.922,59804.204,59284.035,58753.367,58888.709,59027.572,59170.947,59317.867,59465.898,59616.762,59771.671,59931.706,60095.695,60263.079,60434.601,60610.422,60790.865,60981.679,61173.15,61369.416,61570.523,61776.516,61987.442,62203.348,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
DUNSTON 66/11KV,45795.279,45246.039,44637.101,44028.163,43419.225,42810.287,42201.349,41592.411,40983.473,40374.536,39765.598,39156.66,38993.215,38830.453,38668.37,38506.964,38346.232,38186.17,38026.777,37868.049,37709.983,37552.577,37395.829,37239.734,37084.291,36929.497,36775.349,36621.845,36468.981,36316.755,36165.165,36014.207,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
DUNSTON 66/20KV,25852.165,25542.11,25198.355,24854.6,24510.845,24167.089,23823.334,23479.579,23135.824,22792.069,22448.314,22104.558,22012.291,21920.41,21828.911,21737.795,21647.059,21556.702,21466.721,21377.117,21287.886,21199.028,21110.541,21022.423,20934.673,20847.29,20760.271,20673.615,20587.321,20501.387,20415.812,20330.594,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
DURHAM EAST,77606.256,76675.495,75643.568,74611.64,73579.713,72547.786,71515.859,70483.932,69452.004,68420.077,67388.15,66356.223,66079.244,65803.422,65528.751,65255.227,64982.844,64711.598,64441.484,64172.498,63904.635,63637.89,63372.258,63107.735,62844.316,62581.997,62320.772,62060.638,61801.59,61543.623,61286.733,61030.915,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
EASTFIELD,92107.971,91217.105,90224.729,89229.873,88231.156,87228.357,86220.637,85207.791,84189.996,83166.815,82138.742,81104.007,80989.802,80879.701,80772.917,80667.611,80565.622,80466.23,80370.555,80278.686,80190.083,80104.474,80022.358,79943.817,79868.711,79798.762,79731.306,79667.481,79607.312,79550.823,79498.039,79448.984,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
EASTGATE CEMENT,20986.694,20741.973,20470.477,20198.938,19927.267,19655.442,19383.432,19111.283,18838.924,18566.393,18293.662,18020.731,17952.778,17885.188,17817.976,17751.125,17684.585,17618.389,17552.558,17487.113,17422.029,17357.295,17292.923,17228.915,17165.278,17102.118,17039.249,16976.75,16914.62,16852.858,16791.465,16730.44,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
EDUCATIONAL PRECINCT,48627.461,48259.887,47839.708,47415.808,46991.173,46565.677,46140.481,45713.996,45285.874,44850.763,44410.121,43964.24,44018.25,44070.403,44120.268,44170.481,44224.132,44279.089,44332.302,44382.708,44435.802,44493.616,44555.814,44621.574,44690.643,44749.305,44819.37,44892.042,44967.342,45045.29,45125.909,45209.22,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
ELVINGTON,58602.25,58072.93,57478.577,56881.843,56283.013,55680.555,55073.22,54460.847,53843.975,53223.199,52598.604,51969.723,51930.291,51893.632,51858.585,51825.394,51794.051,51765.56,51739.958,51717.877,51698.382,51681.366,51666.885,51655.183,51646.047,51647.133,51646.808,51649.805,51656.155,51665.884,51679.024,51695.602,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
FARADAY STREET,45659.102,45118.082,44518.091,43918.021,43317.796,42717.381,42116.75,41515.923,40914.891,40313.661,39712.232,39110.608,38953.903,38797.92,38642.669,38488.136,38334.335,38181.249,38028.918,37877.332,37726.483,37576.356,37426.95,37278.261,37130.28,36982.852,36836.234,36690.316,36545.096,36400.571,36256.74,36113.6,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
FAWDON T1 & SEATON BURN T1,46793.707,46473.177,46108.301,45740.746,45370.444,44996.685,44619.633,44239.396,43854.631,43463.182,43065.428,42661.48,42742.11,42823.148,42904.472,42987.518,43073.014,43160.497,43248.74,43337.608,43429.471,43525.171,43624.671,43727.599,43833.876,43939.319,44050.655,44165.211,44283.017,44404.104,44528.5,44656.237,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
FISHBURN,51110.044,50498.049,49819.51,49140.959,48462.385,47783.782,47105.148,46426.483,45747.788,45069.064,44390.31,43711.526,43530.05,43349.342,43169.4,42990.219,42811.8,42634.136,42457.232,42281.082,42105.683,41931.03,41757.12,41583.95,41411.516,41239.792,41068.814,40898.563,40729.036,40560.229,40392.141,40224.768,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
FLATWORTH CENTRAL,48401.95,48120.657,47802.161,47481.84,47156.471,46823.951,46483.755,46138.032,45784.59,45424.239,45056.55,44681.403,44813.759,44949.341,45087.715,45230.257,45375.213,45523.939,45676.829,45834.813,45997.046,46163.159,46333.113,46506.972,46684.665,46874.03,47063.485,47257.699,47456.721,47660.601,47869.388,48083.134,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
FOSS ISLANDS,93572.928,92450.672,91206.437,89962.201,88717.966,87473.731,86229.495,84985.26,83741.025,82496.789,81252.554,80008.318,79674.355,79341.785,79010.603,78680.804,78352.381,78025.329,77699.643,77375.315,77052.342,76730.717,76410.434,76091.488,75773.874,75457.585,75142.616,74828.962,74516.618,74205.577,73895.834,73587.385,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
FOSSWAY 33/11KV,36040.679,35768.248,35456.828,35142.651,34827.93,34512.569,34197.431,33881.338,33564.032,33241.545,32914.959,32584.491,32624.521,32663.175,32700.132,32737.348,32777.112,32817.844,32857.284,32894.642,32933.993,32976.843,33022.942,33071.68,33122.871,33166.349,33218.278,33272.14,33327.949,33385.721,33445.472,33507.219,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
FOURSTONES 20KV,77089.539,76604.957,76056.656,75505.677,74946.329,74377.298,73796.604,73207.174,72604.49,71990.933,71364.796,70726.022,70888.977,71056.171,71228.797,71405.691,71583.924,71765.568,71952.084,72144.772,72342.221,72543.758,72750.277,72961.973,73179.231,73408.979,73639.517,73875.829,74117.969,74365.993,74619.956,74879.914,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
FYLANDS BRIDGE,47717.311,47145.019,46510.524,45876.028,45241.533,44607.038,43972.543,43338.048,42703.553,42069.058,41434.563,40800.068,40629.763,40460.17,40291.285,40123.104,39955.626,39788.847,39622.763,39457.373,39292.674,39128.662,38965.334,38802.688,38640.722,38479.431,38318.813,38158.866,37999.587,37840.972,37683.02,37525.726,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
GALE LANE,21110.763,20857.573,20576.864,20296.155,20015.446,19734.737,19454.028,19173.319,18892.611,18611.902,18331.193,18050.484,17975.139,17900.109,17825.392,17750.986,17676.892,17603.106,17529.629,17456.458,17383.593,17311.032,17238.774,17166.817,17095.161,17023.804,16952.744,16881.982,16811.514,16741.341,16671.461,16601.872,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
GARWOOD STREET,49079.704,48491.072,47838.461,47185.85,46533.24,45880.629,45228.018,44575.407,43922.796,43270.186,42617.575,41964.964,41789.798,41615.362,41441.655,41268.673,41096.412,40924.871,40754.046,40583.934,40414.532,40245.837,40077.847,39910.557,39743.966,39578.07,39412.867,39248.353,39084.526,38921.382,38758.92,38597.136,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
GATESHEAD CENTRAL,53946.707,53299.703,52582.376,51865.049,51147.722,50430.395,49713.068,48995.741,48278.414,47561.086,46843.759,46126.432,45933.895,45742.162,45551.229,45361.093,45171.75,44983.198,44795.433,44608.452,44422.251,44236.828,44052.178,43868.299,43685.188,43502.841,43321.255,43140.427,42960.354,42781.033,42602.46,42424.632,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
GATESHEAD EAST,47676.849,47105.042,46471.085,45837.128,45203.171,44569.214,43935.257,43301.3,42667.343,42033.385,41399.428,40765.471,40595.312,40425.862,40257.12,40089.082,39921.746,39755.108,39589.165,39423.916,39259.356,39095.483,38932.294,38769.786,38607.956,38446.802,38286.321,38126.509,37967.365,37808.885,37651.066,37493.906,NPgN,Primary,NG FES - Consumer Transformation (EE CF),I&C (MWh)
