Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,1.8,1.815,1.845,1.874,1.9,1.926,1.953,2.029,2.118,2.217,2.314,2.434,2.55,2.664,2.779,2.89,3.012,3.148,3.283,3.42,3.553,3.685,3.817,3.949,4.082,4.215,4.349,4.483,4.619,4.754,4.89,5.027,NPgN,Primary,NG FES - Steady Progression (EE CF),Total installed renewable generation capacity (MW)
AMBERTON ROAD,1.694,1.702,1.727,1.752,1.778,1.805,1.832,1.901,1.981,2.074,2.168,2.285,2.404,2.526,2.647,2.772,2.892,3.006,3.122,3.237,3.355,3.474,3.594,3.714,3.835,3.956,4.078,4.201,4.324,4.447,4.571,4.695,NPgN,Primary,NG FES - Steady Progression (EE CF),Total installed renewable generation capacity (MW)
ANNFIELD 66/20KV,12.681,12.492,12.522,12.552,12.582,12.612,12.642,12.723,12.818,12.926,13.033,13.166,13.299,13.432,13.565,13.698,13.834,13.974,14.114,14.255,14.395,14.536,14.677,14.818,14.961,15.103,15.247,15.391,15.535,15.681,15.826,15.973,NPgN,Primary,NG FES - Steady Progression (EE CF),Total installed renewable generation capacity (MW)
ASHINGTON,5.792,5.811,5.857,5.902,5.946,5.989,6.032,6.156,6.298,6.459,6.618,6.814,7.007,7.199,7.392,7.581,7.781,7.995,8.208,8.422,8.634,8.845,9.057,9.269,9.482,9.697,9.912,10.128,10.344,10.562,10.781,11,NPgN,Primary,NG FES - Steady Progression (EE CF),Total installed renewable generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression (EE CF),Total installed renewable generation capacity (MW)
AYCLIFFE INDUSTRIAL,0.912,0.917,0.93,0.942,0.954,0.966,0.978,1.012,1.051,1.095,1.139,1.193,1.247,1.3,1.354,1.407,1.463,1.521,1.579,1.637,1.695,1.753,1.811,1.869,1.927,1.986,2.045,2.104,2.163,2.223,2.283,2.343,NPgN,Primary,NG FES - Steady Progression (EE CF),Total installed renewable generation capacity (MW)
BARDEN FRIAR,0.059,0.06,0.061,0.063,0.065,0.067,0.069,0.073,0.078,0.083,0.09,0.098,0.106,0.115,0.124,0.134,0.142,0.148,0.154,0.161,0.167,0.175,0.182,0.189,0.197,0.204,0.211,0.219,0.226,0.234,0.241,0.249,NPgN,Primary,NG FES - Steady Progression (EE CF),Total installed renewable generation capacity (MW)
BEDALE,2.717,2.727,2.747,2.768,2.791,2.814,2.838,2.897,2.966,3.045,3.127,3.228,3.333,3.44,3.547,3.658,3.762,3.857,3.953,4.05,4.15,4.252,4.354,4.457,4.56,4.664,4.768,4.873,4.978,5.083,5.189,5.295,NPgN,Primary,NG FES - Steady Progression (EE CF),Total installed renewable generation capacity (MW)
BELMONT,1.356,1.366,1.387,1.409,1.432,1.454,1.477,1.536,1.606,1.685,1.765,1.865,1.966,2.068,2.17,2.274,2.375,2.475,2.576,2.676,2.778,2.881,2.984,3.088,3.192,3.297,3.402,3.507,3.613,3.719,3.826,3.933,NPgN,Primary,NG FES - Steady Progression (EE CF),Total installed renewable generation capacity (MW)
BENSHAM,0.374,0.381,0.397,0.413,0.429,0.445,0.46,0.504,0.555,0.612,0.669,0.739,0.809,0.879,0.949,1.018,1.09,1.165,1.241,1.317,1.392,1.467,1.543,1.618,1.694,1.771,1.847,1.924,2.002,2.079,2.157,2.235,NPgN,Primary,NG FES - Steady Progression (EE CF),Total installed renewable generation capacity (MW)
